Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Fauna Date,Raw Date,Host,Labels
A/chicken/Dongguan/749/2014,Epi597276,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/397/2014,Epi578130,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/864/2014,Epi597356,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/Chicken/Dongguan/4048,Epi581939,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,Aa: Ns1: N176i; Nep: N176i;
A/Silkiechicken/Dongguan/3606,Epi581870,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3563,Epi581779,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3544,Epi581772,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3582,Epi581829,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/3605,Epi581869,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3145,Epi581633,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Chicken/Dongguan/3219,Epi581653,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Silkiechicken/Dongguan/3281,Epi581700,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Environment/Guangdong/262,Epi628434,2013-12-25,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.98,2018.22,2013-12-25,Environment,Aa: Nep: D246g;
A/Chicken/Dongguan/4037,Epi581932,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/3525,Epi581786,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3945,Epi581904,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3917,Epi581890,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/4126,Epi582316,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/4119,Epi583295,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/4040,Epi583322,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/4127,Epi582317,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/4064,Epi583315,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/4063,Epi581946,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/4094,Epi581953,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/4129,Epi582319,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/4102,Epi581962,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/4114,Epi581969,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/GD-35/2014/H7N9/2014-01-12,Epi655960,2014-01-12,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.03,2018.22,2014-01-12,Human,unknown
A/Shenzhen/SP62/2014,Epi578012,2014-02-05,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.10,2018.22,2014-02-05,Human,unknown
A/Shenzhen/SP75/2014,Epi578005,2014-02-15,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.12,2018.22,2014-02-15,Human,unknown
A/GD-109/2014/H7N9/2014-02-13,Epi656104,2014-02-13,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.12,2018.22,2014-02-13,Human,unknown
A/Shenzhen/SP-W1/2014,Epi583253,2014-01-14,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.04,2018.22,2014-01-14,Human,unknown
A/Guangdong/35/2014,Epi628466,2014-01-13,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.03,2018.22,2014-01-13,Human,unknown
A/Shenzhen/SP48/2014,Epi583281,2014-01-23,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.06,2018.22,2014-01-23,Human,Aa: Ns1: P212l; Nep: P212l;
A/HongKong/2212982/2014,Epi502367,2014-01-28,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.07,2018.22,2014-01-28,Human,Aa: Ns1: T94n; Nep: T94n;
A/silky_chicken/HongKong/1772-3/2014,Epi553202,2014-01-27,unknown,Hong Kong,Hong Kong,Agriculture Fisheries And Conservation Department,unknown,unknown,unknown,2014.07,2018.22,2014-01-27,Other Avian,unknown
A/Guangdong/75/2014,Epi628010,2014-01-30,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.08,2018.22,2014-01-30,Human,unknown
A/GD-75/2014/H7N9/2014-01-31,Epi656040,2014-01-31,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.08,2018.22,2014-01-31,Human,unknown
A/HongKong/3263/2014,Epi507081,2014-02-12,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.11,2018.22,2014-02-12,Human,unknown
A/Chicken/Dongguan/1459,Epi597050,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,Aa: Ns1: I156v; Nep: I156v;
A/Chicken/Dongguan/1393,Epi597562,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,Aa: Ns1: K41r; Nep: K41r;
A/Chicken/Dongguan/1526,Epi597121,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1096,Epi592205,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,Aa: Nep: G267r;
A/Chicken/Dongguan/1382,Epi597555,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,Aa: Ns1: D74n; Nep: D74n;
A/chicken/Dongguan/934/2014,Epi597377,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/856/2014,Epi596858,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/449/2014,Epi596793,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Shenzhen/138/2014,Epi578089,2014-02-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.13,2018.22,2014-02-19,Chicken,unknown
A/Chicken/Dongguan/1312,Epi596983,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1358,Epi592212,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/GD-114/2014/H7N9/2014-02-18,Epi656126,2014-02-18,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.13,2018.22,2014-02-18,Human,unknown
A/Chicken/Dongguan/1527,Epi578175,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/chicken/Dongguan/584/2014,Epi596821,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/Chicken/Dongguan/1075,Epi596937,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1533,Epi578182,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1303,Epi597506,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1548,Epi578189,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1314,Epi597523,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1297,Epi596976,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1374,Epi596990,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1188,Epi597478,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1456,Epi597043,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/chicken/Hangzhou/48-1/2013,Epi443663,2013-04-10,unknown,China,Zhejiang,Hangzhou Center For Disease Control And Prevention,unknown,unknown,unknown,2013.27,2018.22,2013-04-10,Chicken,Aa: Ns1: S73p E179g; Nep: S73p E179g;
A/environment/Shanghai/S1436/2013,Epi457671,2013-04-03,unknown,China,Shanghai,Harbin Veterinary Research Institute  Caas ,unknown,unknown,unknown,2013.25,2018.22,2013-04-03,Environment,Aa: Ns1: D71e V180i; Nep: D71e V180i;
A/environment/Shanghai/S1438/2013,Epi457655,2013-04-03,unknown,China,Shanghai,Harbin Veterinary Research Institute  Caas ,unknown,unknown,unknown,2013.25,2018.22,2013-04-03,Environment,Aa: Ns1: D71e; Nep: D71e;
A/environment/Shanghai/S1437/2013,Epi457663,2013-04-03,unknown,China,Shanghai,Harbin Veterinary Research Institute  Caas ,unknown,unknown,unknown,2013.25,2018.22,2013-04-03,Environment,Aa: Ns1: T197a; Nep: T197a V226a;
A/Fujian/2/2014,Epi628386,2014-01-15,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.04,2018.22,2014-01-15,Human,Aa: Ns1: D101n; Nep: D101n;
A/GD-55/2015/H7N9/2015-01-27,Epi656380,2015-01-27,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.07,2018.22,2015-01-27,Human,unknown
A/Fujian/16/2014,Epi627515,2014-03-28,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.24,2018.22,2014-03-28,Human,Aa: Ns1: V111i; Nep: V111i;
A/chicken/Zhejiang/SD007/2013,Epi457759,2013-04-22,unknown,China,Zhejiang,Harbin Veterinary Research Institute  Caas ,unknown,unknown,unknown,2013.30,2018.22,2013-04-22,Chicken,Aa: Ns1: S80g R88c N127t V136m I180v T197n; Nep: S80g R88c N127t V136m I180v T197n;
A/Chicken/Shaoxing/5136,Epi764623,2013-10-28,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2013.82,2018.22,2013-10-28,Chicken,Aa: Nep: *243q I244t;
A/Chicken/Shaoxing/2417,Epi764535,2013-10-20,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2013.80,2018.22,2013-10-20,Chicken,unknown
A/Silkiechicken/Shaoxing/5130,Epi583125,2013-10-28,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2013.82,2018.22,2013-10-28,Chicken,unknown
A/Chicken/Shaoxing/5146,Epi764624,2013-10-28,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2013.82,2018.22,2013-10-28,Chicken,unknown
A/Shanghai/5/2013,Epi447906,2013-04-02,unknown,China,Shanghai,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.25,2018.22,2013-04-02,Human,Aa: Ns1: D92e; Nep: D92e;
A/Minhang/S01/2013,Epi941043,2013-02-27,unknown,China,Shanghai,Other Database Import,unknown,unknown,unknown,2013.16,2018.22,2013-02-27,Human,Aa: Nep: Y257h;
A/Shanghai/16/2013,Epi447732,2013-04-10,unknown,China,Shanghai,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.27,2018.22,2013-04-10,Human,Aa: Ns1: A23t; Nep: A23t;
A/Shanghai/10/2013,Epi447806,2013-04-09,unknown,China,Shanghai,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.27,2018.22,2013-04-09,Human,unknown
A/Shanghai/4664T/2013,Epi446966,2013-03-05,unknown,China,Shanghai,Other Database Import,unknown,unknown,unknown,2013.17,2018.22,2013-03-05,Human,Aa: Nep: V275g Y278*;
A/Zhejiang/DTID-ZJU01/2013,Epi441799,2013-04-03,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2013.25,2018.22,2013-04-03,Human,Aa: Ns1: T170i; Nep: T170i;
A/Fujian/1/2013,Epi446749,2013-04-23,unknown,China,Fujian,Other Database Import,unknown,unknown,unknown,2013.31,2018.22,2013-04-23,Human,Aa: Ns1: D74n; Nep: D74n;
A/HuZhou/6/2013,Epi464589,2013-04-13,unknown,China,Zhejiang,Jiangsu University,unknown,unknown,unknown,2013.28,2018.22,2013-04-13,Human,Aa: Ns1: R88h; Nep: R88h;
A/Jiangsu/7/2013,Epi447669,2013-04-03,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.25,2018.22,2013-04-03,Human,Aa: Ns1: I145t; Nep: I145t;
A/Nanjing/4/2013,Epi497853,2013-04-07,unknown,China,Jiangsu,Other Database Import,unknown,unknown,unknown,2013.26,2018.22,2013-04-07,Human,unknown
A/chicken/Hangzhou/50-1/2013,Epi443671,2013-04-10,unknown,China,Zhejiang,Hangzhou Center For Disease Control And Prevention,unknown,unknown,unknown,2013.27,2018.22,2013-04-10,Chicken,Aa: Ns1: E70g; Nep: E70g;
A/Nanjing/1/2013,Epi453608,2013-03-28,unknown,China,Jiangsu,Other Database Import,unknown,unknown,unknown,2013.24,2018.22,2013-03-28,Human,Aa: Ns1: R59h; Nep: R59h;
A/Chicken/Jiangxi/1255,Epi583218,2013-04-07,unknown,China,Jiangxi,Other Database Import,unknown,unknown,unknown,2013.26,2018.22,2013-04-07,Chicken,Aa: Ns1: L141f; Nep: L141f;
A/Zhejiang/2/2013,Epi447746,2013-04-03,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.25,2018.22,2013-04-03,Human,Aa: Nep: K245e;
A/Henan/1/2013,Epi447725,2013-04-16,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.29,2018.22,2013-04-16,Human,unknown
A/Beijing/1-A/2013,Epi447832,2013-04-12,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.28,2018.22,2013-04-12,Human,Aa: Ns1: Q199h R200k; Nep: Q199h R200k;
A/chicken/Jiangxi/SD001/2013,Epi457839,2013-05-03,unknown,China,Jiangxi,Harbin Veterinary Research Institute  Caas ,unknown,unknown,unknown,2013.33,2018.22,2013-05-03,Chicken,Aa: Ns1: D209a; Nep: D209a;
A/Shanghai/12/2013,Epi447789,2013-04-10,unknown,China,Shanghai,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.27,2018.22,2013-04-10,Human,unknown
A/environment/Shanghai/RL01/2013,Epi581570,2013-03-30,unknown,China,Shanghai,Other Database Import,unknown,unknown,unknown,2013.24,2018.22,2013-03-30,Environment,Aa: Ns1: N4h H63n; Nep: N4h H63n A277v Y278i;
A/Hangzhou/254/2013,Epi450846,2013-04-17,unknown,China,Zhejiang,Hangzhou Center For Disease Control And Prevention,unknown,unknown,unknown,2013.29,2018.22,2013-04-17,Human,Aa: Ns1: I145v; Nep: I145v;
A/wildpigeon/Jiangsu/SD001/2013,Epi457615,2013-04-17,unknown,China,Jiangsu,Harbin Veterinary Research Institute  Caas ,unknown,unknown,unknown,2013.29,2018.22,2013-04-17,Other Avian,unknown
A/environment/Suzhou/8/2013,Epi497833,2013-04-08,unknown,China,Jiangsu,Other Database Import,unknown,unknown,unknown,2013.27,2018.22,2013-04-08,Environment,unknown
A/environment/Shanghai/S1439/2013,Epi457647,2013-04-03,unknown,China,Shanghai,Harbin Veterinary Research Institute  Caas ,unknown,unknown,unknown,2013.25,2018.22,2013-04-03,Environment,Aa: Nep: Y247h;
A/Hebei/1/2013,Epi509124,2013-07-19,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.54,2018.22,2013-07-19,Human,Aa: Ns1: D209g; Nep: D209g;
A/Henan/2/2013,Epi509058,2013-04-23,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.31,2018.22,2013-04-23,Human,Aa: Ns1: E142g; Nep: E142g;
A/Nanjing/6/2013,Epi497906,2013-04-11,unknown,China,Jiangsu,Other Database Import,unknown,unknown,unknown,2013.27,2018.22,2013-04-11,Human,Aa: Ns1: D74g; Nep: D74g;
A/Anhui/4/2013,Epi509082,2013-04-01,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.25,2018.22,2013-04-01,Human,Aa: Ns1: D39e; Nep: D39e;
A/Anhui/2/2013,Epi447641,2013-04-14,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.28,2018.22,2013-04-14,Human,unknown
A/Jiangsu/2/2013,Epi469528,2013-03-31,unknown,China,Jiangsu,Other Database Import,unknown,unknown,unknown,2013.24,2018.22,2013-03-31,Human,Aa: Nep: A268g;
A/Chicken/Nanjing/761/2013,Epi515792,2013-04-09,unknown,China,Jiangsu,Beijing Institute Of Microbiology And Epidemiology,unknown,unknown,unknown,2013.27,2018.22,2013-04-09,Chicken,unknown
A/Chicken/Wuxi/405,Epi615179,2013-04-01,unknown,China,Jiangsu,Other Database Import,unknown,unknown,unknown,2013.28,2018.22,2013-04-xx,Chicken,unknown
A/Chicken/Suzhou/402,Epi545792,2013-04-01,unknown,China,Jiangsu,Other Database Import,unknown,unknown,unknown,2013.28,2018.22,2013-04-xx,Chicken,unknown
A/chicken/Zhejiang/C483/2013,Epi532275,2013-04-01,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2013.28,2018.22,2013-04-xx,Chicken,unknown
A/chicken/Zhejiang/C481/2013,Epi532274,2013-04-01,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2013.28,2018.22,2013-04-xx,Chicken,unknown
A/Wuxi/3/2013,Epi497869,2013-04-07,unknown,China,Jiangsu,Other Database Import,unknown,unknown,unknown,2013.26,2018.22,2013-04-07,Human,unknown
A/Duck/Wuxi/403,Epi615188,2013-04-01,unknown,China,Jiangsu,Other Database Import,unknown,unknown,unknown,2013.33,2018.22,2013-04-xx,Duck,unknown
A/Shanghai/MH01/2013,Epi542315,2013-04-17,unknown,China,Shanghai,Other Database Import,unknown,unknown,unknown,2013.29,2018.22,2013-04-17,Human,unknown
A/Shanghai/4/2013,Epi447948,2013-03-09,unknown,China,Shanghai,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.18,2018.22,2013-03-09,Human,unknown
A/Wuxi/2/2013,Epi467317,2013-03-31,unknown,China,Jiangsu,Other Database Import,unknown,unknown,unknown,2013.24,2018.22,2013-03-31,Human,unknown
A/Jiangsu/5/2013,Epi447683,2013-04-08,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.27,2018.22,2013-04-08,Human,unknown
A/environment/Shandong/SD049/2013,Epi457679,2013-05-03,unknown,China,Shandong,Harbin Veterinary Research Institute  Caas ,unknown,unknown,unknown,2013.33,2018.22,2013-05-03,Environment,unknown
A/environment/Shandong/SD039/2013,Epi457687,2013-05-03,unknown,China,Shandong,Harbin Veterinary Research Institute  Caas ,unknown,unknown,unknown,2013.33,2018.22,2013-05-03,Environment,unknown
A/treesparrow/Shanghai/01/2013,Epi507151,2013-05-09,unknown,China,Shanghai,Other Database Import,unknown,unknown,unknown,2013.35,2018.22,2013-05-09,Other Avian,unknown
A/Shanghai/8/2013,Epi447760,2013-04-07,unknown,China,Shanghai,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.26,2018.22,2013-04-07,Human,unknown
A/chicken/Shanghai/S1080/2013,Epi457791,2013-04-03,unknown,China,Shanghai,Harbin Veterinary Research Institute  Caas ,unknown,unknown,unknown,2013.25,2018.22,2013-04-03,Chicken,Aa: Ns1: M27l K78x M79x S80x I81x A143t; Nep: M27l K78x M79x S80x I81x A143t K219e V226i N246d;
A/Shanghai/Patient5/2013,Epi451335,2013-05-01,unknown,China,Shanghai,Institute Pasteur Of Shanghai Cas,unknown,unknown,unknown,2013.33,2018.22,2013-05-01,Human,unknown
A/duck/Anhui/SC702/2013,Epi457735,2013-04-16,unknown,China,Anhui,Harbin Veterinary Research Institute  Caas ,unknown,unknown,unknown,2013.29,2018.22,2013-04-16,Duck,unknown
A/duck/Anhui/S702/2013,Epi1090801,2013-04-04,unknown,China,Anhui,Other Database Import,unknown,unknown,unknown,2013.25,2018.22,2013-04-04,Duck,unknown
A/Environment/Shandong/1/2013,Epi447648,2013-04-27,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.32,2018.22,2013-04-27,Environment,Aa: Nep: F256l;
A/Wuxi/1/2013,Epi467309,2013-03-31,unknown,China,Jiangsu,Other Database Import,unknown,unknown,unknown,2013.24,2018.22,2013-03-31,Human,unknown
A/Hunan/2/2013,Epi447690,2013-04-25,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.31,2018.22,2013-04-25,Human,unknown
A/Anhui/1-YK_RG56/2013,Epi637067,2015-08-27,unknown,China,Anhui,Other Database Import,unknown,unknown,unknown,2015.65,2018.22,2015-08-27,Human,unknown
A/Changsha/2/2013,Epi477316,2013-04-29,unknown,China,Hunan,Other Database Import,unknown,unknown,unknown,2013.32,2018.22,2013-04-29,Human,unknown
A/Shanghai/13/2013,Epi447782,2013-04-10,unknown,China,Shanghai,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.27,2018.22,2013-04-10,Human,Aa: Ns1: I64t; Nep: I64t;
A/Hangzhou/1/2013,Epi441001,2013-03-24,unknown,China,Zhejiang,Hangzhou Center For Disease Control And Prevention,unknown,unknown,unknown,2013.22,2018.22,2013-03-24,Human,unknown
A/Zhejiang/1/2013,Epi443038,2013-03-24,unknown,China,Zhejiang,Zhejiang Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2013.22,2018.22,2013-03-24,Human,unknown
A/Environment/Guangdong/C13281025/2013,Epi490965,2013-04-26,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2013.31,2018.22,2013-04-26,Environment,unknown
A/Environment/Guangdong/C13281030/2013,Epi490973,2013-04-26,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2013.31,2018.22,2013-04-26,Environment,unknown
A/environment/Guangdong/25/2013,Epi503523,2013-04-26,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.31,2018.22,2013-04-26,Environment,unknown
A/environment/Guangdong/30/2013,Epi503522,2013-04-26,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.31,2018.22,2013-04-26,Environment,unknown
A/Nanjing/f0874/2013,Epi460755,2013-04-09,unknown,China,Jiangsu,Jiangsu Provincial Center For Disease Control & Prevention,unknown,unknown,unknown,2013.27,2018.22,2013-04-09,Human,unknown
A/Suzhou/5/2013,Epi497914,2013-04-12,unknown,China,Jiangsu,Other Database Import,unknown,unknown,unknown,2013.28,2018.22,2013-04-12,Human,unknown
A/Xuzhou/1/2013,Epi498102,2013-04-25,unknown,China,Jiangsu,Other Database Import,unknown,unknown,unknown,2013.31,2018.22,2013-04-25,Human,unknown
A/Nanjing/M2/2013,Epi453652,2013-04-26,unknown,China,Jiangsu,Jiangsu Provincial Center For Disease Control & Prevention,unknown,unknown,unknown,2013.31,2018.22,2013-04-26,Human,unknown
A/chicken/Guangdong/G3/2013,Epi576586,2013-05-05,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.34,2018.22,2013-05-05,Chicken,Aa: Ns1: I64m; Nep: I64m F273c;
A/chicken/Guangdong/SD1/2013,Epi576587,2013-05-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.37,2018.22,2013-05-16,Chicken,Aa: Nep: F273s;
A/chicken/Zhejiang/DTID-ZJU01/2013,Epi442725,2013-04-01,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2013.30,2018.22,2013-04-xx,Chicken,unknown
A/Chicken/Guangdong/3640,Epi576583,2013-05-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.37,2018.22,2013-05-16,Chicken,unknown
A/chicken/Guangdong/G2/2013,Epi576585,2013-05-05,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.34,2018.22,2013-05-05,Chicken,unknown
A/Shanghai/Patient14/2013,Epi451264,2013-05-01,unknown,China,Shanghai,Institute Pasteur Of Shanghai Cas,unknown,unknown,unknown,2013.33,2018.22,2013-05-01,Human,Aa: Nep: T242r *250q;
A/Shanghai/6-A/2013,Epi447819,2013-04-10,unknown,China,Shanghai,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.27,2018.22,2013-04-10,Human,unknown
A/Shanghai/ION/2013,Epi585986,2013-04-04,unknown,China,Shanghai,Other Database Import,unknown,unknown,unknown,2013.25,2018.22,2013-04-04,Human,unknown
