Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Db,Raw Date,Labels
SG_118,Ky241788,2016-05-13,Southeast Asia,Singapore,Singapore,Ho Et Al,Lancet Infect Dis  2017  In Press,Outbreak Of Zika Virus Infection In Singapore  An Epidemiological Entomological Virological And Clinical Analysis,https://www.ncbi.nlm.nih.gov/nuccore/KY241788,2016.36,Genbank,2016-05-13,Aa: Ns2b: V43a V44d;
Brazil/2015/ZBRC321,Ky559000,2015-08-09,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559000,2015.60,Genbank,2015-08-09,unknown
EcEs089_16,Kx879604,2016-04-01,South America,Ecuador,Ecuador,Marquez Et Al,Genome Announc 5  8  E01673-16  2017 ,First Complete Genome Sequences Of Zika Virus Isolated From Febrile Patient Sera In Ecuador,https://www.ncbi.nlm.nih.gov/nuccore/KX879604,2016.25,Genbank,2016-04-xx,unknown
EC/Esmeraldas/121/2016,Mf794971,2016-05-01,South America,Ecuador,Ecuador,Wise Et Al,Submitted  31-aug-2017  Research Public Health England Phe Porton Down Manor Farm Road Salisbury Wiltshire Sp4 0jg United Kingdom,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF794971,2016.33,Genbank,2016-05-01,unknown
EcEs062_16,Kx879603,2016-04-01,South America,Ecuador,Ecuador,Marquez Et Al,Genome Announc 5  8  E01673-16  2017 ,First Complete Genome Sequences Of Zika Virus Isolated From Febrile Patient Sera In Ecuador,https://www.ncbi.nlm.nih.gov/nuccore/KX879603,2016.33,Genbank,2016-04-xx,unknown
Brazil/2016/ZBRX16,Ky559016,2016-04-25,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559016,2016.31,Genbank,2016-04-25,unknown
Paraiba_01,Kx280026,2015-01-01,South America,Brazil,Brazil,Tsetsarkin Et Al,Mbio 7  4  E01114-16  2016 ,A Full-length Infectious Cdna Clone Of Zika Virus From The 2015 Epidemic In Brazil As A Genetic Platform For Studies Of Virus-host Interactions And Vaccine Development,https://www.ncbi.nlm.nih.gov/nuccore/KX280026,2016.00,Genbank,2015-xx-xx,unknown
Brazil_2015_MG,Kx811222,2016-06-14,South America,Brazil,Brazil,Green Et Al,Unpublished,Zika Viral Sequence Identified In Fortaleza Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KX811222,2016.45,Genbank,2016-06-14,Aa: Mp: S16p; Ns3: K587r; Pro: T74a;
Rio_S1,Ku926310,2016-01-29,South America,Brazil,Brazil,Bonaldo Et Al,Plos Negl Trop Dis 10  6  E0004816  2016 ,Isolation Of Infective Zika Virus From Urine And Saliva Of Patients In Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU926310,2016.08,Genbank,2016-01-29,Aa: Ns5: V168a; Env: T335a; Ns4a: A3t;
Natal_RGN,Ku527068,2015-01-01,South America,Brazil,Brazil,Mlakar Et Al,N. Engl. J. Med. 374  10  951-958  2016 ,Zika Virus Associated With Microcephaly,https://www.ncbi.nlm.nih.gov/nuccore/KU527068,2015.64,Genbank,2015-xx-xx,Aa: Ns4b: T240i; Ns1: K146e T233a;
BeH823339,Ku729217,2015-01-01,South America,Brazil,Brazil,Faria Et Al,Unpublished,Zika Virus In The Americas  Early Epidemiological And Genetic Findings,https://www.ncbi.nlm.nih.gov/nuccore/KU729217,2015.86,Genbank,2015-xx-xx,Aa: Ns2b: M32i; Ns5: N280d; Env: T47s M68i V255a; Ns1: G190e;
Brazil/16321,Ky120352,2016-03-22,South America,Brazil,Brazil,Oh Et Al,Unpublished,Complete Genome Sequence Of Zika Virus Isolated From Imported Cases In The Republic Of Korea 2016,https://www.ncbi.nlm.nih.gov/nuccore/KY120352,2016.22,Genbank,2016-03-22,Aa: Ns5: I526t E629g;
Brazil/2015/ZBRA105,Ky558989,2015-02-23,South America,Brazil,Brazil,Faria Et Al,Nature 546  7658  406-410  2017 ,Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY558989,2015.15,Genbank,2015-02-23,Aa: 2k: M7i;
DOM/2016/MA_WGS16_020,Ky785460,2016-06-30,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785460,2016.50,Genbank,2016-06-30,Aa: 2k: V15a;
Saint_Barthelemi_Rus_6BRN_2016,Mf098767,2016-07-25,North America,Saint Barthelemy,Saint Barthelemy,Karan Et Al,Unpublished,Imported Cases Of Zika Virus Disease In Russia In 2016-2017,https://www.ncbi.nlm.nih.gov/nuccore/MF098767,2016.56,Genbank,2016-07-25,Aa: Ns5: A14s R563k; Ns1: K189r;
Brazil/2016/ZBRY4,Ky559026,2016-01-15,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559026,2016.04,Genbank,2016-01-15,unknown
Brazil/2016/ZBRY14,Ky817930,2016-01-01,South America,Brazil,Brazil,Faria Et Al,Nature 546  7658  406-410  2017 ,Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY817930,2016.02,Genbank,2016-01-xx,unknown
Brazil/2016/ZBRY12,Ky559028,2016-01-01,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559028,2016.08,Genbank,2016-01-xx,Aa: Ns5: S287r I526m;
Brazil/2016/ZBRY11,Ky559029,2016-01-01,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559029,2016.00,Genbank,2016-01-xx,unknown
DOM/2016/BB_0180,Ky014304,2016-04-18,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014304,2016.30,Genbank,2016-04-18,Aa: Ns5: F295v;
DOM/2016/BB_0216,Ky014302,2016-04-21,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014302,2016.30,Genbank,2016-04-21,Aa: Ns5: S651n;
mosquito/Haiti/1682/2016,Mf384325,2016-05-17,North America,Haiti,Haiti,White Et Al,Unpublished,Isolation Of Zika Virus From Mosquitoes In Haiti,https://www.ncbi.nlm.nih.gov/nuccore/MF384325,2016.38,Genbank,2016-05-17,unknown
Haiti/0054/2014,Ky415988,2014-06-05,North America,Haiti,Haiti,White Et Al,Unpublished,Zika Viruses In Haiti During An Outbreak Of Chikungunya Fever In Mid 2014,https://www.ncbi.nlm.nih.gov/nuccore/KY415988,2014.42,Genbank,2014-06-05,unknown
PHE_Guadeloupe,Kx673530,2016-04-21,North America,Guadeloupe,Guadeloupe,Atkinson Et Al,Unpublished,Complete Genomic Sequence Of Zika Virus Isolated From A Clinical Semen Sample,https://www.ncbi.nlm.nih.gov/nuccore/KX673530,2016.30,Genbank,2016-04-21,Aa: Ns5: T808i;
Haiti/0029/2014,Ky415986,2014-05-29,North America,Haiti,Haiti,White Et Al,Unpublished,Zika Viruses In Haiti During An Outbreak Of Chikungunya Fever In Mid 2014,https://www.ncbi.nlm.nih.gov/nuccore/KY415986,2014.41,Genbank,2014-05-29,unknown
Haiti/0033/2014,Ky415987,2014-05-29,North America,Haiti,Haiti,White Et Al,Unpublished,Zika Viruses In Haiti During An Outbreak Of Chikungunya Fever In Mid 2014,https://www.ncbi.nlm.nih.gov/nuccore/KY415987,2014.41,Genbank,2014-05-29,unknown
Haiti/0036/2014,Ky415990,2014-06-02,North America,Haiti,Haiti,White Et Al,Unpublished,Zika Viruses In Haiti During An Outbreak Of Chikungunya Fever In Mid 2014,https://www.ncbi.nlm.nih.gov/nuccore/KY415990,2014.42,Genbank,2014-06-02,unknown
Haiti/0097/2014,Ky415991,2014-06-24,North America,Haiti,Haiti,White Et Al,Unpublished,Zika Viruses In Haiti During An Outbreak Of Chikungunya Fever In Mid 2014,https://www.ncbi.nlm.nih.gov/nuccore/KY415991,2014.48,Genbank,2014-06-24,unknown
Haiti/0074/2014,Ky415989,2014-06-10,North America,Haiti,Haiti,White Et Al,Unpublished,Zika Viruses In Haiti During An Outbreak Of Chikungunya Fever In Mid 2014,https://www.ncbi.nlm.nih.gov/nuccore/KY415989,2014.44,Genbank,2014-06-10,unknown
DOM/2016/BB_0433,Ky785441,2016-06-13,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785441,2016.45,Genbank,2016-06-13,Aa: Ns3: V126i;
Cuba_2017,Mf438286,2017-02-12,North America,Cuba,Cuba,Lasala-sanchez Et Al,Unpublished,Zika Virus Polyprotein Sequence Isolated From A Fetus-brain Of Cuba Pregnant Traveler Diagnosed In Spain  Madrid ,https://www.ncbi.nlm.nih.gov/nuccore/MF438286,2017.11,Genbank,2017-02-12,Aa: Ns4b: A88t A201t; Ca: A120v; Ns2b: T105a; Ns2a: V42i; Ns1: V46i K146n; Ns3: T567i; Pro: E21k R89w;
USVI/42/2016,Vi42,2016-10-26,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.82,Fh,2016-10-26,unknown
USVI/28/2016,Vi28,2016-11-28,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.91,Fh,2016-11-28,Aa: Ns5: E878d; Ns1: V349m; Ns3: R169g;
USVI/20/2016,Vi20,2016-10-13,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.78,Fh,2016-10-13,Aa: Ns4b: Q165k V166w E167r; Ns4a: G1r; Ns3: R617k;
USVI/19/2016,Vi19,2016-11-21,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.89,Fh,2016-11-21,unknown
USVI/41/2016,Vi41,2016-11-10,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.86,Fh,2016-11-10,unknown
Dominican_Republic/2016/ZB,Mf664436,2016-08-25,North America,Dominican Republic,Dominican Republic,Prilipov Et Al,Submitted  13-aug-2017  Molecular Genetics Ivanovsky Virilogy Institute Gamalei Centre Of Microbiology And Epidemiology Gamalei Str. 16 Moscow 123098 Russia,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF664436,2016.65,Genbank,2016-08-25,Aa: Ns5: M871i;
Dominican_Rep_Rus_7EGR_2016,Mf098768,2016-08-25,North America,Dominican Republic,Dominican Republic,Karan Et Al,Unpublished,Imported Cases Of Zika Virus Disease In Russia In 2016-2017,https://www.ncbi.nlm.nih.gov/nuccore/MF098768,2016.65,Genbank,2016-08-25,unknown
Dominican_Rep_Rus_8ZBR_2016,Mf098769,2016-08-25,North America,Dominican Republic,Dominican Republic,Karan Et Al,Unpublished,Imported Cases Of Zika Virus Disease In Russia In 2016-2017,https://www.ncbi.nlm.nih.gov/nuccore/MF098769,2016.65,Genbank,2016-08-25,unknown
DOM/2016/BB_0071,Ky785449,2016-04-05,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785449,2016.26,Genbank,2016-04-05,Aa: Ca: V113i; Ns2a: T29i; Ns5: E311d K388r; Ns1: Q102h Y122h; Pro: G79v;
3216DP137,Lc331561,2016-01-01,Japan Korea,Japan,Japan,Yoshida Et Al,Unpublished,Detection Of Zika Virus In Tokyo Japan,https://www.ncbi.nlm.nih.gov/nuccore/LC331561,2017.00,Genbank,2016-xx-xx,Aa: Ns2a: V91a S104g; Ns5: Y74h;
DOM/2016/BB_0091,Ky785475,2016-04-07,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785475,2016.27,Genbank,2016-04-07,Aa: Ns4b: I98v; Ns2a: S190g; Env: V23i A280v;
DOM/2016/MA_WGS16_013,Ky785473,2016-06-15,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785473,2016.45,Genbank,2016-06-15,Aa: Ns5: M135v V267a; Env: H398y; Ns1: I242t;
JAM/2016/MA_WGS16_038,Ky785438,2016-09-26,North America,Jamaica,Jamaica,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785438,2016.74,Genbank,2016-09-26,unknown
DOM/2016/BB_0183,Ky785420,2016-04-18,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785420,2016.30,Genbank,2016-04-18,Aa: Ns2a: L152m; Ns1: D208g;
DOM/2016/BB_0269,Ky014318,2016-04-27,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014318,2016.32,Genbank,2016-04-27,Aa: Ns3: I115t;
DOM/2016/BB_0436,Ky014314,2016-06-14,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014314,2016.45,Genbank,2016-06-14,Aa: Env: D247e;
DOM/2016/BB_0115,Ky014321,2016-04-11,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014321,2016.28,Genbank,2016-04-11,Aa: Ns5: K384q; Ns3: V13a;
DOM/2016/MA_WGS16_014,Ky785470,2016-06-18,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785470,2016.46,Genbank,2016-06-18,Aa: Ns3: H584r;
USA/2016/FL039,Kx922707,2016-08-17,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KX922707,2016.63,Genbank,2016-08-17,unknown
Dominican_Republic/2016/PD1,Ku853012,2016-02-01,North America,Dominican Republic,Dominican Republic,Barzon Et Al,Euro Surveill. 21  10   2016 ,Isolation Of Infectious Zika Virus From Saliva And Prolonged Viral Rna Shedding In A Traveller Returning From The Dominican Republic To Italy January 2016,https://www.ncbi.nlm.nih.gov/nuccore/KU853012,2016.08,Genbank,2016-02-01,unknown
Yokohama/1/2016,Lc190723,2016-05-20,Japan Korea,Japan,Japan,Ozawa Et Al,Unpublished,Zika Virus Isolate Zikv/hu/yokohama/1/2016,https://www.ncbi.nlm.nih.gov/nuccore/LC190723,2016.38,Genbank,2016-05-20,unknown
DOM/2016/MA_WGS16_031,Ky785434,2016-08-17,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785434,2016.63,Genbank,2016-08-17,Aa: Ca: F27l;
Dominican_Rep_Rus_5RMN_2016,Mf098766,2016-05-31,North America,Dominican Republic,Dominican Republic,Karan Et Al,Unpublished,Imported Cases Of Zika Virus Disease In Russia In 2016-2017,https://www.ncbi.nlm.nih.gov/nuccore/MF098766,2016.41,Genbank,2016-05-31,unknown
DOM/2016/BB_0076,Ky014305,2016-04-05,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014305,2016.26,Genbank,2016-04-05,Aa: Ns3: A614s;
Haiti/2016/PD,Kx269878,2016-02-01,North America,Haiti,Haiti,Barzon Et Al,Euro Surveill. 21  32   2016 ,Infection Dynamics In A Traveller With Persistent Shedding Of Zika Virus Rna In Semen For Six Months After Returning From Haiti To Italy January 2016,https://www.ncbi.nlm.nih.gov/nuccore/KX269878,2016.08,Genbank,2016-02-01,unknown
DOM/2016/MA_WGS16_011,Ky785484,2016-06-06,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785484,2016.43,Genbank,2016-06-06,unknown
DOM/2016/MA_WGS16_024,Ky785435,2016-07-07,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785435,2016.51,Genbank,2016-07-07,unknown
Dominican_Rep_Rus_3ALT_2016,Mf098764,2016-05-11,North America,Dominican Republic,Dominican Republic,Karan Et Al,Unpublished,Imported Cases Of Zika Virus Disease In Russia In 2016-2017,https://www.ncbi.nlm.nih.gov/nuccore/MF098764,2016.36,Genbank,2016-05-11,Aa: Ns2a: H5y;
USVI/22/2016,Vi22,2016-09-07,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.68,Fh,2016-09-07,unknown
DOM/2016/MA_WGS16_040,Ky785413,2016-10-06,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785413,2016.76,Genbank,2016-10-06,Aa: Ns5: T337a; Ns1: H253y; Pro: V65i;
DOM/2016/MA_WGS16_036,Ky785447,2016-09-22,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785447,2016.73,Genbank,2016-09-22,unknown
USA/2016/FLUR011,Ky325471,2016-08-08,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325471,2016.60,Genbank,2016-08-08,Aa: Ns5: V124i T859s;
USA/2016/FLSR036,Ky325464,2016-09-19,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325464,2016.72,Genbank,2016-09-19,unknown
USA/2016/FLUR058,Ky325476,2016-10-11,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325476,2016.78,Genbank,2016-10-11,unknown
Aedes_aegypti/USA/2016/FL05,Ky075937,2016-09-09,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY075937,2016.69,Genbank,2016-09-09,unknown
USA/2016/FLUR014,Ky325482,2016-08-24,North America,USA,USA,Ladner Et Al,Unpublished,Zika Virus Genomes From Human Cases In Florida Usa,https://www.ncbi.nlm.nih.gov/nuccore/KY325482,2016.65,Genbank,2016-08-24,Aa: Env: T47a;
USA/2016/FLUR022,Ky325473,2016-08-31,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325473,2016.67,Genbank,2016-08-31,Aa: Ns1: P112s;
USA/2016/FL032,Kx922705,2016-08-05,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KX922705,2016.59,Genbank,2016-08-05,unknown
Aedes_aegypti/USA/2016/FL03,Kx838906,2016-08-23,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KX838906,2016.64,Genbank,2016-08-23,Aa: Ns2a: S223n;
Aedes_aegypti/USA/2016/FL04,Kx922708,2016-09-04,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KX922708,2016.68,Genbank,2016-09-04,unknown
MB16_23,Mf988743,2016-09-01,North America,USA,USA,Mutebi Et Al,Unpublished,Zika Virus  Isolate From Mosquitoes Miami Dade 2016,https://www.ncbi.nlm.nih.gov/nuccore/MF988743,2016.67,Genbank,2016-09-01,unknown
USA/2016/FLUR026,Ky325474,2016-09-13,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325474,2016.70,Genbank,2016-09-13,unknown
USA/2016/MA_WGS16_034,Ky785459,2016-08-15,North America,USA,USA,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785459,2016.62,Genbank,2016-08-15,unknown
USA/2016/FL035,Ky785440,2016-08-03,North America,USA,USA,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785440,2016.59,Genbank,2016-08-03,unknown
DOM/2016/BB_0208,Ky014300,2016-04-20,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014300,2016.30,Genbank,2016-04-20,unknown
DOM/2016/MA_WGS16_007,Ky785453,2016-05-10,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785453,2016.36,Genbank,2016-05-10,Aa: Ns3: T353m;
JAM/2016/MA_WGS16_041,Ky785432,2016-10-12,North America,Jamaica,Jamaica,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785432,2016.78,Genbank,2016-10-12,Aa: Ns1: M63i K245r; Ns3: E207k;
JAM/2016/MA_WGS16_039,Ky785430,2016-09-28,North America,Jamaica,Jamaica,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785430,2016.74,Genbank,2016-09-28,unknown
JAM/2016/MA_WGS16_025,Ky785424,2016-07-10,North America,Jamaica,Jamaica,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785424,2016.52,Genbank,2016-07-10,Aa: Ca: I81m; Ns5: H53y;
Dominican_Rep_Rus_4MRG_2016,Mf098765,2016-05-23,North America,Dominican Republic,Dominican Republic,Karan Et Al,Unpublished,Imported Cases Of Zika Virus Disease In Russia In 2016-2017,https://www.ncbi.nlm.nih.gov/nuccore/MF098765,2016.39,Genbank,2016-05-23,unknown
USVI/7/2016,Vi7,2016-10-27,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.82,Fh,2016-10-27,Aa: Ns5: T573a; Ns3: I274v;
DOM/2016/BB_0059,Ky785425,2016-04-04,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785425,2016.26,Genbank,2016-04-04,Aa: Ns3: Y498c;
USA/2016/FL029,Ky785457,2016-08-01,North America,USA,USA,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785457,2016.58,Genbank,2016-08-01,Aa: Ns5: R525c;
USA/2016/FL028,Ky785443,2016-08-01,North America,USA,USA,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785443,2016.58,Genbank,2016-08-01,unknown
USA/2016/FL036,Ky075936,2016-08-04,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY075936,2016.59,Genbank,2016-08-04,unknown
USA/2016/FL022,Ky075935,2016-07-22,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY075935,2016.56,Genbank,2016-07-22,Aa: Ns3: S506p; Pro: R89q;
USA/2016/FL030,Kx922704,2016-08-02,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KX922704,2016.59,Genbank,2016-08-02,unknown
HTI/2016/MA_WGS16_022,Ky785482,2016-07-05,North America,Haiti,Haiti,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785482,2016.51,Genbank,2016-07-05,Aa: Ns4a: A2t; Ns1: W98r;
USA/2016/FLUR005,Ky325481,2016-07-29,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325481,2016.57,Genbank,2016-07-29,unknown
USA/2016/FLUR006,Ky325467,2016-07-29,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325467,2016.57,Genbank,2016-07-29,unknown
USA/2016/FLUR002,Ky325466,2016-07-28,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325466,2016.57,Genbank,2016-07-28,unknown
