Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Fauna Date,Raw Date,Host
A/Chicken/Dongguan/3945,Epi581903,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Dongguan/4064,Epi583314,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/GD-121/2014/H7N9/2014-02-19,Epi656151,2014-02-19,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.13,2018.22,2014-02-19,Human
A/Guangdong/29/2014,Epi628115,2014-01-09,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.02,2018.22,2014-01-09,Human
A/Chicken/Dongguan/1057,Epi596929,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/chicken/Dongguan/397/2014,Epi578129,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/749/2014,Epi597275,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/237/2014,Epi597205,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/835/2014,Epi597320,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/262/2014,Epi597219,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/173/2014,Epi596769,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/189/2014,Epi596776,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/248/2014,Epi597212,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/213/2014,Epi597198,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/210/2014,Epi597191,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/178/2014,Epi597177,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/Chicken/Dongguan/1506,Epi597080,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1494,Epi597063,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1009,Epi597442,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/chicken/Dongguan/711/2014,Epi597254,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/silkiechicken/Dongguan/656/2014,Epi596833,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/874/2014,Epi597362,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/864/2014,Epi597355,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/silkiechicken/Dongguan/635/2014,Epi596827,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/899/2014,Epi597369,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/silkiechicken/Dongguan/157/2014,Epi596756,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/518/2014,Epi596799,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/Guangdong/10/2014,Epi627740,2014-01-03,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.01,2018.22,2014-01-03,Human
A/GD-13/2014/H7N9/2014-01-03,Epi655881,2014-01-03,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.01,2018.22,2014-01-03,Human
A/Guangdong/2125/2014,Epi628483,2014-01-08,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.02,2018.22,2014-01-08,Human
A/Guangdong/24/2014,Epi627724,2014-01-10,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.02,2018.22,2014-01-10,Human
A/Guangdong/31/2014,Epi628123,2014-01-12,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.03,2018.22,2014-01-12,Human
A/GD-31/2014/H7N9/2014-01-11,Epi655929,2014-01-11,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.03,2018.22,2014-01-11,Human
A/GD-33/2014/H7N9/2014-01-12,Epi655937,2014-01-12,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.03,2018.22,2014-01-12,Human
A/GD-34/2014/H7N9/2014-01-12,Epi655945,2014-01-12,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.03,2018.22,2014-01-12,Human
A/Guangdong/37/2014,Epi628419,2014-01-14,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.04,2018.22,2014-01-14,Human
A/Guangdong/35/2014,Epi628467,2014-01-13,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.03,2018.22,2014-01-13,Human
A/GD-82/2014/H7N9/2014-02-02,Epi656057,2014-02-02,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.09,2018.22,2014-02-02,Human
A/Guangdong-Guangzhou/XN00588/2014,Epi627652,2014-02-16,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.13,2018.22,2014-02-16,Human
A/Silkiechicken/Dongguan/1271,Epi597499,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/chicken/Dongguan/449/2014,Epi596792,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/843/2014,Epi597334,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/Chicken/Dongguan/1307,Epi597515,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1318,Epi597529,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1433,Epi597594,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Silkiechicken/Dongguan/1516,Epi597087,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1100,Epi578148,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Guangdong-Guangzhou/XN02778/2014,Epi627668,2014-01-15,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.04,2018.22,2014-01-15,Human
A/Guangdong-Guangzhou/XN02933/2014,Epi627787,2014-01-16,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.04,2018.22,2014-01-16,Human
A/chicken/Guangxi/SD006/2014,Epi1090440,2014-01-24,unknown,China,Guangxi,Other Database Import,unknown,unknown,unknown,2014.06,2018.22,2014-01-24,Chicken
A/chicken/Guangxi/SD005/2014,Epi1090432,2014-01-24,unknown,China,Guangxi,Other Database Import,unknown,unknown,unknown,2014.06,2018.22,2014-01-24,Chicken
A/Guangdong-Guangzhou/XN00298/2014,Epi627764,2014-02-02,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.09,2018.22,2014-02-02,Human
A/GD-62/2014/H7N9/2014-01-27,Epi655993,2014-01-27,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.07,2018.22,2014-01-27,Human
A/Guangdong/69/2014,Epi627947,2014-01-30,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.08,2018.22,2014-01-30,Human
A/GD-69/2014/H7N9/2014-01-30,Epi656017,2014-01-30,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.08,2018.22,2014-01-30,Human
A/Guangdong/81/2014,Epi627971,2014-01-31,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.08,2018.22,2014-01-31,Human
A/GD-74/2014/H7N9/2014-01-31,Epi656049,2014-01-31,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.08,2018.22,2014-01-31,Human
A/Guangxi/8970/2014,Epi509134,2014-02-03,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.09,2018.22,2014-02-03,Human
A/Guangxi/8971/2014,Epi509137,2014-02-05,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.10,2018.22,2014-02-05,Human
A/chicken/Dongguan/934/2014,Epi597376,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/GD-119/2014/H7N9/2014-02-19,Epi656135,2014-02-19,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.13,2018.22,2014-02-19,Human
A/Silkiechicken/Dongguan/1268,Epi596963,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1075,Epi596936,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1188,Epi597477,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Silkiechicken/Dongguan/1448,Epi597017,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Silkiechicken/Dongguan/1450,Epi597030,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1096,Epi592204,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/silkiechicken/Dongguan/953/2014,Epi578136,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Guangdong-Guangzhou/XN06839/2014,Epi627795,2014-02-11,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.11,2018.22,2014-02-11,Human
A/GD-105/2014/H7N9/2014-02-11,Epi656097,2014-02-11,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.11,2018.22,2014-02-11,Human
A/chicken/Shenzhen/138/2014,Epi578088,2014-02-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.13,2018.22,2014-02-19,Chicken
A/GD-112/2014/H7N9/2014-02-18,Epi656119,2014-02-18,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.13,2018.22,2014-02-18,Human
A/chicken/Dongguan/856/2014,Epi596857,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/836/2014,Epi597327,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/568/2014,Epi596813,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/815/2014,Epi597313,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/803/2014,Epi597306,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/850/2014,Epi597341,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/584/2014,Epi596820,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/575/2014,Epi578081,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/709/2014,Epi597247,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/chicken/Dongguan/748/2014,Epi597268,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken
A/Anhui/1-YK_RG56/2013,Epi637064,2015-08-27,unknown,China,Anhui,Other Database Import,unknown,unknown,unknown,2015.65,2018.22,2015-08-27,Human
A/GD-139/2014/H7N9/2014-04-06,Epi656221,2014-04-06,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.26,2018.22,2014-04-06,Human
A/Silkiechicken/Dongguan/1264,Epi596957,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1393,Epi597561,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1526,Epi597120,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Silkiechicken/Dongguan/1519,Epi578155,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1382,Epi597554,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1527,Epi578174,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1312,Epi596982,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1358,Epi592211,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Guangdong/17SF004/2017,Epi1101578,2017-01-06,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-06,Human
A/Chicken/Dongguan/4251,Epi582328,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Duck/Guangdong/DG103/2015,Epi580330,2015-01-07,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2015.02,2018.22,2015-01-07,Duck
A/Environment/GD-ST_101/H7N9/2014-2,Epi654128,2014-02-01,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.08,2018.22,2014-02-01,Environment
A/Environment/Guangdong/4740,Epi628531,2014-05-21,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.38,2018.22,2014-05-21,Environment
A/GD-46/2014/H7N9/2014-01-16,Epi655977,2014-01-16,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.04,2018.22,2014-01-16,Human
A/chicken/Shenzhen/742/2013,Epi577907,2013-12-10,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-10,Chicken
A/chicken/Shenzhen/749/2013,Epi577921,2013-12-10,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-10,Chicken
A/Guangdong-Guangzhou/XN00509/2014,Epi627660,2014-02-10,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.11,2018.22,2014-02-10,Human
A/GD-117/2014/H7N9/2014-02-22,Epi656166,2014-02-22,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.14,2018.22,2014-02-22,Human
A/Chicken/Shenzhen/2110,Epi577962,2013-12-13,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.95,2018.22,2013-12-13,Chicken
A/Silkiechicken/Shenzhen/2134,Epi581579,2013-12-13,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.95,2018.22,2013-12-13,Chicken
A/Shenzhen/SP44/2014,Epi583273,2014-01-23,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.06,2018.22,2014-01-23,Human
A/Shenzhen/SP17/2014,Epi583238,2014-01-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.05,2018.22,2014-01-20,Human
A/Silkiechicken/Shenzhen/3782,Epi581876,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Chicken/Shenzhen/3734,Epi581854,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
A/Guangdong/48/2014,Epi628003,2014-01-20,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.05,2018.22,2014-01-20,Human
A/Silkiechicken/Dongguan/1274,Epi596969,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Guangdong-Guangzhou/XN08763/2014,Epi627700,2014-02-21,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Human
A/Guangdong-Guangzhou/XN09086/2014,Epi627636,2014-02-24,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.15,2018.22,2014-02-24,Human
A/Guangdong-Guangzhou/XN08747/2014,Epi627708,2014-02-21,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Human
A/HongKong/4495/2014,Epi509875,2014-03-01,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.16,2018.22,2014-03-01,Human
A/GD-26/2014/H7N9/2014-01-10,Epi655913,2014-01-10,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.02,2018.22,2014-01-10,Human
A/Guangdong/15SF002/2015,Epi627204,2015-01-05,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.01,2018.22,2015-01-05,Human
A/chicken/Guangdong/SD018/2015,Epi1090328,2015-01-27,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2015.07,2018.22,2015-01-27,Chicken
A/Environment/Guangdong/2112,Epi628643,2015-01-20,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.05,2018.22,2015-01-20,Environment
A/GD-104/2014/H7N9/2014-02-11,Epi656089,2014-02-11,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.11,2018.22,2014-02-11,Human
A/Chicken/Guangdong/GZ068/2015,Epi580366,2015-01-01,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2015.00,2018.22,2015-01-01,Chicken
A/chicken/Guangdong/S1200/2015,Epi1090256,2015-03-31,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2015.24,2018.22,2015-03-31,Chicken
A/chicken/Zhejiang/S4168/2013,Epi1090680,2013-12-08,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2013.93,2018.22,2013-12-08,Chicken
A/Zhejiang/32/2013,Epi476481,2013-04-01,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2013.25,2018.22,2013-04-xx,Human
A/Guangxi/18899/2017,Epi1101682,2017-03-06,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.18,2018.22,2017-03-06,Human
A/Guangxi/6/2017,Epi1018256,2017-03-03,unknown,China,Guangxi,Guangxi Center For Disease Prevention And Control,unknown,unknown,unknown,2017.17,2018.22,2017-03-03,Human
A/duck/Wenzhou/RAQL10/2015,Epi682988,2015-01-01,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2015.08,2018.22,2015-01-xx,Duck
A/Fujian/14/2015,Epi627244,2015-01-11,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.03,2018.22,2015-01-11,Human
A/Guangdong/16SF203/2016,Epi1101562,2016-12-30,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2016-12-30,Human
A/Henan/11158/2017,Epi971303,2017-02-07,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-07,Human
A/Jiangsu/11550/2017,Epi971271,2017-01-23,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-23,Human
A/Shaanxi/32282/2017,Epi1102568,2017-05-02,unknown,China,Shaanxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.33,2018.22,2017-05-02,Human
A/Environment/Jiangsu/1205,Epi1101146,2016-12-14,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.95,2018.22,2016-12-14,Environment
A/Hunan/25356/2017,Epi1103962,2017-03-23,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.22,2018.22,2017-03-23,Human
A/chicken/Fujian/S1322/2014,Epi1090208,2014-03-06,unknown,China,Fujian,Other Database Import,unknown,unknown,unknown,2014.18,2018.22,2014-03-06,Chicken
A/chicken/Guangdong/SD1433/2016,Epi1090416,2016-04-06,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2016.26,2018.22,2016-04-06,Chicken
A/Environment/Guangdong/710,Epi1100786,2017-01-03,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-03,Environment
A/Guangdong/17SF017/2017,Epi1101610,2017-01-23,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-23,Human
A/Guangdong/CHN/023/2016,Epi866572,2016-02-15,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.12,2018.22,2016-02-15,Human
A/HongKong/VB16049808/2016,Epi730490,2016-03-24,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2016.23,2018.22,2016-03-24,Human
A/Environment/Guangzhou/5258,Epi1040482,2017-04-13,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2017.28,2018.22,2017-04-13,Environment
A/HongKong/214/2017,Epi884217,2017-01-09,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2017.02,2018.22,2017-01-09,Human
A/Guangdong/17SF036/2017,Epi1101650,2017-02-25,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.15,2018.22,2017-02-25,Human
A/Guangdong/17SF031/2017,Epi1101642,2017-02-09,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.11,2018.22,2017-02-09,Human
A/Environment/Guangdong/1392,Epi1100810,2017-01-04,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-04,Environment
A/Shenzhen/Th001/2016,Epi930809,2016-12-31,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.00,2018.22,2016-12-31,Human
A/Guangdong/16SF202/2016,Epi1101554,2016-12-30,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2016-12-30,Human
A/Guangdong/60923/2016,Epi887831,2016-12-28,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-28,Human
A/Guangdong/17SF001/2016,Epi1101570,2016-12-28,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-28,Human
A/Changsha/70/2017,Epi1036704,2017-04-13,unknown,China,Hunan,Other Database Import,unknown,unknown,unknown,2017.28,2018.22,2017-04-13,Human
A/Hunan/17874/2017,Epi1022620,2017-03-06,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.18,2018.22,2017-03-06,Human
A/Guangdong/17SF033/2017,Epi1013228,2017-02-22,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.14,2018.22,2017-02-22,Human
A/Environment/Guangzhou/K4777-K4882/2017,Epi1040474,2017-02-15,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2017.12,2018.22,2017-02-15,Environment
A/Guangxi/18892/2017,Epi1018115,2017-02-27,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.16,2018.22,2017-02-27,Human
A/Chicken/Shandong/505,Epi1054113,2017-05-05,unknown,China,Shandong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.34,2018.22,2017-05-05,Chicken
A/duck/Japan/AQ-HE29-22/2017,Epi1067568,2017-06-23,unknown,Japan,Japan,Other Database Import,unknown,unknown,unknown,2017.47,2018.22,2017-06-23,Other Avian
A/Chicken/Fujian/606,Epi1054129,2017-06-06,unknown,China,Fujian,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.43,2018.22,2017-06-06,Chicken
A/Dressed_chicken/Guangdong/GZ631/2017,Epi1040458,2017-04-13,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2017.28,2018.22,2017-04-13,Chicken
A/Guangxi/18895/2017,Epi1018123,2017-03-03,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.17,2018.22,2017-03-03,Human
