Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Raw Date,Dtiter,Location,Dtiter Sanofi,Ctiter,Labels
DENV1/GRENADA/CAREC0174/1978,Jn379481,1978-01-01,Caribbean,Grenada,Grenada,Allicock Et Al.,unknown,unknown,unknown,1978.18,1978-xx-xx,0.00,Grenada,0.13,0.06,unknown
DENV1/GRENADA/CAREC0184/1978,Jn379482,1978-01-01,Caribbean,Grenada,Grenada,Allicock Et Al.,unknown,unknown,unknown,1978.18,1978-xx-xx,0.00,Grenada,0.13,0.06,unknown
DENV1/EL_SALVADOR/BIDV2938/1993,Jn819417,1993-01-01,Central America,El Salvador,El Salvador,Alvarado Et Al.,unknown,unknown,unknown,1994.00,1993-xx-xx,0.00,El Salvador,0.13,0.06,Aa: C: N93y; E: V55i Q228h; M: I13v; Ns2b: V59i; Ns2a: A79g; Ns4a: V2i S99n; Ns1: I128t; Ns3: V360i; Ns5: R253k R400k T587n;
DENV1/PUERTO_RICO/BIDV2139/1996,Fj410188,1996-01-01,Caribbean,Puerto Rico,Puerto Rico,Alvarado Et Al.,unknown,unknown,unknown,1996.63,1996-xx-xx,0.00,Puerto Rico,0.13,0.06,Aa: C: K79r A112v; E: V428m; Ns2b: I74m; Ns2a: V171a; Ns1: P144s V286i; Ns3: K185r; Ns5: I372v R429k A651t D701e;
DENV1/PUERTO_RICO/BIDV2097/1986,Fj562106,1986-01-01,Caribbean,Puerto Rico,Puerto Rico,Alvarado Et Al.,unknown,unknown,unknown,1986.00,1986-xx-xx,0.00,Puerto Rico,0.13,0.06,Aa: Ns2a: L159f; Ns1: D190n D278g; Ns5: S631c A854t;
DENV1/PUERTO_RICO/BIDV2136/1992,Fj410186,1992-01-01,Caribbean,Puerto Rico,Puerto Rico,Alvarado Et Al.,unknown,unknown,unknown,1993.00,1992-xx-xx,0.00,Puerto Rico,0.13,0.06,Aa: C: S90n; Ns4b: K129r; M: A59v L138f; Ns1: I251t; Ns3: S88l; Ns5: H435r I669v V782d T883i;
DENV1/PUERTO_RICO/BIDV2096/1993,Fj562105,1993-01-01,Caribbean,Puerto Rico,Puerto Rico,Alvarado Et Al.,unknown,unknown,unknown,1994.00,1993-xx-xx,0.00,Puerto Rico,0.13,0.06,Aa: E: F337l; M: S15g L138f; Ns2a: V15l; Ns1: I57v; Ns3: I126v; Ns5: R173g D274g G382d P636t A651v;
DENV1/FRENCH_GUIANA/FGA/1989,Af226687,1989-01-01,South America,French Guiana,French Guiana,Courageot Et Al.,unknown,unknown,unknown,1989.07,1989-xx-xx,0.00,French Guiana,0.13,0.06,unknown
DENV1/BRAZIL/FGAD/1990,Af226686,1990-01-01,South America,Brazil,Brazil,Courageot Et Al.,unknown,unknown,unknown,1991.00,1990-xx-xx,0.00,Brazil,0.13,0.06,Aa: E: M196v V365i T405i; Ns3: L435s;
DENV1/PERU/IQT6152/2000,Ay780643,2000-01-01,South America,Peru,Peru,Blaney Et Al.,unknown,unknown,unknown,2000.00,2000-xx-xx,0.00,Peru,0.13,0.06,Aa: E: S338l;
DENV1/BRAZIL/MOSQ/1986,Hq603916,1986-01-01,South America,Brazil,Brazil,Castro Et Al.,unknown,unknown,unknown,1986.00,1986-xx-xx,0.00,Brazil,0.13,0.06,unknown
DENV1/BRAZIL/38159RJ/1989,Kf672762,1989-01-01,South America,Brazil,Brazil,Castro Et Al.,unknown,unknown,unknown,1990.00,1989-xx-xx,0.00,Brazil,0.13,0.06,Aa: E: T329i F440l; Ns3: K358r; Ns5: T827a;
DENV1/BRAZIL/NA/1990,Af226685,1990-01-01,South America,Brazil,Brazil,Cordeiro Et Al.,unknown,unknown,unknown,1991.00,1990-xx-xx,0.00,Brazil,0.13,0.06,Aa: Ns2a: T97a; Ns3: N465s; Ns5: I114v;
DENV1/BRAZIL/31807RJ/1986,Jn122280,1986-01-01,South America,Brazil,Brazil,Nogueira Et Al.,unknown,unknown,unknown,1986.68,1986-xx-xx,0.00,Brazil,0.13,0.06,Aa: E: V31f;
DENV1/BRAZIL/36034RJ/1988,Kf672761,1988-01-01,South America,Brazil,Brazil,Castro Et Al.,unknown,unknown,unknown,1989.00,1988-xx-xx,0.00,Brazil,0.13,0.06,Aa: C: L106f; M: E85g;
DENV1/BRAZIL/45907MS/1991,Kf672791,1991-01-01,South America,Brazil,Brazil,Castro Et Al.,unknown,unknown,unknown,1991.00,1991-xx-xx,0.00,Brazil,0.13,0.06,unknown
DENV1/BRAZIL/01B01021093/2008,Fj384655,2008-01-01,South America,Brazil,Brazil,Carvalho Et Al.,unknown,unknown,unknown,2008.00,2008-xx-xx,0.00,Brazil,0.13,0.06,Aa: Ns2b: T83a; Ns2a: T97a Q144h; Ns3: R15g N141s E523g; Ns5: I114v;
DENV1/BRAZIL/BEH547625/1996,Hm450080,1996-01-01,South America,Brazil,Para,Carneiro Et Al.,unknown,unknown,unknown,1996.00,1996-xx-xx,0.00,Para,0.13,0.06,unknown
DENV1/BRAZIL/41111PE/1997,Jx669469,1997-01-01,South America,Brazil,Brazil,Cordeiro Et Al.,unknown,unknown,unknown,1998.00,1997-xx-xx,0.00,Brazil,0.13,0.06,Aa: Ns4b: M28i; E: E62k; Ns2a: G46a;
DENV1/BRAZIL/BEH527543/1994,Hm450079,1994-01-01,South America,Brazil,Ceara,Carneiro Et Al.,unknown,unknown,unknown,1994.13,1994-xx-xx,0.00,Ceara,0.13,0.06,unknown
DENV1/BRAZIL/52082PE/1998,Jx669470,1998-01-01,South America,Brazil,Brazil,Cordeiro Et Al.,unknown,unknown,unknown,1999.00,1998-xx-xx,0.00,Brazil,0.13,0.06,Aa: E: T297m A481v; Ns2b: I11v F123l; Ns5: Q547r;
DENV1/BRAZIL/88463PE/2002,Jx669475,2002-01-01,South America,Brazil,Brazil,Cordeiro Et Al.,unknown,unknown,unknown,2003.00,2002-xx-xx,0.00,Brazil,0.13,0.06,Aa: Ns2a: L92s; Ns1: R48k; Ns3: K185r;
DENV1/BRAZIL/59049PE/1999,Jx669471,1999-01-01,South America,Brazil,Brazil,Cordeiro Et Al.,unknown,unknown,unknown,1999.64,1999-xx-xx,0.00,Brazil,0.13,0.06,Aa: Ns2a: F81l; Ns4a: L19q; Ns3: D291v; Ns5: E252d;
DENV1/BRAZIL/SB05780502/2001,Ab519681,2001-01-01,South America,Brazil,Brazil,Carvalho Et Al.,unknown,unknown,unknown,2002.00,2001-xx-xx,0.00,Brazil,0.13,0.06,Aa: E: A180t; Ns2a: N212y; Ns4a: T89m; Ns1: I84m R105k T131a; Ns3: G174e; Ns5: F629l S635t;
DENV1/BRAZIL/74488PE/2001,Jx669473,2001-01-01,South America,Brazil,Brazil,Cordeiro Et Al.,unknown,unknown,unknown,2001.72,2001-xx-xx,0.00,Brazil,0.13,0.06,Aa: E: T170s; Ns2a: E213k; Ns1: I84m R105k T131a;
DENV1/BRAZIL/21814PE/1996,Jx669467,1996-01-01,South America,Brazil,Brazil,Cordeiro Et Al.,unknown,unknown,unknown,1996.27,1996-xx-xx,0.00,Brazil,0.13,0.06,unknown
DENV1/BRAZIL/40604PE/1997,Jx669468,1997-01-01,South America,Brazil,Brazil,Cordeiro Et Al.,unknown,unknown,unknown,1998.00,1997-xx-xx,0.00,Brazil,0.13,0.06,Aa: Ns1: S17n;
DENV1/VENEZUELA/BIDV2169/1998,Fj639741,1998-01-01,South America,Venezuela,Aragua,Alvarado Et Al.,unknown,unknown,unknown,1999.00,1998-xx-xx,0.00,Aragua,0.13,0.06,Aa: E: A224t;
DENV1/BARBADOS/CAREC765/2001,Jn379471,2001-01-01,Caribbean,Barbados,Barbados,Allicock Et Al.,unknown,unknown,unknown,2001.00,2001-xx-xx,0.00,Barbados,0.13,0.06,unknown
DENV1/BARBADOS/CAREC764/2001,Jn379470,2001-01-01,Caribbean,Barbados,Barbados,Allicock Et Al.,unknown,unknown,unknown,2001.00,2001-xx-xx,0.00,Barbados,0.13,0.06,unknown
DENV1/BARBADOS/CAREC11056/1999,Jn379487,1999-01-01,Caribbean,Barbados,Barbados,Allicock Et Al.,unknown,unknown,unknown,2000.00,1999-xx-xx,0.00,Barbados,0.13,0.06,unknown
DENV1/VENEZUELA/61081/2007,Hq332183,2007-01-01,South America,Venezuela,Venezuela,Alvarez Et Al.,unknown,unknown,unknown,2007.00,2007-xx-xx,0.00,Venezuela,0.13,0.06,Aa: Ns4b: T179a I182v; Ns4a: A93v; Ns5: I408v;
DENV1/NICARAGUA/BIDV7672/2011,Kf973460,2011-01-01,Central America,Nicaragua,Nicaragua,Balmaseda Et Al.,unknown,unknown,unknown,2011.66,2011-xx-xx,0.00,Nicaragua,0.13,0.06,Aa: Ns4b: T179i; E: F96l T182a; Ns2a: F8l M83l F207y L208f; Ns5: N877s;
DENV1/NICARAGUA/BIDV5504/2009,Jf937635,2009-01-01,Central America,Nicaragua,Managua,Alvarado Et Al.,unknown,unknown,unknown,2010.00,2009-xx-xx,0.00,Managua,0.13,0.06,unknown
DENV1/COSTA_RICA/DM/2013,Ky461754,2013-01-01,Central America,Costa Rica,Costa Rica,Corrales-aguilar Et Al.,unknown,unknown,unknown,2013.00,2013-xx-xx,0.00,Costa Rica,0.13,0.06,unknown
DENV1/COSTA_RICA/DE54/2013,Ky461745,2013-01-01,Central America,Costa Rica,Costa Rica,Corrales-aguilar Et Al.,unknown,unknown,unknown,2013.20,2013-xx-xx,0.00,Costa Rica,0.13,0.06,unknown
DENV1/VENEZUELA/OBT1298/2000,Kt382186,2000-01-01,South America,Venezuela,Venezuela,Aaskov Et Al.,unknown,unknown,unknown,2000.00,2000-xx-xx,0.00,Venezuela,0.13,0.06,unknown
DENV1/USA/DB169/2014,Km458190,2014-01-01,North America,USA,Texas,Gaul Et Al.,unknown,unknown,unknown,2014.00,2014-xx-xx,0.00,Texas,0.13,0.06,unknown
DENV1/NICARAGUA/BIDV653/2004,Eu596501,2004-01-01,Central America,Nicaragua,Managua,Alvarado Et Al.,unknown,unknown,unknown,2004.82,2004-xx-xx,0.00,Managua,0.13,0.06,unknown
DENV1/NICARAGUA/BIDV664/2004,Gq199873,2004-01-01,Central America,Nicaragua,Managua,Alvarado Et Al.,unknown,unknown,unknown,2004.00,2004-xx-xx,0.00,Managua,0.13,0.06,unknown
DENV1/MEXICO/BIDV3673/2007,Gu131964,2007-01-01,Central America,Mexico,Mexico,Alvarado Et Al.,unknown,unknown,unknown,2007.00,2007-xx-xx,0.00,Yucatan,0.13,0.06,Aa: C: R10q; Ns5: Y251f;
DENV1/USA/DB079/2009,Jq425068,2009-01-01,North America,USA,USA,Colon Et Al.,unknown,unknown,unknown,2010.00,2009-xx-xx,0.00,USA,0.13,0.06,unknown
DENV1/USA/KW10AG/2010,Jf519855,2010-06-01,North America,USA,Florida,Demay Et Al.,unknown,unknown,unknown,2010.41,2010-06-xx,0.00,Key West,0.13,0.06,unknown
DENV1/USA/ARC39/2010,Jq045564,2010-01-01,North America,USA,USA,Anez Et Al.,unknown,unknown,unknown,2010.41,2010-xx-xx,0.00,USA,0.13,0.06,unknown
DENV1/CHINA/ZJ01/2013,Kj415092,2013-06-13,China,China,Zhejiang,Chen Et Al.,unknown,unknown,unknown,2013.45,2013-06-13,0.00,Zhejiang,0.13,0.06,unknown
DENV1/USA/BOLKW0/2010,Jq675358,2010-10-01,North America,USA,Florida,Alto Et Al.,unknown,unknown,unknown,2010.83,2010-10-xx,0.00,Florida,0.13,0.06,unknown
DENV1/NICARAGUA/5353/2014,Ku509312,2014-01-01,Central America,Nicaragua,Nicaragua,Cadar Et Al.,unknown,unknown,unknown,2014.09,2014-xx-xx,0.00,Nicaragua,0.13,0.06,unknown
DENV1/COSTA_RICA/DE90/2014,Ky461749,2014-01-01,Central America,Costa Rica,Costa Rica,Corrales-aguilar Et Al.,unknown,unknown,unknown,2014.00,2014-xx-xx,0.00,Costa Rica,0.13,0.06,unknown
DENV1/NICARAGUA/BIDV2646/2008,Gq199858,2008-01-01,Central America,Nicaragua,Managua,Alpuche Et Al.,unknown,unknown,unknown,2009.00,2008-xx-xx,0.00,Managua,0.13,0.06,Aa: Ns5: P108l;
DENV1/NICARAGUA/BIDV7686/2012,Kf973471,2012-01-01,Central America,Nicaragua,Nicaragua,Balmaseda Et Al.,unknown,unknown,unknown,2013.00,2012-xx-xx,0.00,Nicaragua,0.13,0.06,Aa: Ns2b: I33t; Ns2a: L37p; Ns5: I156v R173k;
DENV1/NICARAGUA/BIDV7685/2012,Kf973470,2012-01-01,Central America,Nicaragua,Nicaragua,Balmaseda Et Al.,unknown,unknown,unknown,2012.00,2012-xx-xx,0.00,Nicaragua,0.13,0.06,Aa: Ns3: T115i I208m;
DENV1/NICARAGUA/BIDV1070/2005,Eu482616,2005-01-01,Central America,Nicaragua,Managua,Alvarado Et Al.,unknown,unknown,unknown,2006.00,2005-xx-xx,0.00,Managua,0.13,0.06,Aa: M: S15n; Ns2b: R91k; Ns1: N146d; Ns5: E640k;
DENV1/NICARAGUA/BIDV5068/2009,Jq287666,2009-01-01,Central America,Nicaragua,Managua,Alvarado Et Al.,unknown,unknown,unknown,2009.35,2009-xx-xx,0.00,Managua,0.13,0.06,Aa: E: F96l;
DENV1/NICARAGUA/BIDV519/2005,Fj850114,2005-01-01,Central America,Nicaragua,Managua,Alvarado Et Al.,unknown,unknown,unknown,2005.45,2005-xx-xx,0.00,Managua,0.13,0.06,Aa: E: N52s; Ns1: I246t; Ns5: T192i T883i;
DENV1/NICARAGUA/BIDV642/2006,Fj024479,2006-01-01,Central America,Nicaragua,Managua,Alvarado Et Al.,unknown,unknown,unknown,2007.00,2006-xx-xx,0.00,Managua,0.13,0.06,Aa: Ns4b: D80a C178w C192g; Ns2a: T168a; Ns4a: V2g D5a T18p A24g L31v; Ns1: I162f; Ns3: D421a N500t Y524s A530p T584p R609g A615g; Ns5: K72n M135i V164g Y218d F412v V425g F430v V434g H435d V450g D596a P706a C708w V734g;
DENV1/MEXICO/F12/2010,Jq065942,2010-10-21,Central America,Mexico,Mexico,Arellanos-soto Et Al.,unknown,unknown,unknown,2010.80,2010-10-21,0.00,Mexico,0.13,0.06,Aa: E: I129t V491a;
DENV1/MEXICO/BIDV3705/2007,Kf955427,2007-01-01,Central America,Mexico,Mexico,Berlin Et Al.,unknown,unknown,unknown,2008.00,2007-xx-xx,0.00,Mexico,0.13,0.06,Aa: E: L264w C285w V320g T339a; Ns2b: A29p G30d M37i V59m T83p A116g; Ns4a: V2i; Ns3: E12k;
DENV1/MEXICO/BIDV3656/2006,Gu131956,2006-01-01,Central America,Mexico,Mexico,Alvarado Et Al.,unknown,unknown,unknown,2006.58,2006-xx-xx,0.00,Yucatan,0.13,0.06,Aa: M: I153t;
DENV1/MEXICO/BIDV3759/2008,Gq868538,2008-01-01,Central America,Mexico,Mexico,Alvarado Et Al.,unknown,unknown,unknown,2008.06,2008-xx-xx,0.00,Yucatan,0.13,0.06,Aa: Ns2a: T147i; Ns3: T112m;
DENV1/MEXICO/C16/2010,Jq065934,2010-07-28,Central America,Mexico,Mexico,Arellanos-soto Et Al.,unknown,unknown,unknown,2010.57,2010-07-28,0.00,Mexico,0.13,0.06,unknown
DENV1/MEXICO/H11/2010,Jq065948,2010-10-01,Central America,Mexico,Mexico,Arellanos-soto Et Al.,unknown,unknown,unknown,2010.75,2010-10-01,0.00,Mexico,0.13,0.06,unknown
DENV1/USA/DB077/2009,Jq425066,2009-01-01,North America,USA,USA,Colon Et Al.,unknown,unknown,unknown,2010.00,2009-xx-xx,0.00,USA,0.13,0.06,Aa: E: S472n;
DENV1/MEXICO/F/2010,Jq065941,2010-11-01,Central America,Mexico,Mexico,Arellanos-soto Et Al.,unknown,unknown,unknown,2010.83,2010-11-01,0.00,Mexico,0.13,0.06,Aa: E: W420r;
DENV1/MEXICO/DB087/2010,Jq920431,2010-01-01,Central America,Mexico,Mexico,Leduc-galindo Et Al.,unknown,unknown,unknown,2010.56,2010-xx-xx,0.00,Mexico,0.13,0.06,Aa: E: E172g;
DENV1/MEXICO/B5/2010,Jq065915,2010-09-01,Central America,Mexico,Mexico,Arellanos-soto Et Al.,unknown,unknown,unknown,2010.67,2010-09-01,0.00,Mexico,0.13,0.06,unknown
DENV1/MEXICO/C13/2010,Jq065933,2010-07-08,Central America,Mexico,Mexico,Arellanos-soto Et Al.,unknown,unknown,unknown,2010.51,2010-07-08,0.00,Mexico,0.13,0.06,unknown
DENV1/MEXICO/DB086/2010,Jq920430,2010-01-01,Central America,Mexico,Mexico,Leduc-galindo Et Al.,unknown,unknown,unknown,2010.72,2010-xx-xx,0.00,Mexico,0.13,0.06,Aa: E: Y326d;
DENV1/MEXICO/H17/2010,Jq065949,2010-11-03,Central America,Mexico,Mexico,Arellanos-soto Et Al.,unknown,unknown,unknown,2010.84,2010-11-03,0.00,Mexico,0.13,0.06,unknown
DENV1/MEXICO/BIDV8196/2011,Kj189369,2011-01-01,Central America,Mexico,Mexico,Birren Et Al.,unknown,unknown,unknown,2011.00,2011-xx-xx,0.00,Mexico,0.13,0.06,unknown
DENV1/MEXICO/1/2010,Jq065937,2010-08-20,Central America,Mexico,Mexico,Arellanos-soto Et Al.,unknown,unknown,unknown,2010.63,2010-08-20,0.00,Mexico,0.13,0.06,unknown
DENV1/MEXICO/A5/2010,Jq065902,2010-08-30,Central America,Mexico,Mexico,Arellanos-soto Et Al.,unknown,unknown,unknown,2010.66,2010-08-30,0.00,Mexico,0.13,0.06,unknown
DENV1/MEXICO/A4/2010,Jq065901,2010-09-21,Central America,Mexico,Mexico,Arellanos-soto Et Al.,unknown,unknown,unknown,2010.72,2010-09-21,0.00,Mexico,0.13,0.06,unknown
DENV1/VENEZUELA/BIDV2171/1999,Fj639743,1999-01-01,South America,Venezuela,Aragua,Alvarado Et Al.,unknown,unknown,unknown,1999.85,1999-xx-xx,0.00,Aragua,0.13,0.06,Aa: E: K325r; M: I136m; Ns2a: I44v; Ns1: I123v; Ns3: P119s K358r; Ns5: P136s K284r;
DENV1/VENEZUELA/BIDV2469/2008,Fj850104,2008-01-01,South America,Venezuela,Aragua,Alvarado Et Al.,unknown,unknown,unknown,2008.00,2008-xx-xx,0.00,Aragua,0.13,0.06,Aa: M: A70v; Ns1: Y256h;
DENV1/SPAIN/BIDV3376/1998,Gq868559,1998-01-01,Europe,Spain,Cantabria,Alvarado Et Al.,unknown,unknown,unknown,1999.00,1998-xx-xx,0.00,Santander,0.13,0.06,unknown
DENV1/SPAIN/BIDV3377/1998,Gq868560,1998-01-01,Europe,Spain,Cantabria,Alvarado Et Al.,unknown,unknown,unknown,1998.39,1998-xx-xx,0.00,Santander,0.13,0.06,Aa: Ns3: V72i; Ns5: L879i;
DENV1/SPAIN/BIDV3379/2001,Gu131948,2001-01-01,Europe,Spain,Cantabria,Alvarado Et Al.,unknown,unknown,unknown,2002.00,2001-xx-xx,0.00,Santander,0.13,0.06,Aa: Ns2a: V101i; Ns4a: V2i; Ns3: T115i; Ns5: I690t;
DENV1/SPAIN/BIDV3387/2007,Gq868567,2007-01-01,Europe,Spain,Cantabria,Alvarado Et Al.,unknown,unknown,unknown,2007.24,2007-xx-xx,0.00,Santander,0.13,0.06,unknown
DENV1/SPAIN/BIDV3388/2007,Gq868568,2007-01-01,Europe,Spain,Cantabria,Alvarado Et Al.,unknown,unknown,unknown,2007.85,2007-xx-xx,0.00,Santander,0.13,0.06,Aa: E: T454i;
DENV1/SPAIN/BIDV3391/2008,Gq868570,2008-01-01,Europe,Spain,Cantabria,Alvarado Et Al.,unknown,unknown,unknown,2009.00,2008-xx-xx,0.00,Santander,0.13,0.06,Aa: Ns4b: A20t; E: I457v; Ns4a: R125k; Ns1: S2l A60v I128t; Ns5: T27i T675a; 2k: T20a;
DENV1/ARGENTINA/HNRG37945/2010,Kc692517,2010-12-29,South America,Argentina,Buenos Aires,Barrero Et Al.,unknown,unknown,unknown,2010.99,2010-12-29,0.00,Buenos Aires,0.13,0.06,Aa: E: T156i S227p P364s A382v; Ns2a: K202n; Ns3: E12k; Ns5: I619v A651v;
DENV1/VENEZUELA/BIDV2245/2005,Fj639808,2005-01-01,South America,Venezuela,Aragua,Alvarado Et Al.,unknown,unknown,unknown,2005.00,2005-xx-xx,0.00,Aragua,0.13,0.06,Aa: Ns1: K48r T224i;
DENV1/VENEZUELA/BIDV2235/2004,Fj639802,2004-01-01,South America,Venezuela,Aragua,Alvarado Et Al.,unknown,unknown,unknown,2004.00,2004-xx-xx,0.00,Aragua,0.13,0.06,Aa: Ns1: K33r T224i;
DENV1/VENEZUELA/BIDV2251/2005,Fj639813,2005-01-01,South America,Venezuela,Aragua,Alvarado Et Al.,unknown,unknown,unknown,2005.19,2005-xx-xx,0.00,Aragua,0.13,0.06,Aa: E: T51m L475f; Ns5: I114m A406s L629s;
DENV1/VENEZUELA/61084/2007,Hq332179,2007-01-01,South America,Venezuela,Venezuela,Alvarez Et Al.,unknown,unknown,unknown,2007.00,2007-xx-xx,0.00,Venezuela,0.13,0.06,Aa: Ns2b: S52l; Ns2a: V15a; Ns4a: S99c;
DENV1/SPAIN/BIDV3380/2005,Gq868562,2005-01-01,Europe,Spain,Cantabria,Alvarado Et Al.,unknown,unknown,unknown,2005.46,2005-xx-xx,0.00,Santander,0.13,0.06,Aa: E: Y132h; Ns4a: V68a;
DENV1/VENEZUELA/61068/2006,Hq332180,2006-01-01,South America,Venezuela,Venezuela,Alvarez Et Al.,unknown,unknown,unknown,2006.00,2006-xx-xx,0.00,Venezuela,0.13,0.06,Aa: E: V491a; M: V14i;
DENV1/VENEZUELA/10429/2011,Ku509254,2011-01-01,South America,Venezuela,Venezuela,Cadar Et Al.,unknown,unknown,unknown,2012.00,2011-xx-xx,0.00,Venezuela,0.13,0.06,Aa: Ns4b: L94i; E: V439d; M: H11p; Ns2b: P111l M112l W121s K127n; Ns1: A93v N94a I128v; Ns3: E12k V13l R255k; Ns5: K96r R160k S188n D554e;
DENV1/SPAIN/BIDV3378/1999,Gq868561,1999-01-01,Europe,Spain,Cantabria,Alvarado Et Al.,unknown,unknown,unknown,1999.00,1999-xx-xx,0.00,Santander,0.13,0.06,Aa: Ns5: N153s N574t;
DENV1/VENEZUELA/61063/2006,Hq332181,2006-01-01,South America,Venezuela,Venezuela,Alvarez Et Al.,unknown,unknown,unknown,2007.00,2006-xx-xx,0.00,Venezuela,0.13,0.06,Aa: Ns2a: S2t T158a; Ns1: A98v;
DENV1/PUERTO_RICO/BIDV852/2006,Eu482591,2006-01-01,Caribbean,Puerto Rico,Puerto Rico,Alvarado Et Al.,unknown,unknown,unknown,2007.00,2006-xx-xx,0.00,Puerto Rico,0.13,0.06,unknown
DENV1/JAMAICA/17388/2012,Ku509249,2012-01-01,Caribbean,Jamaica,Jamaica,Cadar Et Al.,unknown,unknown,unknown,2013.00,2012-xx-xx,0.00,Jamaica,0.13,0.06,Aa: C: I65f; Ns4b: V18a; E: K118q C121f V139e F279i N348i; M: T134m; Ns1: V89i; Ns3: R255k E503k; Ns5: G3r T370r T565k Q580r G607a L629f;
DENV1/HAITI/1207/2014,Kt279761,2014-11-27,Caribbean,Haiti,Haiti,Rochars Et Al.,unknown,unknown,unknown,2014.90,2014-11-27,0.00,Haiti,0.13,0.06,unknown
DENV1/PUERTO_RICO/ARC16/2013,Kf444916,2013-01-01,Caribbean,Puerto Rico,Puerto Rico,Anez Et Al.,unknown,unknown,unknown,2014.00,2013-xx-xx,0.00,Puerto Rico,0.13,0.06,Aa: E: M492i;
DENV1/PUERTO_RICO/ARC68/2013,Kf809752,2013-01-01,Caribbean,Puerto Rico,Puerto Rico,Anez Et Al.,unknown,unknown,unknown,2014.00,2013-xx-xx,0.00,Puerto Rico,0.13,0.06,unknown
DENV1/MARTINIQUE/480915028/2008,Jn022598,2008-01-01,Caribbean,Martinique,Martinique,Girerd Et Al.,unknown,unknown,unknown,2008.63,2008-xx-xx,0.00,Martinique,0.13,0.06,unknown
DENV1/MARTINIQUE/481013035/2008,Jn022599,2008-01-01,Caribbean,Martinique,Martinique,Girerd Et Al.,unknown,unknown,unknown,2008.29,2008-xx-xx,0.00,Martinique,0.13,0.06,unknown
DENV1/USA/MARTINFLA/2013,Kj415284,2013-08-29,North America,USA,USA,Graham Et Al.,unknown,unknown,unknown,2013.66,2013-08-29,0.00,USA,0.13,0.06,Aa: E: V55i T160i;
DENV1/USA/ARC12/2010,Jq045561,2010-01-01,North America,USA,USA,Anez Et Al.,unknown,unknown,unknown,2010.00,2010-xx-xx,0.00,USA,0.13,0.06,Aa: C: A112v;
DENV1/ARGENTINA/HNRG12560/2009,Kc692497,2009-03-02,South America,Argentina,Buenos Aires,Barrero Et Al.,unknown,unknown,unknown,2009.16,2009-03-02,0.00,Buenos Aires,0.13,0.06,Aa: M: F138l; Ns2a: M70t; Ns5: I275v;
DENV1/ARGENTINA/HNRG13154/2009,Kc692499,2009-03-31,South America,Argentina,Buenos Aires,Barrero Et Al.,unknown,unknown,unknown,2009.24,2009-03-31,0.00,Buenos Aires,0.13,0.06,Aa: E: A88v; Ns1: H111y; Ns3: T353a;
DENV1/ARGENTINA/HNRG25001/2010,Kc692512,2010-02-17,South America,Argentina,Buenos Aires,Barrero Et Al.,unknown,unknown,unknown,2010.13,2010-02-17,0.00,Buenos Aires,0.13,0.06,unknown
DENV1/ARGENTINA/HNRG28226/2010,Kc692515,2010-05-14,South America,Argentina,Buenos Aires,Barrero Et Al.,unknown,unknown,unknown,2010.36,2010-05-14,0.00,Buenos Aires,0.13,0.06,Aa: E: E384g;
DENV1/ARGENTINA/HNRG14635/2009,Kc692509,2009-05-05,South America,Argentina,Buenos Aires,Barrero Et Al.,unknown,unknown,unknown,2009.34,2009-05-05,0.00,Buenos Aires,0.13,0.06,Aa: E: M297v; Ns2a: K156r; Ns3: V13m; Ns5: N867s;
DENV1/ARGENTINA/HNRG14043/2009,Kc692506,2009-04-22,South America,Argentina,Buenos Aires,Barrero Et Al.,unknown,unknown,unknown,2009.30,2009-04-22,0.00,Buenos Aires,0.13,0.06,unknown
DENV1/ARGENTINA/HNRG14076/2009,Kc692507,2009-04-23,South America,Argentina,Buenos Aires,Barrero Et Al.,unknown,unknown,unknown,2009.31,2009-04-23,0.00,Buenos Aires,0.13,0.06,Aa: Ns4b: I225v; E: T51m;
DENV1/BRAZIL/12898PE/2010,Jx669462,2010-01-01,South America,Brazil,Brazil,Cordeiro Et Al.,unknown,unknown,unknown,2010.28,2010-xx-xx,0.00,Brazil,0.13,0.06,Aa: Ns2a: F81l;
DENV1/ARGENTINA/HNRG12447/2009,Kc692496,2009-02-19,South America,Argentina,Buenos Aires,Barrero Et Al.,unknown,unknown,unknown,2009.13,2009-02-19,0.00,Buenos Aires,0.13,0.06,Aa: Ns2b: I33l;
DENV1/ARGENTINA/HNRG15417/2009,Kc692510,2009-05-28,South America,Argentina,Buenos Aires,Barrero Et Al.,unknown,unknown,unknown,2009.40,2009-05-28,0.00,Buenos Aires,0.13,0.06,unknown
DENV1/ARGENTINA/HNRG27486/2010,Kc692514,2010-05-03,South America,Argentina,Buenos Aires,Barrero Et Al.,unknown,unknown,unknown,2010.33,2010-05-03,0.00,Buenos Aires,0.13,0.06,Aa: C: N93s; Ns3: A170t;
DENV1/ARGENTINA/HNRG12188/2009,Kc692495,2009-02-03,South America,Argentina,Buenos Aires,Barrero Et Al.,unknown,unknown,unknown,2009.09,2009-02-03,0.00,Buenos Aires,0.13,0.06,unknown
DENV1/BRAZIL/SJRP354/2011,Kp188541,2011-05-24,South America,Brazil,Brazil,Araujo Et Al.,unknown,unknown,unknown,2011.39,2011-05-24,0.00,Brazil,0.13,0.06,Aa: Ns2a: L208f; Ns4a: M45v;
