Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Raw Date,Dtiter,Location,Dtiter Sanofi,Ctiter,Labels
DENV2/MALAYSIA/10340/1997,Fn429891,1997-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,1997.49,1997-xx-xx,0.00,Kuala Lumpur,0.00,0.00,Aa: C: M108i; Ns4b: L15f; E: L475m; Ns2b: V126a; Ns4a: T59a; Ns1: I93t T146m; Ns3: H348y; Ns5: N15t M393i T400i K630r N645d;
DENV2/FRENCH_POLYNESIA/130219164/1996,Jq650019,1996-08-13,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1996.62,1996-08-13,0.00,Tahiti,0.00,0.00,unknown
DENV2/FRENCH_POLYNESIA/2959/1996,Jq650021,1996-10-21,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1996.80,1996-10-21,0.00,Tahiti,0.00,0.00,unknown
DENV2/FRENCH_POLYNESIA/27014747/1997,Jq650025,1997-05-27,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1997.40,1997-05-27,0.00,Tahiti,0.00,0.00,unknown
DENV2/FRENCH_POLYNESIA/0706672/1997,Jq650024,1997-03-07,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1997.18,1997-03-07,0.00,Tahiti,0.00,0.00,unknown
DENV2/FRENCH_POLYNESIA/300243158/1996,Jq650020,1996-08-30,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1996.66,1996-08-30,0.00,Tahiti,0.00,0.00,unknown
DENV2/FRENCH_POLYNESIA/33066/1996,Jq650022,1996-11-25,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1996.90,1996-11-25,0.00,Tahiti,0.00,0.00,unknown
DENV2/NEW_CALEDONIA/4755/1996,Jq650028,1996-12-16,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1996.96,1996-12-16,0.00,New Caledonia,0.00,0.00,unknown
DENV2/NEW_CALEDONIA/060854/1997,Jq650029,1997-05-06,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1997.34,1997-05-06,0.00,New Caledonia,0.00,0.00,unknown
DENV2/FRENCH_POLYNESIA/2102153/1997,Jq650023,1997-01-21,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1997.05,1997-01-21,0.00,Tahiti,0.00,0.00,unknown
DENV2/NEW_CALEDONIA/0301110/1997,Jq650030,1997-07-03,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1997.50,1997-07-03,0.00,New Caledonia,0.00,0.00,unknown
DENV2/FRENCH_POLYNESIA/030184181/1997,Jq650026,1997-07-03,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1997.50,1997-07-03,0.00,Raiatea,0.00,0.00,unknown
DENV2/NEW_CALEDONIA/1658/1997,Jq650032,1997-12-26,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1997.98,1997-12-26,0.00,New Caledonia,0.00,0.00,unknown
DENV2/NEW_CALEDONIA/1204106/1998,Jq650035,1998-07-12,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1998.53,1998-07-12,0.00,New Caledonia,0.00,0.00,unknown
DENV2/NEW_CALEDONIA/1704138/1998,Jq650036,1998-07-17,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1998.54,1998-07-17,0.00,New Caledonia,0.00,0.00,Aa: E: H346y;
DENV2/NEW_CALEDONIA/06057/1998,Jq650033,1998-01-06,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1998.01,1998-01-06,0.00,New Caledonia,0.00,0.00,unknown
DENV2/NEW_CALEDONIA/1704141/1998,Jq650037,1998-07-17,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1998.54,1998-07-17,0.00,New Caledonia,0.00,0.00,unknown
DENV2/NEW_CALEDONIA/07074/1998,Jq650034,1998-01-07,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1998.02,1998-01-07,0.00,New Caledonia,0.00,0.00,unknown
DENV2/NEW_CALEDONIA/0208/1999,Jq650038,1999-01-02,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1999.00,1999-01-02,0.00,New Caledonia,0.00,0.00,unknown
DENV2/NEW_CALEDONIA/01496/1997,Jq650031,1997-12-05,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1997.93,1997-12-05,0.00,New Caledonia,0.00,0.00,unknown
DENV2/FRENCH_POLYNESIA/150105/1998,Jq650027,1998-04-15,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,1998.28,1998-04-15,0.00,French Polynesia,0.00,0.00,unknown
DENV2/NEW_CALEDONIA/1202056/1999,Jq650040,1999-05-12,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1999.36,1999-05-12,0.00,New Caledonia,0.00,0.00,unknown
DENV2/NEW_CALEDONIA/0301985/1999,Jq650039,1999-05-03,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,1999.33,1999-05-03,0.00,New Caledonia,0.00,0.00,unknown
DENV2/INDONESIA/900663/1998,Ab189122,1998-01-01,Southeast Asia,Indonesia,Sumatra,Corwin Et Al.,unknown,unknown,unknown,1998.56,1998-xx-xx,0.00,Sumatra,0.00,0.00,Aa: Ns3: A38v; Ns5: I27v;
DENV2/INDONESIA/900665/1998,Ab189123,1998-01-01,Southeast Asia,Indonesia,Sumatra,Corwin Et Al.,unknown,unknown,unknown,1999.00,1998-xx-xx,0.00,Sumatra,0.00,0.00,Aa: Ns3: S453i; Ns5: W64c N173k M590l;
DENV2/INDONESIA/N044/2010,Km216698,2010-06-10,Southeast Asia,Indonesia,Indonesia,Chidlow Et Al.,unknown,unknown,unknown,2010.44,2010-06-10,0.00,Indonesia,0.00,0.00,unknown
DENV2/INDONESIA/N051/2010,Km216704,2010-04-22,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2010.30,2010-04-22,0.00,Bali,0.00,0.00,unknown
DENV2/INDONESIA/N057/2010,Km216706,2010-04-19,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2010.30,2010-04-19,0.00,Bali,0.00,0.00,Aa: E: V491a;
DENV2/INDONESIA/N047/2010,Km216701,2010-05-07,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2010.34,2010-05-07,0.00,Bali,0.00,0.00,Aa: E: A117v;
DENV2/INDONESIA/N045/2010,Km216699,2010-06-06,Southeast Asia,Indonesia,Indonesia,Chidlow Et Al.,unknown,unknown,unknown,2010.43,2010-06-06,0.00,Indonesia,0.00,0.00,unknown
DENV2/INDONESIA/CS853/1997,Fm986654,1997-01-01,Southeast Asia,Indonesia,Borneo,Cardosa Et Al.,unknown,unknown,unknown,1998.00,1997-xx-xx,0.00,Sarawak,0.00,0.00,Aa: E: I322l K361i V484a Q494r A495p;
DENV2/TAIWAN/1008/2004,Ay776328,2004-01-01,China,Taiwan,Taiwan,Chen Et Al.,unknown,unknown,unknown,2004.00,2004-xx-xx,0.00,Taiwan,0.00,0.00,Aa: E: I46t; Ns2a: L13w; Ns5: G509r;
DENV2/TAIWAN/22080913/2002,Dq645552,2002-01-01,China,Taiwan,Taiwan,Chen Et Al.,unknown,unknown,unknown,2003.00,2002-xx-xx,0.00,Taiwan,0.00,0.00,Aa: Ns5: P585s;
DENV2/TAIWAN/19450818/2002,Dq645549,2002-01-01,China,Taiwan,Taiwan,Chen Et Al.,unknown,unknown,unknown,2002.51,2002-xx-xx,0.00,Taiwan,0.00,0.00,Aa: Ns5: E357v;
DENV2/TAIWAN/21910912/2002,Dq645551,2002-01-01,China,Taiwan,Taiwan,Chen Et Al.,unknown,unknown,unknown,2002.94,2002-xx-xx,0.00,Taiwan,0.00,0.00,Aa: Ns3: A558t;
DENV2/CHINA/ZS/2001,Ef051521,2001-01-01,China,China,Guangdong,Fang Et Al.,unknown,unknown,unknown,2001.00,2001-xx-xx,0.00,Zhongshan,0.00,0.00,Aa: E: D192g; Ns2b: P72q; Ns1: V6a; Ns3: I65l;
DENV2/CHINA/GD19/2001,Kc964093,2001-01-01,China,China,Guangdong,Bai Et Al.,unknown,unknown,unknown,2001.97,2001-xx-xx,0.00,Guangdong,0.00,0.00,unknown
DENV2/CHINA/GD/2001,Fj196852,2001-01-01,China,China,Guangdong,Bai Et Al.,unknown,unknown,unknown,2001.97,2001-xx-xx,0.00,Guangzhou,0.00,0.00,unknown
DENV2/PHILIPPINES/3519/2010,Ku509274,2010-01-01,Southeast Asia,Philippines,Philippines,Cadar Et Al.,unknown,unknown,unknown,2011.00,2010-xx-xx,0.00,Philippines,0.00,0.00,Aa: E: S390n V491a; M: I49v; Ns2b: I116v; Ns2a: T171i; Ns1: L128f; Ns3: K61r; Ns5: I180v K570r S631n R737k R749k L754f M761v S763t N876s;
DENV2/AUSTRALIA/CAIRNS/2008,Jn568252,2008-01-01,Oceania,Australia,Australia,Northill Et Al.,unknown,unknown,unknown,2008.00,2008-xx-xx,0.00,Australia,0.00,0.00,unknown
DENV2/PHILIPPINES/973/2009,Ku509269,2009-01-01,Southeast Asia,Philippines,Philippines,Cadar Et Al.,unknown,unknown,unknown,2010.00,2009-xx-xx,0.00,Philippines,0.00,0.00,Aa: C: A102v; E: V491a; Ns4a: Y97h; Ns1: V177a; Ns5: K285n Q286e H288t E433k K644q;
DENV2/TAIWAN/807KH1008A/2010,Jq403524,2010-01-01,China,Taiwan,Taiwan,Chang Et Al.,unknown,unknown,unknown,2011.00,2010-xx-xx,0.00,Taiwan,0.00,0.00,Aa: E: K160r;
DENV2/PHILIPPINES/14706/2010,Ku509277,2010-01-01,Southeast Asia,Philippines,Philippines,Cadar Et Al.,unknown,unknown,unknown,2010.71,2010-xx-xx,0.00,Philippines,0.00,0.00,unknown
DENV2/AUSTRALIA/TOWNSVILLEA/2010,Jn568279,2010-01-01,Oceania,Australia,Australia,Northill Et Al.,unknown,unknown,unknown,2010.58,2010-xx-xx,0.00,Australia,0.00,0.00,Aa: E: S300f;
DENV2/CHINA/ZJ02/2010,Jf957000,2010-09-01,China,China,China,Chen Et Al.,unknown,unknown,unknown,2010.74,2010-09-xx,0.00,China,0.00,0.00,Aa: E: T46i;
DENV2/MICRONESIA/21018132/2011,Jq650046,2011-09-21,South Pacific,Micronesia,Yap,Aubry Et Al.,unknown,unknown,unknown,2011.72,2011-09-21,0.00,Yap,0.00,0.00,unknown
DENV2/MICRONESIA/YPDB106/2011,Jx891657,2011-01-01,South Pacific,Micronesia,Yap,Medina Et Al.,unknown,unknown,unknown,2011.72,2011-xx-xx,0.00,Yap,0.00,0.00,unknown
DENV2/MICRONESIA/YPDB105/2011,Jx891656,2011-01-01,South Pacific,Micronesia,Yap,Medina Et Al.,unknown,unknown,unknown,2011.72,2011-xx-xx,0.00,Yap,0.00,0.00,unknown
DENV2/FIJI/FIDB181/2014,Km279397,2014-01-01,South Pacific,Fiji,Fiji,Munoz-jordan Et Al.,unknown,unknown,unknown,2014.27,2014-xx-xx,0.00,Fiji,0.00,0.00,unknown
DENV2/FIJI/FIDB180/2014,Km279396,2014-01-01,South Pacific,Fiji,Fiji,Munoz-jordan Et Al.,unknown,unknown,unknown,2014.91,2014-xx-xx,0.00,Fiji,0.00,0.00,unknown
DENV2/FIJI/FIDB179/2014,Km279395,2014-01-01,South Pacific,Fiji,Fiji,Munoz-jordan Et Al.,unknown,unknown,unknown,2014.91,2014-xx-xx,0.00,Fiji,0.00,0.00,unknown
DENV2/FRENCH_POLYNESIA/14020/2017,Ky782127,2017-02-14,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2017.12,2017-02-14,0.00,Tahiti,0.00,0.00,unknown
DENV2/FRENCH_POLYNESIA/13013/2017,Ky782125,2017-02-13,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2017.12,2017-02-13,0.00,Tahiti,0.00,0.00,unknown
DENV2/FRENCH_POLYNESIA/13014/2017,Ky782126,2017-02-13,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2017.12,2017-02-13,0.00,Tahiti,0.00,0.00,unknown
DENV2/AUSTRALIA/TSV01/1993,Ay037116,1993-01-01,Oceania,Australia,Queensland,Brooks Et Al.,unknown,unknown,unknown,1993.00,1993-xx-xx,0.00,Townsville,0.00,0.00,Aa: E: I46v; M: W67g N69h A162t; Ns2b: V112a; Ns2a: L127w; Ns3: T160a; Ns5: V334i;
DENV2/CHINA/GD01/2003,Fj196853,2003-01-01,China,China,Guangdong,Bai Et Al.,unknown,unknown,unknown,2003.00,2003-xx-xx,0.00,Guangzhou,0.00,0.00,Aa: Ns4b: H54l; E: F193l N194h I414t; Ns2b: T94i; Ns2a: K135r L208i; Ns4a: S1y; Ns1: F20l E154k; Ns3: G103r; Ns5: D690g;
DENV2/CHINA/GD06/1993,Fj196854,1993-01-01,China,China,Guangdong,Bai Et Al.,unknown,unknown,unknown,1993.99,1993-xx-xx,0.00,Guangzhou,0.00,0.00,unknown
DENV2/CHINA/GD09/1993,Kc964094,1993-01-01,China,China,Guangdong,Bai Et Al.,unknown,unknown,unknown,1993.99,1993-xx-xx,0.00,Guangdong,0.00,0.00,unknown
DENV2/SINGAPORE/NUHA0001/2013,Kf479405,2013-04-29,Southeast Asia,Singapore,Singapore,Koay Et Al.,unknown,unknown,unknown,2013.32,2013-04-29,0.00,Singapore,0.00,0.00,unknown
DENV2/INDONESIA/N050/2010,Km216703,2010-06-10,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2010.44,2010-06-10,0.00,Bali,0.00,0.00,unknown
DENV2/INDONESIA/N04/2010,Km216702,2010-09-03,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2010.67,2010-09-03,0.00,Bali,0.00,0.00,Aa: E: S169p T404i;
DENV2/INDONESIA/CN18/2014,Ku517846,2014-05-07,Southeast Asia,Indonesia,Indonesia,Gao Et Al.,unknown,unknown,unknown,2014.34,2014-05-07,0.00,Indonesia,0.00,0.00,Aa: Ns2b: Q93l; Ns2a: V41m; Ns5: N184s V687i;
DENV2/INDONESIA/N020/2010,Km216693,2010-10-16,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2010.79,2010-10-16,0.00,Bali,0.00,0.00,unknown
DENV2/INDONESIA/N025/2010,Km216695,2010-10-16,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2010.79,2010-10-16,0.00,Bali,0.00,0.00,unknown
DENV2/SINGAPORE/09423/2014,Ky921904,2014-03-01,Southeast Asia,Singapore,Singapore,Hapuarachchi Et Al.,unknown,unknown,unknown,2014.24,2014-03-xx,0.00,Singapore,0.00,0.00,Aa: Ns4b: E24d; E: V181a T404i; M: I135v; Ns2b: R55k; Ns2a: M70t I152t; Ns1: L206r; Ns5: R246k T790i;
DENV2/MALAYSIA/TM181/2014,Ku666946,2014-02-01,Southeast Asia,Malaysia,Johor,Adnan Et Al.,unknown,unknown,unknown,2014.16,2014-02-xx,0.00,Johor Bahru,0.00,0.00,Aa: E: N203s D362e; Ns2a: I171v; Ns1: S114t F178l N344t;
DENV2/INDONESIA/JKTAD001A/2013,Kj184316,2013-04-16,Southeast Asia,Indonesia,Jakarta,Lardo Et Al.,unknown,unknown,unknown,2013.29,2013-04-16,0.00,Jakarta,0.00,0.00,unknown
DENV2/CHINA/4003/2014,Kp191524,2014-09-01,China,China,China,Li Et Al.,unknown,unknown,unknown,2014.67,2014-09-xx,0.00,China,0.00,0.00,unknown
DENV2/SINGAPORE/14864/2011,Jn544394,2011-04-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2011.25,2011-04-xx,0.00,Singapore,0.00,0.00,Aa: E: T138s;
DENV2/INDONESIA/N052/2010,Km216705,2010-08-06,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2010.59,2010-08-06,0.00,Bali,0.00,0.00,Aa: E: V15i I141v;
DENV2/MALAYSIA/32883/2004,Fn429894,2004-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,2005.00,2004-xx-xx,0.00,Kuala Lumpur,0.00,0.00,Aa: E: V365i; M: R57k; Ns2a: T104i S178f; Ns4a: S46g; Ns1: S17n V84i K112r; Ns3: R588k;
DENV2/GUAM/BIDV2950/2001,Hm488257,2001-01-01,South Pacific,Guam,Guam,Alvarado Et Al.,unknown,unknown,unknown,2001.93,2001-xx-xx,0.00,Guam,0.00,0.00,Aa: E: I380v; M: A82v; Ns2a: F87y V174m; Ns5: N15h E501k V637a N645t;
DENV2/MALAYSIA/22563/2000,Fn429892,2000-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,2001.00,2000-xx-xx,0.00,Kuala Lumpur,0.00,0.00,Aa: E: N83i; M: N52s V96a Y148h; Ns5: A196v;
DENV2/SINGAPORE/Y98PPP1/2009,Jf327392,2009-01-01,Southeast Asia,Singapore,Singapore,Alonso Et Al.,unknown,unknown,unknown,2009.00,2009-xx-xx,0.00,Singapore,0.00,0.00,Aa: Ns4b: L52f; Ns5: T414n;
DENV2/IRELAND/03996IRL/2011,Jq896295,2011-08-31,Europe,Ireland,Ireland,Cartin Et Al.,unknown,unknown,unknown,2011.66,2011-08-31,0.00,Ireland,0.00,0.00,Aa: E: I4v;
DENV2/INDONESIA/MKS0071/2007,Kc762669,2007-07-17,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2007.54,2007-07-17,0.00,Makassar,0.00,0.00,unknown
DENV2/INDONESIA/MKS0091/2007,Kc762670,2007-12-11,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2007.94,2007-12-11,0.00,Makassar,0.00,0.00,unknown
DENV2/SINGAPORE/24200/2011,Jn544391,2011-06-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2011.46,2011-06-xx,0.00,Singapore,0.00,0.00,Aa: E: G330s;
DENV2/SINGAPORE/20800/2011,Jn544383,2011-05-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2011.33,2011-05-xx,0.00,Singapore,0.00,0.00,unknown
DENV2/SINGAPORE/17690/2011,Jn544387,2011-04-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2011.31,2011-04-xx,0.00,Singapore,0.00,0.00,unknown
DENV2/CHINA/4070/2014,Kp191526,2014-09-01,China,China,China,Li Et Al.,unknown,unknown,unknown,2014.67,2014-09-xx,0.00,China,0.00,0.00,Aa: E: V151a K344r;
DENV2/CHINA/ZH1340/2008,Eu359009,2008-01-01,China,China,China,Tan Et Al.,unknown,unknown,unknown,2009.00,2008-xx-xx,0.00,China,0.00,0.00,Aa: E: L218f;
DENV2/CHINA/ZH4132/2012,Kc131142,2012-09-01,China,China,Guangdong,Lin Et Al.,unknown,unknown,unknown,2012.75,2012-09-xx,0.00,Guangdong,0.00,0.00,Aa: C: M108v; M: V31l; Ns3: P176l I190v; Ns5: R326k E424g E560v;
DENV2/CHINA/GDZS00C/2014,Kp064519,2014-10-25,China,China,Guangdong,Lin Et Al.,unknown,unknown,unknown,2014.81,2014-10-25,0.00,Zhongshan,0.00,0.00,unknown
DENV2/MALAYSIA/TM296/2014,Ku666948,2014-02-01,Southeast Asia,Malaysia,Johor,Adnan Et Al.,unknown,unknown,unknown,2014.08,2014-02-xx,0.00,Johor Bahru,0.00,0.00,Aa: E: E360g K361r; Ns3: K170e;
DENV2/CHINA/CZ23/2015,Kx621248,2015-01-01,China,China,China,Chen Et Al.,unknown,unknown,unknown,2015.93,2015-xx-xx,0.00,China,0.00,0.00,Aa: E: H52y; M: R88k; Ns3: A372t;
DENV2/CHINA/CZ5/2015,Kx621245,2015-01-01,China,China,China,Chen Et Al.,unknown,unknown,unknown,2015.34,2015-xx-xx,0.00,China,0.00,0.00,unknown
DENV2/MALAYSIA/TM132/2014,Kx452030,2014-01-01,Southeast Asia,Malaysia,Johor,Amreeta Et Al.,unknown,unknown,unknown,2014.08,2014-01-xx,0.00,Johor Bahru,0.00,0.00,Aa: E: V461i; Ns5: G608s T811a;
DENV2/MALAYSIA/TM107/2014,Kx452024,2014-01-01,Southeast Asia,Malaysia,Johor,Amreeta Et Al.,unknown,unknown,unknown,2014.08,2014-01-xx,0.00,Johor Bahru,0.00,0.00,Aa: Ns3: R15k;
DENV2/MALAYSIA/TM38/2014,Kx452017,2014-01-01,Southeast Asia,Malaysia,Johor,Amreeta Et Al.,unknown,unknown,unknown,2014.08,2014-01-xx,0.00,Johor Bahru,0.00,0.00,unknown
DENV2/MALAYSIA/TM213/2014,Ku666947,2014-02-01,Southeast Asia,Malaysia,Johor,Adnan Et Al.,unknown,unknown,unknown,2014.08,2014-02-xx,0.00,Johor Bahru,0.00,0.00,unknown
DENV2/PHILIPPINES/CN77/2015,Ku517847,2015-08-03,Southeast Asia,Philippines,Philippines,Gao Et Al.,unknown,unknown,unknown,2015.59,2015-08-03,0.00,Philippines,0.00,0.00,Aa: Ns2b: V112a; Ns1: D290n; Ns5: L210p;
DENV2/AUSTRALIA/QML16/2015,Kx372564,2015-01-01,Oceania,Australia,Australia,Aaskov Et Al.,unknown,unknown,unknown,2015.35,2015-xx-xx,0.00,Australia,0.00,0.00,unknown
DENV2/SINGAPORE/09087/2015,Ky921905,2015-03-01,Southeast Asia,Singapore,Singapore,Hapuarachchi Et Al.,unknown,unknown,unknown,2015.24,2015-03-xx,0.00,Singapore,0.00,0.00,unknown
DENV2/SINGAPORE/NUHMDCVARIANT/2016,Ku948303,2016-02-23,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2016.15,2016-02-23,0.00,Singapore,0.00,0.00,Aa: Ns3: R248k K568r; Ns5: K46r A196t Q286r;
DENV2/CHINA/ZJSX12/2015,Ku504492,2015-09-09,China,China,Zhejiang,Lou Et Al.,unknown,unknown,unknown,2015.69,2015-09-09,0.00,Zhejiang,0.00,0.00,unknown
DENV2/SRI_LANKA/SRILANKANIID34/2017,Lc312197,2017-06-30,South Asia,Sri Lanka,Sri Lanka,Kutsuna Et Al.,unknown,unknown,unknown,2017.49,2017-06-30,0.00,Sri Lanka,0.00,0.00,unknown
DENV2/SRI_LANKA/SRILANKANIID33/2017,Lc312196,2017-06-26,South Asia,Sri Lanka,Sri Lanka,Kutsuna Et Al.,unknown,unknown,unknown,2017.48,2017-06-26,0.00,Sri Lanka,0.00,0.00,unknown
DENV2/INDONESIA/N075/2011,Km216709,2011-12-14,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2011.95,2011-12-14,0.00,Bali,0.00,0.00,unknown
DENV2/TAIWAN/802KH1208A/2012,Kt175112,2012-01-01,China,Taiwan,Taiwan,Chang Et Al.,unknown,unknown,unknown,2012.11,2012-xx-xx,0.00,Taiwan,0.00,0.00,unknown
DENV2/INDONESIA/N100/2012,Km216729,2012-02-15,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2012.12,2012-02-15,0.00,Bali,0.00,0.00,unknown
DENV2/INDONESIA/MKS2018/2008,Kc762673,2008-03-11,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2008.19,2008-03-11,0.00,Makassar,0.00,0.00,Aa: E: S474p; Ns3: R248k;
DENV2/INDONESIA/MKS2032/2008,Kc762675,2008-03-08,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2008.18,2008-03-08,0.00,Makassar,0.00,0.00,Aa: Ns5: K285q N549k;
DENV2/INDONESIA/MKS2167/2008,Kc762674,2008-03-11,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2008.19,2008-03-11,0.00,Makassar,0.00,0.00,Aa: Ns5: R301k;
DENV2/INDONESIA/MKS0099/2007,Kc762676,2007-07-17,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2007.54,2007-07-17,0.00,Makassar,0.00,0.00,Aa: Ns4b: P92s; Ns5: S676n;
DENV2/INDONESIA/MKSIF011/2008,Kc762677,2008-02-15,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2008.12,2008-02-15,0.00,Makassar,0.00,0.00,Aa: Ns1: L338m; Ns5: T311n E397k;
DENV2/MALAYSIA/32618/2004,Fn429893,2004-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,2005.00,2004-xx-xx,0.00,Kuala Lumpur,0.00,0.00,Aa: Ns2a: I5v; Ns1: F178l; Ns5: K418r;
DENV2/JAPAN/MALDIVES77NIID/2008,Ab545874,2008-08-25,Japan Korea,Japan,Japan,Akari Et Al.,unknown,unknown,unknown,2008.65,2008-08-25,0.00,Japan,0.00,0.00,unknown
DENV2/CHINA/D07035/2007,Fj158608,2007-08-01,China,China,China,Yan Et Al.,unknown,unknown,unknown,2007.66,2007-08-xx,0.00,China,0.00,0.00,Aa: E: I322v;
DENV2/CHINA/FJ368/2007,Ku570120,2007-01-01,China,China,China,Chen Et Al.,unknown,unknown,unknown,2007.21,2007-xx-xx,0.00,China,0.00,0.00,unknown
DENV2/CHINA/FJ399/2007,Ku570122,2007-01-01,China,China,China,Chen Et Al.,unknown,unknown,unknown,2007.21,2007-xx-xx,0.00,China,0.00,0.00,unknown
DENV2/CHINA/FJ091/2007,Ku570119,2007-01-01,China,China,China,Chen Et Al.,unknown,unknown,unknown,2007.21,2007-xx-xx,0.00,China,0.00,0.00,unknown
DENV2/CHINA/GZ2572001/2005,Jq277886,2005-01-01,China,China,China,Jiang Et Al.,unknown,unknown,unknown,2006.00,2005-xx-xx,0.00,China,0.00,0.00,unknown
DENV2/TANZANIA/K2RIJ059DARESSALAAM/2014,Kt288902,2014-06-01,Subsaharan Africa,Tanzania,Tanzania,Capobianchi Et Al.,unknown,unknown,unknown,2014.41,2014-06-xx,0.00,Tanzania,0.00,0.00,unknown
DENV2/TANZANIA/6478/2014,Ku509307,2014-01-01,Subsaharan Africa,Tanzania,Tanzania,Cadar Et Al.,unknown,unknown,unknown,2014.58,2014-xx-xx,0.00,Tanzania,0.00,0.00,Aa: E: N8y;
DENV2/CHINA/GZ615/2014,Kt187557,2014-01-01,China,China,Guangdong,An Et Al.,unknown,unknown,unknown,2014.98,2014-xx-xx,0.00,Guangdong,0.00,0.00,Aa: Ns1: V251m;
DENV2/CHINA/GDZS00F/2014,Kp064521,2014-10-25,China,China,Guangdong,Lin Et Al.,unknown,unknown,unknown,2014.81,2014-10-25,0.00,Zhongshan,0.00,0.00,unknown
DENV2/CHINA/GZ574/2014,Kt187555,2014-01-01,China,China,Guangdong,An Et Al.,unknown,unknown,unknown,2014.20,2014-xx-xx,0.00,Guangdong,0.00,0.00,unknown
DENV2/CHINA/GZ571/2014,Kt187554,2014-01-01,China,China,Guangdong,An Et Al.,unknown,unknown,unknown,2015.00,2014-xx-xx,0.00,Guangdong,0.00,0.00,Aa: Ns2a: L181f; Ns5: K525r;
