Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Fauna Date,Raw Date,Host,Labels
A/GD-24/2014/H7N9/2014-01-10,Epi655903,2014-01-10,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.02,2018.22,2014-01-10,Human,unknown
A/GD-34/2014/H7N9/2014-01-12,Epi655943,2014-01-12,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.03,2018.22,2014-01-12,Human,unknown
A/Guangdong/34/2014,Epi628449,2014-01-13,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.03,2018.22,2014-01-13,Human,unknown
A/Guangdong-Guangzhou/XN02933/2014,Epi627785,2014-01-16,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.04,2018.22,2014-01-16,Human,unknown
A/Guangdong-Guangzhou/XN00298/2014,Epi627762,2014-02-02,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.09,2018.22,2014-02-02,Human,unknown
A/GD-36/2014/H7N9/2014-01-12,Epi655951,2014-01-12,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.03,2018.22,2014-01-12,Human,unknown
A/Guangdong/36/2014,Epi628457,2014-01-13,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.03,2018.22,2014-01-13,Human,unknown
A/Guangdong-Guangzhou/XN00392/2014,Epi627674,2014-02-05,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.10,2018.22,2014-02-05,Human,Aa: Np: V270m;
A/Guangdong/69/2014,Epi627945,2014-01-30,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.08,2018.22,2014-01-30,Human,unknown
A/GD-69/2014/H7N9/2014-01-30,Epi656015,2014-01-30,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.08,2018.22,2014-01-30,Human,unknown
A/GD-81/2014/H7N9/2014-01-30,Epi656023,2014-01-30,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.08,2018.22,2014-01-30,Human,unknown
A/GD-98/2014/H7N9/2014-02-06,Epi656063,2014-02-06,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.10,2018.22,2014-02-06,Human,unknown
A/Guangdong/81/2014,Epi627969,2014-01-31,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.08,2018.22,2014-01-31,Human,unknown
A/GD-101/2014/H7N9/2014-02-07,Epi656071,2014-02-07,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.10,2018.22,2014-02-07,Human,unknown
A/GD-65/2014/H7N9/2014-01-29,Epi655999,2014-01-29,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.08,2018.22,2014-01-29,Human,unknown
A/Guangdong-Guangzhou/XN05586/2014,Epi627770,2014-01-29,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.08,2018.22,2014-01-29,Human,unknown
A/Guangdong/65/2014,Epi627993,2014-01-29,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.08,2018.22,2014-01-29,Human,unknown
A/GD-66/2014/H7N9/2014-01-29,Epi656007,2014-01-29,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.08,2018.22,2014-01-29,Human,unknown
A/Guangdong/66/2014,Epi627937,2014-01-29,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.08,2018.22,2014-01-29,Human,unknown
A/GD-10/2014/H7N9/2014-01-03,Epi655863,2014-01-03,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.01,2018.22,2014-01-03,Human,unknown
A/Guangdong/10/2014,Epi627738,2014-01-03,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.01,2018.22,2014-01-03,Human,unknown
A/Guangdong/2125/2014,Epi628481,2014-01-08,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.02,2018.22,2014-01-08,Human,unknown
A/GD-18/2014/H7N9/2014-01-07,Epi655887,2014-01-07,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.02,2018.22,2014-01-07,Human,unknown
A/Guangdong/24/2014,Epi627722,2014-01-10,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.02,2018.22,2014-01-10,Human,unknown
A/Guangdong/29/2014,Epi628113,2014-01-09,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.02,2018.22,2014-01-09,Human,unknown
A/GD-29/2014/H7N9/2014-01-11,Epi655919,2014-01-11,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.03,2018.22,2014-01-11,Human,unknown
A/Guangdong/33/2014,Epi628473,2014-01-13,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.03,2018.22,2014-01-13,Human,unknown
A/GD-33/2014/H7N9/2014-01-12,Epi655935,2014-01-12,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.03,2018.22,2014-01-12,Human,unknown
A/Guangdong/31/2014,Epi628121,2014-01-12,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.03,2018.22,2014-01-12,Human,unknown
A/Shenzhen/SP-W1/2014,Epi583250,2014-01-14,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.04,2018.22,2014-01-14,Human,unknown
A/Guangdong/37/2014,Epi628417,2014-01-14,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.04,2018.22,2014-01-14,Human,unknown
A/chicken/Guangxi/SD004/2014,Epi1090422,2014-01-24,unknown,China,Guangxi,Other Database Import,unknown,unknown,unknown,2014.06,2018.22,2014-01-24,Chicken,unknown
A/Guangdong-Guangzhou/XN02778/2014,Epi627666,2014-01-15,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.04,2018.22,2014-01-15,Human,unknown
A/GD-82/2014/H7N9/2014-02-02,Epi656055,2014-02-02,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.09,2018.22,2014-02-02,Human,unknown
A/Guangxi/8309/2014,Epi509148,2014-01-27,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.07,2018.22,2014-01-27,Human,unknown
A/Guangxi/8971/2014,Epi509139,2014-02-05,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.10,2018.22,2014-02-05,Human,unknown
A/Guangxi/8970/2014,Epi509132,2014-02-03,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.09,2018.22,2014-02-03,Human,unknown
A/chicken/Dongguan/189/2014,Epi596774,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/864/2014,Epi597353,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/749/2014,Epi597273,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/397/2014,Epi578127,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/silkiechicken/Dongguan/656/2014,Epi596831,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/899/2014,Epi597367,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/silkiechicken/Dongguan/635/2014,Epi596825,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/248/2014,Epi597210,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/262/2014,Epi597217,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/518/2014,Epi596797,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/213/2014,Epi597196,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/178/2014,Epi597175,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/173/2014,Epi596767,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/210/2014,Epi597189,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/711/2014,Epi597252,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/GD-126/2014/H7N9/2014-03-10,Epi656196,2014-03-10,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.19,2018.22,2014-03-10,Human,Aa: Np: R452k;
A/Guangdong-Guangzhou/XN06587/2014,Epi627730,2014-02-10,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.11,2018.22,2014-02-10,Human,unknown
A/chicken/Dongguan/237/2014,Epi597203,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/695/2014,Epi596848,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/874/2014,Epi597360,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/Chicken/Dongguan/1009,Epi597440,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1494,Epi597061,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/chicken/Dongguan/835/2014,Epi597318,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/silkiechicken/Dongguan/157/2014,Epi596754,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/744/2014,Epi597259,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/815/2014,Epi597311,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/Silkiechicken/Dongguan/1450,Epi597028,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1666,Epi597139,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Silkiechicken/Dongguan/1641,Epi578193,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Silkiechicken/Dongguan/1448,Epi597015,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1619,Epi597125,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/HongKong/8113530/2014,Epi509881,2014-03-17,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.21,2018.22,2014-03-17,Human,unknown
A/Shenzhen/SP113/2014,Epi578016,2014-03-12,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.19,2018.22,2014-03-12,Human,unknown
A/Shenzhen/SP116/2014,Epi578023,2014-03-15,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.20,2018.22,2014-03-15,Human,unknown
A/Guangdong/15SF082/2015,Epi626986,2015-02-06,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.10,2018.22,2015-02-06,Human,unknown
A/Chicken/Shantou/4816,Epi593335,2014-07-22,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.55,2018.22,2014-07-22,Chicken,unknown
A/chicken/Guangdong/SD007/2015,Epi1090286,2015-01-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2015.05,2018.22,2015-01-18,Chicken,Aa: Np: A373t;
A/Chicken/Guangdong/108,Epi979598,2017-01-08,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.02,2018.22,2017-01-08,Chicken,Aa: Np: Y111s;
A/Guangdong/17SF060/2017,Epi1101664,2017-01-13,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-13,Human,unknown
A/Guangdong/17SF061/2017,Epi1101672,2017-01-19,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.05,2018.22,2017-01-19,Human,unknown
A/Guangxi/2/2017,Epi1018218,2017-02-03,unknown,China,Guangxi,Guangxi Center For Disease Prevention And Control,unknown,unknown,unknown,2017.09,2018.22,2017-02-03,Human,Aa: Np: A323t;
A/Guangdong/17SF042/2017,Epi1101656,2017-03-01,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.16,2018.22,2017-03-01,Human,Aa: Np: A337v S450r;
A/Chongqing-Yuzhong/1500/2017,Epi1100776,2017-03-22,unknown,China,Chongqing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.22,2018.22,2017-03-22,Human,Aa: Np: M426i R452k;
A/environment/Hunan/S40858/2015,Epi1090826,2015-11-18,unknown,China,Hunan,Other Database Import,unknown,unknown,unknown,2015.88,2018.22,2015-11-18,Environment,Aa: Np: P453q;
A/Beijing/39450/2016,Epi1100696,2016-05-26,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.40,2018.22,2016-05-26,Human,unknown
A/Jiangsu/8207/2016,Epi1103356,2016-12-30,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2016-12-30,Human,unknown
A/Yunnan/32293/2017,Epi1102950,2017-06-25,unknown,China,Yunnan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.48,2018.22,2017-06-25,Human,Aa: Np: I301v M371i;
A/Shenzhen/Th002/2016,Epi930816,2016-12-30,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.00,2018.22,2016-12-30,Human,Aa: Np: A284t M426i;
A/Guangdong/17SF027/2017,Epi1101616,2017-02-07,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-07,Human,unknown
A/Guangdong/MZ828/2015,Epi1057921,2015-11-21,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.89,2018.22,2015-11-21,Human,unknown
A/Henan/11158/2017,Epi971301,2017-02-07,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-07,Human,unknown
A/Environment/Guangzhou/4188,Epi1040444,2016-12-21,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2016.97,2018.22,2016-12-21,Environment,unknown
A/Environment/Guangdong/1512,Epi1057937,2016-01-08,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.02,2018.22,2016-01-08,Environment,unknown
A/Sichuan/29764/2017,Epi1102886,2017-06-17,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.46,2018.22,2017-06-17,Human,unknown
A/Sichuan/29763/2017,Epi1102878,2017-06-16,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.45,2018.22,2017-06-16,Human,unknown
A/Chongqing-dianjiang/61/2017,Epi1100720,2017-05-01,unknown,China,Chongqing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.33,2018.22,2017-05-01,Human,unknown
A/Chongqing-jiangbei/61/2017,Epi1100736,2017-04-25,unknown,China,Chongqing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.31,2018.22,2017-04-25,Human,unknown
A/Guangdong/17SF030/2017,Epi1101632,2017-02-07,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-07,Human,unknown
A/Shenzhen/Th003/2017,Epi926826,2017-01-16,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.04,2018.22,2017-01-16,Human,Aa: Np: A271g;
A/Guangdong/17SF001/2016,Epi1101568,2016-12-28,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-28,Human,Aa: Np: S50n;
A/Guangdong/17SF006/2017,Epi919592,2017-01-12,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-12,Human,unknown
A/Qingyuan/GIRD1/2017,Epi918737,2017-01-14,unknown,China,Guangdong,Guangzhou Institute Of Respiratory Diseases  Gird ,unknown,unknown,unknown,2017.04,2018.22,2017-01-14,Human,unknown
A/Qingyuan/GIRD01/2017,Epi965017,2017-01-14,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.04,2018.22,2017-01-14,Human,unknown
A/Hunan/2287/2017,Epi887629,2017-01-11,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-11,Human,Aa: Np: V456l;
A/Yunnan/32294/2017,Epi1102958,2017-06-28,unknown,China,Yunnan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.49,2018.22,2017-06-28,Human,Aa: Np: E127d T433a R452k;
A/Hunan/11026/2017,Epi1022610,2017-02-11,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.11,2018.22,2017-02-11,Human,Aa: Np: N125s A423t;
A/Hunan/25360/2017,Epi1103976,2017-02-04,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human,unknown
A/Hunan/9918/2017,Epi1102164,2017-02-04,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human,unknown
A/Changsha/26/2017,Epi1036686,2017-02-04,unknown,China,Hunan,Other Database Import,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human,unknown
A/Chicken/Guangdong/1210,Epi979510,2016-12-10,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2016.94,2018.22,2016-12-10,Chicken,unknown
A/Guangdong/17SF017/2017,Epi1101608,2017-01-23,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-23,Human,unknown
A/Guangdong/17SF064/2017,Epi1013266,2017-03-12,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.19,2018.22,2017-03-12,Human,unknown
A/Shenzhen/Th0007/2017,Epi979590,2017-03-12,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.19,2018.22,2017-03-12,Human,unknown
A/Guangdong/60061/2016,Epi887973,2016-12-13,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.95,2018.22,2016-12-13,Human,Aa: Np: A284t M426i;
A/HongKong/VB16189623/2016,Epi872951,2016-12-28,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2016.99,2018.22,2016-12-28,Human,unknown
A/Guangdong/17SF031/2017,Epi1101640,2017-02-09,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.11,2018.22,2017-02-09,Human,unknown
A/Guangdong/17SF036/2017,Epi1101648,2017-02-25,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.15,2018.22,2017-02-25,Human,unknown
A/Guangdong/17SF010/2017,Epi1101592,2017-01-12,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-12,Human,unknown
A/Hunan/25351/2017,Epi1022658,2017-04-11,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.27,2018.22,2017-04-11,Human,Aa: Np: S50n R351k R452k;
A/Sichuan/27183/2017,Epi1102846,2017-05-19,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.38,2018.22,2017-05-19,Human,Aa: Np: S34g T430a R446k;
A/Yunnan/32291/2017,Epi1102942,2017-06-13,unknown,China,Yunnan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.45,2018.22,2017-06-13,Human,Aa: Np: S450n;
A/chicken/Zhejiang/SD001/2016,Epi1090686,2016-01-01,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2016.00,2018.22,2016-01-01,Chicken,Aa: Np: V414i;
A/chicken/Zhejiang/S1074/2016,Epi1090614,2016-05-10,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2016.36,2018.22,2016-05-10,Chicken,Aa: Np: V363i;
A/Zhejiang/12/2016,Epi887757,2016-12-25,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.98,2018.22,2016-12-25,Human,Aa: Np: A373t V408i;
A/Chicken/Zhejiang/1215,Epi979630,2016-12-15,unknown,China,Zhejiang,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Chicken,unknown
A/Environment/Jiangsu/666,Epi1101104,2016-12-12,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.95,2018.22,2016-12-12,Environment,Aa: Np: Q399h R446k;
A/Zhejiang/25/2017,Epi1103006,2017-01-08,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-08,Human,Aa: Np: N417y;
A/Guangdong/17SF009/2017,Epi1101584,2017-01-16,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.04,2018.22,2017-01-16,Human,Aa: Np: V353i T430s;
A/Anhui/29177/2017,Epi1100504,2017-01-17,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.04,2018.22,2017-01-17,Human,Aa: Np: I194v;
A/Anhui/29176/2017,Epi1100496,2017-01-10,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-10,Human,unknown
A/Hunan/9922/2017,Epi1102198,2017-01-23,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-23,Human,Aa: Np: V408i;
A/Fujian/2150/2016,Epi1101440,2016-12-27,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-27,Human,Aa: Np: A337s D375e;
A/Hunan/4137/2016,Epi1102040,2016-01-02,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.00,2018.22,2016-01-02,Human,unknown
A/Hunan/4135/2016,Epi1102032,2016-01-01,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.00,2018.22,2016-01-01,Human,unknown
A/Jiangxi/10669/2017,Epi1102398,2017-01-10,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-10,Human,unknown
A/Zhejiang/26/2017,Epi1103014,2017-01-18,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.05,2018.22,2017-01-18,Human,Aa: Np: D128e R348k M374i;
A/Fujian/56600/2016,Epi887845,2016-11-20,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.89,2018.22,2016-11-20,Human,unknown
A/Fujian/54840/2016,Epi888077,2016-11-16,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.88,2018.22,2016-11-16,Human,unknown
A/Zhejiang/15/2016,Epi887733,2016-12-21,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.97,2018.22,2016-12-21,Human,unknown
A/Jiangsu/60466/2016,Epi887821,2016-11-21,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.89,2018.22,2016-11-21,Human,unknown
A/Jiangsu/60467/2016,Epi887853,2016-10-26,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.82,2018.22,2016-10-26,Human,unknown
A/Jiangsu/60463/2016,Epi887869,2016-11-15,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.87,2018.22,2016-11-15,Human,unknown
A/chicken/Shanghai/S1080/2013,Epi457790,2013-04-03,unknown,China,Shanghai,Harbin Veterinary Research Institute  Caas ,unknown,unknown,unknown,2013.25,2018.22,2013-04-03,Chicken,Aa: Np: D375n V456m;
A/environment/Shanghai/S1439/2013,Epi457646,2013-04-03,unknown,China,Shanghai,Harbin Veterinary Research Institute  Caas ,unknown,unknown,unknown,2013.25,2018.22,2013-04-03,Environment,unknown
A/environment/Shanghai/S1436/2013,Epi457670,2013-04-03,unknown,China,Shanghai,Harbin Veterinary Research Institute  Caas ,unknown,unknown,unknown,2013.25,2018.22,2013-04-03,Environment,unknown
A/environment/Shanghai/S1438/2013,Epi457654,2013-04-03,unknown,China,Shanghai,Harbin Veterinary Research Institute  Caas ,unknown,unknown,unknown,2013.25,2018.22,2013-04-03,Environment,unknown
A/Chicken/Shaoxing/5479,Epi583167,2013-10-29,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2013.82,2018.22,2013-10-29,Chicken,unknown
A/GD-120/2015/H7N9/2015-03-10,Epi656499,2015-03-10,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.19,2018.22,2015-03-10,Human,Aa: Np: A284t;
A/Environment/Guangdong/4740,Epi628529,2014-05-21,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.38,2018.22,2014-05-21,Environment,Aa: Np: R351k;
A/silkiechicken/Dongguan/523/2014,Epi578240,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,Aa: Np: V183i;
