Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Raw Date,Dtiter,Location,Dtiter Sanofi,Ctiter,Labels
DENV3/INDONESIA/NIID17/2015,Lc064747,2015-01-01,Southeast Asia,Indonesia,Indonesia,Nakayama Et Al.,unknown,unknown,unknown,2015.35,2015-xx-xx,0.00,Indonesia,0.00,0.00,unknown
DENV3/INDONESIA/WGY031/2015,Ky006149,2015-01-01,Southeast Asia,Indonesia,Indonesia,Budiyasa Et Al.,unknown,unknown,unknown,2015.00,2015-xx-xx,0.00,Indonesia,0.00,0.00,unknown
DENV3/INDONESIA/901517/1998,Ab189127,1998-01-01,Southeast Asia,Indonesia,Sumatra,Corwin Et Al.,unknown,unknown,unknown,1999.00,1998-xx-xx,0.00,Sumatra,0.00,0.00,Aa: C: K100r; Ns4b: S23p; Ns2a: V36i; Ns1: I123v V194i; Ns3: N68s; Ns5: Y246h S895l;
DENV3/CHINA/GD2006/2010,Jn029823,2010-01-01,China,China,China,Akihiko Et Al.,unknown,unknown,unknown,2010.00,2010-xx-xx,0.00,China,0.00,0.00,Aa: E: T228i A352v;
DENV3/INDONESIA/MKSWS79B/2010,Kc762693,2010-03-29,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2010.24,2010-03-29,0.00,Makassar,0.00,0.00,unknown
DENV3/INDONESIA/MKSWS78/2010,Kc762692,2010-03-22,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2010.22,2010-03-22,0.00,Makassar,0.00,0.00,unknown
DENV3/INDONESIA/901403/1998,Ab189125,1998-01-01,Southeast Asia,Indonesia,Sumatra,Corwin Et Al.,unknown,unknown,unknown,1999.00,1998-xx-xx,0.00,Sumatra,0.00,0.00,Aa: Ns4a: A68v; Ns3: N68s M578v; Ns5: P730s;
DENV3/THAILAND/8561/2010,Ku509285,2010-01-01,Southeast Asia,Thailand,Thailand,Cadar Et Al.,unknown,unknown,unknown,2011.00,2010-xx-xx,0.00,Thailand,0.00,0.00,Aa: E: K293r S296d Y297f A303t H315p L461f; Ns2b: I109v; Ns2a: A34v T142i V180l S185g; Ns4a: A68v; Ns1: N65y I128t K341r; Ns3: Q467r E484d H488r T490i N500k E511g I520v K527t V535l P544q A552t K557e T559a E568q; Ns5: I123l D256n H305l I643t L679f;
DENV3/INDONESIA/JKTAD001B/2013,Kj184317,2013-04-16,Southeast Asia,Indonesia,Jakarta,Lardo Et Al.,unknown,unknown,unknown,2013.29,2013-04-16,0.00,Jakarta,0.00,0.00,Aa: E: G340e;
DENV3/INDONESIA/N007/2010,Km216737,2010-12-30,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2010.99,2010-12-30,0.00,Bali,0.00,0.00,Aa: E: A344v;
DENV3/MALAYSIA/22939/2001,Fn429906,2001-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,2002.00,2001-xx-xx,0.00,Kuala Lumpur,0.00,0.00,Aa: Ns4b: P24t I239v; E: L124s; M: T125a; Ns2b: T123a; Ns2a: T195a; Ns3: K63r T119i H549y;
DENV3/INDONESIA/10225/2016,Ky863456,2016-06-01,Southeast Asia,Indonesia,Indonesia,Dhenni Et Al.,unknown,unknown,unknown,2016.50,2016-06-xx,0.00,Indonesia,0.00,0.00,Aa: C: G76r; E: A344v; Ns2a: R51k R55q; Ns1: I123v I128t; Ns3: K185r Q467r; Ns5: D274n Q562r R769k F879y;
DENV3/INDONESIA/SMGSE052/2012,Kc589013,2012-03-19,Southeast Asia,Indonesia,Indonesia,Dharmana Et Al.,unknown,unknown,unknown,2012.21,2012-03-19,0.00,Indonesia,0.00,0.00,Aa: E: V479a;
DENV3/INDONESIA/SMGSE005/2012,Kc589012,2012-02-25,Southeast Asia,Indonesia,Indonesia,Dharmana Et Al.,unknown,unknown,unknown,2012.15,2012-02-25,0.00,Indonesia,0.00,0.00,Aa: E: T462i;
DENV3/SINGAPORE/0040/2009,Gu370052,2009-01-01,Southeast Asia,Singapore,Singapore,Lo Et Al.,unknown,unknown,unknown,2009.08,2009-01-xx,0.00,Singapore,0.00,0.00,Aa: M: T73a I156t; Ns2a: V22i A197v; Ns3: M112v K527r; Ns5: H53y;
DENV3/SINGAPORE/CT8/2012,Kx380840,2012-01-01,Southeast Asia,Singapore,Singapore,Aw Et Al.,unknown,unknown,unknown,2012.98,2012-xx-xx,0.00,Singapore,0.00,0.00,Aa: Ns1: S147l;
DENV3/SINGAPORE/CT7/2012,Kx380839,2012-01-01,Southeast Asia,Singapore,Singapore,Aw Et Al.,unknown,unknown,unknown,2012.60,2012-xx-xx,0.00,Singapore,0.00,0.00,unknown
DENV3/MALAYSIA/27834/2003,Fn429910,2003-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,2004.00,2003-xx-xx,0.00,Kuala Lumpur,0.00,0.00,Aa: E: T219a; M: V49i; Ns2a: L93m I120v A133t; Ns3: Y60h; Ns5: M127i;
DENV3/MALAYSIA/22447/2000,Fn429901,2000-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,2000.85,2000-xx-xx,0.00,Kuala Lumpur,0.00,0.00,unknown
DENV3/MALAYSIA/28526/2003,Fn429911,2003-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,2003.90,2003-xx-xx,0.00,Kuala Lumpur,0.00,0.00,Aa: Ns2a: T189s; Ns5: N876k;
DENV3/AUSTRALIA/CAIRNSA/2008,Jn575563,2008-01-01,Oceania,Australia,Australia,Northill Et Al.,unknown,unknown,unknown,2008.00,2008-xx-xx,0.00,Australia,0.00,0.00,Aa: E: K386r;
DENV3/MALAYSIA/32645/2004,Fn429912,2004-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,2005.00,2004-xx-xx,0.00,Kuala Lumpur,0.00,0.00,unknown
DENV3/THAILAND/AILAND/1962,L11440,1962-01-01,Southeast Asia,Thailand,Thailand,Gubler Et Al.,unknown,unknown,unknown,1962.00,1962-xx-xx,0.00,Thailand,0.00,0.00,Aa: E: K136r A169t E368d; M: V120i L148w;
DENV3/THAILAND/0033/1974,Ay676360,1974-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1974.00,1974-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: A166s;
DENV3/THAILAND/CH53489/1973,Dq863638,1973-01-01,Southeast Asia,Thailand,Bangkok,Attatippaholkun Et Al.,unknown,unknown,unknown,1974.00,1973-xx-xx,0.00,Bangkok,0.00,0.00,Aa: Ns4b: M142t; Ns2a: V12f L37f V41l L102f; Ns1: N139h S145r V174e; Ns3: T476r; Ns5: L491f Q742r;
DENV3/INDIA/BIDV2417/1984,Kf955477,1984-01-01,South Asia,India,India,Berlin Et Al.,unknown,unknown,unknown,1984.00,1984-xx-xx,0.00,India,0.00,0.00,unknown
DENV3/THAILAND/BIDV3360/1973,Gq868593,1973-01-01,Southeast Asia,Thailand,Thailand,Alvarado Et Al.,unknown,unknown,unknown,1974.00,1973-xx-xx,0.00,Thailand,0.00,0.00,unknown
DENV3/THAILAND/0273/1980,Ay676385,1980-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1980.00,1980-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: K93r;
DENV3/THAILAND/285M/1977,Ay676384,1977-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1978.00,1977-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV3/THAILAND/0649/1980,Ay676380,1980-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1980.00,1980-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: T228i;
DENV3/THAILAND/0059/1981,Ay676356,1981-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1981.00,1981-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: A479v;
DENV3/THAILAND/0059/1982,Ay676355,1982-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1982.00,1982-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: T168a A489v;
DENV3/THAILAND/AILAND/1986,L11441,1986-01-01,Southeast Asia,Thailand,Thailand,Gubler Et Al.,unknown,unknown,unknown,1986.00,1986-xx-xx,0.00,Thailand,0.00,0.00,Aa: E: N467d;
DENV3/THAILAND/0140/1984,Ay676401,1984-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1984.27,1984-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: M473i;
DENV3/THAILAND/0137/1984,Ay676371,1984-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1984.04,1984-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV3/THAILAND/0177/1981,Ay676370,1981-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1981.00,1981-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV3/THAILAND/0010/1987,Ay676352,1987-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1987.57,1987-xx-xx,0.00,Bangkok,0.00,0.00,Aa: M: A166t;
DENV3/THAILAND/PAH88188/1988,Af349753,1988-01-01,Southeast Asia,Thailand,Thailand,Arroyo Et Al.,unknown,unknown,unknown,1988.00,1988-xx-xx,0.00,Thailand,0.00,0.00,Aa: E: D147n I478v;
DENV3/THAILAND/0183/1985,Ay676368,1985-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1985.00,1985-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: T303a I376v;
DENV3/THAILAND/0065/1986,Ay676354,1986-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1986.00,1986-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: T159m;
DENV3/THAILAND/0402/1985,Ay676415,1985-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1985.16,1985-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV3/THAILAND/0134/1983,Ay676372,1983-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1983.00,1983-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV3/THAILAND/44/1983,Kj737430,1983-01-01,Southeast Asia,Thailand,Thailand,Barrett Et Al.,unknown,unknown,unknown,1984.00,1983-xx-xx,0.00,Thailand,0.00,0.00,Aa: Ns5: T338i;
DENV3/THAILAND/PYTHIUM/2014,Kt424097,2014-08-28,Southeast Asia,Thailand,Thailand,Cho Et Al.,unknown,unknown,unknown,2014.65,2014-08-28,0.00,Thailand,0.00,0.00,Aa: Ns4b: V22i V91l P92s L93p L94v A95c G97a C98s Y99h S100d; E: I81t; M: D89n; Ns2a: I60v; Ns4a: S1p; Ns1: P138x; Ns3: V38x R64s L65w A70x S71x V72t K74l D75g L76p I77a Y79w C564r K591n; Ns5: T649a;
DENV3/MYANMAR/80931/2008,Kt452792,2008-01-01,Southeast Asia,Myanmar,Myanmar,Aaskov Et Al.,unknown,unknown,unknown,2008.00,2008-xx-xx,0.00,Myanmar,0.00,0.00,unknown
DENV3/CHINA/HN50/2013,Kj622195,2013-01-01,China,China,China,Du Et Al.,unknown,unknown,unknown,2013.72,2013-xx-xx,0.00,China,0.00,0.00,Aa: Ns3: N141d D604n;
DENV3/CHINA/HN22/2013,Kj622194,2013-01-01,China,China,China,Du Et Al.,unknown,unknown,unknown,2013.72,2013-xx-xx,0.00,China,0.00,0.00,Aa: Ns4b: T215a; Ns3: N61s;
DENV3/CHINA/YNMN1302/2013,Kx262917,2013-07-13,China,China,Yunnan,Hu Et Al.,unknown,unknown,unknown,2013.53,2013-07-13,0.00,Yunnan,0.00,0.00,unknown
DENV3/CHINA/YNMN1303/2013,Kx262918,2013-09-21,China,China,Yunnan,Hu Et Al.,unknown,unknown,unknown,2013.72,2013-09-21,0.00,Yunnan,0.00,0.00,unknown
DENV3/CHINA/YNSW1/2013,Kr296743,2013-01-01,China,China,China,Huang Et Al.,unknown,unknown,unknown,2013.34,2013-xx-xx,0.00,China,0.00,0.00,unknown
DENV3/CHINA/YNJH88/2013,Kx262914,2013-07-22,China,China,Yunnan,Hu Et Al.,unknown,unknown,unknown,2013.55,2013-07-22,0.00,Yunnan,0.00,0.00,Aa: E: E267g C300g V305g S311f;
DENV3/CHINA/JH6390/2013,Km651771,2013-09-01,China,China,China,Fan Et Al.,unknown,unknown,unknown,2013.67,2013-09-xx,0.00,China,0.00,0.00,Aa: E: T228i;
DENV3/CHINA/JH6370/2013,Km651770,2013-09-01,China,China,China,Fan Et Al.,unknown,unknown,unknown,2013.67,2013-09-xx,0.00,China,0.00,0.00,unknown
DENV3/CHINA/JH688/2013,Km651773,2013-10-01,China,China,China,Fan Et Al.,unknown,unknown,unknown,2013.79,2013-10-xx,0.00,China,0.00,0.00,unknown
DENV3/CHINA/JH709/2013,Km651775,2013-10-01,China,China,China,Fan Et Al.,unknown,unknown,unknown,2013.79,2013-10-xx,0.00,China,0.00,0.00,unknown
DENV3/CHINA/YNJH903/2013,Kx262915,2013-10-19,China,China,Yunnan,Hu Et Al.,unknown,unknown,unknown,2013.80,2013-10-19,0.00,Yunnan,0.00,0.00,unknown
DENV3/CHINA/JH919/2013,Km651781,2013-11-01,China,China,China,Fan Et Al.,unknown,unknown,unknown,2013.86,2013-11-xx,0.00,China,0.00,0.00,unknown
DENV3/CHINA/JH921/2013,Km651782,2013-11-01,China,China,China,Fan Et Al.,unknown,unknown,unknown,2013.86,2013-11-xx,0.00,China,0.00,0.00,unknown
DENV3/BANGLADESH/BANG0108ATW/2001,Dq518665,2001-01-01,South Asia,Bangladesh,Bangladesh,Chang Et Al.,unknown,unknown,unknown,2001.00,2001-xx-xx,0.00,Bangladesh,0.00,0.00,unknown
DENV3/BANGLADESH/MUTANT01/2002,Dq401689,2002-01-01,South Asia,Bangladesh,Bangladesh,Ahmed Et Al.,unknown,unknown,unknown,2003.00,2002-xx-xx,0.00,Bangladesh,0.00,0.00,Aa: Ns4b: T39i T108i; Ns2b: V11i; Ns2a: H55n; Ns3: V40i Q467p; Ns5: R248k;
DENV3/BANGLADESH/3/2002,Ay496873,2002-01-01,South Asia,Bangladesh,Bangladesh,Ahmed Et Al.,unknown,unknown,unknown,2002.62,2002-xx-xx,0.00,Bangladesh,0.00,0.00,Aa: Ns4b: A110v; Ns3: Q88h W89r;
DENV3/BANGLADESH/4/2002,Ay496874,2002-01-01,South Asia,Bangladesh,Bangladesh,Ahmed Et Al.,unknown,unknown,unknown,2003.00,2002-xx-xx,0.00,Bangladesh,0.00,0.00,Aa: E: D147t; Ns2b: A56v; Ns5: R248k;
DENV3/MALAYSIA/33077/2004,Fn429913,2004-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,2005.00,2004-xx-xx,0.00,Kuala Lumpur,0.00,0.00,unknown
DENV3/BANGLADESH/11ATW/2009,Jf968085,2009-01-01,South Asia,Bangladesh,Bangladesh,Chang Et Al.,unknown,unknown,unknown,2009.00,2009-xx-xx,0.00,Bangladesh,0.00,0.00,unknown
DENV3/BANGLADESH/11ATW/2006,Eu448446,2006-01-01,South Asia,Bangladesh,Bangladesh,Chang Et Al.,unknown,unknown,unknown,2006.45,2006-xx-xx,0.00,Bangladesh,0.00,0.00,unknown
DENV3/BANGLADESH/11ATW/2007,Eu448445,2007-01-01,South Asia,Bangladesh,Bangladesh,Chang Et Al.,unknown,unknown,unknown,2007.00,2007-xx-xx,0.00,Bangladesh,0.00,0.00,Aa: E: I68v V169a T178i;
DENV3/BANGLADESH/H148/2006,Jn036393,2006-07-20,South Asia,Bangladesh,Bangladesh,Ali Et Al.,unknown,unknown,unknown,2006.55,2006-07-20,0.00,Dhaka,0.00,0.00,unknown
DENV3/BANGLADESH/H66/2006,Jn036389,2006-07-17,South Asia,Bangladesh,Bangladesh,Ali Et Al.,unknown,unknown,unknown,2006.54,2006-07-17,0.00,Dhaka,0.00,0.00,Aa: E: E401a;
DENV3/BANGLADESH/H67/2008,Jn036383,2008-09-01,South Asia,Bangladesh,Bangladesh,Ali Et Al.,unknown,unknown,unknown,2008.67,2008-09-01,0.00,Dhaka,0.00,0.00,Aa: E: Q88k;
DENV3/BANGLADESH/H62/2008,Jn036382,2008-09-11,South Asia,Bangladesh,Bangladesh,Ali Et Al.,unknown,unknown,unknown,2008.70,2008-09-11,0.00,Dhaka,0.00,0.00,unknown
DENV3/BANGLADESH/H113/2006,Jn036392,2006-08-03,South Asia,Bangladesh,Bangladesh,Ali Et Al.,unknown,unknown,unknown,2006.59,2006-08-03,0.00,Dhaka,0.00,0.00,unknown
DENV3/BANGLADESH/H136/2007,Jn036385,2007-09-07,South Asia,Bangladesh,Bangladesh,Ali Et Al.,unknown,unknown,unknown,2007.68,2007-09-07,0.00,Dhaka,0.00,0.00,unknown
DENV3/BANGLADESH/H140/2007,Jn036386,2007-09-06,South Asia,Bangladesh,Bangladesh,Ali Et Al.,unknown,unknown,unknown,2007.68,2007-09-06,0.00,Dhaka,0.00,0.00,unknown
DENV3/BANGLADESH/H41/2006,Jn036387,2006-07-15,South Asia,Bangladesh,Bangladesh,Ali Et Al.,unknown,unknown,unknown,2006.53,2006-07-15,0.00,Dhaka,0.00,0.00,unknown
DENV3/BANGLADESH/09ATW/2008,Jf968064,2008-01-01,South Asia,Bangladesh,Bangladesh,Chang Et Al.,unknown,unknown,unknown,2008.00,2008-xx-xx,0.00,Bangladesh,0.00,0.00,unknown
DENV3/BANGLADESH/H72/2008,Jn036384,2008-08-28,South Asia,Bangladesh,Bangladesh,Ali Et Al.,unknown,unknown,unknown,2008.66,2008-08-28,0.00,Dhaka,0.00,0.00,unknown
DENV3/THAILAND/AILAND/1987,L11442,1987-01-01,Southeast Asia,Thailand,Thailand,Gubler Et Al.,unknown,unknown,unknown,1987.00,1987-xx-xx,0.00,Thailand,0.00,0.00,Aa: E: F212s;
DENV3/MALAYSIA/2471/1995,Fn429896,1995-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,1995.00,1995-xx-xx,0.00,Kuala Lumpur,0.00,0.00,Aa: Ns2a: A111t; Ns5: S288r K371r;
DENV3/MALAYSIA/3952/1995,Fn429897,1995-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,1995.00,1995-xx-xx,0.00,Kuala Lumpur,0.00,0.00,Aa: Ns4a: L4f;
DENV3/SINGAPORE/8120/1995,Ay766104,1995-01-01,Southeast Asia,Singapore,Singapore,Anwar Et Al.,unknown,unknown,unknown,1996.00,1995-xx-xx,0.00,Singapore,0.00,0.00,Aa: Ns4b: D12n R185k A193v; E: T226a; Ns2a: Y74c; Ns4a: V90a; Ns1: T300a; Ns5: T50i L638p F679l;
DENV3/MALAYSIA/4269/1996,Fn429898,1996-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,1996.00,1996-xx-xx,0.00,Kuala Lumpur,0.00,0.00,Aa: E: K307r; Ns2b: V106i; Ns1: T128a S147a; Ns3: V356a D392e; Ns5: K46r D274n;
DENV3/THAILAND/0040/1980,Ay676359,1980-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1981.00,1980-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV3/THAILAND/0007/1987,Ay676353,1987-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1987.15,1987-xx-xx,0.00,Bangkok,0.00,0.00,Aa: Ns4a: V90a; Ns5: K199r;
DENV3/THAILAND/0118/1986,Ay676374,1986-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1987.00,1986-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV3/THAILAND/0029/1990,Ay676421,1990-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1990.00,1990-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: I268v T303a;
DENV3/THAILAND/0012/1990,Ay676361,1990-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1990.00,1990-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV3/THAILAND/0393/1991,Ay676416,1991-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1991.00,1991-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV3/THAILAND/0188/1991,Ay676367,1991-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1991.00,1991-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV3/THAILAND/0104/1993,Ay676350,1993-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1993.00,1993-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV3/THAILAND/0055/1993,Ay676351,1993-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1993.52,1993-xx-xx,0.00,Bangkok,0.00,0.00,Aa: Ns2a: R217k;
DENV3/THAILAND/C0331/1994,Ay876494,1994-01-01,Southeast Asia,Thailand,Thailand,Alisjahbana Et Al.,unknown,unknown,unknown,1995.00,1994-xx-xx,0.00,Thailand,0.00,0.00,Aa: E: I68v V169a G180v; M: Q119p; Ns2b: L95p; Ns2a: M68t; Ns1: H261y; Ns5: K432n V434w Q645p T649p A857s;
DENV3/THAILAND/0472/1993,Ay676381,1993-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1993.00,1993-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: I478v;
DENV3/THAILAND/C0360/1994,Ay923865,1994-01-01,Southeast Asia,Thailand,Thailand,Alisjahbana Et Al.,unknown,unknown,unknown,1995.00,1994-xx-xx,0.00,Thailand,0.00,0.00,Aa: Ns4b: A233t; E: D71g H149p P174l E182k N201t; Ns3: V406l;
DENV3/AUSTRALIA/CAIRNS/1998,Jn406514,1998-01-01,Oceania,Australia,Australia,Bennett Et Al.,unknown,unknown,unknown,1999.00,1998-xx-xx,0.00,Australia,0.00,0.00,Aa: E: F212l T226r; Ns1: I93t T164s T224i; Ns5: R561k;
DENV3/THAILAND/0195/1994,Ay676366,1994-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1994.00,1994-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV3/MALAYSIA/22366/2000,Fn429905,2000-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,2000.86,2000-xx-xx,0.00,Kuala Lumpur,0.00,0.00,unknown
DENV3/MALAYSIA/25850/2002,Fn429909,2002-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,2002.10,2002-xx-xx,0.00,Kuala Lumpur,0.00,0.00,Aa: E: Q86h Y132h; M: L70h; Ns2b: T52i; Ns3: M112t;
DENV3/CAMBODIA/BIDV2077/2002,Gq868627,2002-01-01,Southeast Asia,Cambodia,Cambodia,Alvarado Et Al.,unknown,unknown,unknown,2002.00,2002-xx-xx,0.00,Cambodia,0.00,0.00,Aa: E: K307r; Ns3: H549y; Ns5: T811a;
DENV3/CAMBODIA/BIDV2078/2002,Fj639721,2002-01-01,Southeast Asia,Cambodia,Cambodia,Alvarado Et Al.,unknown,unknown,unknown,2002.48,2002-xx-xx,0.00,Cambodia,0.00,0.00,Aa: M: A57v; Ns2a: A88t;
DENV3/CAMBODIA/BIDV2074/2001,Kf955462,2001-01-01,Southeast Asia,Cambodia,Cambodia,Berlin Et Al.,unknown,unknown,unknown,2002.00,2001-xx-xx,0.00,Cambodia,0.00,0.00,unknown
DENV3/THAILAND/0005/1996,Ay676365,1996-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1996.00,1996-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV3/TAIWAN/503/1998,Dq675531,1998-01-01,China,Taiwan,Taiwan,Chang Et Al.,unknown,unknown,unknown,1998.63,1998-xx-xx,0.00,Taiwan,0.00,0.00,unknown
DENV3/TAIWAN/358/1998,Dq675522,1998-01-01,China,Taiwan,Taiwan,Chang Et Al.,unknown,unknown,unknown,1998.51,1998-xx-xx,0.00,Taiwan,0.00,0.00,unknown
DENV3/TAIWAN/349/1998,Dq675521,1998-01-01,China,Taiwan,Taiwan,Chang Et Al.,unknown,unknown,unknown,1999.00,1998-xx-xx,0.00,Taiwan,0.00,0.00,Aa: Ns3: K419r;
DENV3/CHINA/GZ10476/2012,Kc261634,2012-01-01,China,China,China,Bai Et Al.,unknown,unknown,unknown,2013.00,2012-xx-xx,0.00,China,0.00,0.00,Aa: C: K73r G76r; Ns4b: V21a; E: K38r I81v K321r V434a; Ns2a: T214a; Ns5: I251m K442r Q562r;
DENV3/THAILAND/KDH0010A/2010,Hg316483,2010-01-01,Southeast Asia,Thailand,Thailand,Caro Et Al.,unknown,unknown,unknown,2010.85,2010-xx-xx,0.00,Thailand,0.00,0.00,Aa: Ns2a: M194i; Ns1: N339s;
DENV3/THAILAND/KDH0014A/2010,Hg316484,2010-01-01,Southeast Asia,Thailand,Thailand,Caro Et Al.,unknown,unknown,unknown,2010.41,2010-xx-xx,0.00,Thailand,0.00,0.00,unknown
DENV3/THAILAND/0240/1992,Ay676386,1992-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1993.00,1992-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV3/THAILAND/0595/1999,Ay676413,1999-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1999.00,1999-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: I81t;
DENV3/TAIWAN/807KH0509A/2005,Dq518659,2005-01-01,China,Taiwan,Taiwan,Chang Et Al.,unknown,unknown,unknown,2005.00,2005-xx-xx,0.00,Taiwan,0.00,0.00,unknown
DENV3/VIETNAM/BIDV1329/2006,Eu660409,2006-01-01,Southeast Asia,Vietnam,Vietnam,Alvarado Et Al.,unknown,unknown,unknown,2007.00,2006-xx-xx,0.00,Vietnam,0.00,0.00,Aa: E: Q52r P124l V158a V479a; Ns2b: A56v; Ns2a: V12a T195a; Ns4a: I89t;
DENV3/VIETNAM/BIDV1008/2006,Eu482452,2006-01-01,Southeast Asia,Vietnam,Vietnam,Alvarado Et Al.,unknown,unknown,unknown,2007.00,2006-xx-xx,0.00,Vietnam,0.00,0.00,Aa: E: N302d; Ns2a: P202s; Ns4a: V100i; Ns1: I93v P138l;
DENV3/VIETNAM/BIDV1817/2007,Fj432743,2007-01-01,Southeast Asia,Vietnam,Vietnam,Alvarado Et Al.,unknown,unknown,unknown,2007.73,2007-xx-xx,0.00,Vietnam,0.00,0.00,Aa: Ns2b: I109v;
