Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Fauna Date,Raw Date,Host
A/Environment/Guangdong/1392,Epi1100812,2017-01-04,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-04,Environment
A/chicken/Guangdong/SD027/2017,Epi1090362,2017-01-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.05,2018.22,2017-01-18,Chicken
A/Environment/Guangdong/1512,Epi1057949,2016-01-08,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.02,2018.22,2016-01-08,Environment
A/Guangdong/16SF203/2016,Epi1101564,2016-12-30,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2016-12-30,Human
A/Environment/Hunan/1012,Epi1101020,2015-12-09,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.94,2018.22,2015-12-09,Environment
A/Henan/27454/2017,Epi1101996,2017-05-02,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.33,2018.22,2017-05-02,Human
A/Beijing/28244/2017,Epi1100660,2017-06-05,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.42,2018.22,2017-06-05,Human
A/Anhui/13446/2017,Epi971449,2017-01-20,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.05,2018.22,2017-01-20,Human
A/Anhui/13447/2017,Epi971457,2017-01-27,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.07,2018.22,2017-01-27,Human
A/Anhui/13449/2017,Epi971465,2017-02-05,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-05,Human
A/Anhui/13423/2017,Epi971329,2017-01-13,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-13,Human
A/Anhui/13420/2017,Epi1100412,2017-01-14,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.04,2018.22,2017-01-14,Human
A/Anhui/13422/2017,Epi1100420,2017-02-20,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.14,2018.22,2017-02-20,Human
A/Beijing/19067/2017,Epi1100540,2017-03-31,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.24,2018.22,2017-03-31,Human
A/Anhui/29173/2017,Epi1100484,2017-05-31,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.41,2018.22,2017-05-31,Human
A/Henan/14905/2017,Epi971521,2017-03-04,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.17,2018.22,2017-03-04,Human
A/Beijing/27869/2017,Epi1100644,2017-05-28,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.40,2018.22,2017-05-28,Human
A/Beijing/27870/2017,Epi1100652,2017-05-28,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.40,2018.22,2017-05-28,Human
A/Henan/14903/2017,Epi1101940,2017-03-01,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.16,2018.22,2017-03-01,Human
A/Henan/32240/2017,Epi1102020,2017-06-06,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.43,2018.22,2017-06-06,Human
A/Shaanxi/32284/2017,Epi1102578,2017-05-05,unknown,China,Shaanxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.34,2018.22,2017-05-05,Human
A/Shaanxi/32285/2017,Epi1102586,2017-05-13,unknown,China,Shaanxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.36,2018.22,2017-05-13,Human
A/Henan/15337/2017,Epi971513,2017-03-04,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.17,2018.22,2017-03-04,Human
A/Chicken/Shantou/4832,Epi593346,2014-07-22,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.55,2018.22,2014-07-22,Chicken
A/Chicken/Shantou/4833,Epi593353,2014-07-22,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.55,2018.22,2014-07-22,Chicken
A/Hunan/9921/2017,Epi1102192,2017-01-25,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.07,2018.22,2017-01-25,Human
A/Hunan/25360/2017,Epi1103980,2017-02-04,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human
A/Changsha/26/2017,Epi1036682,2017-02-04,unknown,China,Hunan,Other Database Import,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human
A/Hunan/9918/2017,Epi1102169,2017-02-04,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human
A/Guangdong/17SF017/2017,Epi1101612,2017-01-23,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-23,Human
A/Chicken/Guangdong/1210,Epi979514,2016-12-10,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2016.94,2018.22,2016-12-10,Chicken
A/Guangdong/17SF006/2017,Epi919596,2017-01-12,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-12,Human
A/Qingyuan/GIRD01/2017,Epi965013,2017-01-14,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.04,2018.22,2017-01-14,Human
A/Qingyuan/GIRD1/2017,Epi918730,2017-01-14,unknown,China,Guangdong,Guangzhou Institute Of Respiratory Diseases  Gird ,unknown,unknown,unknown,2017.04,2018.22,2017-01-14,Human
A/Shenzhen/Th002/2016,Epi930812,2016-12-30,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.00,2018.22,2016-12-30,Human
A/Hunan/17875/2017,Epi1022630,2017-02-28,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.16,2018.22,2017-02-28,Human
A/Chicken/Guangdong/108,Epi979602,2017-01-08,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.02,2018.22,2017-01-08,Chicken
A/chicken/Guangdong/SD034/2017,Epi1090402,2017-01-22,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.06,2018.22,2017-01-22,Chicken
A/Guangdong/17SF027/2017,Epi1101620,2017-02-07,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-07,Human
A/Guangdong/17SF001/2016,Epi1101572,2016-12-28,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-28,Human
A/Environment/Guangdong/710,Epi1100796,2017-01-03,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-03,Environment
A/HongKong/VB16189623/2016,Epi872955,2016-12-28,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2016.99,2018.22,2016-12-28,Human
A/Guangdong/17SF031/2017,Epi1101644,2017-02-09,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.11,2018.22,2017-02-09,Human
A/Guangdong/17SF010/2017,Epi1101596,2017-01-12,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-12,Human
A/Guangxi/2/2017,Epi1018215,2017-02-03,unknown,China,Guangxi,Guangxi Center For Disease Prevention And Control,unknown,unknown,unknown,2017.09,2018.22,2017-02-03,Human
A/Guangdong/17SF030/2017,Epi1101636,2017-02-07,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-07,Human
A/Guangdong/17SF042/2017,Epi1101660,2017-03-01,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.16,2018.22,2017-03-01,Human
A/Guangdong/17SF028/2017,Epi1101628,2016-12-30,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2016-12-30,Human
A/Environment/Guangzhou/K4756-K4776/2017,Epi1040468,2017-02-15,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2017.12,2018.22,2017-02-15,Environment
A/Guangdong/17SF004/2017,Epi1101580,2017-01-06,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-06,Human
A/Environment/Guangdong/1666,Epi1100828,2017-02-24,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.15,2018.22,2017-02-24,Environment
A/Guangdong/17SF064/2017,Epi1013270,2017-03-12,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.19,2018.22,2017-03-12,Human
A/Environment/Guangdong/313,Epi979610,2017-03-13,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.19,2018.22,2017-03-13,Environment
A/Shenzhen/Th0007/2017,Epi979594,2017-03-12,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.19,2018.22,2017-03-12,Human
A/Environment/Guangdong/1660,Epi1022646,2017-02-22,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.14,2018.22,2017-02-22,Environment
A/HongKong/214/2017,Epi884219,2017-01-09,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2017.02,2018.22,2017-01-09,Human
A/Guangdong/60060/2016,Epi887841,2016-12-09,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.94,2018.22,2016-12-09,Human
A/Guangdong/60061/2016,Epi887977,2016-12-13,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.95,2018.22,2016-12-13,Human
A/Environment/Guangzhou/4188,Epi1040448,2016-12-21,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2016.97,2018.22,2016-12-21,Environment
A/Shenzhen/Th006/2017,Epi926846,2017-02-07,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.10,2018.22,2017-02-07,Human
A/Shenzhen/Th004/2017,Epi926838,2017-01-20,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.05,2018.22,2017-01-20,Human
A/HongKong/VB17002884/2017,Epi874335,2017-01-05,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2017.01,2018.22,2017-01-05,Human
A/HongKong/125/2017,Epi977392,2017-01-05,unknown,Hong Kong,Hong Kong,Centers For Disease Control And Prevention,unknown,unknown,unknown,2017.01,2018.22,2017-01-05,Human
A/Environment/Guangzhou/5258,Epi1040484,2017-04-13,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2017.28,2018.22,2017-04-13,Environment
A/Guangdong/17SF036/2017,Epi1101652,2017-02-25,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.15,2018.22,2017-02-25,Human
A/Guangdong/60923/2016,Epi887833,2016-12-28,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-28,Human
A/Shenzhen/Th001/2016,Epi930804,2016-12-31,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.00,2018.22,2016-12-31,Human
A/Guangdong/16SF202/2016,Epi1101556,2016-12-30,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2016-12-30,Human
A/Guangdong/8H324/2017,Epi997214,2017-01-04,unknown,China,Guangdong,Beijing Institute Of Microbiology And Epidemiology,unknown,unknown,unknown,2017.01,2018.22,2017-01-04,Human
A/Guangdong/HP001/2017,Epi960354,2017-01-04,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.01,2018.22,2017-01-04,Human
A/Guangdong/SP440/2017,Epi960355,2017-01-04,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.01,2018.22,2017-01-04,Human
A/Guangdong/Th008/2017,Epi926814,2017-01-04,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.01,2018.22,2017-01-04,Human
A/Guangdong/17SF032/2017,Epi1013222,2017-01-23,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-23,Human
A/Guangdong/17SF003/2016,Epi919604,2017-06-19,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.46,2018.22,2017-06-19,Human
A/chicken/Hunan/SD019/2014,Epi1090482,2014-02-18,unknown,China,Hunan,Other Database Import,unknown,unknown,unknown,2014.13,2018.22,2014-02-18,Chicken
A/Environment/Shandong-Qingdao/13/2017,Epi1101220,2017-01-18,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.05,2018.22,2017-01-18,Environment
A/Fujian/21/2014,Epi627374,2014-12-29,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.99,2018.22,2014-12-29,Human
A/Jiangxi/10680/2017,Epi1102482,2017-02-02,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-02,Human
A/chicken/Jiangxi/S11228/2015,Epi1090554,2015-03-27,unknown,China,Jiangxi,Other Database Import,unknown,unknown,unknown,2015.23,2018.22,2015-03-27,Chicken
A/chicken/Longquan/LQ78/2016,Epi942258,2016-01-30,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2016.08,2018.22,2016-01-30,Chicken
A/Zhejiang/1/2016,Epi1102970,2016-03-07,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.18,2018.22,2016-03-07,Human
A/chicken/Fujian/S4518/2015,Epi1090234,2015-12-09,unknown,China,Fujian,Other Database Import,unknown,unknown,unknown,2015.94,2018.22,2015-12-09,Chicken
A/Fujian/1/2016,Epi833701,2016-01-13,unknown,China,Fujian,Fujian Center For Disease Control And Prevention,unknown,unknown,unknown,2016.03,2018.22,2016-01-13,Human
A/Fujian/6198/2016,Epi1101452,2016-01-15,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.04,2018.22,2016-01-15,Human
A/Anhui/33225/2015,Epi628749,2015-02-26,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.15,2018.22,2015-02-26,Human
A/Anhui/42444/2015,Epi1100516,2015-06-24,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.48,2018.22,2015-06-24,Human
A/Guangdong/CHN/ST021/2016,Epi866566,2016-02-05,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.10,2018.22,2016-02-05,Human
A/environment/Hunan/S40858/2015,Epi1090823,2015-11-18,unknown,China,Hunan,Other Database Import,unknown,unknown,unknown,2015.88,2018.22,2015-11-18,Environment
A/Beijing/46530/2016,Epi1100716,2016-07-26,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.57,2018.22,2016-07-26,Human
A/Hebei/46587/2016,Epi1101932,2016-07-28,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.57,2018.22,2016-07-28,Human
A/Hebei/46586/2016,Epi1101924,2016-07-27,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.57,2018.22,2016-07-27,Human
A/Chicken/Wuxi/5852,Epi1055405,2015-05-19,unknown,China,Jiangsu,Beijing Institute Of Microbiology And Epidemiology,unknown,unknown,unknown,2015.38,2018.22,2015-05-19,Chicken
A/Jiangsu/8207/2016,Epi1103360,2016-12-30,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2016-12-30,Human
A/Zhejiang/13/2016,Epi887753,2016-12-24,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.98,2018.22,2016-12-24,Human
A/chicken/Jiangsu/S1441/2016,Epi1090506,2016-03-15,unknown,China,Jiangsu,Other Database Import,unknown,unknown,unknown,2016.20,2018.22,2016-03-15,Chicken
A/chicken/Jiangsu/S1460/2016,Epi1090514,2016-03-15,unknown,China,Jiangsu,Other Database Import,unknown,unknown,unknown,2016.20,2018.22,2016-03-15,Chicken
A/Anhui/13425/2017,Epi971345,2017-02-14,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.12,2018.22,2017-02-14,Human
A/Anhui/13424/2017,Epi971337,2017-02-14,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.12,2018.22,2017-02-14,Human
A/Zhejiang/37/2017,Epi1103098,2017-01-24,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-24,Human
A/Jiangxi/10678/2017,Epi1102466,2017-01-27,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.07,2018.22,2017-01-27,Human
A/Jiangxi/10668/2017,Epi1102394,2017-01-07,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-07,Human
A/Zhejiang/1/2017,Epi887721,2017-01-07,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-07,Human
A/Zhejiang/2/2017,Epi887713,2017-01-04,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-04,Human
A/Sichuan/8606/2017,Epi1102674,2017-01-24,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-24,Human
A/Sichuan/11021/2017,Epi1102706,2017-02-09,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.11,2018.22,2017-02-09,Human
A/Fujian/11/2017,Epi971105,2017-02-03,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-03,Human
A/Fujian/14/2017,Epi971089,2017-01-24,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-24,Human
A/Jiangxi/10666/2017,Epi1102378,2017-01-10,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-10,Human
A/Zhejiang/34/2017,Epi1103074,2017-02-06,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-06,Human
A/Jiangsu/8191/2017,Epi1103245,2017-01-03,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-03,Human
A/Anhui/60936/2016,Epi887945,2016-12-16,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.96,2018.22,2016-12-16,Human
A/Jiangxi/10662/2017,Epi1102354,2017-01-06,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-06,Human
A/Jiangxi/10665/2017,Epi1102370,2017-01-07,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-07,Human
A/chicken/Zhejiang/110HZ142/2017,Epi979618,2017-01-10,unknown,China,Zhejiang,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.02,2018.22,2017-01-10,Chicken
A/Zhejiang/20/2016,Epi887665,2016-12-30,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2016-12-30,Human
A/Zhejiang/33/2017,Epi1103066,2017-02-06,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-06,Human
A/Zhejiang/38/2017,Epi1103106,2017-01-05,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-05,Human
A/Zhejiang/35/2017,Epi1103082,2017-02-04,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human
A/Hunan/6948/2017,Epi1102110,2017-01-16,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.04,2018.22,2017-01-16,Human
A/Jiangxi/10683/2017,Epi971281,2017-02-03,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-03,Human
A/Shandong-Rizhao/4/2017,Epi1102642,2017-02-16,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.13,2018.22,2017-02-16,Human
A/Fujian/8/2017,Epi971113,2017-01-23,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-23,Human
A/Zhejiang/29/2017,Epi1103042,2017-01-08,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-08,Human
A/Zhejiang/5/2017,Epi887657,2017-01-02,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2017-01-02,Human
A/Zhejiang/32/2017,Epi1103058,2017-02-06,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-06,Human
A/Hunan/2286/2017,Epi887625,2017-01-06,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-06,Human
A/Guizhou/7734/2017,Epi1101724,2017-01-07,unknown,China,Guizhou,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-07,Human
A/Hunan/9922/2017,Epi1102202,2017-01-23,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-23,Human
A/Fujian/QZ-Th002/2017,Epi1054099,2017-05-15,unknown,China,Fujian,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.37,2018.22,2017-05-15,Human
A/Jiangxi/10667/2017,Epi1102386,2017-01-10,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-10,Human
A/Zhejiang/23/2017,Epi1102994,2017-01-13,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-13,Human
A/Guizhou/7733/2017,Epi1101716,2017-01-10,unknown,China,Guizhou,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-10,Human
A/Zhejiang/36/2017,Epi1103090,2017-02-04,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human
A/Fujian/10953/2017,Epi1101460,2017-02-05,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-05,Human
A/Jiangxi/10675/2017,Epi1102450,2017-01-24,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-24,Human
A/Fujian/12/2017,Epi971097,2017-02-04,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human
A/Fujian/QZ-Th001/2017,Epi1054147,2017-05-15,unknown,China,Fujian,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.37,2018.22,2017-05-15,Human
A/Fujian/QZ-Th005/2017,Epi1054107,2017-05-15,unknown,China,Fujian,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.37,2018.22,2017-05-15,Human
A/Environment/Jiangxi/205,Epi979554,2017-02-05,unknown,China,Jiangxi,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.10,2018.22,2017-02-05,Environment
A/Duck/Jiangxi/216,Epi979546,2017-02-16,unknown,China,Jiangxi,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.13,2018.22,2017-02-16,Duck
A/Chicken/Jiangxi/216,Epi979562,2017-02-16,unknown,China,Jiangxi,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.13,2018.22,2017-02-16,Chicken
A/Jiangxi/10682/2017,Epi1102490,2017-02-04,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human
A/Zhejiang/30/2017,Epi1103050,2017-01-16,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.04,2018.22,2017-01-16,Human
A/Environment/Hunan/700,Epi1100972,2017-01-09,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-09,Environment
A/Zhejiang/6/2017,Epi887649,2017-01-05,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-05,Human
A/Jiangxi/10671/2017,Epi1102418,2017-01-19,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.05,2018.22,2017-01-19,Human
A/HongKong/VB17037915/2017,Epi945068,2017-03-06,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2017.18,2018.22,2017-03-06,Human
A/Fujian/17/2017,Epi971081,2017-02-16,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.13,2018.22,2017-02-16,Human
A/Fujian/13558/2017,Epi971497,2017-02-16,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.13,2018.22,2017-02-16,Human
A/Anhui/40094/2015,Epi628557,2015-05-23,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.39,2018.22,2015-05-23,Human
A/Beijing/40610/2015,Epi628541,2015-05-26,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.40,2018.22,2015-05-26,Human
A/Hunan/6944/2017,Epi1102076,2017-01-13,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-13,Human
A/Hunan/6943/2017,Epi1102068,2017-01-13,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-13,Human
A/chicken/Jiangsu/S4519/2015,Epi1090522,2015-11-10,unknown,China,Jiangsu,Other Database Import,unknown,unknown,unknown,2015.86,2018.22,2015-11-10,Chicken
A/Chicken/Wuxi/7144,Epi1055397,2015-12-19,unknown,China,Jiangsu,Beijing Institute Of Microbiology And Epidemiology,unknown,unknown,unknown,2015.96,2018.22,2015-12-19,Chicken
A/Environment/Jiangsu/375,Epi1101092,2015-12-14,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.95,2018.22,2015-12-14,Environment
A/Hunan/4137/2016,Epi1102044,2016-01-02,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.00,2018.22,2016-01-02,Human
A/Hunan/6196/2016,Epi1102052,2016-02-03,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.09,2018.22,2016-02-03,Human
A/Hunan/4135/2016,Epi1102036,2016-01-01,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.00,2018.22,2016-01-01,Human
