Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Db,Raw Date,Muv Genotype,Labels
Washington.USA/2017130/2.17/4/G,Washington Outbreak 13,2017-01-19,North America,USA,Washington,Moncla Et Al,?,Unpublished,?,2017.05,Fh,2017-01-19,G,unknown
Washington.USA/2017179/6.17/2/G,Washington Outbreak 20,2017-02-13,North America,USA,Washington,Moncla Et Al,?,Unpublished,?,2017.12,Fh,2017-02-13,G,unknown
Washington.USA/2017031/50.16/5/G,Washington Outbreak 4,2016-12-13,North America,USA,Washington,Moncla Et Al,?,Unpublished,?,2016.95,Fh,2016-12-13,G,unknown
Washington.USA/2017108/2.17/5/G,Washington Outbreak 11,2017-01-17,North America,USA,Washington,Moncla Et Al,?,Unpublished,?,2017.04,Fh,2017-01-17,G,Aa: L: D734g;
Washington.USA/2017105/2.17/2/G,Washington Outbreak 10,2017-01-13,North America,USA,Washington,Moncla Et Al,?,Unpublished,?,2017.03,Fh,2017-01-13,G,Aa: P: *300q;
Washington.USA/2017231/9.17/3/G,Washington Outbreak 25,2017-03-01,North America,USA,Washington,Moncla Et Al,?,Unpublished,?,2017.16,Fh,2017-03-01,G,Aa: P: *354r;
Washington.USA/2017228/9.17/G,Washington Outbreak 24,2017-02-23,North America,USA,Washington,Moncla Et Al,?,Unpublished,?,2017.15,Fh,2017-02-23,G,Aa: I: K142r; L: S537g; P: K142r P250s; V: K142r;
Washington.USA/2017193/6.17/4/G,Washington Outbreak 21,2017-02-08,North America,USA,Washington,Moncla Et Al,?,Unpublished,?,2017.10,Fh,2017-02-08,G,unknown
Washington.USA/2017232/9.17/2/G,Washington Outbreak 26,2017-02-28,North America,USA,Washington,Moncla Et Al,?,Unpublished,?,2017.16,Fh,2017-02-28,G,unknown
Washington.USA/2017065/52.17/2/G,Washington Outbreak 6,2017-01-04,North America,USA,Washington,Moncla Et Al,?,Unpublished,?,2017.01,Fh,2017-01-04,G,unknown
Washington.USA/2017120/3.17/4/G,Washington Outbreak 12,2017-01-13,North America,USA,Washington,Moncla Et Al,?,Unpublished,?,2017.03,Fh,2017-01-13,G,unknown
Washington.USA/2017071/1.17/2/G,Washington Outbreak 8,2017-01-05,North America,USA,Washington,Moncla Et Al,?,Unpublished,?,2017.01,Fh,2017-01-05,G,unknown
Washington.USA/2017153/5.17/5/G,Washington Outbreak 16,2017-01-31,North America,USA,Washington,Moncla Et Al,?,Unpublished,?,2017.08,Fh,2017-01-31,G,unknown
Washington.USA/2017132/3.17/2/G,Washington Outbreak 14,2017-01-20,North America,USA,Washington,Moncla Et Al,?,Unpublished,?,2017.05,Fh,2017-01-20,G,unknown
Massachusetts.USA/37.15/1/G,Mf965262,2015-09-15,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965262,2015.70,Genbank,2015-09-15,G,Aa: I: P52q S83p; L: I1994m; P: P52q S83p; V: P52q S83p;
Massachusetts.USA/46.16/5/G,Mf965207,2016-11-17,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965207,2016.88,Genbank,2016-11-17,G,Aa: M: V179i; L: G1516s I2260m;
Massachusetts.USA/13.16/4/G,Mf965213,2016-04-01,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965213,2016.25,Genbank,2016-04-01,G,Aa: Hn: D156e T541s;
BritishColumbia.CAN/11.16/G,Bccdc107,2016-03-14,North America,Canada,British Columbia,Gardy Et Al,?,Unpublished,?,2016.20,Bccdc,2016-03-14,G,Aa: F: T132a; L: D2238v D2246a;
Manitoba.CAN/43.16/11/G,Bccdc21,2016-10-26,North America,Canada,Manitoba,Gardy Et Al,?,Unpublished,?,2016.82,Bccdc,2016-10-26,G,Aa: Hn: P343a;
Manitoba.CAN/44.16/15/G,Bccdc23,2016-11-02,North America,Canada,Manitoba,Gardy Et Al,?,Unpublished,?,2016.84,Bccdc,2016-11-02,G,unknown
Manitoba.CAN/47.16/4/G,Bccdc24,2016-10-25,North America,Canada,Manitoba,Gardy Et Al,?,Unpublished,?,2016.82,Bccdc,2016-10-25,G,unknown
Manitoba.CAN/43.16/5/G,Bccdc22,2016-10-25,North America,Canada,Manitoba,Gardy Et Al,?,Unpublished,?,2016.82,Bccdc,2016-10-25,G,unknown
Massachusetts.USA/52.16/G,Broad Sequence 2,2016-12-27,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2016.99,Broad,2016-12-27,G,Aa: L: N505h;
BritishColumbia.CAN/8.17/5/G,Bccdc61,2017-02-24,North America,Canada,British Columbia,Gardy Et Al,?,Unpublished,?,2017.15,Bccdc,2017-02-24,G,unknown
BritishColumbia.CAN/8.17/8/G,Bccdc62,2017-02-26,North America,Canada,British Columbia,Gardy Et Al,?,Unpublished,?,2017.15,Bccdc,2017-02-26,G,unknown
BritishColumbia.CAN/8.17/2/G,Bccdc98,2017-02-23,North America,Canada,British Columbia,Gardy Et Al,?,Unpublished,?,2017.15,Bccdc,2017-02-23,G,unknown
Montana.USA/11.16/G,Broad Sequence 66,2016-03-15,North America,USA,Montana,Wohl Et Al,?,Unpublished,?,2016.20,Broad,2016-03-15,G,Aa: P: G376r;
Massachusetts.USA/30.16/1/G,Mf965299,2016-08-01,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965299,2016.58,Genbank,2016-08-01,G,unknown
Massachusetts.USA/27.16/1/G,Mf965202,2016-07-09,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965202,2016.52,Genbank,2016-07-09,G,unknown
Massachusetts.USA/45.16/2/G,Mf965273,2016-11-09,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965273,2016.86,Genbank,2016-11-09,G,unknown
Massachusetts.USA/46.16/7/G,Mf965308,2016-11-17,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965308,2016.88,Genbank,2016-11-17,G,unknown
Massachusetts.USA/44.16/1/G,Mf965232,2016-10-31,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965232,2016.83,Genbank,2016-10-31,G,Aa: I: Q3h; P: Q3h; V: Q3h;
Massachusetts.USA/43.16/2/G,Mf965283,2016-10-26,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965283,2016.82,Genbank,2016-10-26,G,unknown
Massachusetts.USA/39.16/1/G,Mf965306,2016-10-03,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965306,2016.76,Genbank,2016-10-03,G,unknown
Massachusetts.USA/46.16/6/G,Mf965204,2016-11-20,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965204,2016.89,Genbank,2016-11-20,G,unknown
Massachusetts.USA/46.16/1/G,Mf965282,2016-11-14,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965282,2016.87,Genbank,2016-11-14,G,unknown
Massachusetts.USA/45.16/4/G,Mf965201,2016-11-11,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965201,2016.86,Genbank,2016-11-11,G,Aa: L: R2096g;
Massachusetts.USA/43.16/1/G,Mf965236,2016-10-24,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965236,2016.81,Genbank,2016-10-24,G,unknown
Massachusetts.USA/42.16/1/G,Mf965301,2016-10-21,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965301,2016.80,Genbank,2016-10-21,G,unknown
Massachusetts.USA/45.16/1/G,Mf965285,2016-11-09,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965285,2016.86,Genbank,2016-11-09,G,unknown
Massachusetts.USA/45.16/3/G,Mf965221,2016-11-11,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965221,2016.86,Genbank,2016-11-11,G,unknown
Massachusetts.USA/50.16/1/G,Mf965198,2016-12-14,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965198,2016.95,Genbank,2016-12-14,G,unknown
Massachusetts.USA/10.16/3/G,Mf965298,2016-03-09,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965298,2016.19,Genbank,2016-03-09,G,Aa: F: K465e;
Massachusetts.USA/17.16/8/G,Mf965224,2016-04-26,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965224,2016.32,Genbank,2016-04-26,G,Aa: Nc: N422d;
Massachusetts.USA/14.16/1/G,Mf965305,2016-04-08,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965305,2016.27,Genbank,2016-04-08,G,unknown
Massachusetts.USA/10.16/8/G,Mf965310,2016-03-12,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965310,2016.19,Genbank,2016-03-12,G,unknown
Massachusetts.USA/10.16/7/G,Mf965264,2016-03-10,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965264,2016.19,Genbank,2016-03-10,G,unknown
Massachusetts.USA/11.16/4/G,Mf965277,2016-03-18,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965277,2016.21,Genbank,2016-03-18,G,unknown
Massachusetts.USA/8.16/3/G,Mf965254,2016-02-25,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965254,2016.15,Genbank,2016-02-25,G,unknown
Massachusetts.USA/16.16/1/G,Mf965241,2016-04-19,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965241,2016.30,Genbank,2016-04-19,G,Aa: P: F202s; V: F202s;
Massachusetts.USA/10.16/2/G,Mf965225,2016-03-08,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965225,2016.18,Genbank,2016-03-08,G,unknown
Massachusetts.USA/17.16/1/G,Mf965313,2016-04-25,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965313,2016.31,Genbank,2016-04-25,G,unknown
Massachusetts.USA/17.16/11/G,Mf965211,2016-04-30,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965211,2016.33,Genbank,2016-04-30,G,unknown
Massachusetts.USA/17.16/10/G,Mf965276,2016-05-01,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965276,2016.33,Genbank,2016-05-01,G,unknown
Massachusetts.USA/10.16/13/G,Mf965218,2016-03-14,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965218,2016.20,Genbank,2016-03-14,G,Aa: Sh: Y34h;
Massachusetts.USA/16.16/13/G,Mf965200,2016-04-22,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965200,2016.31,Genbank,2016-04-22,G,unknown
Massachusetts.USA/17.16/12/G,Mf965272,2016-05-02,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965272,2016.33,Genbank,2016-05-02,G,unknown
Massachusetts.USA/15.16/2/G,Mf965228,2016-04-14,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965228,2016.28,Genbank,2016-04-14,G,unknown
Massachusetts.USA/11.16/5/G,Mf965275,2016-03-20,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965275,2016.22,Genbank,2016-03-20,G,unknown
Massachusetts.USA/8.16/5/G,Mf965268,2016-02-25,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965268,2016.15,Genbank,2016-02-25,G,unknown
Massachusetts.USA/9.16/1/G,Mf965227,2016-03-02,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965227,2016.17,Genbank,2016-03-02,G,unknown
Massachusetts.USA/8.16/2/G,Mf965234,2016-02-24,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965234,2016.15,Genbank,2016-02-24,G,unknown
Massachusetts.USA/10.16/12/G,Mf965244,2016-03-12,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965244,2016.19,Genbank,2016-03-12,G,unknown
Massachusetts.USA/11.16/3/G,Mf965291,2016-03-16,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965291,2016.21,Genbank,2016-03-16,G,unknown
Massachusetts.USA/10.16/1/G,Mf965266,2016-03-07,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965266,2016.18,Genbank,2016-03-07,G,unknown
Massachusetts.USA/8.16/6/G,Mf965235,2016-02-27,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965235,2016.16,Genbank,2016-02-27,G,unknown
Massachusetts.USA/15.16/1/G,Mf965214,2016-04-12,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965214,2016.28,Genbank,2016-04-12,G,Aa: L: G1947d;
Massachusetts.USA/16.16/4/G,Mf965242,2016-04-19,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965242,2016.30,Genbank,2016-04-19,G,unknown
Massachusetts.USA/13.16/1/G,Mf965274,2016-03-31,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965274,2016.25,Genbank,2016-03-31,G,unknown
Massachusetts.USA/10.16/9/G,Mf965270,2016-03-10,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965270,2016.19,Genbank,2016-03-10,G,unknown
Massachusetts.USA/14.16/2/G,Mf965239,2016-04-08,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965239,2016.27,Genbank,2016-04-08,G,unknown
Massachusetts.USA/16.16/9/G,Mf965251,2016-04-21,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965251,2016.30,Genbank,2016-04-21,G,unknown
Massachusetts.USA/10.16/4/G,Mf965318,2016-03-10,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965318,2016.19,Genbank,2016-03-10,G,unknown
Massachusetts.USA/22.16/2/G,Mf965237,2016-06-03,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965237,2016.42,Genbank,2016-06-03,G,unknown
Massachusetts.USA/19.16/10/G,Mf965261,2016-05-14,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965261,2016.37,Genbank,2016-05-14,G,Aa: F: T451a;
Massachusetts.USA/9.16/4/G,Mf965197,2016-03-08,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965197,2016.18,Genbank,2016-03-08,G,unknown
Massachusetts.USA/12.16/2/G,Mf965256,2016-03-24,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965256,2016.23,Genbank,2016-03-24,G,unknown
Massachusetts.USA/12.16/3/G,Mf965278,2016-03-25,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965278,2016.23,Genbank,2016-03-25,G,unknown
Massachusetts.USA/17.16/7/G,Mf965280,2016-04-27,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965280,2016.32,Genbank,2016-04-27,G,Aa: M: W300l;
Massachusetts.USA/16.16/3/G,Mf965250,2016-04-19,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965250,2016.30,Genbank,2016-04-19,G,unknown
Massachusetts.USA/18.16/1/G,Mf965265,2016-05-04,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965265,2016.34,Genbank,2016-05-04,G,unknown
Massachusetts.USA/18.16/3/G,Mf965249,2016-05-05,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965249,2016.34,Genbank,2016-05-05,G,Aa: L: E114g;
Massachusetts.USA/16.16/15/G,Mf965233,2016-04-22,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965233,2016.31,Genbank,2016-04-22,G,unknown
Massachusetts.USA/16.16/18/G,Mf965288,2016-04-25,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965288,2016.31,Genbank,2016-04-25,G,unknown
Massachusetts.USA/16.16/7/G,Mf965259,2016-04-21,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965259,2016.30,Genbank,2016-04-21,G,unknown
Massachusetts.USA/19.16/3/G,Mf965303,2016-05-09,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965303,2016.35,Genbank,2016-05-09,G,unknown
Massachusetts.USA/17.16/9/G,Mf965289,2016-04-29,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965289,2016.33,Genbank,2016-04-29,G,unknown
Massachusetts.USA/16.16/17/G,Mf965263,2016-04-24,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965263,2016.31,Genbank,2016-04-24,G,Aa: L: P389s; Hn: N372k;
Massachusetts.USA/20.16/1/G,Mf965311,2016-05-18,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965311,2016.38,Genbank,2016-05-18,G,Aa: Hn: E77k;
Massachusetts.USA/19.16/5/G,Mf965199,2016-05-09,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965199,2016.35,Genbank,2016-05-09,G,unknown
Massachusetts.USA/17.16/13/G,Mf965246,2016-05-02,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965246,2016.33,Genbank,2016-05-02,G,unknown
Massachusetts.USA/17.16/4/G,Mf965247,2016-04-26,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965247,2016.32,Genbank,2016-04-26,G,unknown
Massachusetts.USA/16.16/8/G,Mf965245,2016-04-21,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965245,2016.30,Genbank,2016-04-21,G,unknown
Massachusetts.USA/17.16/2/G,Mf965316,2016-04-24,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965316,2016.31,Genbank,2016-04-24,G,unknown
Massachusetts.USA/17.16/6/G,Mf965196,2016-04-25,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965196,2016.31,Genbank,2016-04-25,G,unknown
Massachusetts.USA/17.16/3/G,Mf965296,2016-04-25,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965296,2016.31,Genbank,2016-04-25,G,unknown
Massachusetts.USA/16.16/5/G,Mf965209,2016-04-20,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965209,2016.30,Genbank,2016-04-20,G,unknown
Massachusetts.USA/16.16/16/G,Mf965206,2016-04-23,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965206,2016.31,Genbank,2016-04-23,G,unknown
Massachusetts.USA/16.16/6/G,Mf965279,2016-04-20,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965279,2016.30,Genbank,2016-04-20,G,unknown
Massachusetts.USA/16.16/19/G,Mf965269,2016-04-22,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965269,2016.31,Genbank,2016-04-22,G,unknown
