,0,1,2,3,4,5,6,7,8,9,10,11,topic_id,topic_txt,topics,title,filename,x,y,citations,journal,pub_date,authors,cited_by,n_cites
401,0.0,0.0,0.0,0.04788646847009659,0.3787986934185028,0.0,0.0,0.0,0.0,0.5671096444129944,0.0,0.0,9,base; drug; high; system; approach; develop; use; activity; dna; hcv,Topic: 9,improvement of different vaccine delivery systems for cancer therapy,f8abd9e10df6beeffec38bc7dd7083318e0d69ed.json,-2.724367,-2.8537524,,Mol Cancer,2011-01-07,"Bolhassani, Azam; Safaiyan, Shima; Rafati, Sima","398,3000,3654",3
402,0.0,0.0,0.0,0.7792757749557495,0.0,0.0,0.0,0.0,0.0,0.21423028409481049,0.0,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,anti-inflammatory activity of cinnamon water extract in vivo and in vitro lps-induced models,12fc7df6445be6360090621b75df383ce86772af.json,-21.226717,13.642574,,BMC Complement Altern Med,2012-11-28,"Hong, Joung-Woo; Yang, Ga-Eun; Kim, Yoon Bum; Eom, Seok Hyun; Lew, Jae-Hwan; Kang, Hee",2509,1
403,0.14541849493980408,0.0,0.012148281559348106,0.0,0.0,0.014908049255609512,0.0,0.0,0.0,0.047455888241529465,0.0,0.7754853367805481,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,viral etiology and clinical profiles of children with severe acute respiratory infections in china,89f70b62cc7e6aa71fbebcc3194b4ea5ad756c99.json,-1.3586966,28.56584,3231,PLoS One,2013-08-22,"Zhang, Chen; Zhu, Na; Xie, Zhengde; Lu, Roujian; He, Bin; Liu, Chunyan; Ma, Xuejun; Tan, Wenjie","102,508,753,969,973,1188,1458,1696,1728,1761,3497",11
405,0.2314249724149704,0.0,0.7559639811515808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,estimating a markovian epidemic model using household serial interval data from the early phase of an epidemic,b2fde3b77f54db50b124bca17aaba10069e4424b.json,29.88305,-0.22933255,2873,PLoS One,2013-08-30,"Black, Andrew J.; Ross, Joshua V.","3156,3162",2
406,0.0,0.0,0.6385761499404907,0.0,0.0,0.19134056568145752,0.0,0.0,0.042228039354085915,0.12231853604316713,0.0,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,re-imagining the future of diagnosis of neglected tropical diseases,23d7b2f4ace6187f00215ecbee567512ce19ac07.json,20.41718,-7.362642,,Comput Struct Biotechnol J,2017-02-21,"Peeling, Rosanna W.; Boeras, Debrah I.; Nkengasong, John",4006,1
408,0.029656825587153438,0.0,0.05116033181548119,0.29571768641471863,0.0,0.04611198604106903,0.4813374280929565,0.01787613146007061,0.07552056759595871,0.0,0.0,0.0,6,infection; response; viral; host; gene; immune; protein; ifn; pathway; expression,Topic: 6,characterization of peritoneal cells from cats with experimentally-induced feline infectious peritonitis (fip) using rna-seq,66a6a5cb7b41fb6edd030629be7c455c079f47bf.json,-26.97584,-5.922487,"1433,1271,3599",Vet Res,2018-08-07,"Watanabe, Rie; Eckstrand, Christina; Liu, Hongwei; Pedersen, Niels C.",1579,1
409,0.0,0.5640870332717896,0.040976643562316895,0.0,0.0,0.03306134417653084,0.0,0.0,0.0,0.01442695688456297,0.3415129780769348,0.0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,"widespread recombination, reassortment, and transmission of unbalanced compound viral genotypes in natural arenavirus infections",a093f4ef60a47e5419181f6826ad4a45af198056.json,7.407358,-10.462667,661,PLoS Pathog,2015-05-20,"Stenglein, Mark D.; Jacobson, Elliott R.; Chang, Li-Wen; Sanders, Chris; Hawkins, Michelle G.; Guzman, David S-M.; Drazenovich, Tracy; Dunker, Freeland; Kamaka, Elizabeth K.; Fisher, Debbie; Reavill, Drury R.; Meola, Linda F.; Levens, Gregory; DeRisi, Joseph L.",3242,1
410,0.016152327880263332,0.0,0.7337964177131653,0.0,0.0,0.0,0.019814327359199524,0.0,0.07126592844724655,0.15496869385242462,0.0,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,surveillance and response systems for elimination of tropical diseases: summary of a thematic series in infectious diseases of poverty,17787dbfbb012b537726971936c74cab0aa701b1.json,24.659523,-8.980694,,Infect Dis Poverty,2016-05-14,"Zhou, Xia; Yap, Peiling; Tanner, Marcel; Bergquist, Robert; Utzinger, Jürg; Zhou, Xiao-Nong","688,4247",2
413,0.0,0.3685322701931,0.0,0.0,0.047049980610609055,0.0,0.0,0.0,0.0,0.26818263530731196,0.30995020270347595,0.0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,molecular evidence for the evolution of ichnoviruses from ascoviruses by symbiogenesis,9f9e925d9999ab39745f2ee8be3efffb5277d082.json,8.506017,-13.020407,,BMC Evol Biol,2008-09-18,"Bigot, Yves; Samain, Sylvie; Augé-Gouillou, Corinne; Federici, Brian A",2235,1
415,0.0,0.04583397507667542,0.0,0.3447316586971283,0.0,0.04510388150811195,0.41092488169670105,0.028774455189704895,0.0,0.11854591965675355,0.0,0.0,6,infection; response; viral; host; gene; immune; protein; ifn; pathway; expression,Topic: 6,oxidative stress in poultry: lessons from the viral infections,22b2cb7ff5ea6e57e41098d8cf66aa69a5d04bc4.json,-25.762894,-2.4717054,"1442,2256,4203",Oxid Med Cell Longev,2018-12-10,"Rehman, Zaib Ur; Meng, Chunchun; Sun, Yingjie; Safdar, Anum; Pasha, Riaz Hussain; Munir, Muhammad; Ding, Chan",1177,1
417,0.054323405027389526,0.0,0.07420306652784348,0.451123058795929,0.0,0.0,0.08773837238550186,0.0,0.0,0.11692412942647935,0.0,0.21318313479423529,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,redox biology of respiratory viral infections,2d5a036da3eec69cf318ee695e8bd53347a61a1e.json,-13.394116,16.6989,"665,2768",Viruses,2018-07-26,"Khomich, Olga A.; Kochetkov, Sergey N.; Bartosch, Birke; Ivanov, Alexander V.",18,1
420,0.04067828878760338,0.0,0.0,0.13267074525356293,0.14754143357276914,0.2433173805475235,0.0,0.0,0.0,0.3680503964424133,0.0512191541492939,0.01341660600155592,9,base; drug; high; system; approach; develop; use; activity; dna; hcv,Topic: 9,thermal stability and inactivation of hepatitis c virus grown in cell culture,b9b85a4893f9ed75881adcedbf142098bd7edc93.json,-0.5477824,-6.179468,,Virol J,2010-02-18,"Song, Hongshuo; Li, Jin; Shi, Shuang; Yan, Ling; Zhuang, Hui; Li, Kui","3244,3408",2
421,0.0,0.4194677770137787,0.5065606236457825,0.0,0.0,0.0,0.06178879365324974,0.0,0.0,0.0,0.0,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,is network clustering detectable in transmission trees?,79a70e09a449e41078a23b502c9a645a1e177eca.json,17.54135,-4.577565,,Viruses,2011-06-03,"Welch, David",220,1
422,0.024772737175226208,0.0,0.0,0.4704711139202118,0.0,0.04709702357649803,0.06166046857833862,0.0,0.0,0.3576919436454773,0.03456404060125351,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,glycyrrhizin as antiviral agent against hepatitis c virus,89ac1ba1b647165fe0cf9cefd3dc65df8c162749.json,-16.217012,3.990591,,J Transl Med,2011-07-18,"Ashfaq, Usman A; Masoud, Muhammad S; Nawaz, Zafar; Riazuddin, Sheikh","109,1681,3443,3836",4
425,0.0,0.0,0.4198144674301148,0.0,0.0,0.08538614958524704,0.017706656828522682,0.022353854030370712,0.0,0.4428203999996185,0.0,0.0,9,base; drug; high; system; approach; develop; use; activity; dna; hcv,Topic: 9,exploratory analysis of methods for automated classification of laboratory test orders into syndromic groups in veterinary medicine,baa22aecb85ba7258afa2c07891ea8f08acdefa7.json,17.533410999999994,-12.674693,,PLoS One,2013-03-07,"Dórea, Fernanda C.; Muckle, C. Anne; Kelton, David; McClure, JT.; McEwen, Beverly J.; McNab, W. Bruce; Sanchez, Javier; Revie, Crawford W.",3176,1
427,0.0,0.17259928584098816,0.0,0.07649601995944977,0.012221505865454674,0.4673661887645722,0.1709037721157074,0.0,0.0,0.0963270142674446,0.0,0.0,5,sample; pcr; assay; detection; detect; rt; test; time; positive; ibv,Topic: 5,reference gene selection for the shell gland of laying hens in response to time-points of eggshell formation and nicarbazin,222f2de4774452963b9c8b640faf80dced073b64.json,4.0129094,5.022346499999999,1588,PLoS One,2017-07-03,"Samiullah, Sami; Roberts, Juliet; Wu, Shu-Biao",626,1
428,0.2785932123661041,0.0,0.4848479628562927,0.0,0.0,0.0,0.0,0.0,0.0,0.18628454208374026,0.0,0.04110993444919586,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,visualizing clinical evidence: citation networks for the incubation periods of respiratory viral infections,cfffac30aa716974333312a44475097d94c8f475.json,23.876358,5.922374,,PLoS One,2011-04-29,"Reich, Nicholas G.; Perl, Trish M.; Cummings, Derek A. T.; Lessler, Justin",1203,1
429,0.0,0.3024113178253174,0.06374824047088623,0.0,0.5310483574867249,0.0,0.0,0.0964956134557724,0.0,0.0,0.0,0.0,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,a human monoclonal antibody with neutralizing activity against highly divergent influenza subtypes,ab15d5ebce1f5f7cf0e689d32a55701e9e8fcde3.json,1.5434477,1.0456411,2174,PLoS One,2011-12-05,"Clementi, Nicola; De Marco, Donata; Mancini, Nicasio; Solforosi, Laura; Moreno, Guisella J.; Gubareva, Larisa V.; Mishin, Vasiliy; Di Pietro, Andrea; Vicenzi, Elisa; Siccardi, Antonio G.; Clementi, Massimo; Burioni, Roberto","933,1631,2045",3
430,0.0,0.0,0.17559108138084412,0.3875456750392914,0.12465693056583405,0.0,0.0,0.0,0.0,0.051006022840738297,0.0,0.25257113575935364,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,airway disease phenotypes in animal models of cystic fibrosis,f837cfe73ee695265382ec9873726fcd7b24d9b1.json,-12.477910000000001,17.226376000000002,4324,Respir Res,2018-04-02,"McCarron, Alexandra; Donnelley, Martin; Parsons, David",1367,1
433,0.0,0.0,0.0,0.2537824213504791,0.0,0.0,0.0,0.427876889705658,0.20721900463104248,0.0,0.10167960822582243,0.0,7,protein; bind; cell; domain; receptor; activity; membrane; peptide; structure; fusion,Topic: 7,tmprss2 isoform 1 activates respiratory viruses and is expressed in viral target cells,8f962ad62ba3d5af7c52898283c4827ff71a5949.json,-7.4381046,-10.54678,"3954,618",PLoS One,2015-09-17,"Zmora, Pawel; Moldenhauer, Anna-Sophie; Hofmann-Winkler, Heike; Pöhlmann, Stefan",4618,1
434,0.0,0.0,0.9265920519828796,0.0,0.0,0.0,0.0,0.0,0.066663958132267,0.0,0.0,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,one health: past successes and future challenges in three african contexts,bc1beba35495c40001df667b4612b7cb9bb67185.json,31.035116,-10.789358,2775,PLoS Negl Trop Dis,2014-05-22,"Okello, Anna L.; Bardosh, Kevin; Smith, James; Welburn, Susan C.","210,1279",2
437,0.0,0.0,0.0,0.15780377388000488,0.488848626613617,0.0,0.0,0.13116583228111267,0.0,0.16335119307041168,0.0,0.05245928838849069,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,epimedium koreanum nakai water extract exhibits antiviral activity against porcine epidermic diarrhea virus in vitro and in vivo,5e3b24f55fdc84cfc263d4784c6ad6349d212866.json,-8.278305,6.4123470000000005,1374,Evid Based Complement Alternat Med,2012-11-29,"Cho, Won-Kyung; Kim, Hyunil; Choi, Yu Jeong; Yim, Nam-Hui; Yang, Hye Jin; Ma, Jin Yeul","1663,2218",2
438,0.23579084873199466,0.0,0.5528817176818848,0.0,0.0,0.20439837872982025,0.0,0.0,0.0,0.0,0.0,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,the transmissibility of highly pathogenic avian influenza in commercial poultry in industrialised countries,d882f79283751d6c7f2e48cb991ee8abbcd913ae.json,22.66774,7.5900416,,PLoS One,2007-04-04,"Garske, Tini; Clarke, Paul; Ghani, Azra C.","1604,2219,4036",3
439,0.18623425066471105,0.0,0.0,0.0,0.0,0.1402403712272644,0.0,0.0,0.0,0.0,0.0,0.6614791750907898,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,detection of human coronaviruses in simultaneously collected stool samples and nasopharyngeal swabs from hospitalized children with acute gastroenteritis,b263c0ae8e08257b2d46468d7561dbb7d7d6b6e8.json,-0.020995987999999997,26.97659,,Virol J,2013-02-05,"Jevšnik, Monika; Steyer, Andrej; Zrim, Tamara; Pokorn, Marko; Mrvič, Tatjana; Grosek, Štefan; Strle, Franc; Lusa, Lara; Petrovec, Miroslav","3130,4605",2
441,0.0806690901517868,0.0,0.9148516654968262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,"using exercises to improve public health preparedness in asia, the middle east and africa",37142e322bc30493a97e2aff05533919897e39ef.json,31.070722999999997,-8.8118105,,BMC Res Notes,2014-07-27,"Dausey, David J; Moore, Melinda","1597,2094",2
443,0.9375287890434264,0.0,0.05668411403894424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,influenza; risk; text; 95; factor; patient; high; ci; increase; group,Topic: 0,"knowledge, attitudes and practices towards pandemic influenza among cases, close contacts, and healthcare workers in tropical singapore: a cross-sectional survey",743c5db7611d4af74204901e0ed3b6317a0bb3c4.json,18.617147,23.153444,,BMC Public Health,2010-07-28,"Yap, Jonathan; Lee, Vernon J; Yau, Teng Yan; Ng, Tze Pin; Tor, Phern-Chern",889,1
444,0.12841178476810455,0.0,0.0,0.07670260220766068,0.0,0.15938036143779755,0.0,0.0,0.0,0.0,0.0,0.6293966174125671,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,inflammatory response in mixed viral-bacterial community-acquired pneumonia,c83a4991d36a6086da50b13968955329c5f07a6c.json,-2.3211174,23.987795000000002,,BMC Pulm Med,2014-07-29,"Bello, Salvador; Mincholé, Elisa; Fandos, Sergio; Lasierra, Ana B; Ruiz, María A; Simon, Ana L; Panadero, Carolina; Lapresta, Carlos; Menendez, Rosario; Torres, Antoni","1216,2118,3949",3
445,0.01692734844982624,0.3395213484764099,0.0,0.0,0.0,0.11454281955957413,0.0,0.0,0.10406795889139177,0.0,0.0,0.4163692593574524,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,detection of bocavirus in children suffering from acute respiratory tract infections in saudi arabia,7f5ef8185f8934ab5b5eb4344dad20da84d104a3.json,-1.3271594,18.447256,"3726,4028",PLoS One,2013-01-30,"Abdel-Moneim, Ahmed S.; Kamel, Mahmoud M.; Al-Ghamdi, Abdullhamid S.; Al-Malky, Mater I. R.","212,557,3197",3
448,0.0,0.2277411073446273,0.22476492822170246,0.0,0.0,0.09861364960670473,0.0,0.0,0.0,0.44232177734375,0.0,0.0,9,base; drug; high; system; approach; develop; use; activity; dna; hcv,Topic: 9,challenges of the unknown: clinical application of microbial metagenomics,daeba3efafc5b3f9e71e38069aadf1e0178bac9d.json,13.24569,-13.570826,,Int J Genomics,2015-09-14,"Rose, Graham; Wooldridge, David J.; Anscombe, Catherine; Mee, Edward T.; Misra, Raju V.; Gharbia, Saheer","3027,3550",2
450,0.0,0.4309511184692383,0.03502419963479042,0.0,0.2832067608833313,0.16989047825336456,0.0,0.0774001032114029,0.0,0.0,0.0,0.0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,detection and phylogenetic analysis of porcine epidemic diarrhea virus in central china based on the orf3 gene and the s1 gene,1ef187d95b5c98c9ef187f3b5cf23e276bf1b018.json,3.8031425000000003,-0.08040436,"1230,3706,105,3766,3767",Virol J,2016-11-25,"Su, Yunfang; Liu, Yunchao; Chen, Yumei; Zhao, Baolei; Ji, Pengchao; Xing, Guangxu; Jiang, Dawei; Liu, Chang; Song, Yapeng; Wang, Guoqiang; Li, Dongliang; Deng, Ruiguang; Zhang, Gaiping",2307,1
455,0.06654994934797287,0.0,0.5266216397285461,0.0,0.10971838235855104,0.0,0.0,0.0,0.06480035185813904,0.0,0.22139936685562134,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,chikungunya: a potentially emerging epidemic?,f7c3160bef4169d29e2a8bdd79dd6e9056d4774c.json,23.400875,0.86173093,,PLoS Negl Trop Dis,2010-04-27,"Thiboutot, Michelle M.; Kannan, Senthil; Kawalekar, Omkar U.; Shedlock, Devon J.; Khan, Amir S.; Sarangan, Gopalsamy; Srikanth, Padma; Weiner, David B.; Muthumani, Karuppiah","125,484,3867",3
456,0.0,0.0,0.0,0.3760098516941071,0.0,0.0,0.17960849404335022,0.0,0.0,0.0,0.4198945760726929,0.0,10,rna; viral; protein; replication; cell; host; infection; genome; dengue; strand,Topic: 10,evasion of antiviral innate immunity by theiler's virus l* protein through direct inhibition of rnase l,5908982f4dbbfde0faabcfadc0988b8a19223411.json,-15.551113,-8.19548,1074,PLoS Pathog,2013-06-27,"Sorgeloos, Frédéric; Jha, Babal Kant; Silverman, Robert H.; Michiels, Thomas","6,353,958,1464,1827,2797,2868,3221,4360",9
458,0.0,0.0,0.0,0.0,0.0,0.08596734702587128,0.0,0.0,0.0,0.0,0.0,0.9072036743164062,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,"high incidence of multiple viral infections identified in upper respiratory tract infected children under three years of age in shanghai, china",0ed0bedd5005e893440208e3a176694c21e29db3.json,-6.089103,28.270512,,PLoS One,2012-09-07,"Zhang, Guocui; Hu, Yunwen; Wang, Hongping; Zhang, Lu; Bao, Yixi; Zhou, Xiaoming",3289,1
464,0.0,0.0,0.0,0.9634792804718018,0.0,0.0,0.0,0.0323520302772522,0.0,0.0,0.0,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,enhanced cd8 t-cell anti-viral function and clinical disease in b7-h1-deficient mice requires cd4 t cells during encephalomyelitis,c59d6e789176b928523129adb96ca495720a3b4a.json,-26.343246,15.331970000000002,"607,3693",J Neuroinflammation,2012-12-14,"Phares, Timothy W; Stohlman, Stephen A; Hinton, David R; Bergmann, Cornelia C","2364,4094,4118",3
467,0.21520160138607025,0.0,0.11854355037212372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.660761296749115,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,respiratory viruses in hospitalized children with influenza-like illness during the h1n1 2009 pandemic in sweden,c47b1bf314263894ae9a5589303b7af810741267.json,2.247384,25.354359,,PLoS One,2012-12-14,"Rhedin, Samuel; Hamrin, Johan; Naucler, Pontus; Bennet, Rutger; Rotzén-Östlund, Maria; Färnert, Anna; Eriksson, Margareta",3850,1
468,0.2972421646118164,0.0,0.4005990922451019,0.0,0.0,0.07981600612401962,0.0,0.0,0.016160300001502037,0.0,0.16693301498889926,0.035434283316135406,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,airport sentinel surveillance and entry quarantine for dengue infections following a fever screening program in taiwan,faada181a26e163dce05aa155b1516a66bb6154b.json,22.814182000000002,9.520546000000001,"3898,2748,3140",BMC Infect Dis,2012-08-06,"Kuan, Mei-Mei; Chang, Feng-Yee","215,2010",2
469,0.0,0.0,0.10146618634462357,0.0,0.5615085959434509,0.0,0.0464877299964428,0.18090778589248646,0.0,0.07938265055418015,0.0,0.026556726545095444,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,human anti-plague monoclonal antibodies protect mice from yersinia pestis in a bubonic plague model,2d298d793c2521ceebdcd2c4be960591032ae0d3.json,-5.3835510000000015,2.1175935000000004,,PLoS One,2010-10-13,"Xiao, Xiaodong; Zhu, Zhongyu; Dankmeyer, Jennifer L.; Wormald, Michael M.; Fast, Randy L.; Worsham, Patricia L.; Cote, Christopher K.; Amemiya, Kei; Dimitrov, Dimiter S.",897,1
470,0.0,0.5702903270721436,0.0,0.11122900247573853,0.0,0.0,0.0,0.06508022546768187,0.058395568281412125,0.03925205022096634,0.15237872302532196,0.0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,the role of viral population diversity in adaptation of bovine coronavirus to new host environments,7139441855f3ac67f104fb9e067b1359c5582fd6.json,7.9902353,-9.359828,2232,PLoS One,2013-01-07,"Borucki, Monica K.; Allen, Jonathan E.; Chen-Harris, Haiyin; Zemla, Adam; Vanier, Gilda; Mabery, Shalini; Torres, Clinton; Hullinger, Pamela; Slezak, Tom","1578,1995,2206,3261",4
474,0.0,0.0,0.0,0.0,0.047335363924503326,0.0,0.0,0.3568376302719116,0.14586879312992096,0.389640748500824,0.05308227986097337,0.0,9,base; drug; high; system; approach; develop; use; activity; dna; hcv,Topic: 9,screening of an fda-approved drug library with a two-tier system identifies an entry inhibitor of severe fever with thrombocytopenia syndrome virus,376c6616538eb3ae465dbf8ebe62c99193ba5e42.json,1.8221691999999998,-22.089326999999997,332,Viruses,2019-04-25,"Yuan, Shuofeng; Chan, Jasper Fuk-Woo; Ye, Zi-Wei; Wen, Lei; Tsang, Terance Gi-Wai; Cao, Jianli; Huang, Jingjing; Chan, Chris Chun-Yiu; Chik, Kenn Ka-Heng; Choi, Garnet Kwan-Yue; Cai, Jian-Piao; Yin, Feifei; Chu, Hin; Liang, Mifang; Jin, Dong-Yan; Yuen, Kwok-Yung",1898,1
475,0.0,0.03442047908902168,0.0,0.3293699026107788,0.0,0.03513388708233833,0.4243079721927643,0.0,0.0,0.0,0.14174440503120422,0.028397841379046437,6,infection; response; viral; host; gene; immune; protein; ifn; pathway; expression,Topic: 6,type i interferon response is delayed in human astrovirus infections,d8e9ba5b8657f01d92a6da7558aa323fa9ec5539.json,-20.564020000000006,-7.5463166,4539,PLoS One,2015-04-02,"Guix, Susana; Pérez-Bosque, Anna; Miró, Lluïsa; Moretó, Miquel; Bosch, Albert; Pintó, Rosa M.",3076,1
476,0.0,0.0,0.0,0.06283153593540193,0.7340593338012695,0.0,0.0,0.0,0.0,0.1946941763162613,0.0,0.0,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,immunogenicity and safety of virus-like particle of the porcine encephalomyocarditis virus in pig,de793a20bfe9029e76531469de1054c4d5ef37c7.json,-4.355611,7.280589599999999,,Virol J,2011-04-15,"Jeoung, Hye-Young; Lee, Won-Ha; Jeong, WooSeog; Shin, Bo-Hye; Choi, Hwan-Won; Lee, Hee Soo; An, Dong-Jun",2023,1
479,0.0,0.0,0.0,0.4702475666999817,0.0,0.0,0.26745951175689703,0.0,0.0,0.0,0.0,0.2551470100879669,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,rna sequencing of h3n2 influenza virus-infected human nasal epithelial cells from multiple subjects reveals molecular pathways associated with tissue injury and complications,1e981bc1ac8d6a8ea0f8e21991e3f525ae0a16a4.json,-9.33649,17.743654,"3060,2547,1032",Cells,2019-08-27,"Tan, Kai Sen; Andiappan, Anand Kumar; Lee, Bernett; Yan, Yan; Liu, Jing; Tang, See Aik; Lum, Josephine; He, Ting Ting; Ong, Yew Kwang; Thong, Mark; Lim, Hui Fang; Choi, Hyung Won; Rotzschke, Olaf; Chow, Vincent T; Wang, De Yun",2207,1
480,0.12955768406391144,0.0,0.0,0.1266576200723648,0.0,0.16471180319786072,0.0,0.0,0.0,0.0,0.0,0.5739305019378662,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,sustained viremia and high viral load in respiratory tract secretions are predictors for death in immunocompetent adults with adenovirus pneumonia,9db78243c51590cfaaef835ded1163dc55d67cc0.json,-2.3065227999999998,23.8615,,PLoS One,2016-08-17,"Gu, Li; Qu, Jiuxin; Sun, Bing; Yu, Xiaomin; Li, Hui; Cao, Bin",3929,1
484,0.0420423150062561,0.0,0.0,0.3602212369441986,0.0,0.0,0.0,0.016930989921092987,0.0,0.3158393204212189,0.26165759563446045,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,identification of novel compounds inhibiting chikungunya virus-induced cell death by high throughput screening of a kinase inhibitor library,63dda1b262c68b84a8058a50480f0d5ae1b4f2ae.json,-16.491068,-8.723075,"89,455,2671",PLoS Negl Trop Dis,2013-10-31,"Cruz, Deu John M.; Bonotto, Rafaela M.; Gomes, Rafael G. B.; da Silva, Camila T.; Taniguchi, Juliana B.; No, Joo Hwan; Lombardot, Benoit; Schwartz, Olivier; Hansen, Michael A. E.; Freitas-Junior, Lucio H.",4113,1
485,0.0,0.12561500072479248,0.6119773387908936,0.05607055500149727,0.04823587089776993,0.08853352069854736,0.0,0.0,0.06264656037092209,0.0,0.0,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,zoonotic viruses associated with illegally imported wildlife products,1ba33d95f798c3f591766786b165215875278bc7.json,20.032385,-4.110601399999998,,PLoS One,2012-01-10,"Smith, Kristine M.; Anthony, Simon J.; Switzer, William M.; Epstein, Jonathan H.; Seimon, Tracie; Jia, Hongwei; Sanchez, Maria D.; Huynh, Thanh Thao; Galland, G. Gale; Shapiro, Sheryl E.; Sleeman, Jonathan M.; McAloose, Denise; Stuchin, Margot; Amato, George; Kolokotronis, Sergios-Orestis; Lipkin, W. Ian; Karesh, William B.; Daszak, Peter; Marano, Nina","2064,3336,3408",3
487,0.0,0.0,0.0,0.95039039850235,0.0,0.0,0.0,0.04329827800393105,0.0,0.0,0.0,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,both cerebral and hematopoietic deficiencies in ccr2 result in uncontrolled herpes simplex virus infection of the central nervous system in mice,e319e1968d1de70b511e1b51fa5a69b3c75e41d4.json,-26.23958,15.242239999999999,"115,3537,1924",PLoS One,2016-12-08,"Menasria, Rafik; Canivet, Coraline; Piret, Jocelyne; Gosselin, Jean; Boivin, Guy",2447,1
488,0.4148489236831665,0.0,0.4443776905536652,0.0,0.0,0.0,0.0,0.0,0.05102261155843735,0.033722352236509316,0.0,0.052226737141609185,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,facing the threat of influenza pandemic -roles of and implications to general practitioners,357a008270023e621d758ada372b14e676edb782.json,23.305243,12.059797999999999,,BMC Public Health,2010-11-02,"Lee, Albert; Chuh, Antonio AT",1307,1
489,0.0,0.4914406836032867,0.0,0.17244455218315125,0.0,0.0,0.2642642557621002,0.0,0.06616740673780441,0.0,0.0,0.0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,genomic profiling of collaborative cross founder mice infected with respiratory viruses reveals novel transcripts and infection-related strain-specific gene and isoform expression,4c9d7e3db46a6026e1554f2fa3df4f93645381e1.json,0.9803905,-11.118699000000001,2333,G3 (Bethesda),2014-06-05,"Xiong, Hao; Morrison, Juliet; Ferris, Martin T.; Gralinski, Lisa E.; Whitmore, Alan C.; Green, Richard; Thomas, Matthew J.; Tisoncik-Go, Jennifer; Schroth, Gary P.; Pardo-Manuel de Villena, Fernando; Baric, Ralph S.; Heise, Mark T.; Peng, Xinxia; Katze, Michael G.","3779,4283",2
