"MSFT","IBM","SBUX","AAPL","GSPC","Date"
20.708403,107.924967,6.441541,20.272094,1249.01001,"2008-08-04"
21.470222,109.03332,6.652288,21.252427,1284.880005,"2008-08-05"
22.133743,109.704325,6.844709,21.722087,1289.189941,"2008-08-06"
22.436832,109.610894,6.652288,21.640061,1266.069946,"2008-08-07"
23.043012,109.407041,6.927176,22.431205,1296.319946,"2008-08-08"
22.854605,107.529939,7.467788,22.961722,1305.319946,"2008-08-11"
23.034821,106.357814,7.495278,23.381108,1289.589966,"2008-08-12"
22.862797,106.850449,7.467788,23.721116,1285.829956,"2008-08-13"
22.862797,107.818728,7.75184,23.723762,1292.930054,"2008-08-14"
22.78088,107.326093,7.646466,23.250134,1298.199951,"2008-08-15"
22.682582,105.822708,7.564,23.203828,1278.599976,"2008-08-18"
22.46875,104.098493,7.307437,22.957754,1266.689941,"2008-08-19"
22.444078,104.056029,7.224971,23.263364,1274.540039,"2008-08-20"
22.353611,104.463722,7.183738,23.0583,1277.719971,"2008-08-21"
22.896414,106.111497,7.348671,23.389047,1292.199951,"2008-08-22"
22.748376,104.353306,7.110435,22.828101,1266.839966,"2008-08-25"
22.427629,104.047533,7.105853,22.972306,1271.51001,"2008-08-26"
22.666133,104.794974,7.142505,23.108574,1281.660034,"2008-08-27"
22.978657,105.814219,7.321182,22.985536,1300.680054,"2008-08-28"
22.444078,103.393523,7.12876,22.428559,1282.829956,"2008-08-29"
22.287817,100.573623,7.211226,21.986682,1277.579956,"2008-09-02"
22.12333,100.514161,7.298275,22.088553,1274.97998,"2008-09-03"
21.670995,97.677276,6.90885,21.32916,1236.829956,"2008-09-04"
21.095294,97.108201,6.954665,21.191568,1242.310059,"2008-09-05"
21.481837,99.622329,7.119597,20.892574,1267.790039,"2008-09-08"
21.465388,97.711252,6.890524,20.067032,1224.51001,"2008-09-09"
21.745014,100.259354,6.899687,20.057771,1232.040039,"2008-09-10"
22.485199,101.244618,7.160831,20.195361,1249.050049,"2008-09-11"
22.71548,101.049267,7.023386,19.704535,1251.699951,"2008-09-12"
22.057536,97.838658,6.90885,18.569413,1192.699951,"2008-09-15"
21.37492,98.569115,7.344089,18.50591,1213.599976,"2008-09-16"
20.207072,94.679009,7.137923,16.911714,1156.390015,"2008-09-17"
20.774548,97.779203,7.344089,17.739902,1206.51001,"2008-09-18"
20.692305,100.94734,7.394485,18.642177,1255.079956,"2008-09-19"
20.889687,98.70501,6.991316,17.337714,1207.089966,"2008-09-22"
20.922585,97.983049,6.899687,16.780739,1188.219971,"2008-09-23"
21.152864,98.917352,6.821802,17.028135,1185.869995,"2008-09-24"
21.884827,102.017545,6.840128,17.454137,1209.180054,"2008-09-25"
22.534545,101.431479,6.853872,16.965955,1213.27002,"2008-09-26"
20.568941,97.218617,6.491937,13.925737,1106.420044,"2008-09-29"
21.950621,99.342036,6.812639,15.037044,1166.359985,"2008-09-30"
21.77791,93.540853,6.780569,14.436409,1161.060059,"2008-10-01"
21.588752,88.962763,6.491937,13.243077,1114.280029,"2008-10-02"
21.646322,87.858589,6.258282,12.842212,1099.22998,"2008-10-03"
20.486697,85.463372,5.942161,12.983772,1056.890015,"2008-10-06"
19.105017,81.242014,5.626039,11.795731,996.22998,"2008-10-07"
18.924083,76.91024,5.28243,11.879079,984.940002,"2008-10-08"
18.340158,75.593718,5.044194,11.740166,909.919983,"2008-10-09"
17.682216,74.532009,5.076264,12.806492,899.219971,"2008-10-10"
20.97193,78.320187,5.37864,14.587229,1003.349976,"2008-10-13"
19.820531,79.500808,5.177056,13.769625,998.01001,"2008-10-14"
18.636233,74.990668,4.636443,12.958635,907.840027,"2008-10-15"
19.894549,77.734122,4.838028,13.479891,946.429993,"2008-10-16"
19.680718,77.105591,4.787631,12.885871,940.549988,"2008-10-17"
20.330436,78.575,5.099171,13.023461,985.400024,"2008-10-20"
19.211934,75.474807,4.81512,12.103987,955.049988,"2008-10-21"
17.706889,71.007132,4.576884,12.815753,896.780029,"2008-10-22"
18.356607,71.644157,4.700584,12.995678,908.109985,"2008-10-23"
18.060532,69.7076,4.434859,12.750927,876.77002,"2008-10-24"
17.419039,67.660628,4.393625,12.183366,848.919983,"2008-10-27"
18.998102,74.132805,4.975471,13.21794,940.51001,"2008-10-28"
18.915859,74.914221,5.1908,13.831805,930.090027,"2008-10-29"
18.61156,77.029151,5.781809,14.690422,954.090027,"2008-10-30"
18.364832,78.965709,6.015464,14.233992,968.75,"2008-10-31"
18.603337,78.719391,5.740576,14.150644,966.299988,"2008-11-03"
19.351747,79.330937,5.699343,14.683807,1005.75,"2008-11-04"
18.159224,76.392126,5.34657,13.666432,952.77002,"2008-11-05"
17.172309,72.72797,5.080845,13.110778,904.880005,"2008-11-06"
17.682216,73.684576,4.833446,12.997001,930.98999,"2008-11-07"
17.517729,71.634703,4.673095,12.684777,919.210022,"2008-11-10"
17.435488,70.669548,4.576884,12.537926,898.950012,"2008-11-11"
16.695301,68.1072,4.274507,11.922738,852.299988,"2008-11-12"
17.476609,71.925099,4.265345,12.758864,911.289978,"2008-11-13"
16.497918,68.611132,3.944642,11.938614,873.289978,"2008-11-14"
15.889321,66.176903,3.958386,11.660787,850.75,"2008-11-17"
16.245362,68.397603,3.839268,11.894956,859.119995,"2008-11-18"
15.144122,64.887186,3.651428,11.416035,806.580017,"2008-11-19"
14.514842,61.274273,3.284911,10.648704,752.440002,"2008-11-20"
16.295042,63.956196,3.587287,10.925208,800.030029,"2008-11-21"
17.131322,68.235319,3.871338,12.297142,851.809998,"2008-11-24"
16.551721,68.884449,3.761383,12.012701,857.390015,"2008-11-25"
16.965721,69.755644,4.022527,12.568354,887.679993,"2008-11-26"
16.742161,69.695856,4.091249,12.260099,896.23999,"2008-11-28"
15.409082,65.681514,3.642265,11.765303,816.210022,"2008-12-01"
15.856201,68.192611,3.90799,12.23364,848.809998,"2008-12-02"
16.452362,68.901528,3.958386,12.687423,870.73999,"2008-12-03"
15.823082,66.142738,3.944642,12.093403,845.219971,"2008-12-04"
16.452362,68.833198,4.178296,12.436056,876.070007,"2008-12-05"
17.396282,72.480276,4.398207,13.192803,909.700012,"2008-12-08"
17.056802,70.626846,4.247019,13.237785,888.669983,"2008-12-09"
17.065082,70.772044,4.366136,12.993032,899.23999,"2008-12-10"
16.104602,68.824661,4.109575,12.568354,873.590027,"2008-12-11"
16.030082,70.208325,4.279089,13.000971,879.72998,"2008-12-12"
15.765122,70.69517,4.123319,12.53528,868.570007,"2008-12-15"
16.651082,73.795615,4.453185,12.625243,913.179993,"2008-12-16"
16.278481,73.317306,4.50358,11.795731,904.419983,"2008-12-17"
15.980401,71.745736,4.393625,11.831452,885.280029,"2008-12-18"
15.831362,71.335757,4.526488,11.906862,887.880005,"2008-12-19"
15.881042,70.028961,4.288251,11.343271,871.630005,"2008-12-22"
15.963842,68.841741,4.210367,11.427942,863.159973,"2008-12-23"
15.872761,68.77341,4.279089,11.250661,868.150024,"2008-12-24"
15.839641,69.465248,4.28367,11.352532,872.799988,"2008-12-26"
15.698881,69.396917,4.137063,11.45837,869.419983,"2008-12-29"
16.013521,71.361386,4.288251,11.416035,890.640015,"2008-12-30"
16.096322,71.882398,4.334066,11.291674,903.25,"2008-12-31"
16.833241,74.624109,4.508162,12.006086,931.799988,"2009-01-02"
16.990562,74.154342,4.544814,12.512789,927.450012,"2009-01-05"
17.189282,76.212765,4.682258,12.306404,934.700012,"2009-01-06"
16.154282,74.982836,4.576884,12.040484,906.650024,"2009-01-07"
16.659362,74.461825,4.645606,12.264068,909.72998,"2009-01-08"
16.162562,72.343614,4.476092,11.983595,890.349976,"2009-01-09"
16.121161,73.206273,4.393625,11.729582,870.26001,"2009-01-12"
16.410961,72.890248,4.292833,11.603899,871.789978,"2009-01-13"
15.806521,71.053904,4.141645,11.289028,842.619995,"2009-01-14"
15.930721,71.848232,4.2516,11.031046,843.73999,"2009-01-15"
16.319881,72.531521,4.334066,10.892133,850.119995,"2009-01-16"
15.301441,70.020425,4.072923,10.34574,805.219971,"2009-01-20"
16.046641,78.083274,4.146226,10.958282,840.23999,"2009-01-21"
14.167082,76.930219,4.178296,11.689893,827.5,"2009-01-22"
14.241602,76.43483,4.159971,11.689893,831.950012,"2009-01-23"
14.597641,78.237015,4.123319,11.859235,836.570007,"2009-01-26"
14.622481,78.288267,4.192041,12.00344,845.710022,"2009-01-27"
14.937122,80.98727,4.421114,12.462516,874.090027,"2009-01-28"
14.564521,79.014264,4.421114,12.303758,845.140015,"2009-01-29"
14.158801,78.279724,4.324903,11.924061,825.880005,"2009-01-30"
14.763241,77.664759,4.324903,12.106633,825.440002,"2009-02-02"
15.318001,79.842758,4.50358,12.301112,838.51001,"2009-02-03"
15.425641,79.287581,4.476092,12.376522,832.22998,"2009-02-04"
15.765122,78.928854,4.641025,12.76151,845.849976,"2009-02-05"
16.278481,82.561415,4.828865,13.192803,868.599976,"2009-02-06"
16.096322,83.145374,4.911331,13.561917,869.890015,"2009-02-09"
15.566401,80.096765,4.535651,12.94276,827.159973,"2009-02-10"
15.905881,81.719832,4.576884,12.809138,833.73999,"2009-02-11"
15.947282,81.64254,4.663932,13.133269,835.190002,"2009-02-12"
15.806521,80.586259,4.641025,13.118716,826.840027,"2009-02-13"
15.081222,77.863984,4.421114,12.506174,789.169983,"2009-02-17"
15.106233,78.585348,4.421114,12.485006,788.419983,"2009-02-18"
14.93116,76.369739,4.361555,11.991533,778.940002,"2009-02-19"
15.006191,76.249513,4.389044,12.06562,770.049988,"2009-02-20"
14.347585,72.453785,4.196622,11.503352,743.330017,"2009-02-23"
14.314239,74.197071,4.366136,11.939937,773.140015,"2009-02-24"
14.139166,73.76769,4.31574,12.060328,764.900024,"2009-02-25"
13.688981,76.40409,4.132482,11.7997,752.830017,"2009-02-26"
13.463888,79.031901,4.192041,11.815576,735.090027,"2009-02-27"
13.163764,76.472793,4.017945,11.634327,700.820007,"2009-03-02"
13.238795,75.373572,3.930897,11.691216,696.330017,"2009-03-03"
13.438879,76.850644,4.045434,12.061651,712.869995,"2009-03-04"
12.730253,75.124536,3.921735,11.753396,682.549988,"2009-03-05"
12.738589,73.690398,3.830105,11.28506,683.380005,"2009-03-06"
12.630211,71.689487,3.788872,10.995326,676.530029,"2009-03-09"
13.739001,74.927018,4.182878,11.725613,719.599976,"2009-03-10"
14.264219,76.103525,4.224111,12.261422,721.359985,"2009-03-11"
14.180851,77.632121,4.613536,12.746958,750.73999,"2009-03-12"
13.880727,77.597769,4.838028,12.691392,756.549988,"2009-03-13"
13.547256,78.336306,4.93882,12.62392,753.890015,"2009-03-16"
14.089146,79.787616,5.103753,13.184865,778.119995,"2009-03-17"
14.139166,78.963199,5.268685,13.430941,794.349976,"2009-03-18"
14.289228,79.572926,5.309918,13.444171,784.039978,"2009-03-19"
14.222534,79.44411,5.112915,13.440202,768.539978,"2009-03-20"
15.281305,84.768434,5.525247,14.243253,822.919983,"2009-03-23"
14.947834,84.416345,5.186219,14.089787,806.119995,"2009-03-24"
14.906149,84.115773,5.112915,14.088464,813.880005,"2009-03-25"
15.698143,84.828547,5.676436,14.535633,832.859985,"2009-03-26"
15.114569,80.85248,5.392385,14.136092,815.940002,"2009-03-27"
14.572679,81.170218,5.15873,13.823867,787.530029,"2009-03-30"
15.314653,83.205487,5.090008,13.907215,797.869995,"2009-03-31"
16.098308,83.823797,5.117497,14.37952,811.080017,"2009-04-01"
16.081636,86.580423,5.415292,14.911361,834.380005,"2009-04-02"
15.631449,87.782692,5.355733,15.345299,842.5,"2009-04-03"
15.639786,87.215906,5.232034,15.670754,835.47998,"2009-04-06"
15.639786,84.802785,5.12666,15.214324,815.549988,"2009-04-07"
15.998268,86.898168,5.264104,15.388959,825.159973,"2009-04-08"
16.398432,87.336132,5.497759,15.818928,856.559998,"2009-04-09"
16.331738,85.833298,5.50234,15.904922,858.72998,"2009-04-13"
16.131656,85.249339,5.438199,15.652232,841.5,"2009-04-14"
15.698143,84.88866,5.341989,15.563591,852.059998,"2009-04-15"
16.473463,87.104269,5.319081,16.067649,865.299988,"2009-04-16"
16.006605,86.966864,5.525247,16.328276,869.599976,"2009-04-17"
15.514735,86.245506,5.209126,15.941965,832.390015,"2009-04-20"
15.814858,87.859977,5.410711,16.108661,850.080017,"2009-04-21"
15.65646,88.066085,5.758902,16.075588,843.549988,"2009-04-22"
15.773174,87.095679,6.120838,16.590228,851.919983,"2009-04-23"
17.432192,85.944941,6.18956,16.391781,866.22998,"2009-04-24"
17.007016,85.833298,6.047534,16.501588,857.51001,"2009-04-27"
16.615189,87.542239,6.184978,16.391781,855.159973,"2009-04-28"
16.881965,89.345639,6.272026,16.55583,873.640015,"2009-04-29"
16.890302,88.632865,6.624799,16.647116,872.809998,"2009-04-30"
16.873628,89.835133,6.322422,16.833657,877.52002,"2009-05-01"
16.831945,91.19198,6.524007,17.47266,907.23999,"2009-05-04"
16.498474,90.899997,6.514844,17.557329,903.799988,"2009-05-05"
16.498474,90.312995,6.423215,17.529547,919.530029,"2009-05-06"
16.106645,88.560596,6.418633,17.074441,907.390015,"2009-05-07"
16.190013,87.611025,6.258282,17.09164,929.22998,"2009-05-08"
16.106645,88.828207,6.162071,17.141913,909.23999,"2009-05-11"
16.581841,89.725986,6.038372,16.460576,908.349976,"2009-05-12"
16.465127,88.275729,5.841368,15.808344,883.919983,"2009-05-13"
16.723566,87.2312,5.832205,16.266096,893.070007,"2009-05-14"
16.856954,87.507439,5.928416,16.195978,882.880005,"2009-05-15"
17.173753,90.278464,6.134582,16.755601,909.710022,"2009-05-18"
17.039517,91.081285,6.148327,16.861441,908.130005,"2009-05-19"
17.098244,89.820944,6.207886,16.652408,903.469971,"2009-05-20"
16.628421,88.759146,6.152908,16.428824,888.330017,"2009-05-21"
16.569693,87.956325,5.955905,16.206563,887,"2009-05-22"
17.064686,90.658289,6.184978,17.301994,910.330017,"2009-05-26"
16.888502,88.854104,6.139163,17.602312,893.059998,"2009-05-27"
17.156974,90.373422,6.281189,17.869553,906.830017,"2009-05-28"
17.52612,91.745983,6.592729,17.967455,919.140015,"2009-05-29"
17.953996,93.550174,6.835546,18.435792,942.869995,"2009-06-01"
17.953996,92.220772,6.789732,18.454314,944.73999,"2009-06-02"
18.230857,91.927264,7.009642,18.647469,931.76001,"2009-06-03"
18.314754,91.789148,6.950083,19.016583,942.460022,"2009-06-04"
18.574835,92.5747,6.913431,19.13962,940.090027,"2009-06-05"
18.499327,92.790512,6.858454,19.031134,939.140015,"2009-06-08"
18.524497,93.351624,6.963827,18.881637,942.429993,"2009-06-09"
18.918813,93.532906,6.826383,18.554861,939.150024,"2009-06-10"
19.153726,94.439318,6.53317,18.515171,944.890015,"2009-06-11"
19.573212,93.412051,6.666032,18.120921,946.210022,"2009-06-12"
19.648719,92.902738,6.469029,18.004499,923.719971,"2009-06-15"
19.673889,92.643761,6.414052,18.038896,911.969971,"2009-06-16"
19.866852,92.367522,6.551496,17.937027,910.710022,"2009-06-17"
19.715837,91.789148,6.464448,17.976716,918.369995,"2009-06-18"
20.194051,91.409317,6.524007,18.452991,921.22998,"2009-06-19"
19.531264,90.226665,6.281189,18.173842,893.039978,"2009-06-22"
19.581602,90.15761,6.487355,17.729317,895.099976,"2009-06-23"
19.690667,89.907267,6.510262,18.021697,900.940002,"2009-06-24"
19.95914,91.556067,6.798895,18.503264,920.26001,"2009-06-25"
19.589992,91.228035,6.656869,18.844594,918.900024,"2009-06-26"
20.017868,91.357524,6.707266,18.782414,927.22998,"2009-06-29"
19.94236,90.140341,6.363656,18.843271,919.320007,"2009-06-30"
20.168883,90.502904,6.414052,18.89619,923.330017,"2009-07-01"
19.606772,87.818209,6.134582,18.524432,896.419983,"2009-07-02"
19.464146,87.749147,6.139163,18.33789,898.719971,"2009-07-06"
18.902035,86.488806,5.942161,17.913213,881.030029,"2009-07-07"
18.927203,86.911796,5.974231,18.153996,879.559998,"2009-07-08"
18.826527,88.120344,6.249119,18.040219,882.679993,"2009-07-09"
18.784578,87.041284,6.162071,18.325985,879.130005,"2009-07-10"
19.489314,89.449747,6.436959,18.831364,901.049988,"2009-07-13"
19.388639,89.130343,6.464448,18.822103,905.840027,"2009-07-14"
20.236,92.557438,6.606473,19.431999,932.679993,"2009-07-15"
20.504471,95.509744,6.601892,19.51667,940.73999,"2009-07-16"
20.378626,99.636068,6.615636,20.076293,940.380005,"2009-07-17"
20.579979,100.516584,6.835546,20.229759,951.130005,"2009-07-20"
20.83167,101.034532,6.730173,20.044541,954.580017,"2009-07-21"
20.8065,99.765556,7.967168,20.736462,954.070007,"2009-07-22"
21.444119,101.051794,7.907609,20.879344,976.289978,"2009-07-23"
19.673889,101.552479,7.889283,21.166433,979.26001,"2009-07-24"
19.388639,101.543845,7.925935,21.180986,982.179993,"2009-07-27"
19.690667,101.241709,7.953424,21.167756,979.619995,"2009-07-28"
19.967528,101.224447,7.861795,21.171725,975.150024,"2009-07-29"
19.975918,101.742395,8.077123,21.536868,986.75,"2009-07-30"
19.732617,101.802822,8.109194,21.616247,987.47998,"2009-07-31"
19.992698,103.520683,8.370338,22.018435,1002.630005,"2009-08-03"
19.94236,103.244444,8.567341,21.902011,1005.650024,"2009-08-04"
19.975918,102.268976,8.475711,21.8438,1002.719971,"2009-08-05"
19.682278,101.800639,8.384081,21.685042,997.080017,"2009-08-06"
19.766175,103.491828,8.718529,21.896719,1010.47998,"2009-08-07"
19.648719,102.945441,8.796414,21.792205,1007.099976,"2009-08-10"
19.405417,102.156225,8.640644,21.54216,994.349976,"2009-08-11"
19.741007,103.457136,8.810158,21.870261,1005.809998,"2009-08-12"
19.816514,103.708646,8.997998,22.281708,1012.72998,"2009-08-13"
19.875242,102.832697,8.759762,22.064739,1004.090027,"2009-08-14"
19.506094,101.349659,8.530689,21.113512,979.72998,"2009-08-17"
19.89419,102.017458,8.709366,21.696949,989.669983,"2009-08-18"
19.953248,102.832697,8.759762,21.776328,996.460022,"2009-08-19"
19.970122,103.162259,8.805576,22.005205,1007.369995,"2009-08-20"
20.594452,103.986174,9.030068,22.387547,1026.130005,"2009-08-21"
20.7885,103.483153,8.814739,22.366379,1025.569946,"2009-08-24"
20.7885,103.058191,8.933858,22.411361,1028,"2009-08-25"
20.712568,103.613246,8.865136,22.148087,1028.119995,"2009-08-26"
20.830685,103.578554,8.906369,22.417977,1030.97998,"2009-08-27"
20.822248,102.529153,8.855973,22.497354,1028.930054,"2009-08-28"
20.796937,102.381718,8.700203,22.253926,1020.619995,"2009-08-31"
20.248539,101.202224,8.5032,21.868938,998.039978,"2009-09-01"
20.130423,100.681855,8.5032,21.853061,994.75,"2009-09-02"
20.341346,100.890005,8.562759,22.034309,1003.23999,"2009-09-03"
20.771627,101.870023,8.713947,22.531752,1016.400024,"2009-09-04"
20.940364,101.609844,8.796414,22.878375,1025.390015,"2009-09-08"
20.906618,101.262933,9.204164,22.641561,1033.369995,"2009-09-09"
21.092229,102.052149,9.149186,22.829424,1044.140015,"2009-09-10"
20.974113,102.381718,9.112534,22.776505,1042.72998,"2009-09-11"
21.092229,103.10155,9.199583,22.98289,1049.339966,"2009-09-14"
21.260967,103.50917,9.06672,23.1734,1052.630005,"2009-09-15"
21.260967,105.651339,9.094209,24.061122,1068.76001,"2009-09-16"
21.345335,105.703373,9.199583,24.415683,1065.48999,"2009-09-17"
21.311588,105.902849,9.511122,24.477863,1068.300049,"2009-09-18"
21.345335,105.43452,9.469889,24.345565,1064.660034,"2009-09-21"
21.74187,105.469212,9.378259,24.406422,1071.660034,"2009-09-22"
21.691247,104.784064,9.020906,24.541366,1060.869995,"2009-09-23"
21.885297,104.88814,8.782669,24.319105,1050.780029,"2009-09-24"
21.556257,105.009558,9.085046,24.127271,1044.380005,"2009-09-25"
21.792491,103.491828,9.446982,24.62736,1062.97998,"2009-09-28"
21.724995,103.040841,9.337026,24.52549,1060.609985,"2009-09-29"
21.699684,103.734663,9.460726,24.521521,1057.079956,"2009-09-30"
20.990985,102.251625,9.149186,23.927501,1029.849976,"2009-10-01"
21.05848,103.222968,9.043813,24.461987,1025.209961,"2009-10-02"
20.7885,103.856081,9.190419,24.610161,1040.459961,"2009-10-05"
21.185035,105.243719,9.405749,25.138032,1054.719971,"2009-10-06"
21.176598,106.483921,9.346189,25.169784,1057.579956,"2009-10-07"
21.6575,106.058958,9.378259,25.040132,1065.47998,"2009-10-08"
21.556257,109.215836,9.272886,25.198889,1071.48999,"2009-10-09"
21.699684,110.178511,9.327864,25.243871,1076.189941,"2009-10-12"
21.775616,110.161162,9.249979,25.139355,1073.189941,"2009-10-13"
21.902169,111.314644,9.41033,25.307374,1092.02002,"2009-10-14"
22.534936,110.993751,9.492796,25.210796,1096.560059,"2009-10-15"
22.357762,105.495229,9.456144,24.878728,1087.680054,"2009-10-16"
22.239646,106.726757,9.593589,25.118188,1097.910034,"2009-10-19"
22.248083,106.518613,9.405749,26.295643,1091.060059,"2009-10-20"
22.425257,104.827431,9.318701,27.110603,1081.400024,"2009-10-21"
22.433694,106.405869,9.465307,27.147646,1092.910034,"2009-10-22"
23.64017,104.385119,9.286631,26.980949,1079.599976,"2009-10-23"
24.197005,104.168301,9.185838,26.787794,1066.949951,"2009-10-26"
24.121073,104.636629,8.746018,26.11175,1063.410034,"2009-10-27"
23.64017,105.373811,8.585666,25.454225,1042.630005,"2009-10-28"
23.808907,106.561979,8.943021,25.976804,1066.109985,"2009-10-29"
23.3955,104.601938,8.695621,24.938262,1036.189941,"2009-10-30"
23.522053,104.558571,8.87888,25.045422,1042.880005,"2009-11-02"
23.226763,105.078941,8.897206,24.971335,1045.410034,"2009-11-03"
23.673917,105.191684,8.800995,25.243871,1046.5,"2009-11-04"
24.019829,106.761448,9.025487,25.669871,1066.630005,"2009-11-05"
24.062015,107.580345,9.676055,25.710885,1069.300049,"2009-11-06"
24.458548,109.766975,9.666892,26.65285,1093.079956,"2009-11-09"
24.475422,110.55974,9.808917,26.853943,1093.01001,"2009-11-10"
24.568229,110.803665,9.946361,26.889665,1098.51001,"2009-11-11"
24.770714,109.99348,9.932617,26.722968,1087.23999,"2009-11-12"
24.998509,110.664275,9.978432,27.048423,1093.47998,"2009-11-13"
24.922578,111.692259,10.106712,27.336833,1109.300049,"2009-11-16"
25.422555,112.058147,10.074642,27.385783,1110.319946,"2009-11-17"
25.515771,111.639978,9.950943,27.248193,1109.800049,"2009-11-18"
25.236123,111.108572,9.863895,26.527166,1094.900024,"2009-11-19"
25.100536,110.603294,9.808917,26.44911,1091.380005,"2009-11-20"
25.37171,111.683538,9.900547,27.237609,1106.23999,"2009-11-23"
25.346287,111.448326,9.772266,27.0471,1105.650024,"2009-11-24"
25.244598,110.882067,9.996757,27.014025,1110.630005,"2009-11-25"
24.761568,109.505622,9.818081,26.53775,1091.48999,"2009-11-27"
24.922578,110.071882,10.033409,26.447787,1095.630005,"2009-11-30"
25.431029,111.45704,9.955524,26.058829,1108.859985,"2009-12-01"
25.236123,110.821086,9.932617,25.960929,1109.23999,"2009-12-02"
25.278493,111.117286,9.676055,25.994003,1099.920044,"2009-12-03"
25.405606,110.855933,9.895965,25.575941,1105.97998,"2009-12-04"
25.244598,110.672989,9.804336,24.997796,1103.25,"2009-12-07"
25.058164,110.463911,9.721869,25.119511,1091.939941,"2009-12-08"
25.176802,111.849062,9.758521,26.168637,1095.949951,"2009-12-09"
25.312391,112.676668,10.221249,25.987388,1102.349976,"2009-12-10"
25.295442,112.972861,10.262482,25.754543,1106.410034,"2009-12-11"
25.515771,113.190653,10.464067,26.060152,1114.109985,"2009-12-14"
25.439503,111.936184,10.413671,25.688394,1107.930054,"2009-12-15"
25.507297,112.127842,10.280809,25.802171,1109.180054,"2009-12-16"
25.083588,110.986609,10.193761,25.382784,1096.079956,"2009-12-17"
25.727626,111.430906,10.84891,25.85509,1102.469971,"2009-12-18"
25.863213,112.075561,10.601511,26.225525,1114.050049,"2009-12-21"
26.117438,113.190653,10.867236,26.507322,1118.02002,"2009-12-22"
26.20218,113.251641,10.876399,26.737522,1120.589966,"2009-12-23"
26.269973,113.748212,10.839747,27.655673,1126.47998,"2009-12-24"
26.414034,115.264033,10.908469,27.995679,1127.780029,"2009-12-28"
26.600466,114.863304,10.771025,27.663611,1126.199951,"2009-12-29"
26.236076,115.490545,10.679396,27.999648,1126.420044,"2009-12-30"
25.829315,114.035685,10.564859,27.879257,1115.099976,"2009-12-31"
26.227603,115.385996,10.560277,28.313195,1132.98999,"2010-01-04"
26.236076,113.992138,10.807677,28.362145,1136.52002,"2010-01-05"
26.075067,113.251641,10.729792,27.911008,1137.140015,"2010-01-06"
25.803894,112.859619,10.702304,27.859412,1141.689941,"2010-01-07"
25.981851,113.992138,10.665652,28.04463,1144.97998,"2010-01-08"
25.651358,112.798631,10.633581,27.797232,1146.97998,"2010-01-11"
25.481874,113.695931,10.454904,27.481038,1136.219971,"2010-01-12"
25.719151,113.452005,10.711466,27.868673,1145.680054,"2010-01-13"
26.236076,115.264033,10.789351,27.707269,1148.459961,"2010-01-14"
26.151335,114.802316,10.66107,27.244224,1136.030029,"2010-01-15"
26.354715,116.858269,10.803095,28.449462,1150.22998,"2010-01-19"
25.922532,113.469432,10.670233,28.011555,1138.040039,"2010-01-20"
25.431029,112.380474,10.84891,27.527342,1116.47998,"2010-01-21"
24.541239,109.331392,10.496137,26.162022,1091.76001,"2010-01-22"
24.84631,109.871517,10.262482,26.86585,1096.780029,"2010-01-25"
24.998845,109.549183,10.326623,27.245547,1092.170044,"2010-01-26"
25.142907,110.054461,10.267064,27.502206,1097.5,"2010-01-27"
24.710723,107.80685,10.115876,26.365761,1084.530029,"2010-01-28"
23.880253,106.622063,9.983014,25.409244,1073.869995,"2010-01-29"
24.075159,108.608322,10.184597,25.762481,1089.189941,"2010-02-01"
24.117529,109.357526,10.28539,25.911978,1103.319946,"2010-02-02"
24.261591,109.470782,10.276227,26.357823,1097.280029,"2010-02-03"
23.592131,107.153476,9.992176,25.407921,1063.109985,"2010-02-04"
23.744666,107.606479,9.94178,25.859059,1066.189941,"2010-02-05"
23.49044,106.652662,10.037991,25.681779,1056.73999,"2010-02-08"
23.736192,107.816497,10.166272,25.955637,1070.52002,"2010-02-09"
23.719243,107.466471,10.248739,25.814078,1068.130005,"2010-02-10"
23.829409,108.271533,10.335786,26.283736,1078.469971,"2010-02-11"
23.668399,108.507797,10.354112,26.509966,1075.51001,"2010-02-12"
24.136659,109.584128,10.482393,26.909508,1094.869995,"2010-02-16"
24.34099,110.546696,10.606092,26.797055,1099.51001,"2010-02-17"
24.664514,111.841785,10.656489,26.847328,1106.75,"2010-02-18"
24.494239,111.29925,10.702304,26.680632,1109.170044,"2010-02-19"
24.460183,111.001725,10.491556,26.515259,1108.01001,"2010-02-22"
24.119631,110.660451,10.390764,26.070736,1094.599976,"2010-02-23"
24.375044,111.64927,10.574022,26.547011,1105.23999,"2010-02-24"
24.349504,111.19424,10.491556,26.724291,1102.939941,"2010-02-25"
24.4091,111.272999,10.496137,27.070912,1104.48999,"2010-02-26"
24.707084,112.506841,10.670233,27.649058,1115.709961,"2010-03-01"
24.230309,111.500511,10.688559,27.630535,1118.310059,"2010-03-02"
24.230309,111.027976,10.564859,27.694038,1118.790039,"2010-03-03"
24.375044,110.88797,10.500719,27.876611,1122.969971,"2010-03-04"
24.34099,111.351752,10.706885,28.966751,1138.699951,"2010-03-05"
24.375044,110.616702,10.683977,28.983948,1138.5,"2010-03-08"
24.519779,109.864148,10.821422,29.505205,1140.449951,"2010-03-09"
24.664514,109.925402,11.100891,29.745987,1145.609985,"2010-03-10"
24.843305,111.658023,11.119217,29.833306,1150.23999,"2010-03-11"
24.919929,111.955547,11.123798,29.978834,1149.98999,"2010-03-12"
