Year,ID,Name,Ideal.point
1973,POL,Poland,-2.338
1973,AUS,Austria,1.28
1973,HUN,Hungary,-2.339
1973,CZE,Czechoslovakia,-2.326
1973,ITA,Italy,1.562
1973,MLT,Malta,0.128
1973,ALB,Albania,-1.377
1973,YUG,Yugoslavia,-0.573
1973,GRC,Greece,1.086
1973,CYP,Cyprus,0.047
1973,BUL,Bulgaria,-2.333
1973,ROM,Romania,-1.266
1973,RUS,Russia,-2.314
1973,UKR,Ukraine,-2.315
1973,BLR,Belarus,-2.29
1973,FIN,Finland,1.161
1973,SWD,Sweden,1.255
1973,NOR,Norway,1.328
1973,DEN,Denmark,1.437
1973,ICE,Iceland,0.849
1973,EQG,Equatorial Guinea,-0.768
1973,GAM,Gambia,0.103
1973,MLI,Mali,-0.92
1973,SEN,Senegal,-0.326
1973,BEN,Benin,0.058
1973,MAA,Mauritania,-0.735
1973,NIR,Niger,-0.233
1973,CDI,Ivory Coast,0.356
1973,GUI,Guinea,-0.934
1973,BFO,Burkina Faso,-0.055
1973,LBR,Liberia,0.238
1973,SIE,Sierra Leone,-0.127
1973,GHA,Ghana,0.196
1973,TOG,Togo,-0.049
1973,CAO,Cameroon,-0.269
1973,NIG,Nigeria,-0.307
1973,GAB,Gabon,-0.018
1973,CEN,Central African Republic,0.144
1973,CHA,Chad,-0.267
1973,CON,Congo,-0.782
1973,DRC,Democratic Republic of the Congo,-0.029
1973,UGA,Uganda,-0.355
1973,KEN,Kenya,-0.098
1973,TAZ,Tanzania,-0.757
1973,BUI,Burundi,-0.524
1973,RWA,Rwanda,0.035
1973,SOM,Somalia,-0.707
1973,ETH,Ethiopia,-0.055
1973,ZAM,Zambia,-0.611
1973,MAW,Malawi,1.207
1973,SAF,South Africa,2.662
1973,LES,Lesotho,0.418
1973,BOT,Botswana,0.216
1973,SWA,Swaziland,0.508
1973,MAG,Madagascar,-0.261
1973,MAS,Mauritius,-0.094
1973,MOR,Morocco,-0.255
1973,ALG,Algeria,-1.013
1973,TUN,Tunisia,-0.398
1973,LIB,Libya,-0.908
1973,SUD,Sudan,-0.827
1973,IRN,Iran,0.319
1973,TUR,Turkey,0.554
1973,IRQ,Iraq,-0.973
1973,EGY,Egypt,-0.765
1973,SYR,Syria,-0.896
1973,LEB,Lebanon,-0.361
1973,JOR,Jordan,-0.112
1973,ISR,Israel,1.638
1973,SAU,Saudi Arabia,-0.365
1973,YAR,Yemen Arab Republic,-0.895
1973,YPR,Yemen People's Republic,-0.971
1973,KUW,Kuwait,-0.567
1973,BAH,Bahrain,-0.451
1973,QAT,Qatar,-0.439
1973,UAE,United Arab Emirates,-0.58
1973,OMA,Oman,-0.499
1973,AFG,Afghanistan,-0.398
1973,CHN,China,-0.721
1973,MON,Mongolia,-2.302
1973,JPN,Japan,1.321
1973,IND,India,-0.334
1973,BHU,Bhutan,0.204
1973,PAK,Pakistan,-0.312
1973,MYA,Myanmar,0.024
1973,SRI,Sri Lanka,-0.242
1973,NEP,Nepal,0.299
1973,THI,Thailand,0.302
1973,CAM,Cambodia,0.648
1973,LAO,Laos,0.433
1973,MAL,Malaysia,0.004
1973,SIN,Singapore,0.223
1973,PHI,Philippines,0.281
1973,INS,Indonesia,-0.057
1973,AUL,Australia,0.894
1973,NEW,New Zealand,0.976
1973,FIJ,Fiji,0.499
1974,USA,United States of America,2.031
1974,CAN,Canada,1.471
1974,BHM,Bahamas,0.688
1974,CUB,Cuba,-2.047
1974,HAI,Haiti,0.683
1974,DOM,Dominican Republic,0.901
1974,JAM,Jamaica,0.147
1974,TRI,Trinidad and Tobago,-0.009
1974,BAR,Barbados,0.87
1974,GRN,Grenada,0.504
1974,MEX,Mexico,0.385
1974,GUA,Guatemala,0.827
1974,HON,Honduras,0.891
1974,SAL,El Salvador,0.842
1974,NIC,Nicaragua,1.575
1974,COS,Costa Rica,1.138
1974,PAN,Panama,0.526
1974,COL,Colombia,0.804
1974,VEN,Venezuela,0.654
1974,GUY,Guyana,-0.437
1974,ECU,Ecuador,0.543
1974,PER,Peru,0.1
1974,BRA,Brazil,0.652
1974,BOL,Bolivia,1.397
1974,PAR,Paraguay,1.002
1974,CHL,Chile,0.84
1974,ARG,Argentina,0.17
1974,URU,Uruguay,1.222
1974,UKG,United Kingdom,1.777
1974,IRE,Ireland,1.37
1974,NTH,Netherlands,1.57
1974,BEL,Belgium,1.621
1974,LUX,Luxembourg,1.614
1974,FRN,France,1.318
1974,SPN,Spain,0.843
1974,POR,Portugal,0.85
1974,GFR,German Federal Republic,1.625
1974,GDR,German Democratic Republic,-2.336
1974,POL,Poland,-2.318
1974,AUS,Austria,1.272
1974,HUN,Hungary,-2.323
1974,CZE,Czechoslovakia,-2.322
1974,ITA,Italy,1.513
1974,MLT,Malta,-0.224
1974,ALB,Albania,-1.389
1974,YUG,Yugoslavia,-0.689
1974,GRC,Greece,0.662
1974,CYP,Cyprus,-0.1
1974,BUL,Bulgaria,-2.321
1974,ROM,Romania,-1.172
1974,RUS,Russia,-2.314
1974,UKR,Ukraine,-2.307
1974,BLR,Belarus,-2.292
1974,FIN,Finland,0.843
1974,SWD,Sweden,1.148
1974,NOR,Norway,1.297
1974,DEN,Denmark,1.504
1974,ICE,Iceland,1.176
1974,GNB,Guinea-Bissau,-0.626
1974,EQG,Equatorial Guinea,-0.799
1974,GAM,Gambia,-0.114
1974,MLI,Mali,-0.801
1974,SEN,Senegal,-0.465
1974,BEN,Benin,-0.273
1974,MAA,Mauritania,-0.776
1974,NIR,Niger,-0.253
1974,CDI,Ivory Coast,0.381
1974,GUI,Guinea,-0.992
1974,BFO,Burkina Faso,-0.263
1974,LBR,Liberia,-0.309
1974,SIE,Sierra Leone,-0.327
1974,GHA,Ghana,0.063
1974,TOG,Togo,-0.284
1974,CAO,Cameroon,-0.294
1974,NIG,Nigeria,-0.117
1974,GAB,Gabon,-0.131
1974,CEN,Central African Republic,0.047
1974,CHA,Chad,-0.327
1974,CON,Congo,-0.568
1974,DRC,Democratic Republic of the Congo,-0.285
1974,UGA,Uganda,-0.54
1974,KEN,Kenya,0.103
1974,TAZ,Tanzania,-0.676
1974,BUI,Burundi,-0.807
1974,RWA,Rwanda,-0.025
1974,SOM,Somalia,-0.649
1974,ETH,Ethiopia,-0.095
1974,ZAM,Zambia,-0.686
1974,MAW,Malawi,1.22
1974,SAF,South Africa,2.666
1974,LES,Lesotho,0.47
1974,BOT,Botswana,0.113
1974,SWA,Swaziland,0.46
1974,MAG,Madagascar,-0.43
1974,MAS,Mauritius,-0.487
1974,MOR,Morocco,0.036
1974,ALG,Algeria,-1.086
1974,TUN,Tunisia,-0.161
1974,LIB,Libya,-0.097
1974,SUD,Sudan,-0.739
1974,IRN,Iran,0.303
1974,TUR,Turkey,0.4
1974,IRQ,Iraq,-0.997
1974,EGY,Egypt,-0.442
1974,SYR,Syria,-0.921
1974,LEB,Lebanon,-0.136
1974,JOR,Jordan,0.035
1974,ISR,Israel,2.023
1974,SAU,Saudi Arabia,-0.244
1974,YAR,Yemen Arab Republic,-0.888
1974,YPR,Yemen People's Republic,-1.135
1974,KUW,Kuwait,-0.777
1974,BAH,Bahrain,-0.362
1974,QAT,Qatar,-0.233
1974,UAE,United Arab Emirates,-0.519
1974,OMA,Oman,-0.159
1974,AFG,Afghanistan,-0.375
1974,CHN,China,-0.782
1974,MON,Mongolia,-2.302
1974,JPN,Japan,1.059
1974,IND,India,-0.587
1974,BHU,Bhutan,-0.198
1974,PAK,Pakistan,-0.258
1974,BNG,Bangladesh,-0.249
1974,MYA,Myanmar,0.081
1974,SRI,Sri Lanka,-0.171
1974,NEP,Nepal,0.389
1974,THI,Thailand,0.359
1974,CAM,Cambodia,0.383
1974,LAO,Laos,0.543
1974,MAL,Malaysia,0.124
1974,SIN,Singapore,0.272
1974,PHI,Philippines,0.282
1974,INS,Indonesia,0.05
1974,AUL,Australia,0.982
1974,NEW,New Zealand,0.919
1974,FIJ,Fiji,0.506
1975,USA,United States of America,2.145
1975,CAN,Canada,1.457
1975,BHM,Bahamas,0.933
1975,CUB,Cuba,-1.873
1975,HAI,Haiti,1.077
1975,DOM,Dominican Republic,0.829
1975,JAM,Jamaica,-0.021
1975,TRI,Trinidad and Tobago,-0.054
1975,BAR,Barbados,0.974
1975,GRN,Grenada,0.386
1975,MEX,Mexico,0.109
1975,GUA,Guatemala,0.898
1975,HON,Honduras,0.956
1975,SAL,El Salvador,0.959
1975,NIC,Nicaragua,1.687
1975,COS,Costa Rica,1.295
1975,PAN,Panama,0.241
1975,COL,Colombia,0.612
1975,VEN,Venezuela,0.486
1975,GUY,Guyana,-0.545
1975,SUR,Suriname,0.409
1975,ECU,Ecuador,0.366
1975,PER,Peru,0.011
1975,BRA,Brazil,0.335
1975,BOL,Bolivia,0.942
1975,PAR,Paraguay,1.048
1975,CHL,Chile,0.786
1975,ARG,Argentina,0.096
1975,URU,Uruguay,0.993
1975,UKG,United Kingdom,1.859
1975,IRE,Ireland,1.334
1975,NTH,Netherlands,1.674
1975,BEL,Belgium,1.669
1975,LUX,Luxembourg,1.639
1975,FRN,France,1.475
1975,SPN,Spain,0.687
1975,POR,Portugal,0.483
1975,GFR,German Federal Republic,1.805
1975,GDR,German Democratic Republic,-2.402
1975,POL,Poland,-2.383
1975,AUS,Austria,0.997
1975,HUN,Hungary,-2.397
1975,CZE,Czechoslovakia,-2.384
1975,ITA,Italy,1.447
1975,MLT,Malta,-0.369
1975,ALB,Albania,-1.1
1975,YUG,Yugoslavia,-0.643
1975,GRC,Greece,0.447
1975,CYP,Cyprus,-0.175
1975,BUL,Bulgaria,-2.387
1975,ROM,Romania,-1.326
1975,RUS,Russia,-2.402
1975,UKR,Ukraine,-2.388
1975,BLR,Belarus,-2.359
1975,FIN,Finland,0.654
1975,SWD,Sweden,0.992
1975,NOR,Norway,1.274
1975,DEN,Denmark,1.476
1975,ICE,Iceland,1.186
1975,CAP,Cape Verde,-1.284
1975,STP,Sao Tome and Principe,-0.989
1975,GNB,Guinea-Bissau,-0.624
1975,EQG,Equatorial Guinea,-0.715
1975,GAM,Gambia,-0.169
1975,MLI,Mali,-0.704
1975,SEN,Senegal,-0.557
1975,BEN,Benin,-0.907
1975,MAA,Mauritania,-0.577
1975,NIR,Niger,-0.247
1975,CDI,Ivory Coast,0.404
1975,GUI,Guinea,-0.819
1975,BFO,Burkina Faso,-0.204
1975,LBR,Liberia,0.716
1975,SIE,Sierra Leone,-0.029
1975,GHA,Ghana,-0.193
1975,TOG,Togo,-0.169
1975,CAO,Cameroon,-0.346
1975,NIG,Nigeria,-0.345
1975,GAB,Gabon,0.453
1975,CEN,Central African Republic,0.767
1975,CHA,Chad,-0.39
1975,CON,Congo,-0.602
1975,DRC,Democratic Republic of the Congo,-0.091
1975,UGA,Uganda,-0.529
1975,KEN,Kenya,0.108
1975,TAZ,Tanzania,-0.676
1975,BUI,Burundi,-0.695
1975,RWA,Rwanda,-0.25
1975,SOM,Somalia,-0.609
1975,ETH,Ethiopia,-0.077
1975,MZM,Mozambique,-0.754
1975,ZAM,Zambia,-0.54
1975,MAW,Malawi,1.167
1975,LES,Lesotho,0.331
1975,BOT,Botswana,-0.17
1975,SWA,Swaziland,0.676
1975,MAG,Madagascar,-0.61
1975,COM,Comoros,-0.769
1975,MAS,Mauritius,-0.145
1975,MOR,Morocco,0.053
1975,ALG,Algeria,-0.89
1975,TUN,Tunisia,-0.15
1975,LIB,Libya,-0.371
1975,SUD,Sudan,-0.605
1975,IRN,Iran,0.241
1975,TUR,Turkey,0.312
1975,IRQ,Iraq,-0.733
1975,EGY,Egypt,-0.453
1975,SYR,Syria,-0.811
1975,LEB,Lebanon,-0.136
1975,JOR,Jordan,0.021
1975,ISR,Israel,2.326
1975,SAU,Saudi Arabia,0.064
1975,YAR,Yemen Arab Republic,-0.803
1975,YPR,Yemen People's Republic,-1.019
1975,KUW,Kuwait,-0.536
1975,BAH,Bahrain,-0.242
1975,QAT,Qatar,-0.159
1975,UAE,United Arab Emirates,-0.294
1975,OMA,Oman,0.005
1975,AFG,Afghanistan,-0.248
1975,CHN,China,-0.503
1975,MON,Mongolia,-2.374
1975,JPN,Japan,0.952
1975,IND,India,-0.362
1975,BHU,Bhutan,-0.111
1975,PAK,Pakistan,-0.162
1975,BNG,Bangladesh,-0.215
1975,MYA,Myanmar,-0.002
1975,SRI,Sri Lanka,-0.221
1975,MAD,Maldives,0.017
1975,NEP,Nepal,0.28
1975,THI,Thailand,0.254
1975,CAM,Cambodia,0.056
1975,LAO,Laos,-0.082
1975,MAL,Malaysia,-0.029
1975,SIN,Singapore,0.224
1975,PHI,Philippines,0.211
1975,INS,Indonesia,-0.048
1975,AUL,Australia,1.092
1975,PNG,Papua New Guinea,0.494
1975,NEW,New Zealand,0.924
1975,FIJ,Fiji,0.396
1976,USA,United States of America,2.393
1976,CAN,Canada,1.501
1976,BHM,Bahamas,0.711
1976,CUB,Cuba,-1.763
1976,HAI,Haiti,1.123
1976,DOM,Dominican Republic,0.619
1976,JAM,Jamaica,-0.089
1976,TRI,Trinidad and Tobago,-0.206
1976,BAR,Barbados,0.405
1976,GRN,Grenada,0.547
1976,MEX,Mexico,0.116
1976,GUA,Guatemala,1.185
1976,HON,Honduras,0.912
1976,SAL,El Salvador,0.738
1976,NIC,Nicaragua,1.273
1976,COS,Costa Rica,1.119
1976,PAN,Panama,-0.1
1976,COL,Colombia,0.356
1976,VEN,Venezuela,0.285
1976,GUY,Guyana,-0.555
1976,SUR,Suriname,0.414
1976,ECU,Ecuador,0.203
1976,PER,Peru,-0.175
1976,BRA,Brazil,0.287
1976,BOL,Bolivia,0.589
1976,PAR,Paraguay,1.139
1976,CHL,Chile,0.693
1976,ARG,Argentina,0.174
1976,URU,Uruguay,1.097
1976,UKG,United Kingdom,2.071
1976,IRE,Ireland,1.376
1976,NTH,Netherlands,1.665
1976,BEL,Belgium,1.781
1976,LUX,Luxembourg,1.813
1976,FRN,France,1.863
1976,SPN,Spain,0.724
1976,POR,Portugal,0.791
1976,GFR,German Federal Republic,1.979
1976,GDR,German Democratic Republic,-2.308
1976,POL,Poland,-2.201
1976,AUS,Austria,1.003
1976,HUN,Hungary,-2.293
1976,CZE,Czechoslovakia,-2.3
1976,ITA,Italy,1.57
1976,MLT,Malta,-0.376
1976,ALB,Albania,-1.209
1976,YUG,Yugoslavia,-0.568
1976,GRC,Greece,0.361
1976,CYP,Cyprus,-0.304
1976,BUL,Bulgaria,-2.303
1976,ROM,Romania,-1.606
1976,RUS,Russia,-2.304
1976,UKR,Ukraine,-2.293
1976,BLR,Belarus,-2.283
1976,FIN,Finland,0.788
1976,SWD,Sweden,1.072
1976,NOR,Norway,1.147
1976,DEN,Denmark,1.41
1976,ICE,Iceland,1.13
1976,CAP,Cape Verde,-1.278
1976,STP,Sao Tome and Principe,-0.979
1976,GNB,Guinea-Bissau,-0.636
1976,EQG,Equatorial Guinea,-0.641
1976,GAM,Gambia,-0.232
1976,MLI,Mali,-0.449
1976,SEN,Senegal,-0.518
1976,BEN,Benin,-0.791
1976,MAA,Mauritania,-0.371
1976,NIR,Niger,-0.221
1976,CDI,Ivory Coast,0.263
1976,GUI,Guinea,-0.849
1976,BFO,Burkina Faso,-0.172
1976,LBR,Liberia,0.42
1976,SIE,Sierra Leone,-0.161
1976,GHA,Ghana,-0.336
1976,TOG,Togo,-0.33
1976,CAO,Cameroon,-0.393
1976,NIG,Nigeria,-0.565
1976,GAB,Gabon,0.32
1976,CEN,Central African Republic,0.566
1976,CHA,Chad,-0.28
1976,CON,Congo,-0.583
1976,DRC,Democratic Republic of the Congo,-0.084
1976,UGA,Uganda,-0.596
1976,KEN,Kenya,-0.023
1976,TAZ,Tanzania,-0.389
1976,BUI,Burundi,-0.624
1976,RWA,Rwanda,-0.38
1976,SOM,Somalia,-0.553
1976,ETH,Ethiopia,-0.272
1976,ANG,Angola,-0.633
1976,MZM,Mozambique,-0.749
1976,ZAM,Zambia,-0.525
1976,MAW,Malawi,1.076
1976,LES,Lesotho,0.187
1976,BOT,Botswana,-0.047
1976,SWA,Swaziland,0.609
1976,MAG,Madagascar,-0.579
1976,COM,Comoros,-0.717
1976,MAS,Mauritius,-0.316
1976,MOR,Morocco,-0.078
1976,ALG,Algeria,-0.765
1976,TUN,Tunisia,-0.155
1976,LIB,Libya,-0.35
1976,SUD,Sudan,-0.532
1976,IRN,Iran,0.419
1976,TUR,Turkey,0.271
1976,IRQ,Iraq,-0.62
1976,EGY,Egypt,-0.467
1976,SYR,Syria,-0.91
1976,LEB,Lebanon,-0.229
1976,JOR,Jordan,-0.073
1976,ISR,Israel,2.395
1976,SAU,Saudi Arabia,-0.048
1976,YAR,Yemen Arab Republic,-0.757
1976,YPR,Yemen People's Republic,-0.923
1976,KUW,Kuwait,-0.38
1976,BAH,Bahrain,-0.216
1976,QAT,Qatar,-0.183
1976,UAE,United Arab Emirates,-0.314
1976,OMA,Oman,-0.091
1976,AFG,Afghanistan,-0.321
1976,CHN,China,-0.814
1976,MON,Mongolia,-2.285
1976,JPN,Japan,1.112
1976,IND,India,-0.421
1976,BHU,Bhutan,-0.159
1976,PAK,Pakistan,-0.262
1976,BNG,Bangladesh,-0.255
1976,MYA,Myanmar,-0.159
1976,SRI,Sri Lanka,-0.333
1976,MAD,Maldives,-0.224
1976,NEP,Nepal,0.154
1976,THI,Thailand,-0.009
1976,CAM,Cambodia,-0.188
1976,LAO,Laos,-0.289
1976,MAL,Malaysia,-0.094
1976,SIN,Singapore,0.097
1976,PHI,Philippines,-0.017
1976,INS,Indonesia,-0.114
1976,AUL,Australia,1.212
1976,PNG,Papua New Guinea,0.673
1976,NEW,New Zealand,1.101
1976,FIJ,Fiji,0.538
1977,USA,United States of America,2.206
1977,CAN,Canada,1.687
1977,BHM,Bahamas,0.537
1977,CUB,Cuba,-1.793
1977,HAI,Haiti,0.367
1977,DOM,Dominican Republic,0.631
1977,JAM,Jamaica,-0.184
1977,TRI,Trinidad and Tobago,-0.276
1977,BAR,Barbados,0.138
1977,GRN,Grenada,0.382
1977,MEX,Mexico,0.205
1977,GUA,Guatemala,1.192
1977,HON,Honduras,0.802
1977,SAL,El Salvador,0.829
1977,NIC,Nicaragua,1.062
1977,COS,Costa Rica,0.796
1977,PAN,Panama,0.351
1977,COL,Colombia,0.316
1977,VEN,Venezuela,0.123
1977,GUY,Guyana,-0.635
1977,SUR,Suriname,0.498
1977,ECU,Ecuador,0.218
1977,PER,Peru,0.021
1977,BRA,Brazil,0.238
1977,BOL,Bolivia,0.446
1977,PAR,Paraguay,0.965
1977,CHL,Chile,0.439
1977,ARG,Argentina,0.187
1977,URU,Uruguay,0.879
1977,UKG,United Kingdom,1.957
1977,IRE,Ireland,1.432
1977,NTH,Netherlands,1.555
1977,BEL,Belgium,1.766
1977,LUX,Luxembourg,1.721
1977,FRN,France,1.72
1977,SPN,Spain,0.671
1977,POR,Portugal,0.784
1977,GFR,German Federal Republic,1.874
1977,GDR,German Democratic Republic,-2.444
1977,POL,Poland,-2.337
1977,AUS,Austria,1.109
1977,HUN,Hungary,-2.467
1977,CZE,Czechoslovakia,-2.45
1977,ITA,Italy,1.471
1977,MLT,Malta,-0.349
1977,ALB,Albania,-1.351
1977,YUG,Yugoslavia,-0.474
1977,GRC,Greece,0.384
1977,CYP,Cyprus,-0.332
1977,BUL,Bulgaria,-2.454
1977,ROM,Romania,-1.227
1977,RUS,Russia,-2.454
1977,UKR,Ukraine,-2.44
1977,BLR,Belarus,-2.454
1977,FIN,Finland,0.902
1977,SWD,Sweden,1.075
1977,NOR,Norway,1.248
1977,DEN,Denmark,1.396
1977,ICE,Iceland,1.219
1977,CAP,Cape Verde,-0.866
1977,STP,Sao Tome and Principe,-0.799
1977,GNB,Guinea-Bissau,-0.498
1977,EQG,Equatorial Guinea,-0.642
1977,GAM,Gambia,-0.297
1977,MLI,Mali,-0.361
1977,SEN,Senegal,-0.328
1977,BEN,Benin,-0.646
1977,MAA,Mauritania,-0.227
1977,NIR,Niger,-0.167
1977,CDI,Ivory Coast,0.549
1977,GUI,Guinea,-0.64
1977,BFO,Burkina Faso,-0.298
1977,LBR,Liberia,0.367
1977,SIE,Sierra Leone,-0.185
1977,GHA,Ghana,-0.266
1977,TOG,Togo,-0.346
1977,CAO,Cameroon,-0.371
1977,NIG,Nigeria,-0.367
1977,GAB,Gabon,-0.063
1977,CEN,Central African Republic,0.43
1977,CHA,Chad,-0.189
1977,CON,Congo,-0.656
1977,DRC,Democratic Republic of the Congo,0.126
1977,UGA,Uganda,-0.676
1977,KEN,Kenya,-0.228
1977,TAZ,Tanzania,-0.438
1977,BUI,Burundi,-0.537
1977,RWA,Rwanda,-0.215
1977,SOM,Somalia,-0.388
1977,DJI,Djibouti,-0.36
1977,ETH,Ethiopia,-0.324
1977,ANG,Angola,-0.621
1977,MZM,Mozambique,-0.553
1977,ZAM,Zambia,-0.439
1977,MAW,Malawi,0.861
1977,LES,Lesotho,0.179
1977,BOT,Botswana,-0.068
1977,SWA,Swaziland,0.48
1977,MAG,Madagascar,-0.525
1977,COM,Comoros,-0.578
1977,MAS,Mauritius,-0.327
1977,MOR,Morocco,-0.054
1977,ALG,Algeria,-0.597
1977,TUN,Tunisia,-0.259
1977,LIB,Libya,-0.344
1977,SUD,Sudan,-0.428
1977,IRN,Iran,0.379
1977,TUR,Turkey,0.262
1977,IRQ,Iraq,-0.474
1977,EGY,Egypt,-0.409
1977,SYR,Syria,-0.835
1977,LEB,Lebanon,-0.098
1977,JOR,Jordan,-0.193
1977,ISR,Israel,2.202
1977,SAU,Saudi Arabia,-0.136
1977,YAR,Yemen Arab Republic,-0.698
1977,YPR,Yemen People's Republic,-0.679
1977,KUW,Kuwait,-0.357
1977,BAH,Bahrain,-0.29
1977,QAT,Qatar,-0.271
1977,UAE,United Arab Emirates,-0.338
1977,OMA,Oman,-0.15
1977,AFG,Afghanistan,-0.188
1977,CHN,China,-0.797
1977,MON,Mongolia,-2.432
1977,JPN,Japan,1.09
1977,IND,India,-0.386
1977,BHU,Bhutan,-0.265
1977,PAK,Pakistan,-0.136
1977,BNG,Bangladesh,-0.234
1977,MYA,Myanmar,-0.361
1977,SRI,Sri Lanka,-0.323
1977,MAD,Maldives,-0.156
1977,NEP,Nepal,0.075
1977,THI,Thailand,0.084
1977,LAO,Laos,-0.367
1977,DRV,Vietnam,-1.198
1977,MAL,Malaysia,-0.061
1977,SIN,Singapore,0.149
1977,PHI,Philippines,0.024
1977,INS,Indonesia,-0.108
1977,AUL,Australia,1.371
1977,PNG,Papua New Guinea,0.555
1977,NEW,New Zealand,1.222
1977,FIJ,Fiji,0.598
1977,WSM,Samoa,0.572
1978,USA,United States of America,2.228
1978,CAN,Canada,1.768
1978,BHM,Bahamas,0.525
1978,CUB,Cuba,-1.643
1978,HAI,Haiti,0.308
1978,DOM,Dominican Republic,0.664
1978,JAM,Jamaica,-0.188
1978,TRI,Trinidad and Tobago,-0.126
1978,BAR,Barbados,-0.118
1978,GRN,Grenada,0.287
1978,MEX,Mexico,0.309
1978,GUA,Guatemala,1.14
1978,HON,Honduras,0.742
1978,SAL,El Salvador,0.84
1978,NIC,Nicaragua,0.953
1978,COS,Costa Rica,0.478
1978,PAN,Panama,0.332
1978,COL,Colombia,0.301
1978,VEN,Venezuela,0.05
1978,GUY,Guyana,-0.312
1978,SUR,Suriname,0.413
1978,ECU,Ecuador,0.26
1978,PER,Peru,0.029
1978,BRA,Brazil,0.25
1978,BOL,Bolivia,0.352
1978,PAR,Paraguay,0.722
1978,CHL,Chile,0.45
1978,ARG,Argentina,0.089
1978,URU,Uruguay,0.64
1978,UKG,United Kingdom,2.018
1978,IRE,Ireland,1.442
1978,NTH,Netherlands,1.628
1978,BEL,Belgium,1.688
1978,LUX,Luxembourg,1.789
1978,FRN,France,1.685
1978,SPN,Spain,0.728
1978,POR,Portugal,0.977
1978,GFR,German Federal Republic,1.886
1978,GDR,German Democratic Republic,-2.377
1978,POL,Poland,-2.057
1978,AUS,Austria,1.243
1978,HUN,Hungary,-2.441
1978,CZE,Czechoslovakia,-2.461
1978,ITA,Italy,1.641
1978,MLT,Malta,-0.228
1978,ALB,Albania,-1.645
1978,YUG,Yugoslavia,-0.439
1978,GRC,Greece,0.644
1978,CYP,Cyprus,-0.224
1978,BUL,Bulgaria,-2.486
1978,ROM,Romania,-0.904
1978,RUS,Russia,-2.494
1978,UKR,Ukraine,-2.49
1978,BLR,Belarus,-2.493
1978,FIN,Finland,1.022
1978,SWD,Sweden,1.119
1978,NOR,Norway,1.285
1978,DEN,Denmark,1.449
1978,ICE,Iceland,1.257
1978,CAP,Cape Verde,-0.631
1978,STP,Sao Tome and Principe,-0.918
1978,GNB,Guinea-Bissau,-0.675
1978,EQG,Equatorial Guinea,-0.871
1978,GAM,Gambia,-0.078
1978,MLI,Mali,-0.278
1978,SEN,Senegal,-0.101
1978,BEN,Benin,-0.517
1978,MAA,Mauritania,-0.036
1978,NIR,Niger,-0.21
1978,CDI,Ivory Coast,0.534
1978,GUI,Guinea,-0.551
1978,BFO,Burkina Faso,-0.007
1978,LBR,Liberia,0.309
1978,SIE,Sierra Leone,-0.059
1978,GHA,Ghana,-0.11
1978,TOG,Togo,0
1978,CAO,Cameroon,-0.133
1978,NIG,Nigeria,-0.242
1978,GAB,Gabon,0.331
1978,CEN,Central African Republic,0.298
1978,CHA,Chad,0.036
1978,CON,Congo,-0.957
1978,DRC,Democratic Republic of the Congo,0.299
1978,UGA,Uganda,-0.38
1978,KEN,Kenya,-0.166
1978,TAZ,Tanzania,-0.346
1978,BUI,Burundi,-0.421
1978,RWA,Rwanda,0.001
1978,SOM,Somalia,-0.257
1978,DJI,Djibouti,-0.364
1978,ETH,Ethiopia,-0.514
1978,ANG,Angola,-0.85
1978,MZM,Mozambique,-0.815
1978,ZAM,Zambia,-0.335
1978,MAW,Malawi,0.628
1978,LES,Lesotho,0.386
1978,BOT,Botswana,0
1978,SWA,Swaziland,0.645
1978,MAG,Madagascar,-0.401
1978,COM,Comoros,-0.314
1978,MAS,Mauritius,-0.189
1978,SEY,Seychelles,-1.322
1978,MOR,Morocco,-0.127
1978,ALG,Algeria,-0.635
1978,TUN,Tunisia,-0.198
1978,LIB,Libya,-0.251
1978,SUD,Sudan,-0.411
1978,IRN,Iran,0.134
1978,TUR,Turkey,0.331
1978,IRQ,Iraq,-0.989
1978,EGY,Egypt,-0.271
1978,SYR,Syria,-1.016
1978,LEB,Lebanon,0.018
1978,JOR,Jordan,-0.186
1978,ISR,Israel,1.997
1978,SAU,Saudi Arabia,-0.147
1978,YAR,Yemen Arab Republic,-0.623
1978,YPR,Yemen People's Republic,-0.972
1978,KUW,Kuwait,-0.281
1978,BAH,Bahrain,-0.234
1978,QAT,Qatar,-0.203
1978,UAE,United Arab Emirates,-0.292
1978,OMA,Oman,-0.141
1978,AFG,Afghanistan,-1.097
1978,CHN,China,-0.51
1978,MON,Mongolia,-2.465
1978,JPN,Japan,1.029
1978,IND,India,-0.204
1978,BHU,Bhutan,-0.289
1978,PAK,Pakistan,-0.281
1978,BNG,Bangladesh,-0.179
1978,MYA,Myanmar,-0.004
1978,SRI,Sri Lanka,-0.265
1978,MAD,Maldives,-0.181
1978,NEP,Nepal,0.376
1978,THI,Thailand,0.099
1978,CAM,Cambodia,-0.128
1978,LAO,Laos,-0.62
1978,DRV,Vietnam,-1.15
1978,MAL,Malaysia,-0.164
1978,SIN,Singapore,0.235
1978,PHI,Philippines,-0.002
1978,INS,Indonesia,-0.162
1978,AUL,Australia,1.516
1978,PNG,Papua New Guinea,0.454
1978,NEW,New Zealand,1.388
1978,FIJ,Fiji,0.44
1978,WSM,Samoa,0.464
1979,USA,United States of America,2.277
