"","LAT","LON","SPEED","LENGTH","SHIPNAME","SHIP_ID","SHIPTYPE","GT_SHIPTYPE","WIDTH","DWT","DATETIME","PORT","port","date","ship_type","is_parked"
"172",59.86858,30.22141,0,150,"BALTIC PATRIOT",756186,7,21,22,10621,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Cargo",1
"173",59.90633,30.22917,0,150,"BALTIC PERFORMER",756187,7,21,22,10603,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Cargo",1
"174",59.90292,30.22443,0,192,"ATLANTIC NAVIGATORII",758443,7,9,27,30345,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Cargo",1
"175",59.89348,30.21975,0,166,"PACIFIC WINTER",758559,7,9,23,19359,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Cargo",1
"176",59.88676,30.20051,0,157,"E.R. VISBY",758759,7,11,23,14236,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Cargo",1
"177",59.88247,30.19041,0,168,"CHARLOTTA B",758887,7,11,27,17822,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Cargo",1
"178",59.87514,30.19475,1,179,"ZHEN ZHU HAI",3542150,7,6,30,39746,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Cargo",1
"179",59.89327,30.21193,0,199,"FEDERAL CEDAR",3919413,7,6,23,34564,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Cargo",1
"180",59.90978,30.26314,1,140,"FITTER",4331405,7,NA,20,NA,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Cargo",1
"181",54.38028,18.65263,0,253,"MINERVA ALICE",214595,8,17,44,114850,2016-12-20 10:11:02,"gdansk","Gdańsk",2016-12-20,"Tanker",1
"182",54.38139,18.65123,0,64,"ROMANKA",316923,8,44,10,1400,2016-12-20 10:11:02,"gdansk","Gdańsk",2016-12-20,"Tanker",1
"183",54.40484,18.71841,0,144,"SONGA SAPPHIRE",712443,8,88,22,17596,2016-12-20 10:11:02,"gdansk","Gdańsk",2016-12-20,"Tanker",1
"184",54.38283,18.67367,0,109,"POLA",4028143,8,25,11,NA,2016-12-20 10:11:02,"gdansk","Gdańsk",2016-12-20,"Tanker",1
"185",54.40476,18.71844,0,144,"SONGA SAPPHIRE",712443,8,88,22,17596,2016-12-20 09:59:07,"gdynia","Gdynia",2016-12-20,"Tanker",1
"186",54.52705,18.55805,0,97,"JOAN",687940,8,19,16,4000,2016-12-20 09:59:07,"gdynia","Gdynia",2016-12-20,"Tanker",1
"187",54.53709,18.52202,0,103,"TRANS HOLM",728871,8,88,16,6046,2016-12-20 09:59:07,"gdynia","Gdynia",2016-12-20,"Tanker",1
"188",54.52775,18.55985,0,118,"AMARANTH",737998,8,88,15,5858,2016-12-20 09:59:07,"gdynia","Gdynia",2016-12-20,"Tanker",1
"189",54.7046,20.48268,0,109,"STAR CURACAO",260019,8,16,13,4400,2016-12-20 10:11:02,"kalingrad","Kalingrad",2016-12-20,"Tanker",1
"190",54.69013,20.39663,0,40,"NEMAN",347703,8,NA,9,NA,2016-12-20 10:11:02,"kalingrad","Kalingrad",2016-12-20,"Tanker",1
"191",54.69802,20.44253,58,140,"MIDVOLGA-3",2059154,8,88,17,6573,2016-12-20 10:11:02,"kalingrad","Kalingrad",2016-12-20,"Tanker",0
"192",55.72252,21.10342,0,90,"LEENI",124420,8,88,15,4580,2016-12-20 10:11:06,"klaipeda","Klaipeda",2016-12-20,"Tanker",1
"193",55.72664,21.09228,1,147,"XANTHIA",309724,8,88,22,17031,2016-12-20 10:11:06,"klaipeda","Klaipeda",2016-12-20,"Tanker",1
"194",55.65712,21.15705,0,83,"GRUMANT",352344,8,71,14,3153,2016-12-20 10:11:06,"klaipeda","Klaipeda",2016-12-20,"Tanker",1
"195",55.72333,21.10175,0,195,"UZAVA",712156,8,88,32,52650,2016-12-20 10:11:06,"klaipeda","Klaipeda",2016-12-20,"Tanker",1
"196",55.6637,21.13765,0,294,"INDEPENDENCE",726727,8,18,46,82028,2016-12-20 10:11:06,"klaipeda","Klaipeda",2016-12-20,"Tanker",1
"197",59.88139,30.22918,0,99,"TEKOS",148345,8,16,12,4237,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"198",59.8675,30.2235,0,134,"EKFORS",314533,8,71,20,13702,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"199",59.86553,30.22851,0,132,"TAYMEN",345788,8,NA,17,NA,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"200",59.89493,30.22203,0,60,"KOLA",346002,8,NA,7,NA,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"201",59.88274,30.1887,0,60,"AURA",346022,8,NA,10,NA,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"202",59.88274,30.18912,0,83,"ANGARA",346219,8,16,14,3150,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"203",59.86685,30.22576,0,48,"SULA",347062,8,44,7,589,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"204",59.8772,30.22023,0,92,"VALERIY ZELENKO",347165,8,88,14,3514,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"205",59.88241,30.22341,17,79,"GAZPROMNEFT EAST",347280,8,71,13,2774,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",0
"206",59.86813,30.22158,0,80,"FREYA",347417,8,14,13,2959,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"207",59.8973,30.21703,0,36,"LOYA",348075,8,NA,8,NA,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"208",59.91033,30.22617,0,80,"FLANDRIYA",348139,8,14,14,2800,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"209",59.88135,30.22818,0,87,"ALANA",348465,8,16,14,3233,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"210",59.89211,30.21622,0,72,"GAZPROMNEFT NORDWEST",348540,8,14,13,2684,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"211",59.89206,30.23557,0,65,"PEGAS",348904,8,44,10,1252,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"212",59.89228,30.22562,0,59,"SESKAR",349836,8,71,10,1645,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"213",59.90855,30.23161,0,77,"DMITRIY RULEVSKIY",349912,8,71,14,3320,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"214",59.91134,30.22776,0,65,"NEVA LUX",349961,8,88,10,1256,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"215",59.8828,30.1888,0,60,"VELTA",350015,8,NA,11,NA,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"216",59.86768,30.22047,0,40,"SBORSHCHIK-3",350118,8,NA,5,NA,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"217",59.87749,30.23816,0,73,"ECOMAR",350395,8,16,12,1965,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"218",59.9126,30.24521,0,42,"DON",350589,8,117,11,779,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"219",59.90922,30.22436,0,60,"SEVERYANKA",350723,8,44,11,1621,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"220",59.87755,30.23866,0,80,"ELAND",350965,8,NA,11,NA,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"221",59.87655,30.22305,0,60,"GOGLAND",350976,8,71,10,1621,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"222",59.87677,30.22073,0,115,"KAP.PONIKAROVSKIY",351041,8,71,17,5450,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"223",59.87707,30.23766,0,60,"KEILA",2420192,8,44,10,1621,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"224",59.87461,30.21099,0,35,"SBORSCHIK-1",3310363,8,NA,8,NA,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"225",59.87588,30.22183,0,29,"SKAT",3540301,8,NA,7,NA,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"226",59.88419,30.22979,0,37,"RONDO",3811364,8,NA,8,NA,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"227",59.88434,30.23034,0,35,"SLV-415",3829008,8,NA,8,NA,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"228",59.9098,30.26264,0,79,"VOVAN",4709602,8,NA,13,NA,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Tanker",1
"229",54.36007,18.66607,0,18,"MAGNUS ZAREMBA",316513,9,NA,6,NA,2016-12-20 10:11:02,"gdansk","Gdańsk",2016-12-20,"Pleasure",1
"230",54.35759,18.70784,0,8,"NATALIA B",2208737,9,NA,3,NA,2016-12-20 10:11:02,"gdansk","Gdańsk",2016-12-20,"Pleasure",1
"231",54.39874,18.67873,1,11,"PIORUN",3900094,9,NA,4,NA,2016-12-20 10:11:02,"gdansk","Gdańsk",2016-12-20,"Pleasure",1
"232",54.36339,18.65775,0,22,"ATHENA",4611368,9,NA,10,NA,2016-12-20 10:11:02,"gdansk","Gdańsk",2016-12-20,"Pleasure",1
"233",54.51803,18.55231,0,12,"JUNA",316280,9,NA,4,NA,2016-12-20 09:59:07,"gdynia","Gdynia",2016-12-20,"Pleasure",1
"234",54.51797,18.54995,1,12,"WYSPA SZCZESCIA",316482,9,NA,4,NA,2016-12-20 09:59:07,"gdynia","Gdynia",2016-12-20,"Pleasure",1
"235",54.51921,18.55857,0,94,"DAR MLODZIEZY",316664,9,51,14,667,2016-12-20 09:59:07,"gdynia","Gdynia",2016-12-20,"Pleasure",1
"236",54.69938,20.46724,0,114,"KRUZENSHTERN",345607,9,51,14,1645,2016-12-18 15:07:03,"kalingrad","Kalingrad",2016-12-18,"Pleasure",1
"237",55.70467,21.12293,0,36,"BRABANDER",353451,9,NA,6,NA,2016-12-20 10:11:06,"klaipeda","Klaipeda",2016-12-20,"Pleasure",1
"238",59.87451,30.20869,0,109,"MIR",345293,9,51,14,761,2016-12-20 10:11:04,"st_petersburg","St. Petersburg",2016-12-20,"Pleasure",1
