Author,n (strains),publication title,journal,publication URL,strains
Guo et al.,19,?,,unknown,DENV2/CHINA/GZHAIZHU3/2015 DENV2/CHINA/GZHAIZHU60/2015 DENV2/CHINA/GZHAIZHU6/2015 DENV2/CHINA/GZHAIZHU49/2015 DENV2/CHINA/GZHAIZHU42/2015 DENV2/CHINA/MLDENV/2009 DENV2/CHINA/RL236/2013 DENV2/MYANMAR/RL199/2013 DENV2/CHINA/RL24/2013 DENV2/MYANMAR/RL230/2013 DENV2/MYANMAR/RL231/2013 DENV2/MYANMAR/RL189/2013 DENV2/MYANMAR/RL103/2013 DENV2/MYANMAR/RL41/2013 DENV2/MYANMAR/RL26/2013 DENV2/CHINA/RL56/2013 DENV2/CHINA/YNPE2/2013 DENV2/MYANMAR/RL143/2013 DENV2/MYANMAR/RL233/2013
Dayaraj et al.,1,?,,unknown,DENV2/INDIA/NIV30971DIA/2010
Cardosa et al.,6,?,,unknown,DENV2/SAUDI_ARABIA/1001/1994 DENV2/SAUDI_ARABIA/1071/1994 DENV2/SAUDI_ARABIA/6507/2004 DENV2/SAUDI_ARABIA/6765/2004 DENV2/SAUDI_ARABIA/237/1994 DENV2/INDONESIA/CS853/1997
Devi et al.,1,?,,unknown,DENV2/BRUNEI/DS092801/2006
Kutsuna et al.,2,?,,unknown,DENV2/SRI_LANKA/SRILANKANIID34/2017 DENV2/SRI_LANKA/SRILANKANIID33/2017
Alpuche et al.,7,?,,unknown,DENV2/MEXICO/BIDV2964/2008 DENV2/NICARAGUA/BIDV2675/2002 DENV2/NICARAGUA/BIDV3076/2001 DENV2/NICARAGUA/BIDV2683/1999 DENV2/MEXICO/BIDV2954/2002 DENV2/BRAZIL/BIDV2402/2008 DENV2/JAMAICA/BIDV2963/2007
Kobayashi et al.,1,?,,unknown,DENV2/PHILIPPINES/SA695/1999
Rochars et al.,1,?,,unknown,DENV2/HAITI/HOMOSAPIENS0078/2014
Bifani et al.,22,?,,unknown,DENV2/INDONESIA/MKS0071/2007 DENV2/INDONESIA/MKS0091/2007 DENV2/INDONESIA/MKS2018/2008 DENV2/INDONESIA/MKS2032/2008 DENV2/INDONESIA/MKS2167/2008 DENV2/INDONESIA/MKS0099/2007 DENV2/INDONESIA/MKSIF011/2008 DENV2/INDONESIA/MKS2198/2008 DENV2/INDONESIA/MKSWS80/2010 DENV2/INDONESIA/MKSWS79A/2010 DENV2/INDONESIA/MKS0082/2007 DENV2/INDONESIA/MKS0417/2007 DENV2/INDONESIA/MKS0502/2007 DENV2/INDONESIA/MKS0068/2007 DENV2/INDONESIA/MKS2204/2008 DENV2/INDONESIA/MKS3007/2008 DENV2/INDONESIA/MKS0412/2007 DENV2/INDONESIA/MKSWS73/2010 DENV2/INDONESIA/MKS2024/2008 DENV2/INDONESIA/MKS0297/2007 DENV2/INDONESIA/MKS2234/2008 DENV2/INDONESIA/MKS0084/2007
Aw et al.,19,?,,unknown,DENV2/SINGAPORE/CT35/2013 DENV2/INDONESIA/1016DN/1975 DENV2/INDONESIA/1127DN/1976 DENV2/INDONESIA/1172DN/1976 DENV2/INDONESIA/1023DN/1975 DENV2/INDONESIA/1046DN/1976 DENV2/MALAYSIA/10340/1997 DENV2/MALAYSIA/32883/2004 DENV2/MALAYSIA/22563/2000 DENV2/MALAYSIA/32618/2004 DENV2/SINGAPORE/K3295DK1/2005 DENV2/SINGAPORE/K4155DK1/2005 DENV2/SINGAPORE/K4137DK1/2005 DENV2/MALAYSIA/33054/2004 DENV2/SINGAPORE/CT42/2013 DENV2/INDONESIA/1022DN/1975 DENV2/PUERTO_RICO/17DN/1995 DENV2/PUERTO_RICO/47DN/1994 DENV2/PUERTO_RICO/27DN/1994
