# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-GEOD-38612
# Selected columns: 4 (all)
# Timestamp: Wed, 14-Nov-2018 15:43:17
Gene ID	Gene Name	leaf	flower	fruit	root
AT1G10455	AT1G10455		2.0	0.1	0.2
AT1G10460	GLP7	0.4	0.7	0.7	4.0
AT1G10470	ARR4	27.0	19.0	24.0	63.0
AT1G10480	ZFP5	0.1		0.1	6.0
AT1G10490	AT1G10490	12.0	21.0	9.0	29.0
AT1G10500	ISCA	101.0	113.0	95.0	55.0
AT1G10510	emb2004	47.0	38.0	29.0	23.0
AT1G10520	POLL	2.0	4.0	2.0	4.0
AT1G10522	PRIN2	27.0	27.0	16.0	7.0
AT1G10530	AT1G10530	0.2	3.0	0.9	11.0
AT1G10540	NAT8	0.7	23.0	171.0	0.4
AT1G10550	XTH33	0.6	3.0	2.0	2.0
AT1G10560	PUB18	1.0	2.0	3.0	6.0
AT1G10570	ULP1C	20.0	27.0	26.0	24.0
AT1G10580	AT1G10580	27.0	41.0	29.0	42.0
AT1G10585	BHLH167	2.0	0.3	0.4	
AT1G10586	BHLH168		0.1		
AT1G10588	AT1G10588		0.3	0.1	
AT1G10590	AT1G10590	107.0	152.0	123.0	203.0
AT1G10600	AMSH2	33.0	28.0	23.0	23.0
AT1G10610	BHLH90	10.0	12.0	7.0	10.0
AT1G10620	PERK11		4.0	0.4	
AT1G10630	ATARFA1F	54.0	103.0	111.0	133.0
AT1G10640	AT1G10640	26.0	98.0	76.0	0.6
AT1G10650	AT1G10650	17.0	36.0	21.0	23.0
AT1G10657	AT1G10657	13.0	44.0	28.0	0.2
AT1G10660	AT1G10660	36.0	44.0	26.0	39.0
AT1G10670	ACLA-1	160.0	336.0	387.0	205.0
AT1G10680	ABCB10		0.7	3.0	0.3
AT1G10682	AT1G10682	93.0	64.0	34.0	453.0
AT1G10690	SMR8	6.0	6.0	3.0	11.0
AT1G10700	PRS3	26.0	20.0	14.0	39.0
AT1G10710	PHS1	0.3	1.0	1.0	0.6
AT1G10715	ESFL2		0.2	22.0	
AT1G10717	ESF1.3		0.2	74.0	
AT1G10720	AT1G10720	20.0	27.0	27.0	46.0
AT1G10730	AP1M1	6.0	12.0	13.0	14.0
AT1G10740	AT1G10740	31.0	52.0	25.0	19.0
AT1G10745	ESF1.2		2.0	47.0	
AT1G10747	ESF1.1		2.0		
AT1G10750	AT1G10750	3.0	6.0	1.0	9.0
AT1G10760	GWD1	124.0	45.0	109.0	59.0
AT1G10770	AT1G10770	0.3	148.0	16.0	0.7
AT1G10780	AT1G10780	7.0	14.0	6.0	10.0
AT1G10790	AT1G10790	0.7	1.0	6.0	2.0
AT1G10800	AT1G10800	1.0	2.0	1.0	5.0
AT1G10810	AT1G10810	0.6	0.8	0.8	9.0
AT1G10820	AT1G10820	25.0	32.0	33.0	31.0
AT1G10830	Z-ISO	28.0	17.0	22.0	8.0
AT1G10840	TIF3H1	90.0	124.0	94.0	153.0
AT1G10850	AT1G10850	16.0	39.0	18.0	17.0
AT1G10865	AT1G10865	23.0	24.0	23.0	55.0
AT1G10870	AGD4	21.0	32.0	30.0	31.0
AT1G10880	AT1G10880		0.1	3.0	
AT1G10890	AT1G10890	47.0	50.0	42.0	69.0
AT1G10900	PIP5K7	31.0	10.0	7.0	39.0
AT1G10910	AT1G10910	41.0	33.0	24.0	16.0
AT1G10920	LOV1	6.0	5.0	4.0	3.0
AT1G10930	RECQL4A	14.0	17.0	10.0	10.0
AT1G10940	ASK1	67.0	84.0	66.0	80.0
AT1G10950	TMN1	88.0	124.0	128.0	159.0
AT1G10960	FD1	161.0	206.0	246.0	9.0
AT1G10970	ZIP4	4.0	19.0	25.0	12.0
AT1G10980	AT1G10980	0.2	11.0	2.0	
AT1G10990	AT1G10990	3.0	0.3	0.2	20.0
AT1G11000	MLO4	8.0	32.0	11.0	28.0
AT1G11020	AT1G11020	18.0	31.0	26.0	33.0
AT1G11040	AT1G11040		2.0	0.1	0.2
AT1G11050	AT1G11050		0.1	0.1	0.2
AT1G11060	AT1G11060	12.0	15.0	13.0	20.0
AT1G11070	AT1G11070	0.8	0.6	15.0	2.0
AT1G11080	scpl31	9.0	21.0	29.0	6.0
AT1G11100	AT1G11100	0.6	1.0	1.0	8.0
AT1G11110	AT1G11110		1.0		
AT1G11112	AT1G11112	3.0	4.0	0.3	0.3
AT1G11120	AT1G11120	5.0	26.0	4.0	7.0
AT1G11125	AT1G11125	1.0	6.0	0.6	3.0
AT1G11130	SUB	12.0	30.0	10.0	24.0
AT1G11145	AT1G11145			0.4	
AT1G11160	AT1G11160	1.0	3.0	1.0	6.0
AT1G11170	AT1G11170	2.0	5.0	6.0	5.0
AT1G11175	AT1G11175	24.0	16.0	21.0	33.0
AT1G11180	AT1G11180	19.0	14.0	16.0	12.0
AT1G11185	AT1G11185	0.6	0.6	4.0	54.0
AT1G11190	ENDO1	4.0	39.0	15.0	13.0
AT1G11200	AT1G11200	16.0	23.0	23.0	31.0
AT1G11210	AT1G11210	15.0	0.5	14.0	55.0
AT1G11220	AT1G11220	3.0	7.0	2.0	4.0
AT1G11240	AT1G11240	13.0	19.0	12.0	26.0
AT1G11250	SYP125		0.1		
AT1G11260	STP1	266.0	54.0	111.0	175.0
AT1G11270	AT1G11270	4.0	6.0	3.0	6.0
AT1G11280	AT1G11280	20.0	29.0	15.0	21.0
AT1G11290	PCMP-H40	4.0	4.0	3.0	2.0
AT1G11300	AT1G11300	2.0	2.0	1.0	4.0
AT1G11303	AT1G11303	7.0	3.0	0.4	0.1
AT1G11310	MLO2	81.0	45.0	43.0	103.0
AT1G11320	AT1G11320	4.0	5.0	4.0	4.0
AT1G11330	AT1G11330	9.0	13.0	18.0	13.0
AT1G11340	RKS1	5.0			0.1
AT1G11350	SD113	27.0	6.0	11.0	5.0
AT1G11360	AT1G11360	34.0	37.0	36.0	54.0
AT1G11362	AT1G11362	0.4	2.0	0.4	0.4
AT1G11370	PME56		1.0	0.4	
AT1G11380	AT1G11380	14.0	13.0	11.0	31.0
AT1G11390	AT1G11390	10.0	16.0	9.0	19.0
AT1G11400	PYM	16.0	24.0	11.0	29.0
AT1G11410	AT1G11410	19.0	27.0	28.0	3.0
AT1G11420	DUF2	3.0	6.0	5.0	11.0
AT1G11430	MORF9	174.0	153.0	118.0	33.0
AT1G11440	AT1G11440	11.0	19.0	13.0	14.0
AT1G11450	AT1G11450	3.0	4.0	0.9	35.0
AT1G11460	AT1G11460	0.3	0.2		4.0
AT1G11470	AT1G11470		0.2		
AT1G11475	NRPB10	41.0	94.0	65.0	63.0
AT1G11480	AT1G11480	43.0	59.0	48.0	99.0
AT1G11490	AT1G11490	0.3	0.4	0.3	2.0
AT1G11500	AT1G11500	0.7	1.0	1.0	1.0
AT1G11510	AT1G11510		3.0	0.6	
AT1G11520	AT1G11520		0.1		
AT1G11530	CXXS1	64.0	16.0	31.0	90.0
AT1G11540	AT1G11540	0.1	1.0	3.0	14.0
AT1G11545	XTH8	17.0	20.0	13.0	62.0
AT1G11560	OST3A		1.0	0.1	0.2
AT1G11570	NTL	2.0	3.0	2.0	3.0
AT1G11572	AT1G11572		3.0	0.1	0.4
AT1G11580	ATPMEPCRA	14.0	21.0	41.0	479.0
AT1G11590	PME19		0.1	105.0	
AT1G11591	AT1G11591	0.2	0.5	0.8	0.6
AT1G11592	AT1G11592	11.0	15.0	12.0	24.0
AT1G11593	AT1G11593		2.0	34.0	
AT1G11600	CYP77B1	18.0	25.0	0.2	2.0
AT1G11608	AT1G11608		0.2		
AT1G11610	CYP71A18		1.0		
AT1G11620	AT1G11620		1.0	0.2	
AT1G11630	AT1G11630	7.0	11.0	9.0	10.0
AT1G11640	AT1G11640		0.1	0.4	
AT1G11650	RBP45B	224.0	200.0	162.0	235.0
AT1G11655	AT1G11655				4.0
AT1G11660	HSP70-16	24.0	35.0	28.0	44.0
AT1G11670	DTX36	7.0	18.0	20.0	103.0
AT1G11680	CYP51G1	85.0	124.0	102.0	219.0
AT1G11684	AT1G11684		0.2	0.7	0.3
AT1G11690	AT1G11690	0.1	0.3	1.0	0.4
AT1G11700	AT1G11700	8.0	25.0	18.0	5.0
AT1G11710	AT1G11710	2.0	4.0	2.0	4.0
AT1G11720	ATSS3	42.0	26.0	29.0	8.0
AT1G11730	B3GALT1	2.0	9.0	3.0	2.0
AT1G11735	MIR171B	4.0	6.0	2.0	2.0
AT1G11740	AT1G11740	1.0	1.0	2.0	2.0
AT1G11750	CLPP6	145.0	99.0	91.0	36.0
AT1G11755	LEW1	12.0	33.0	17.0	14.0
AT1G11760	MED32	12.0	22.0	14.0	19.0
AT1G11765	AT1G11765		47.0	5.0	
AT1G11770	AT1G11770		4.0	0.4	
AT1G11780	AT1G11780	8.0	9.0	9.0	13.0
AT1G11785	AT1G11785	0.6	0.9	1.0	0.4
AT1G11790	ADT1	21.0	24.0	27.0	18.0
AT1G11800	AT1G11800	7.0	16.0	12.0	9.0
AT1G11810	AT1G11810			2.0	0.1
AT1G11820	AT1G11820	57.0	60.0	23.0	32.0
AT1G11840	ATGLX1	161.0	616.0	748.0	526.0
AT1G11850	AT1G11850	49.0	237.0	97.0	
AT1G11860	AT1G11860	716.0	382.0	587.0	120.0
AT1G11870	OVA7	25.0	19.0	19.0	13.0
AT1G11880	AT1G11880	7.0	10.0	9.0	9.0
AT1G11890	SEC22	35.0	53.0	56.0	58.0
AT1G11900	AT1G11900	1.0	2.0	1.0	2.0
AT1G11905	AT1G11905	12.0	28.0	28.0	33.0
AT1G11910	APA1	288.0	285.0	314.0	478.0
AT1G11915	AT1G11915	1.0	2.0	2.0	2.0
AT1G11920	AT1G11920		2.0		0.9
AT1G11925	AT1G11925		0.2	0.1	
AT1G11930	AT1G11930	64.0	84.0	80.0	58.0
AT1G11940	AT1G11940	5.0	17.0	17.0	9.0
AT1G11950	AT1G11950	5.0	9.0	5.0	7.0
AT1G11960	AT1G11960	6.0	11.0	23.0	12.0
AT1G11970	AT1G11970		0.1		
AT1G11980	RUB3		1.0		
AT1G11990	AT1G11990	0.3	7.0	3.0	0.1
AT1G12000	PFP-BETA1	48.0	118.0	136.0	182.0
AT1G12010	AT1G12010	7.0	2.0	32.0	93.0
AT1G12013	SNOR111	1.0	5.0	2.0	4.0
AT1G12015	AT1G12015		0.2		0.1
AT1G12020	AT1G12020	8.0	6.0	2.0	6.0
AT1G12030	AT1G12030	5.0	0.3	1.0	0.1
AT1G12040	LRX1				52.0
AT1G12050	FAH	48.0	78.0	100.0	40.0
AT1G12060	BAG5	5.0	7.0	6.0	5.0
AT1G12064	AT1G12064			0.2	0.3
AT1G12070	AT1G12070	0.5	15.0	0.5	0.8
AT1G12080	AT1G12080	31.0	459.0	111.0	145.0
AT1G12090	ELP	702.0	282.0	671.0	234.0
AT1G12100	AT1G12100	4.0	1.0	0.6	2.0
AT1G12110	NPF6.3	28.0	8.0	9.0	200.0
AT1G12120	AT1G12120	60.0	59.0	51.0	88.0
AT1G12130	AT1G12130	0.1	0.2		0.6
AT1G12140	FMOGS-OX5	16.0	18.0	21.0	41.0
AT1G12150	AT1G12150		2.0	0.8	1.0
AT1G12160	AT1G12160	0.3	2.0	4.0	37.0
AT1G12170	AT1G12170			4.0	
AT1G12180	AT1G12180		8.0	30.0	0.1
AT1G12190	AT1G12190			4.0	
AT1G12200	AT1G12200	8.0	8.0	23.0	43.0
AT1G12210	RFL1	0.4	0.4	0.3	0.8
AT1G12220	RPS5	8.0	2.0	2.0	12.0
AT1G12230	AT1G12230	103.0	106.0	78.0	116.0
AT1G12240	BFRUCT4	107.0	219.0	163.0	53.0
AT1G12244	AT1G12244	16.0	20.0	16.0	5.0
AT1G12250	TL20.3	64.0	48.0	42.0	5.0
AT1G12260	NAC007	2.0	4.0	3.0	9.0
AT1G12270	HOP1	45.0	63.0	49.0	73.0
AT1G12280	AT1G12280	6.0	5.0	6.0	6.0
AT1G12290	AT1G12290	2.0	2.0	2.0	9.0
AT1G12300	AT1G12300	2.0	5.0	3.0	4.0
AT1G12320	AT1G12320	4.0	4.0	4.0	2.0
AT1G12330	AT1G12330	23.0	56.0	78.0	4.0
AT1G12340	AT1G12340	0.8	0.8	0.3	
AT1G12350	PPCS1	22.0	27.0	27.0	29.0
AT1G12360	KEU	48.0	56.0	47.0	102.0
AT1G12370	PHR1	5.0	18.0	9.0	9.0
AT1G12380	AT1G12380	4.0	52.0	36.0	8.0
AT1G12390	AT1G12390	20.0	33.0	22.0	46.0
AT1G12400	AT1G12400	7.0	20.0	18.0	21.0
AT1G12410	CLPR2	187.0	129.0	124.0	67.0
AT1G12411	AT1G12411	0.1			0.1
AT1G12420	ACR8	5.0	23.0	13.0	12.0
AT1G12430	ARK3	19.0	40.0	35.0	21.0
AT1G12440	SAP1	116.0	103.0	75.0	71.0
AT1G12450	AT1G12450	9.0	30.0	17.0	14.0
AT1G12460	AT1G12460	11.0	23.0	36.0	5.0
AT1G12470	AT1G12470	25.0	33.0	30.0	40.0
AT1G12480	SLAC1	5.0	2.0	2.0	0.1
AT1G12490	AT1G12490	0.1	0.8		
AT1G12500	AT1G12500	35.0	33.0	36.0	32.0
AT1G12520	CCS	55.0	99.0	79.0	99.0
AT1G12530	AT1G12530	17.0	31.0	25.0	32.0
AT1G12540	BHLH55		0.1		
AT1G12550	HPR3	4.0	12.0	29.0	5.0
AT1G12560	EXPA7		0.1		47.0
AT1G12570	AT1G12570	2.0	66.0	34.0	
AT1G12580	PEPKR1	42.0	29.0	19.0	45.0
AT1G12600	UTR4	0.4	6.0	4.0	1.0
AT1G12610	DREB1F	2.0	5.0	4.0	4.0
AT1G12620	AT1G12620	4.0	7.0	6.0	4.0
AT1G12630	ERF027	0.3	0.2	0.1	0.4
AT1G12640	LPLAT1	24.0	53.0	40.0	50.0
AT1G12650	AT1G12650	22.0	38.0	25.0	46.0
AT1G12660	AT1G12660		0.5	0.6	
AT1G12663	AT1G12663		0.1	0.1	0.1
AT1G12665	AT1G12665		0.7	5.0	
AT1G12672	AT1G12672		2.0	22.0	
AT1G12680	PEPKR2	21.0	24.0	21.0	27.0
AT1G12700	AT1G12700	4.0	4.0	3.0	3.0
AT1G12710	AtPP2-A12	15.0	9.0	24.0	18.0
AT1G12730	AT1G12730	10.0	10.0	14.0	10.0
AT1G12740	CYP87A2	0.2	0.4		82.0
AT1G12750	RBL6	19.0	13.0	9.0	14.0
AT1G12760	AT1G12760	47.0	43.0	27.0	88.0
AT1G12770	RH47	43.0	27.0	26.0	12.0
AT1G12775	AT1G12775	2.0	5.0	3.0	3.0
AT1G12780	UGE1	115.0	148.0	294.0	124.0
AT1G12790	PTD	10.0	6.0	5.0	13.0
AT1G12800	AT1G12800	194.0	101.0	104.0	16.0
AT1G12805	AT1G12805	0.3	0.4	0.8	17.0
AT1G12810	AT1G12810	33.0	56.0	47.0	60.0
AT1G12820	AFB3	37.0	39.0	32.0	27.0
AT1G12840	VHA-C	80.0	117.0	115.0	129.0
AT1G12845	AT1G12845	29.0	28.0	15.0	8.0
AT1G12850	AT1G12850	31.0	39.0	38.0	46.0
AT1G12855	AT1G12855	0.5	0.1	0.3	
AT1G12860	SCRM2	75.0	40.0	22.0	2.0
AT1G12870	AT1G12870		0.1		
AT1G12880	NUDT12	8.0	37.0	21.0	10.0
AT1G12890	ERF088	0.1	5.0	5.0	0.6
AT1G12900	GAPA-2	1819.0	891.0	1414.0	9.0
AT1G12910	LWD1	38.0	42.0	41.0	52.0
AT1G12920	ERF1-2	83.0	111.0	87.0	180.0
AT1G12930	AT1G12930	16.0	21.0	18.0	21.0
AT1G12940	NRT2.5		0.1	0.2	
AT1G12950	DTX31	0.2	2.0	0.4	13.0
AT1G12970	PIRL3	11.0	14.0	12.0	24.0
AT1G12980	ESR1	0.2		0.1	
AT1G12990	AT1G12990	20.0	28.0	23.0	15.0
AT1G13000	AT1G13000	17.0	13.0	14.0	37.0
AT1G13020	EIF4B2	25.0	43.0	28.0	41.0
AT1G13030	COIL	8.0	18.0	11.0	11.0
AT1G13040	AT1G13040	2.0	5.0	4.0	6.0
AT1G13050	AT1G13050	3.0	7.0	4.0	7.0
AT1G13060	PBE1	84.0	135.0	116.0	143.0
AT1G13080	CYP71B2	34.0	27.0	8.0	54.0
AT1G13090	CYP71B28	41.0	50.0	53.0	18.0
AT1G13100	CYP71B29	15.0	0.5	0.2	10.0
AT1G13110	CYP71B7	126.0	3.0	0.7	68.0
AT1G13120	GLE1	16.0	29.0	18.0	25.0
AT1G13130	AT1G13130	0.7	11.0	15.0	8.0
AT1G13140	CYP86C3	1.0	59.0	1.0	2.0
AT1G13150	CYP86C4	2.0	26.0	2.0	2.0
AT1G13160	AT1G13160	18.0	35.0	20.0	44.0
AT1G13170	ORP1D	18.0	27.0	25.0	35.0
AT1G13180	ARP3	9.0	15.0	17.0	20.0
AT1G13190	AT1G13190	40.0	49.0	41.0	43.0
AT1G13195	AT1G13195	8.0	10.0	8.0	19.0
AT1G13200	AT1G13200		0.2	0.1	0.1
AT1G13210	ALA11	21.0	7.0	7.0	57.0
AT1G13220	LINC2	20.0	26.0	15.0	22.0
AT1G13230	PII-2	0.3	5.0	1.0	0.2
AT1G13245	RTFL17	322.0	19.0	16.0	45.0
AT1G13250	GATL3	21.0	25.0	33.0	8.0
AT1G13260	RAV1	105.0	4.0	6.0	142.0
AT1G13270	MAP1B	53.0	21.0	27.0	10.0
AT1G13280	AOC4	31.0	174.0	118.0	78.0
AT1G13290	WIP6		2.0		
AT1G13300	HRS1	22.0		0.1	111.0
AT1G13310	AT1G13310				0.7
AT1G13320	PP2AA3	51.0	64.0	50.0	74.0
AT1G13330	HOP2	4.0	8.0	7.0	6.0
AT1G13340	AT1G13340	2.0	1.0	5.0	20.0
AT1G13350	AT1G13350	32.0	43.0	26.0	34.0
AT1G13360	AT1G13360	35.0	44.0	31.0	65.0
AT1G13370	AT1G13370	0.3	2.0	0.8	0.5
AT1G13380	AT1G13380	31.0	35.0	31.0	38.0
AT1G13390	AT1G13390	15.0	25.0	28.0	27.0
AT1G13400	JGL	0.4	0.4	0.2	
AT1G13410	AT1G13410	1.0	2.0	2.0	4.0
AT1G13420	SOT8	0.2	2.0	2.0	17.0
AT1G13430	STO9	0.7	0.6	0.4	11.0
AT1G13440	GAPC2	1019.0	1009.0	1039.0	1480.0
AT1G13448	AT1G13448	4.0	1.0	7.0	3.0
AT1G13450	GT-1	30.0	28.0	25.0	45.0
AT1G13460	B'THETA	13.0	17.0	14.0	30.0
AT1G13470	AT1G13470	0.2	0.1		
AT1G13480	AT1G13480	0.1	0.1		8.0
AT1G13490	AT1G13490				0.3
AT1G13500	AT1G13500	0.1			8.0
AT1G13510	AT1G13510	0.2			12.0
AT1G13520	AT1G13520	0.2	0.1		9.0
AT1G13530	AT1G13530	1.0	0.1	0.1	21.0
AT1G13540	AT1G13540	3.0	0.1	0.1	10.0
AT1G13550	AT1G13550	0.2	0.1		2.0
AT1G13560	AAPT1	63.0	76.0	74.0	81.0
AT1G13570	AT1G13570	21.0	28.0	24.0	32.0
AT1G13580	LAG13	8.0	18.0	14.0	23.0
AT1G13590	PSK1	0.1		4.0	72.0
AT1G13600	AtbZIP58	2.0	7.0	0.8	4.0
AT1G13605	AT1G13605		1.0	193.0	
AT1G13607	AT1G13607	0.1		55.0	
AT1G13608	AT1G13608	2.0		0.8	
AT1G13609	AT1G13609	150.0	0.7	55.0	2.0
AT1G13610	AT1G13610	0.2	0.1		0.5
AT1G13620	RGF2				5.0
AT1G13630	AT1G13630	2.0	3.0	2.0	2.0
AT1G13635	AT1G13635	0.3	3.0	61.0	7.0
AT1G13640	PI4KG6	27.0	31.0	23.0	52.0
AT1G13650	AT1G13650	25.0	13.0	78.0	
AT1G13670	AT1G13670	6.0	3.0	6.0	53.0
AT1G13680	AT1G13680	0.2	1.0	9.0	0.1
AT1G13690	ATE1	31.0	49.0	35.0	33.0
AT1G13700	PGL1	29.0	22.0	24.0	20.0
AT1G13710	CYP78A5	7.0	9.0	7.0	3.0
AT1G13730	AT1G13730	24.0	37.0	29.0	56.0
AT1G13740	AFP2	5.0	10.0	10.0	5.0
AT1G13750	PAP1	5.0	4.0	2.0	19.0
AT1G13755	AT1G13755		2.0	53.0	
AT1G13760	AT1G13760		0.2		
AT1G13770	RUS3	15.0	21.0	16.0	14.0
AT1G13780	AT1G13780	8.0	10.0	9.0	8.0
AT1G13790	FDM4	4.0	12.0	9.0	0.1
AT1G13800	AT1G13800	0.9	2.0	1.0	1.0
AT1G13810	AT1G13810	6.0	8.0	6.0	9.0
AT1G13820	AT1G13820	58.0	28.0	37.0	7.0
AT1G13825	AT1G13825		0.1	0.9	0.1
AT1G13830	AT1G13830	0.4	2.0	13.0	14.0
AT1G13860	QUL1	11.0	20.0	11.0	15.0
AT1G13870	KTI12	15.0	22.0	18.0	22.0
AT1G13880	AT1G13880	20.0	26.0	26.0	35.0
AT1G13890	SNAP30		10.0	0.4	
AT1G13900	PAP2	16.0	32.0	46.0	27.0
AT1G13910	AT1G13910	7.0	14.0	9.0	12.0
AT1G13920	AT1G13920	8.0	6.0	6.0	11.0
AT1G13930	AT1G13930	661.0	390.0	555.0	589.0
AT1G13940	AT1G13940	17.0	16.0	10.0	18.0
AT1G13950	ELF5A-1	6.0	16.0	14.0	70.0
AT1G13960	WRKY4	16.0	10.0	6.0	43.0
AT1G13970	AT1G13970	1.0	75.0	10.0	24.0
AT1G13980	GN	27.0	35.0	25.0	43.0
AT1G13990	AT1G13990	35.0	41.0	27.0	31.0
AT1G14000	VIK	54.0	61.0	48.0	86.0
AT1G14010	AT1G14010	27.0	65.0	84.0	91.0
AT1G14020	OFUT3	13.0	25.0	15.0	26.0
AT1G14030	LSMT-L	54.0	33.0	32.0	6.0
AT1G14040	PHO1;H3	3.0	16.0	9.0	51.0
AT1G14060	AT1G14060	10.0	27.0	15.0	40.0
AT1G14071	MIR830A	4.0	6.0	3.0	5.0
AT1G14080	FUT6	0.1	0.3	3.0	29.0
AT1G14100	FUT8	0.1	4.0	0.1	
AT1G14110	FUT9			0.1	
AT1G14120	AT1G14120	3.0	0.2	0.2	23.0
AT1G14130	AT1G14130	7.0	13.0	18.0	17.0
AT1G14140	PUMP3	17.0	18.0	15.0	21.0
AT1G14150	PNSL2	57.0	24.0	41.0	0.4
AT1G14160	AT1G14160	0.1			31.0
AT1G14170	AT1G14170	8.0	12.0	29.0	61.0
AT1G14180	AT1G14180	7.0	18.0	9.0	7.0
AT1G14185	AT1G14185	1.0	0.5	0.2	19.0
AT1G14190	AT1G14190	2.0	3.0	2.0	7.0
AT1G14200	AT1G14200	18.0	8.0	11.0	18.0
AT1G14205	AT1G14205	14.0	8.0	6.0	4.0
AT1G14210	AT1G14210	28.0	23.0	23.0	154.0
AT1G14220	AT1G14220	0.1	0.1		16.0
AT1G14230	APY4	18.0	21.0	26.0	51.0
AT1G14240	APY3	0.4	0.6	0.6	17.0
AT1G14250	APY5	26.0	3.0	62.0	0.1
AT1G14260	AT1G14260	1.0	6.0	2.0	2.0
AT1G14270	AT1G14270	67.0	50.0	44.0	5.0
AT1G14280	PKS2	75.0	80.0	54.0	2.0
AT1G14290	SBH2	33.0	40.0	35.0	32.0
AT1G14300	AT1G14300	12.0	21.0	10.0	29.0
AT1G14310	AT1G14310	21.0	20.0	20.0	17.0
AT1G14315	AT1G14315	0.1			
AT1G14320	RPL10A	569.0	866.0	599.0	942.0
AT1G14330	AT1G14330	9.0	18.0	15.0	19.0
AT1G14340	AT1G14340	15.0	14.0	24.0	32.0
AT1G14345	AT1G14345	101.0	74.0	95.0	2.0
AT1G14350	MYB124	17.0	29.0	20.0	16.0
AT1G14360	UTR3	18.0	54.0	51.0	47.0
AT1G14370	PBL2	6.0	1.0	2.0	27.0
AT1G14380	IQD28	34.0	36.0	138.0	45.0
AT1G14390	AT1G14390	0.9	0.9	15.0	10.0
AT1G14400	UBC1	111.0	133.0	113.0	232.0
AT1G14410	WHY1	29.0	39.0	26.0	14.0
AT1G14420	AT59	0.2	93.0	12.0	
AT1G14430	AT1G14430	5.0	8.0	14.0	0.4
AT1G14440	ZHD4	19.0	31.0	2.0	0.2
AT1G14450	AT1G14450	33.0	45.0	44.0	55.0
AT1G14453	AT1G14453	0.2	0.2	0.3	0.2
AT1G14455	AT1G14455	0.2	11.0	138.0	2.0
AT1G14460	AT1G14460	13.0	20.0	13.0	13.0
AT1G14470	PCMP-A4	2.0	2.0	1.0	3.0
AT1G14480	AT1G14480	2.0	3.0	2.0	23.0
AT1G14490	AT1G14490	0.9	4.0	2.0	0.7
AT1G14500	AT1G14500		0.1		1.0
AT1G14510	AL7	51.0	70.0	44.0	73.0
AT1G14518	AT1G14518		0.1	3.0	
AT1G14520	MIOX1	6.0	16.0	756.0	3.0
AT1G14530	THH1	4.0	19.0	14.0	10.0
AT1G14540	PER4	0.3	0.6	0.4	16.0
AT1G14550	PER5				0.9
AT1G14560	COAC1	11.0	23.0	14.0	21.0
AT1G14570	PUX7	53.0	84.0	66.0	80.0
AT1G14580	AT1G14580	32.0	7.0	21.0	7.0
AT1G14590	AT1G14590	9.0	16.0	21.0	7.0
AT1G14600	AT1G14600	4.0	5.0	2.0	2.0
AT1G14610	TWN2	71.0	90.0	61.0	121.0
AT1G14620	DECOY	18.0	44.0	20.0	65.0
AT1G14630	AT1G14630	3.0	8.0	2.0	5.0
AT1G14640	AT1G14640	4.0	8.0	5.0	4.0
AT1G14642	AT1G14642	7.0	13.0	7.0	5.0
AT1G14650	AT1G14650	36.0	52.0	38.0	59.0
AT1G14660	NHX8	6.0	8.0	5.0	6.0
AT1G14670	TMN2	77.0	140.0	134.0	214.0
AT1G14680	AT1G14680	2.0	6.0	2.0	3.0
AT1G14685	BPC2	37.0	38.0	34.0	47.0
AT1G14686	AT1G14686	0.1	1.0	0.2	0.3
AT1G14687	ZHD14	2.0	5.0	6.0	6.0
AT1G14688	AT1G14688		0.4		
AT1G14690	MAP65-7	32.0	49.0	44.0	53.0
AT1G14700	PAP3	26.0	5.0	1.0	1.0
AT1G14710	AT1G14710	40.0	54.0	49.0	64.0
AT1G14720	XTH28	61.0	28.0	42.0	35.0
AT1G14730	CYB561C	3.0	5.0	5.0	51.0
AT1G14740	OBE3	57.0	55.0	39.0	142.0
AT1G14750	SDS	1.0	3.0	0.7	2.0
AT1G14755	AT1G14755		3.0	7.0	
AT1G14760	KNATM	1.0	3.0	0.3	
AT1G14770	AT1G14770	6.0	11.0	10.0	7.0
AT1G14780	AT1G14780	1.0	1.0	0.7	18.0
AT1G14790	RDR1	5.0	18.0	14.0	9.0
AT1G14800	AT1G14800		0.1		
AT1G14810	AT1G14810	66.0	49.0	32.0	90.0
AT1G14820	AT1G14820	15.0	42.0	24.0	13.0
AT1G14830	DRP1C	53.0	105.0	88.0	128.0
AT1G14840	MAP70.4	32.0	34.0	22.0	6.0
AT1G14850	NUP155	15.0	24.0	14.0	34.0
AT1G14860	NUDT18	2.0	5.0	0.8	67.0
AT1G14870	PCR2	6.0	7.0	4.0	364.0
AT1G14880	PCR1	0.2		2.0	
AT1G14890	AT1G14890	29.0	59.0	77.0	21.0
AT1G14900	HMGA	29.0	126.0	33.0	78.0
AT1G14910	AT1G14910	29.0	39.0	36.0	39.0
AT1G14920	GAI	41.0	35.0	19.0	23.0
AT1G14930	AT1G14930	0.1	0.1		1.0
AT1G14940	AT1G14940				1.0
AT1G14950	AT1G14950				6.0
AT1G14960	AT1G14960				6.0
AT1G14970	OFUT4	7.0	16.0	27.0	10.0
AT1G14980	CPN10	53.0	133.0	84.0	151.0
AT1G14990	AT1G14990	8.0	16.0	18.0	13.0
AT1G15002	AT1G15002	0.1	0.2	0.1	0.1
