Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Fauna Date,Raw Date,Host
A/Chicken/Dongguan/1505,Epi597067,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1697,Epi578224,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Shenzhen/SP139/2014,Epi592193,2014-04-02,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.25,2018.22,2014-04-02,Human
A/chicken/Guangdong/G1381/2014,Epi708131,2014-04-15,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.28,2018.22,2014-04-15,Chicken
A/chicken/Guangdong/G1598/2014,Epi708042,2014-04-15,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.28,2018.22,2014-04-15,Chicken
A/chicken/Guangdong/G1391/2014,Epi708132,2014-04-15,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.28,2018.22,2014-04-15,Chicken
A/chicken/Guangdong/G1392/2014,Epi708036,2014-04-15,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.28,2018.22,2014-04-15,Chicken
A/chicken/Guangdong/G1396/2014,Epi708037,2014-04-15,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.28,2018.22,2014-04-15,Chicken
A/GD-117/2014/H7N9/2014-02-22,Epi656171,2014-02-22,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.14,2018.22,2014-02-22,Human
A/Chicken/Shantou/1550,Epi578098,2014-03-05,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.17,2018.22,2014-03-05,Chicken
A/Chicken/Shantou/1556,Epi578119,2014-03-05,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.17,2018.22,2014-03-05,Chicken
A/Chicken/Shantou/1552,Epi578105,2014-03-05,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.17,2018.22,2014-03-05,Chicken
A/Chicken/Shantou/1554,Epi578112,2014-03-05,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.17,2018.22,2014-03-05,Chicken
A/Chicken/Shantou/3057,Epi593312,2014-05-06,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.34,2018.22,2014-05-06,Chicken
A/Silkiechicken/Shantou/2056,Epi593306,2014-03-25,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.23,2018.22,2014-03-25,Chicken
A/Silkiechicken/Shantou/2050,Epi593294,2014-03-25,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.23,2018.22,2014-03-25,Chicken
A/Silkiechicken/Shantou/2054,Epi593300,2014-03-25,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.23,2018.22,2014-03-25,Chicken
A/Chicken/Shantou/2539,Epi593209,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken
A/Chicken/Shantou/4325,Epi593319,2014-07-01,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.50,2018.22,2014-07-01,Chicken
A/Chicken/Shantou/4833,Epi593355,2014-07-22,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.55,2018.22,2014-07-22,Chicken
A/Chicken/Shantou/4832,Epi593348,2014-07-22,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.55,2018.22,2014-07-22,Chicken
A/Guangdong-Guangzhou/XN14050/2014,Epi627633,2014-03-31,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.24,2018.22,2014-03-31,Human
A/Environment/GD-ZS_162/H7N9/2014-5,Epi654153,2014-05-01,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.33,2018.22,2014-05-01,Environment
A/chicken/Guangdong/SD025/2014,Epi1090349,2014-03-08,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.18,2018.22,2014-03-08,Chicken
A/GD-151/2014/H7N9/2014-05-06,Epi656234,2014-05-06,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.34,2018.22,2014-05-06,Human
A/Chicken/Dongguan/1690,Epi578205,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Guangdong/15SF010/2015,Epi566044,2015-01-06,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.01,2018.22,2015-01-06,Human
A/Fujian/1/2015,Epi627473,2015-01-01,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.00,2018.22,2015-01-01,Human
A/Fujian/17/2014,Epi627481,2014-12-02,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.92,2018.22,2014-12-02,Human
A/Fujian/4/2015,Epi627337,2015-01-05,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.01,2018.22,2015-01-05,Human
A/Fujian/19/2014,Epi627489,2014-12-21,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.97,2018.22,2014-12-21,Human
A/Fujian/9/2015,Epi627281,2015-01-13,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.03,2018.22,2015-01-13,Human
A/Fujian/20/2015,Epi627289,2015-01-16,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.04,2018.22,2015-01-16,Human
A/chicken/Guangdong/G1519/2014,Epi708038,2014-04-15,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.28,2018.22,2014-04-15,Chicken
A/chicken/Guangdong/G1521/2014,Epi708039,2014-04-15,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.28,2018.22,2014-04-15,Chicken
A/Duck/Guangdong/DG103/2015,Epi580327,2015-01-07,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2015.02,2018.22,2015-01-07,Duck
A/Chicken/Guangdong/HZ098/2015,Epi580313,2015-01-01,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2015.00,2018.22,2015-01-01,Chicken
A/Guangdong/2496/2014,Epi566092,2014-11-27,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.90,2018.22,2014-11-27,Human
A/GD-155/2014/H7N9/2014-11-19,Epi656258,2014-11-19,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.88,2018.22,2014-11-19,Human
A/Chicken/Guangdong/DG478/2014,Epi580267,2014-11-25,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2014.90,2018.22,2014-11-25,Chicken
A/Environment/Guangdong/DG127/2015,Epi580355,2015-02-20,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2015.14,2018.22,2015-02-20,Environment
A/Chicken/Guangdong/DG120/2015,Epi580347,2015-01-15,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2015.04,2018.22,2015-01-15,Chicken
A/Duck/Guangdong/DG527/2014,Epi580283,2014-12-02,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2014.92,2018.22,2014-12-02,Duck
A/Chicken/Guangdong/DG479/2014,Epi580275,2014-11-30,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2014.91,2018.22,2014-11-30,Chicken
A/Guangdong/15SF053/2015,Epi627065,2015-02-04,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.09,2018.22,2015-02-04,Human
A/GD-53/2015/H7N9/2015-02-03,Epi656410,2015-02-03,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.09,2018.22,2015-02-03,Human
A/HongKong/2550/2015,Epi559417,2015-01-23,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2015.06,2018.22,2015-01-23,Human
A/Environment/Guangdong/2235,Epi628712,2015-01-11,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.03,2018.22,2015-01-11,Environment
A/Chicken/Guangdong/DG592/2014,Epi580291,2014-12-08,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2014.93,2018.22,2014-12-08,Other Avian
A/Chicken/Guangdong/DG593/2014,Epi580299,2014-12-12,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2014.94,2018.22,2014-12-12,Chicken
A/Environment/Guangdong/DG104/2015,Epi580337,2015-01-16,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2015.04,2018.22,2015-01-16,Environment
A/GD-42/2015/H7N9/2015-01-25,Epi656362,2015-01-25,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.07,2018.22,2015-01-25,Human
A/Guangdong/15SF018/2015,Epi566036,2015-01-12,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.03,2018.22,2015-01-12,Human
A/GD-18/2015/H7N9/2015-01-11,Epi656298,2015-01-11,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.03,2018.22,2015-01-11,Human
A/Guangdong-Guangzhou/XN00509/2014,Epi627665,2014-02-10,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.11,2018.22,2014-02-10,Human
A/GD-120/2015/H7N9/2015-03-10,Epi656506,2015-03-10,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.19,2018.22,2015-03-10,Human
A/silkiechicken/Dongguan/979/2014,Epi597399,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Hunan/26937/2014,Epi627848,2014-04-19,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.30,2018.22,2014-04-19,Human
A/Hunan/26938/2014,Epi627856,2014-04-19,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.30,2018.22,2014-04-19,Human
A/Guangdong-Guangzhou/XN14670/2014,Epi627625,2014-04-04,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.25,2018.22,2014-04-04,Human
A/Guangdong-Guangzhou/XN15122/2014,Epi627689,2014-04-10,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.27,2018.22,2014-04-10,Human
A/Guangdong-Guangzhou/XN00429/2014,Epi627761,2014-02-05,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.10,2018.22,2014-02-05,Human
A/Guangdong-Guangzhou/XN08423/2014,Epi627649,2014-02-19,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.13,2018.22,2014-02-19,Human
A/silkiechicken/Dongguan/997/2014,Epi578139,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1108,Epi597167,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/GD-126/2014/H7N9/2014-03-10,Epi656203,2014-03-10,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.19,2018.22,2014-03-10,Human
A/GD-103/2014/H7N9/2014-02-10,Epi656086,2014-02-10,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.11,2018.22,2014-02-10,Human
A/Chicken/Dongguan/1051,Epi596919,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Environment/Guangdong/4740,Epi628536,2014-05-21,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.38,2018.22,2014-05-21,Environment
A/chicken/Guangdong/SD023/2014,Epi1090341,2014-02-23,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.15,2018.22,2014-02-23,Chicken
A/Guangdong-Guangzhou/XN08664/2014,Epi627721,2014-02-21,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Human
A/GD-119/2014/H7N9/2014-02-19,Epi656140,2014-02-19,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.13,2018.22,2014-02-19,Human
A/silkiechicken/Dongguan/988/2014,Epi596907,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/HongKong/8194273/2014,Epi553470,2014-12-25,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.98,2018.22,2014-12-25,Human
A/GD-17/2015/H7N9/2015-01-11,Epi656306,2015-01-11,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.03,2018.22,2015-01-11,Human
A/Guangdong/15SF017/2015,Epi627201,2015-01-15,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.04,2018.22,2015-01-15,Human
A/Guangdong/15SF001/2015,Epi627273,2015-01-04,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.01,2018.22,2015-01-04,Human
A/GD-1/2015/H7N9/2015-01-03,Epi656274,2015-01-03,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.01,2018.22,2015-01-03,Human
A/HongKong/5581/2014,Epi516598,2014-04-03,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.25,2018.22,2014-04-03,Human
A/HongKong/8122430/2014,Epi516606,2014-04-13,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.28,2018.22,2014-04-13,Human
A/chicken/Fujian/S1017/2014,Epi1090181,2014-03-05,unknown,China,Fujian,Other Database Import,unknown,unknown,unknown,2014.17,2018.22,2014-03-05,Chicken
A/Chicken/Shantou/2556,Epi593230,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken
A/Chicken/Shantou/2550,Epi593223,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken
A/Chicken/Shantou/2537,Epi593195,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken
A/Chicken/Shantou/2546,Epi593216,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken
A/Chicken/Shantou/2538,Epi593202,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken
A/Chicken/Shantou/2562,Epi593237,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken
A/GD-138/2014/H7N9/2014-04-05,Epi656219,2014-04-05,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.26,2018.22,2014-04-05,Human
A/Shenzhen/SP126/2014,Epi592186,2014-03-23,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.22,2018.22,2014-03-23,Human
A/Chicken/Dongguan/1421,Epi597584,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1022,Epi597446,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1091,Epi597160,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/silkiechicken/Dongguan/981/2014,Epi597421,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1096,Epi592201,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/silkiechicken/Dongguan/986/2014,Epi597427,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/Chicken/Dongguan/1124,Epi597453,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken
A/HongKong/4495/2014,Epi509880,2014-03-01,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.16,2018.22,2014-03-01,Human
A/chicken/Guangdong/GSB/2014,Epi1179234,2014-03-03,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.17,2018.22,2014-03-03,Chicken
A/GD-51/2015/H7N9/2015-01-30,Epi656402,2015-01-30,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.08,2018.22,2015-01-30,Human
A/GD-68/2015/H7N9/2015-02-08,Epi656442,2015-02-08,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.10,2018.22,2015-02-08,Human
A/Guangdong/15SF051/2015,Epi627057,2015-01-31,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.08,2018.22,2015-01-31,Human
A/chicken/Guangdong/S1200/2015,Epi1090253,2015-03-31,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2015.24,2018.22,2015-03-31,Chicken
A/Guangdong/CHN/023/2016,Epi866577,2016-02-15,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.12,2018.22,2016-02-15,Human
A/Gd-Zs031/H7N9/2017-02-09,Epi972257,2017-02-09,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2017.11,2018.22,2017-02-09,Human
A/HongKong/VB16189623/2016,Epi872958,2016-12-28,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2016.99,2018.22,2016-12-28,Human
A/Guangdong/17SF031/2017,Epi1101647,2017-02-09,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.11,2018.22,2017-02-09,Human
A/Guangdong/60061/2016,Epi887980,2016-12-13,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.95,2018.22,2016-12-13,Human
A/GD-GZ/192/H7N9/2016-12-04,Epi972246,2016-12-04,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.93,2018.22,2016-12-04,Human
A/Guangdong/17SF017/2017,Epi1101615,2017-01-23,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-23,Human
A/HongKong/VB16049808/2016,Epi730495,2016-03-24,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2016.23,2018.22,2016-03-24,Human
A/Env/GD-GZ1164/H7N9/2016-12-15,Epi972270,2016-12-15,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Environment
A/Env/GD-GZ1162/H7N9/2016-12-15,Epi972268,2016-12-15,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Environment
A/Env/GD-GZ1132/H7N9/2016-12-15,Epi972266,2016-12-15,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Environment
A/Environment/Guangzhou/4188,Epi1040451,2016-12-21,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2016.97,2018.22,2016-12-21,Environment
A/Shenzhen/Th001/2016,Epi930807,2016-12-31,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.00,2018.22,2016-12-31,Human
A/Gd-Sz202/H7N9/2016-12-30,Epi974523,2016-12-30,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2017.00,2018.22,2016-12-30,Human
A/Env/GD-ZQ038/H7N9/2016-11-29,Epi972301,2016-11-29,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.91,2018.22,2016-11-29,Environment
A/Env/GD-ZQ/1104,Epi972263,2016-12-15,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Environment
A/Guangdong/60923/2016,Epi887836,2016-12-28,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-28,Human
A/Guangdong/16SF202/2016,Epi1101559,2016-12-30,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2016-12-30,Human
A/Environment/Guangdong/2112,Epi628648,2015-01-20,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.05,2018.22,2015-01-20,Environment
A/Chicken/Guangdong/GZ068/2015,Epi580363,2015-01-01,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2015.00,2018.22,2015-01-01,Chicken
A/Guangdong/15SF082/2015,Epi626993,2015-02-06,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.10,2018.22,2015-02-06,Human
A/chicken/Guangdong/SD018/2015,Epi1090325,2015-01-27,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2015.07,2018.22,2015-01-27,Chicken
A/GD-2/2015/H7N9/2015-01-06,Epi656282,2015-01-06,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.01,2018.22,2015-01-06,Human
A/Guangdong/15SF002/2015,Epi627209,2015-01-05,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.01,2018.22,2015-01-05,Human
A/GD-44/2015/H7N9/2015-01-19,Epi656330,2015-01-19,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.05,2018.22,2015-01-19,Human
A/GD-10/2015/H7N9/2015-01-06,Epi656290,2015-01-06,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.01,2018.22,2015-01-06,Human
A/GD-95/2015/H7N9/2015-03-05,Epi656498,2015-03-05,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.17,2018.22,2015-03-05,Human
A/Guangdong/17SF004/2017,Epi1101583,2017-01-06,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-06,Human
A/Env/GD-GZ3375/H7N9/2016-12-15,Epi972276,2016-12-15,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Environment
A/Gd-Zs201/H7N9/2016-12-30,Epi972259,2016-12-30,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2017.00,2018.22,2016-12-30,Human
A/Guangdong/17SF028/2017,Epi1101631,2016-12-30,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2016-12-30,Human
A/chicken/Guangdong/SD1433/2016,Epi1090413,2016-04-06,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2016.26,2018.22,2016-04-06,Chicken
A/Env/GD-GZ16323/H7N9/2016-12-15,Epi972273,2016-12-15,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Environment
A/Env/GD-GZ16326/H7N9/2016-12-15,Epi972275,2016-12-15,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Environment
A/Env/GD-GZ16322/H7N9/2016-12-15,Epi972272,2016-12-15,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Environment
A/HongKong/214/2017,Epi884222,2017-01-09,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2017.02,2018.22,2017-01-09,Human
A/Guangdong/60060/2016,Epi887844,2016-12-09,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.94,2018.22,2016-12-09,Human
A/GD-JM/193/H7N9/2016-12-09,Epi972250,2016-12-09,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.94,2018.22,2016-12-09,Human
A/GD-JM/194/H7N9/2016-12-09,Epi972248,2016-12-09,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.94,2018.22,2016-12-09,Human
A/Changsha/70/2017,Epi1036702,2017-04-13,unknown,China,Hunan,Other Database Import,unknown,unknown,unknown,2017.28,2018.22,2017-04-13,Human
A/Env/GD-JM105/H7N9/2016-12-15,Epi972282,2016-12-15,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Environment
A/Env/GD-JM107/H7N9/2016-12-15,Epi972284,2016-12-15,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Environment
A/Guangdong/17SF036/2017,Epi1101655,2017-02-25,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.15,2018.22,2017-02-25,Human
A/Environment/Guangzhou/5258,Epi1040487,2017-04-13,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2017.28,2018.22,2017-04-13,Environment
A/Env/GD-JM721/H7N9/2016-12-26,Epi972296,2016-12-26,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.99,2018.22,2016-12-26,Environment
A/Guangdong/17SF010/2017,Epi1101599,2017-01-12,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-12,Human
A/Gd-Fs010/H7N9/2017-01-13,Epi972234,2017-01-13,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2017.03,2018.22,2017-01-13,Human
A/Guangdong/17SF042/2017,Epi1101663,2017-03-01,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.16,2018.22,2017-03-01,Human
A/Guangxi/2/2017,Epi1018220,2017-02-03,unknown,China,Guangxi,Guangxi Center For Disease Prevention And Control,unknown,unknown,unknown,2017.09,2018.22,2017-02-03,Human
A/Guangdong/17SF030/2017,Epi1101639,2017-02-07,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-07,Human
A/Env/GD-JM579/H7N9/2016-12-14,Epi972292,2016-12-14,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.95,2018.22,2016-12-14,Environment
