Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Fauna Date,Raw Date,Host,Labels
A/chicken/Shenzhen/749/2013,Epi577920,2013-12-10,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-10,Chicken,unknown
A/chicken/Shenzhen/742/2013,Epi577906,2013-12-10,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-10,Chicken,unknown
A/Chicken/Shenzhen/3780,Epi581860,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Shenzhen/SP4/2014,Epi583230,2014-01-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.04,2018.22,2014-01-16,Human,unknown
A/Chicken/Shenzhen/2110,Epi577961,2013-12-13,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.95,2018.22,2013-12-13,Chicken,unknown
A/Environment/Jiangsu/313,Epi628415,2013-12-29,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.99,2018.22,2013-12-29,Environment,Aa: Na: S264f;
A/Shenzhen/SP49/2014,Epi583286,2014-01-25,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.07,2018.22,2014-01-25,Human,unknown
A/Guangdong/24997/2013,Epi628519,2013-11-30,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.91,2018.22,2013-11-30,Human,unknown
A/Shenzhen/SP26/2014,Epi583244,2014-01-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.05,2018.22,2014-01-20,Human,unknown
A/HongKong/734/2014,Epi498799,2014-01-07,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.02,2018.22,2014-01-07,Human,unknown
A/chicken/Shenzhen/898/2013,Epi577927,2013-12-09,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-09,Chicken,unknown
A/chicken/Shenzhen/801/2013,Epi583300,2013-12-09,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-09,Chicken,unknown
A/Shenzhen/SP-Z93/2014,Epi583223,2014-01-11,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.03,2018.22,2014-01-11,Human,unknown
A/GD-26/2014/H7N9/2014-01-10,Epi655917,2014-01-10,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.02,2018.22,2014-01-10,Human,unknown
A/Guangdong/26/2014,Epi628111,2014-01-11,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.03,2018.22,2014-01-11,Human,unknown
A/Silkiechicken/Shenzhen/3781,Epi581867,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/chicken/Shenzhen/747/2013,Epi577913,2013-12-10,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-10,Chicken,unknown
A/chicken/Shenzhen/727/2013,Epi577899,2013-12-10,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-10,Chicken,unknown
A/Guangdong/DG-03/2013,Epi515868,2013-12-01,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2013.91,2018.22,2013-12-xx,Human,unknown
A/silkiechicken/Shenzhen/919/2013,Epi577940,2013-12-09,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-09,Chicken,unknown
A/silkiechicken/Shenzhen/918/2013,Epi577934,2013-12-09,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-09,Chicken,unknown
A/Guangdong/3/2013,Epi506220,2013-12-15,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.95,2018.22,2013-12-15,Human,unknown
A/Chicken/Shenzhen/1665,Epi577954,2013-12-12,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.94,2018.22,2013-12-12,Chicken,unknown
A/Chicken/Shenzhen/2293,Epi581597,2013-12-13,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.95,2018.22,2013-12-13,Chicken,unknown
A/Chicken/Shenzhen/2201,Epi581590,2013-12-13,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.95,2018.22,2013-12-13,Chicken,unknown
A/Shenzhen/SP60/2014,Epi577996,2014-01-30,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.08,2018.22,2014-01-30,Human,unknown
A/Shenzhen/SP58/2014,Epi577989,2014-01-25,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.07,2018.22,2014-01-25,Human,Aa: Na: N395t;
A/Shenzhen/SP38/2014,Epi583265,2014-01-22,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.06,2018.22,2014-01-22,Human,Aa: Na: I145t;
A/Chicken/Shenzhen/3733,Epi581846,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Shanghai/MH01/2013,Epi542313,2013-04-17,unknown,China,Shanghai,Other Database Import,unknown,unknown,unknown,2013.29,2018.22,2013-04-17,Human,unknown
A/wildpigeon/Jiangsu/SD001/2013,Epi457620,2013-04-17,unknown,China,Jiangsu,Harbin Veterinary Research Institute  Caas ,unknown,unknown,unknown,2013.29,2018.22,2013-04-17,Other Avian,unknown
A/chicken/Guangdong/SD1/2013,Epi576575,2013-05-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.37,2018.22,2013-05-16,Chicken,Aa: Na: S264p;
A/Chicken/Dongguan/2912,Epi581604,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,Aa: Na: N395t;
A/Chicken/Dongguan/4195,Epi582320,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,Aa: Na: Y96h;
A/Silkiechicken/Dongguan/3605,Epi581834,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3488,Epi581726,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/3990,Epi581924,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,Aa: Na: V110i R148k;
A/Silkiechicken/Dongguan/3980,Epi581918,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3491,Epi581733,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/3526,Epi581758,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/1450,Epi597029,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,Aa: Na: N326d;
A/Silkiechicken/Dongguan/1448,Epi597016,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Silkiechicken/Dongguan/3522,Epi581746,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/3520,Epi581740,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3438,Epi581705,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3563,Epi581777,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,Aa: Na: I95v N341s;
A/Chicken/Dongguan/3582,Epi581827,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3544,Epi581770,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/3606,Epi581840,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/3281,Epi581682,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Chicken/Dongguan/4064,Epi583313,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/4129,Epi581993,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/4114,Epi581967,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Environmental/Guangdong/30,Epi627959,2013-12-16,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.96,2018.22,2013-12-16,Environment,Aa: Na: I259v;
A/chicken/Dongguan/695/2014,Epi596849,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/815/2014,Epi597312,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/709/2014,Epi597246,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/Guangdong/4/2013,Epi506227,2013-12-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-16,Human,unknown
A/Guangdong/24999/2013,Epi628511,2013-12-16,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.96,2018.22,2013-12-16,Human,unknown
A/Guangdong/YJ-04/2013,Epi515876,2013-12-01,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2013.96,2018.22,2013-12-xx,Human,unknown
A/Guangdong-Guangzhou/XN00298/2014,Epi627768,2014-02-02,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.09,2018.22,2014-02-02,Human,unknown
A/Guangdong-Guangzhou/XN02933/2014,Epi627791,2014-01-16,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.04,2018.22,2014-01-16,Human,unknown
A/Guangdong/31/2014,Epi628127,2014-01-12,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.03,2018.22,2014-01-12,Human,unknown
A/GD-31/2014/H7N9/2014-01-11,Epi655933,2014-01-11,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.03,2018.22,2014-01-11,Human,unknown
A/GD-18/2014/H7N9/2014-01-07,Epi655893,2014-01-07,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.02,2018.22,2014-01-07,Human,unknown
A/GD-19/2014/H7N9/2014-01-07,Epi655901,2014-01-07,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.02,2018.22,2014-01-07,Human,unknown
A/Guangdong/19/2014,Epi628103,2014-01-08,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.02,2018.22,2014-01-08,Human,unknown
A/Guangdong/2125/2014,Epi628487,2014-01-08,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.02,2018.22,2014-01-08,Human,unknown
A/Guangdong/2620/2014,Epi628503,2014-01-08,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.02,2018.22,2014-01-08,Human,unknown
A/GD-36/2014/H7N9/2014-01-12,Epi655957,2014-01-12,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.03,2018.22,2014-01-12,Human,unknown
A/Guangdong/36/2014,Epi628463,2014-01-13,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.03,2018.22,2014-01-13,Human,unknown
A/Guangdong/2/2013,Epi503535,2013-11-04,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.84,2018.22,2013-11-04,Human,unknown
A/Guangdong/5/2013,Epi506235,2013-12-17,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-17,Human,unknown
A/Guangdong/YJ-05/2013,Epi515884,2013-12-01,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2013.96,2018.22,2013-12-xx,Human,unknown
A/Silkiechicken/Dongguan/3525,Epi581752,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Guangdong/DG-02/2013,Epi515860,2013-11-01,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2013.91,2018.22,2013-11-xx,Human,unknown
A/Chicken/Dongguan/3487,Epi581719,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/3528,Epi581764,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3418,Epi581694,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/3275,Epi581676,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,Aa: Na: N59t;
A/chicken/Dongguan/851/2014,Epi597347,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/744/2014,Epi597260,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/silkiechicken/Dongguan/967/2014,Epi597389,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1143,Epi596942,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/silkiechicken/Dongguan/963/2014,Epi596892,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,Aa: Na: L8p;
A/Silkiechicken/Dongguan/3166,Epi581645,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/silkiechicken/Dongguan/523/2014,Epi578241,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/Chicken/Dongguan/3464,Epi581712,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3141,Epi581624,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Silkiechicken/Dongguan/3284,Epi581688,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Chicken/Dongguan/3146,Epi581638,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Chicken/Dongguan/3112,Epi581617,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Silkiechicken/Dongguan/1519,Epi578154,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,Aa: Na: I20s;
A/Chicken/Dongguan/1318,Epi597528,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1382,Epi597553,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,Aa: Na: I300v;
A/chicken/Dongguan/568/2014,Epi596812,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/575/2014,Epi578080,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/835/2014,Epi597319,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,Aa: Na: E49k;
A/chicken/Dongguan/237/2014,Epi597204,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/silkiechicken/Dongguan/157/2014,Epi596755,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,Aa: Na: K432e;
A/chicken/Dongguan/874/2014,Epi597361,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/899/2014,Epi597368,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,Aa: Na: Y62h;
A/chicken/Dongguan/864/2014,Epi597354,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/silkiechicken/Dongguan/635/2014,Epi596826,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/silkiechicken/Dongguan/656/2014,Epi596832,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/711/2014,Epi597253,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/173/2014,Epi596768,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/518/2014,Epi596798,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/178/2014,Epi597176,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/248/2014,Epi597211,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/749/2014,Epi597274,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/210/2014,Epi597190,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/213/2014,Epi597197,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/262/2014,Epi597218,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/189/2014,Epi596775,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/397/2014,Epi578128,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/Environment/Guangdong/262,Epi628439,2013-12-25,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.98,2018.22,2013-12-25,Environment,unknown
A/Silkiechicken/Dongguan/1274,Epi596968,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1312,Epi596981,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/3219,Epi581651,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Chicken/Dongguan/3145,Epi581631,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Chicken/Dongguan/4251,Epi582327,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/3049,Epi581611,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Chicken/Dongguan/4094,Epi581951,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/4063,Epi581944,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3894,Epi581881,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3945,Epi581902,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3972,Epi581909,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/4127,Epi581980,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3917,Epi581888,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/4048,Epi581937,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/4102,Epi581960,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3935,Epi581895,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/4037,Epi581930,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/4119,Epi583293,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/4040,Epi583320,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/4126,Epi581974,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/GD-35/2014/H7N9/2014-01-12,Epi655965,2014-01-12,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.03,2018.22,2014-01-12,Human,unknown
A/Shenzhen/SP-W1/2014,Epi583251,2014-01-14,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.04,2018.22,2014-01-14,Human,unknown
A/Guangdong/35/2014,Epi628471,2014-01-13,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.03,2018.22,2014-01-13,Human,unknown
A/Silkiechicken/Dongguan/1264,Epi596956,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,Aa: Na: I212m;
A/Chicken/Dongguan/1307,Epi597514,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,Aa: Na: D335g;
A/Silkiechicken/Dongguan/1271,Epi597498,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,Aa: Na: G143r;
A/Chicken/Dongguan/1433,Epi597593,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/chicken/Dongguan/449/2014,Epi596791,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/Silkiechicken/Dongguan/1516,Epi597086,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1188,Epi597476,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1526,Epi597119,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Silkiechicken/Dongguan/1268,Epi596962,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/chicken/Dongguan/856/2014,Epi596856,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/Chicken/Dongguan/1100,Epi578147,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/silkiechicken/Dongguan/953/2014,Epi578135,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/chicken/Dongguan/803/2014,Epi597305,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/850/2014,Epi597340,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/843/2014,Epi597333,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
