Date,Calibre Index Fund,"""Nasdaq Composite, x""","""Nasdaq Composite, y""","""MSCI EAFE Index Fund (ETF), x""",MSCI EAFE Index Fund (ETF),"""Dow Jones Industrial Average, y""","""S&amp;P 500 Index, y"""
2009-06-10,86.910004,,,2009-06-11,48.68,8739.019531,939.150024
2009-06-11,87.459999,,,2009-06-12,48.43,8770.919922,944.8900150000001
2009-06-12,87.58000200000001,,,2009-06-15,46.69,8799.259766,946.2100220000001
2009-06-15,85.510002,,,2009-06-16,46.15,8612.129883,923.7199710000001
2009-06-16,84.43,,,2009-06-17,46.28,8504.669922,911.9699710000001
2009-06-17,84.32,,,2009-06-18,46.2,8497.179688,910.7100220000001
2009-06-18,85.040001,,,2009-06-19,46.93,8555.599609,918.3699949999999
2009-06-19,85.300003,,,2009-06-22,45.42,8539.730469,921.2299800000001
2009-06-22,82.709999,,,2009-06-23,45.06,8339.009766,893.0399779999999
2009-06-23,82.459999,,,2009-06-24,45.1,8322.910156,895.099976
2009-06-24,83.010002,,,2009-06-25,46.05,8299.860352,900.9400019999999
2009-06-25,84.790001,,,2009-06-26,45.96,8472.400391,920.26001
2009-06-26,84.68,,,2009-06-29,46.35,8438.389648,918.900024
2009-06-29,85.440002,,,2009-06-30,45.81,8529.379883,927.2299800000001
2009-06-30,84.720001,,,2009-07-01,46.57,8447.0,919.320007
2009-07-01,85.099998,,,2009-07-02,45.23,8504.05957,923.330017
2009-07-02,82.629997,,,2009-07-06,45.29,8280.740234,896.419983
2009-07-06,82.839996,,,2009-07-07,44.19,8324.870117,898.7199710000001
2009-07-07,81.209999,,,2009-07-08,44.01,8163.600098000001,881.0300289999999
2009-07-08,81.120003,,,2009-07-09,44.55,8178.410156,879.5599980000001
2009-07-09,81.410004,,,2009-07-10,44.03,8183.169922,882.679993
2009-07-10,81.08000200000001,,,2009-07-13,44.8,8146.52002,879.1300050000001
2009-07-13,83.099998,,,2009-07-14,45.04,8331.679688,901.0499880000001
2009-07-14,83.540001,,,2009-07-15,46.58,8359.490234,905.840027
2009-07-15,86.029999,,,2009-07-16,46.99,8616.209961,932.679993
2009-07-16,86.779999,,,2009-07-17,46.82,8711.820313,940.73999
2009-07-17,86.75,,,2009-07-20,47.73,8743.94043,940.3800050000001
2009-07-20,87.739998,,,2009-07-21,48.03,8848.150391,951.1300050000001
2009-07-21,88.07,,,2009-07-22,48.15,8915.94043,954.580017
2009-07-22,88.019997,,,2009-07-23,48.96,8881.259766,954.070007
2009-07-23,90.08000200000001,,,2009-07-24,49.26,9069.290039,976.2899779999999
2009-07-24,90.360001,,,2009-07-27,49.31,9093.240234,979.26001
2009-07-27,90.629997,,,2009-07-28,49.1,9108.509766,982.179993
2009-07-28,90.389999,,,2009-07-29,48.7,9096.719727,979.6199949999999
2009-07-29,89.989998,,,2009-07-30,49.65,9070.719727,975.150024
2009-07-30,91.07,,,2009-07-31,50.41,9154.459961,986.75
2009-07-31,91.139999,,,2009-08-03,51.58,9171.610352,987.4799800000001
2009-08-03,92.540001,,,2009-08-04,51.5,9286.55957,1002.6300050000001
2009-08-04,92.82,,,2009-08-05,51.29,9320.19043,1005.650024
2009-08-05,92.58000200000001,,,2009-08-06,50.97,9280.969727,1002.7199710000001
2009-08-06,92.07,,,2009-08-07,50.92,9256.259766,997.080017
2009-08-07,93.300003,,,2009-08-10,50.61,9370.070313,1010.4799800000001
2009-08-10,92.989998,,,2009-08-12,50.89,9337.950195,1007.099976
2009-08-11,91.839996,,,2009-08-13,51.67,9241.450195,994.349976
2009-08-12,92.93,,,2009-08-14,51.23,9361.610352,1005.8099980000001
2009-08-13,93.58000200000001,,,2009-08-17,49.58,9398.19043,1012.7299800000001
2009-08-14,92.779999,,,2009-08-18,50.44,9321.400391,1004.090027
2009-08-17,90.550003,,,2009-08-19,50.87,9135.339844,979.7299800000001
2009-08-18,91.489998,,,2009-08-20,51.23,9217.94043,989.669983
2009-08-19,92.129997,,,2009-08-21,52.35,9279.160156,996.4600220000001
2009-08-20,93.139999,,,2009-08-24,52.34,9350.049805,1007.3699949999999
2009-08-21,94.889999,,,2009-08-25,52.86,9505.959961,1026.130005
2009-08-24,94.839996,,,2009-08-26,52.64,9509.280273,1025.569946
2009-08-25,95.059998,,,2009-08-27,53.04,9539.290039,1028.0
2009-08-26,95.089996,,,2009-08-28,53.07,9543.519531,1028.119995
2009-08-27,95.360001,,,2009-08-31,52.68,9580.629883,1030.97998
2009-08-28,95.18,,,2009-09-01,51.37,9544.200195,1028.930054
2009-08-31,94.41999799999999,,,2009-09-02,51.31,9496.280273,1020.6199949999999
2009-09-01,92.33000200000001,,,2009-09-03,51.71,9310.599609,998.0399779999999
2009-09-02,92.050003,,,2009-09-04,52.5,9280.669922,994.75
2009-09-03,92.839996,,,2009-09-08,53.54,9344.610352,1003.23999
2009-09-04,94.07,,,2009-09-09,54.2,9441.269531,1016.400024
2009-09-08,94.910004,,,2009-09-10,54.68,9497.339844,1025.390015
2009-09-09,95.650002,,,2009-09-11,54.61,9547.219727,1033.369995
2009-09-10,96.650002,,,2009-09-14,54.72,9627.480469,1044.140015
2009-09-11,96.540001,,,2009-09-15,54.73,9605.410156,1042.72998
2009-09-14,97.150002,,,2009-09-16,55.81,9626.799805,1049.339966
2009-09-15,97.459999,,,2009-09-17,55.45,9683.410156,1052.630005
2009-09-16,98.959999,,,2009-09-18,55.6,9791.709961,1068.76001
2009-09-17,98.66999799999999,,,2009-09-21,55.01,9783.919922,1065.48999
2009-09-18,98.93,,,2009-09-22,55.77,9820.200195,1068.300049
2009-09-21,98.589996,,,2009-09-23,55.29,9778.860352,1064.660034
2009-09-22,99.239998,,,2009-09-24,54.48,9829.870117,1071.660034
2009-09-23,98.239998,,,2009-09-25,54.25,9748.549805,1060.869995
2009-09-24,97.32,,,2009-09-28,54.99,9707.44043,1050.780029
2009-09-25,96.730003,,,2009-09-29,54.66,9665.19043,1044.380005
2009-09-28,97.980003,,,2009-09-30,54.68,9789.360352,1062.97998
2009-09-29,97.769997,,,2009-10-01,53.25,9742.200195,1060.609985
2009-09-30,97.449997,,,2009-10-02,52.66,9712.280273,1057.079956
2009-10-01,94.940002,,,2009-10-05,53.42,9509.280273,1029.849976
2009-10-02,94.519997,,,2009-10-06,54.32,9487.669922,1025.209961
2009-10-05,95.91999799999999,,,2009-10-07,54.52,9599.75,1040.459961
2009-10-06,97.239998,,,2009-10-08,55.31,9731.25,1054.719971
2009-10-07,97.550003,,,2009-10-09,55.17,9725.580078,1057.579956
2009-10-08,98.279999,,,2009-10-12,55.5,9786.870117,1065.47998
2009-10-09,98.839996,,,2009-10-13,55.38,9864.94043,1071.48999
2009-10-12,99.269997,,,2009-10-14,56.71,9885.799805,1076.189941
2009-10-13,99.0,,,2009-10-15,56.97,9871.05957,1073.189941
2009-10-14,100.739998,,,2009-10-16,56.11,10015.860352,1092.02002
2009-10-15,101.160004,,,2009-10-19,57.01,10062.94043,1096.560059
2009-10-16,100.339996,,,2009-10-20,56.71,9995.910156,1087.680054
2009-10-19,101.279999,,,2009-10-21,56.52,10092.19043,1097.910034
2009-10-20,100.660004,,,2009-10-22,57.07,10041.480469,1091.060059
2009-10-21,99.779999,,,2009-10-23,56.17,9949.360352,1081.400024
2009-10-22,100.849998,,,2009-10-26,55.32,10081.30957,1092.910034
2009-10-23,99.620003,,,2009-10-27,54.88,9972.179688,1079.599976
2009-10-26,98.449997,,,2009-10-28,53.56,9867.959961,1066.949951
2009-10-27,98.120003,,,2009-10-29,55.14,9882.169922,1063.410034
2009-10-28,96.220001,,,2009-10-30,53.3,9762.69043,1042.630005
2009-10-29,98.389999,,,2009-11-02,53.82,9962.580078,1066.109985
2009-10-30,95.629997,,,2009-11-03,53.61,9712.730469,1036.189941
2009-11-02,96.25,,,2009-11-04,54.15,9789.44043,1042.880005
2009-11-03,96.480003,,,2009-11-05,54.85,9771.910156,1045.410034
2009-11-04,96.620003,,,2009-11-06,55.01,9802.139648,1046.5
2009-11-05,98.480003,,,2009-11-09,56.55,10005.959961,1066.630005
2009-11-06,98.739998,,,2009-11-10,56.25,10023.419922,1069.300049
2009-11-09,100.959999,,,2009-11-11,56.42,10226.94043,1093.079956
2009-11-10,100.980003,,,2009-11-12,55.6,10246.969727,1093.01001
2009-11-11,101.489998,,,2009-11-13,56.38,10291.259766,1098.51001
2009-11-12,100.459999,,,2009-11-16,57.28,10197.469727,1087.23999
2009-11-13,101.040001,,,2009-11-17,56.9,10270.469727,1093.47998
2009-11-16,102.519997,,,2009-11-18,56.72,10406.959961,1109.300049
2009-11-17,102.620003,,,2009-11-19,55.65,10437.419922,1110.319946
2009-11-18,102.589996,,,2009-11-20,55.34,10426.30957,1109.800049
2009-11-19,101.209999,,,2009-11-23,56.33,10332.44043,1094.900024
2009-11-20,100.910004,,,2009-11-24,56.1,10318.160156,1091.380005
2009-11-23,102.279999,,,2009-11-25,56.85,10450.950195,1106.23999
2009-11-24,102.239998,,,2009-11-27,55.21,10433.709961,1105.650024
2009-11-25,102.709999,,,2009-11-30,55.39,10464.400391,1110.630005
2009-11-27,100.959999,,,2009-12-01,56.91,10309.919922,1091.48999
2009-11-30,101.349998,,,2009-12-02,57.0,10344.839844,1095.630005
2009-12-01,102.58000200000001,,,2009-12-03,56.87,10471.580078,1108.859985
2009-12-02,102.629997,,,2009-12-04,56.67,10452.679688,1109.23999
2009-12-03,101.769997,,,2009-12-07,56.36,10366.150391,1099.920044
2009-12-04,102.33000200000001,,,2009-12-08,55.38,10388.900391,1105.97998
2009-12-07,102.08000200000001,,,2009-12-09,55.31,10390.110352,1103.25
2009-12-08,101.050003,,,2009-12-10,55.48,10285.969727,1091.939941
2009-12-09,101.43,,,2009-12-11,55.46,10337.049805,1095.949951
2009-12-10,102.029999,,,2009-12-14,56.0,10405.830078,1102.349976
2009-12-11,102.41999799999999,,,2009-12-15,55.38,10471.5,1106.410034
2009-12-14,103.139999,,,2009-12-16,56.03,10501.049805,1114.109985
2009-12-15,102.57,,,2009-12-17,54.71,10452.0,1107.930054
2009-12-16,102.690002,,,2009-12-18,54.84,10441.120117,1109.180054
2009-12-17,101.480003,,,2009-12-21,55.0,10308.259766,1096.079956
2009-12-18,102.07,,,2009-12-22,54.85,10328.889648,1102.469971
2009-12-21,103.150002,,,2009-12-23,55.35,10414.139648,1114.050049
2009-12-22,103.519997,,,2009-12-24,55.57,10464.929688,1118.02002
2009-12-23,103.790001,,,2009-12-28,55.81,10466.44043,1120.589966
2009-12-24,104.339996,,,2009-12-29,55.9,10520.089844,1126.47998
2009-12-28,103.809998,,,2009-12-30,55.67,10547.080078,1127.780029
2009-12-29,103.68,,,2009-12-31,55.28,10545.410156,1126.199951
2009-12-30,103.709999,,,2010-01-04,56.73,10548.509766,1126.420044
2009-12-31,102.66999799999999,,,2010-01-05,56.78,10428.049805,1115.099976
2010-01-04,104.32,,,2010-01-06,57.02,10583.959961,1132.98999
2010-01-05,104.639999,,,2010-01-07,56.8,10572.019531,1136.52002
2010-01-06,104.75,,,2010-01-08,57.25,10573.679688,1137.140015
2010-01-07,105.16999799999999,,,2010-01-11,57.72,10606.860352,1141.689941
2010-01-08,105.480003,,,2010-01-12,57.04,10618.19043,1144.97998
2010-01-11,105.660004,,,2010-01-13,57.52,10663.990234,1146.97998
2010-01-12,104.66999799999999,,,2010-01-14,57.96,10627.259766,1136.219971
2010-01-13,105.550003,,,2010-01-15,57.05,10680.769531,1145.680054
2010-01-14,105.809998,,,2010-01-19,57.61,10710.549805,1148.459961
2010-01-15,104.66999799999999,,,2010-01-20,56.14,10609.650391,1136.030029
2010-01-19,105.970001,,,2010-01-21,54.94,10725.429688,1150.22998
2010-01-20,104.860001,,,2010-01-22,53.87,10603.150391,1138.040039
2010-01-21,102.879997,,,2010-01-25,54.53,10389.879883,1116.47998
2010-01-22,100.599998,,,2010-01-26,54.22,10172.980469,1091.76001
2010-01-25,101.059998,,,2010-01-27,54.16,10196.860352,1096.780029
2010-01-26,100.639999,,,2010-01-28,53.25,10194.290039,1092.170044
2010-01-27,101.139999,,,2010-01-29,52.48,10236.160156,1097.5
2010-01-28,99.949997,,,2010-02-01,53.44,10120.459961,1084.530029
2010-01-29,98.970001,,,2010-02-02,54.33,10067.330078,1073.869995
2010-02-01,100.379997,,,2010-02-03,53.76,10185.530273,1089.189941
2010-02-02,101.68,,,2010-02-04,51.57,10296.849609,1103.319946
2010-02-03,101.160004,,,2010-02-05,51.48,10270.549805,1097.280029
2010-02-04,98.010002,,,2010-02-08,50.46,10002.179688,1063.109985
2010-02-05,98.290001,,,2010-02-09,52.05,10012.230469,1066.189941
2010-02-08,97.449997,,,2010-02-10,51.72,9908.389648,1056.73999
2010-02-09,98.730003,,,2010-02-11,52.2,10058.639648,1070.52002
2010-02-10,98.529999,,,2010-02-12,51.75,10038.379883,1068.130005
2010-02-11,99.5,,,2010-02-16,52.9,10144.19043,1078.469971
2010-02-12,99.25,,,2010-02-17,52.97,10099.139648,1075.51001
2010-02-16,101.050003,,,2010-02-18,53.27,10268.80957,1094.869995
2010-02-17,101.5,,,2010-02-19,52.94,10309.240234,1099.51001
2010-02-18,102.16999799999999,,,2010-02-22,53.04,10392.900391,1106.75
2010-02-19,102.410004,,,2010-02-23,52.29,10402.349609,1109.170044
2010-02-22,102.300003,,,2010-02-24,52.62,10383.379883,1108.01001
2010-02-23,101.07,,,2010-02-25,52.3,10282.410156,1094.599976
2010-02-24,102.07,,,2010-02-26,52.62,10374.160156,1105.23999
2010-02-25,101.879997,,,2010-03-01,53.03,10321.030273,1102.939941
2010-02-26,102.029999,,,2010-03-02,53.43,10325.259766,1104.48999
2010-03-01,103.059998,,,2010-03-03,54.07,10403.790039,1115.709961
2010-03-02,103.300003,,,2010-03-04,53.93,10405.980469,1118.310059
2010-03-03,103.360001,,,2010-03-05,54.98,10396.759766,1118.790039
2010-03-04,103.75,,,2010-03-08,54.98,10444.139648,1122.969971
2010-03-05,105.209999,,,2010-03-09,54.85,10566.200195,1138.699951
2010-03-08,105.209999,,,2010-03-10,55.08,10552.519531,1138.5
2010-03-09,105.389999,,,2010-03-11,55.29,10564.379883,1140.449951
2010-03-10,105.879997,,,2010-03-12,55.66,10567.330078,1145.609985
2010-03-11,106.33000200000001,,,2010-03-15,55.27,10611.839844,1150.23999
2010-03-12,106.309998,,,2010-03-16,55.97,10624.69043,1149.98999
2010-03-15,106.360001,,,2010-03-17,56.27,10642.150391,1150.51001
2010-03-16,107.199997,,,2010-03-18,55.94,10685.980469,1159.459961
2010-03-17,107.83000200000001,,,2010-03-19,55.37,10733.669922,1166.209961
2010-03-18,107.790001,,,2010-03-22,55.53,10779.169922,1165.829956
2010-03-19,107.239998,,,2010-03-23,55.92,10741.980469,1159.900024
2010-03-22,107.790001,,,2010-03-24,55.0,10785.889648,1165.810059
2010-03-23,108.58000200000001,,,2010-03-25,54.97,10888.830078,1174.170044
2010-03-24,107.980003,,,2010-03-26,55.51,10836.150391,1167.719971
2010-03-25,107.800003,,,2010-03-29,55.98,10841.209961,1165.72998
2010-03-26,107.879997,,,2010-03-30,55.98,10850.360352,1166.589966
2010-03-29,108.07,,,2010-03-31,55.98,10895.860352,1173.219971
2010-03-30,108.089996,,,2010-04-01,56.97,10907.419922,1173.27002
2010-03-31,107.730003,,,2010-04-05,57.03,10856.629883,1169.430054
2010-04-01,108.540001,,,2010-04-06,56.87,10927.070313,1178.099976
2010-04-05,109.400002,,,2010-04-07,56.47,10973.549805,1187.439941
2010-04-06,109.589996,,,2010-04-08,56.41,10969.990234,1189.439941
2010-04-07,108.989998,,,2010-04-09,57.15,10897.519531,1182.449951
2010-04-08,109.360001,,,2010-04-12,57.33,10927.070313,1186.439941
2010-04-09,110.089996,,,2010-04-13,57.28,10997.349609,1194.369995
2010-04-12,110.290001,,,2010-04-14,58.04,11005.969727,1196.47998
2010-04-13,110.370003,,,2010-04-15,58.0,11019.419922,1197.300049
2010-04-14,111.599998,,,2010-04-16,56.72,11123.110352,1210.650024
2010-04-15,111.699997,,,2010-04-19,56.57,11144.570313,1211.670044
2010-04-16,109.900002,,,2010-04-20,56.92,11018.660156,1192.130005
2010-04-19,110.389999,,,2010-04-21,56.55,11092.049805,1197.52002
2010-04-20,111.279999,,,2010-04-22,56.04,11117.05957,1207.170044
2010-04-21,111.16999799999999,,,2010-04-23,56.46,11124.919922,1205.939941
2010-04-22,111.43,,,2010-04-26,56.52,11134.290039,1208.670044
2010-04-23,112.220001,,,2010-04-27,54.25,11204.280273,1217.280029
2010-04-26,111.739998,,,2010-04-28,54.26,11205.030273,1212.050049
2010-04-27,109.120003,,,2010-04-29,55.1,10991.990234,1183.709961
2010-04-28,109.849998,,,2010-04-30,54.41,11045.269531,1191.359985
2010-04-29,111.279999,,,2010-05-03,54.8,11167.320313,1206.780029
2010-04-30,109.43,,,2010-05-04,52.63,11008.610352,1186.689941
2010-05-03,110.860001,,,2010-05-05,51.62,11151.830078,1202.26001
2010-05-04,108.220001,,,2010-05-06,49.32,10926.769531,1173.599976
2010-05-05,107.540001,,,2010-05-07,49.21,10866.830078,1165.869995
2010-05-06,104.08000200000001,,,2010-05-10,52.4,10520.320313,1128.150024
2010-05-07,102.480003,,,2010-05-11,51.55,10380.429688,1110.880005
2010-05-10,106.989998,,,2010-05-12,52.13,10785.139648,1159.72998
2010-05-11,106.650002,,,2010-05-13,51.45,10748.259766,1155.790039
2010-05-12,108.150002,,,2010-05-14,49.99,10896.910156,1171.670044
2010-05-13,106.849998,,,2010-05-17,50.06,10782.950195,1157.439941
2010-05-14,104.839996,,,2010-05-18,48.98,10620.160156,1135.680054
2010-05-17,104.970001,,,2010-05-19,49.17,10625.830078,1136.939941
2010-05-18,103.5,,,2010-05-20,47.46,10510.950195,1120.800049
2010-05-19,102.980003,,,2010-05-21,48.62,10444.370117,1115.050049
2010-05-20,98.970001,,,2010-05-24,47.51,10068.009766,1071.589966
2010-05-21,100.459999,,,2010-05-25,47.32,10193.389648,1087.689941
2010-05-24,99.160004,,,2010-05-26,46.62,10066.570313,1073.650024
2010-05-25,99.199997,,,2010-05-27,49.27,10043.75,1074.030029
2010-05-26,98.650002,,,2010-05-28,48.32,9974.450195,1067.949951
2010-05-27,101.93,,,2010-06-01,47.84,10258.990234,1103.060059
2010-05-28,100.68,,,2010-06-02,49.12,10136.629883,1089.410034
2010-06-01,98.949997,,,2010-06-03,48.97,10024.019531,1070.709961
2010-06-02,101.519997,,,2010-06-04,46.88,10249.540039,1098.380005
2010-06-03,101.940002,,,2010-06-07,46.29,10255.280273,1102.829956
2010-06-04,98.43,,,2010-06-08,47.03,9931.969727,1064.880005
2010-06-07,97.110001,,,2010-06-09,46.86,9816.490234,1050.469971
2010-06-08,98.190002,,,2010-06-10,48.84,9939.980469,1062.0
2010-06-09,97.610001,,,2010-06-11,48.91,9899.25,1055.689941
2010-06-10,100.489998,,,2010-06-14,49.22,10172.530273,1086.839966
2010-06-11,100.959999,,,2010-06-15,50.78,10211.070313,1091.599976
2010-06-14,100.779999,,,2010-06-16,50.54,10190.889648,1089.630005
2010-06-15,103.150002,,,2010-06-17,50.7,10404.769531,1115.22998
2010-06-16,103.099998,,,2010-06-18,50.61,10409.459961,1114.609985
2010-06-17,103.239998,,,2010-06-21,50.6,10434.169922,1116.040039
2010-06-18,103.379997,,,2010-06-22,49.96,10450.639648,1117.51001
2010-06-21,102.980003,,,2010-06-23,49.43,10442.410156,1113.199951
2010-06-22,101.339996,,,2010-06-24,48.57,10293.519531,1095.310059
2010-06-23,101.040001,,,2010-06-25,48.85,10298.44043,1092.040039
2010-06-24,99.339996,,,2010-06-28,48.49,10152.799805,1073.689941
2010-06-25,99.620003,,,2010-06-29,46.83,10143.80957,1076.76001
2010-06-28,98.93,,,2010-06-30,46.51,10138.519531,1074.569946
2010-06-29,95.870003,,,2010-07-01,47.19,9870.299805,1041.23999
2010-06-30,94.910004,,,2010-07-02,47.09,9774.019531,1030.709961
2010-07-01,94.610001,,,2010-07-06,48.03,9732.530273,1027.369995
2010-07-02,94.16999799999999,,,2010-07-07,49.52,9686.480469,1022.580017
2010-07-06,94.66999799999999,,,2010-07-08,50.01,9743.620117,1028.060059
2010-07-07,97.690002,,,2010-07-09,50.06,10018.280273,1060.27002
2010-07-08,98.610001,,,2010-07-12,49.87,10138.990234,1070.25
2010-07-09,99.32,,,2010-07-13,50.79,10198.030273,1077.959961
2010-07-12,99.389999,,,2010-07-14,50.97,10216.269531,1078.75
2010-07-13,100.93,,,2010-07-15,51.22,10363.019531,1095.339966
2010-07-14,100.910004,,,2010-07-16,49.58,10366.719727,1095.170044
2010-07-15,101.029999,,,2010-07-19,49.9,10359.30957,1096.47998
2010-07-16,98.129997,,,2010-07-20,50.24,10097.900391,1064.880005
2010-07-19,98.709999,,,2010-07-21,49.33,10154.429688,1071.25
2010-07-20,99.839996,,,2010-07-22,50.99,10229.959961,1083.47998
2010-07-21,98.57,,,2010-07-23,51.59,10120.530273,1069.589966
2010-07-22,100.800003,,,2010-07-26,51.95,10322.299805,1093.670044
2010-07-23,101.629997,,,2010-07-27,52.1,10424.620117,1102.660034
2010-07-26,102.760002,,,2010-07-28,51.83,10525.429688,1115.01001
2010-07-27,102.660004,,,2010-07-29,52.07,10537.69043,1113.839966
2010-07-28,101.949997,,,2010-07-30,51.91,10497.879883,1106.130005
2010-07-29,101.540001,,,2010-08-02,53.66,10467.160156,1101.530029
2010-07-30,101.550003,,,2010-08-03,53.58,10465.94043,1101.599976
2010-08-02,103.790001,,,2010-08-04,53.63,10674.379883,1125.859985
2010-08-03,103.290001,,,2010-08-05,53.59,10636.379883,1120.459961
2010-08-04,103.949997,,,2010-08-06,53.75,10680.429688,1127.23999
2010-08-05,103.82,,,2010-08-09,53.81,10674.980469,1125.810059
2010-08-06,103.449997,,,2010-08-10,53.38,10653.55957,1121.640015
2010-08-09,104.010002,,,2010-08-11,50.95,10698.75,1127.790039
2010-08-10,103.400002,,,2010-08-12,50.89,10644.25,1121.060059
2010-08-11,100.529999,,,2010-08-13,50.71,10378.830078,1089.469971
2010-08-12,100.0,,,2010-08-16,51.12,10319.950195,1083.609985
2010-08-13,99.599998,,,2010-08-17,51.69,10303.150391,1079.25
2010-08-16,99.620003,,,2010-08-18,51.67,10302.009766,1079.380005
2010-08-17,100.860001,,,2010-08-19,50.84,10405.849609,1092.540039
2010-08-18,101.029999,,,2010-08-20,50.31,10415.540039,1094.160034
2010-08-19,99.32,,,2010-08-23,50.21,10271.209961,1075.630005
2010-08-20,98.949997,,,2010-08-24,49.52,10213.620117,1071.689941
2010-08-23,98.550003,,,2010-08-25,49.57,10174.410156,1067.359985
2010-08-24,97.129997,,,2010-08-26,49.55,10040.450195,1051.869995
2010-08-25,97.459999,,,2010-08-27,50.52,10060.05957,1055.329956
2010-08-26,96.709999,,,2010-08-30,49.79,9985.80957,1047.219971
2010-08-27,98.339996,,,2010-08-31,49.94,10150.650391,1064.589966
2010-08-30,96.910004,,,2010-09-01,51.72,10009.730469,1048.920044
2010-08-31,96.949997,,,2010-09-02,52.01,10014.719727,1049.329956
2010-09-01,99.82,,,2010-09-03,52.49,10269.469727,1080.290039
2010-09-02,100.739998,,,2010-09-07,51.76,10320.099609,1090.099976
2010-09-03,102.07,,,2010-09-08,52.16,10447.929688,1104.51001
2010-09-07,100.910004,,,2010-09-09,52.65,10340.69043,1091.839966
2010-09-08,101.58000200000001,,,2010-09-10,52.81,10387.009766,1098.869995
2010-09-09,102.07,,,2010-09-13,53.77,10415.240234,1104.180054
2010-09-10,102.57,,,2010-09-14,54.13,10462.769531,1109.550049
2010-09-13,103.739998,,,2010-09-15,54.15,10544.129883,1121.900024
2010-09-14,103.66999799999999,,,2010-09-16,53.89,10526.490234,1121.099976
2010-09-15,104.040001,,,2010-09-17,53.63,10572.730469,1125.069946
2010-09-16,104.019997,,,2010-09-20,54.56,10594.830078,1124.660034
2010-09-17,104.099998,,,2010-09-21,54.55,10607.849609,1125.589966
2010-09-20,105.690002,,,2010-09-22,54.47,10753.620117,1142.709961
2010-09-21,105.41999799999999,,,2010-09-23,53.88,10761.030273,1139.780029
2010-09-22,104.91999799999999,,,2010-09-24,55.38,10739.30957,1134.280029
2010-09-23,103.519997,,,2010-09-27,55.1,10662.419922,1124.829956
2010-09-24,105.709999,,,2010-09-28,55.42,10860.259766,1148.670044
2010-09-27,105.120003,,,2010-09-29,55.33,10812.040039,1142.160034
2010-09-28,105.639999,,,2010-09-30,54.92,10858.139648,1147.699951
2010-09-29,105.379997,,,2010-10-01,55.47,10835.280273,1144.72998
2010-09-30,105.059998,,,2010-10-04,54.67,10788.049805,1141.199951
2010-10-01,105.519997,,,2010-10-05,56.22,10829.679688,1146.23999
2010-10-04,104.68,,,2010-10-06,56.69,10751.269531,1137.030029
2010-10-05,106.860001,,,2010-10-07,56.5,10944.719727,1160.75
2010-10-06,106.849998,,,2010-10-08,56.87,10967.650391,1159.969971
2010-10-07,106.66999799999999,,,2010-10-11,56.8,10948.580078,1158.060059
2010-10-08,107.32,,,2010-10-12,56.68,11006.480469,1165.150024
2010-10-11,107.339996,,,2010-10-13,57.32,11010.339844,1165.319946
2010-10-12,107.75,,,2010-10-14,57.72,11020.400391,1169.77002
2010-10-13,108.519997,,,2010-10-15,57.53,11096.080078,1178.099976
2010-10-14,108.129997,,,2010-10-18,57.66,11094.570313,1173.810059
2010-10-15,108.349998,,,2010-10-19,56.39,11062.780273,1176.189941
2010-10-18,109.129997,,,2010-10-20,57.45,11143.69043,1184.709961
2010-10-19,107.400002,,,2010-10-21,57.14,10978.620117,1165.900024
2010-10-20,108.550003,,,2010-10-22,57.29,11107.969727,1178.170044
2010-10-21,108.75,,,2010-10-25,57.51,11146.570313,1180.26001
2010-10-22,109.0,,,2010-10-26,57.14,11132.55957,1183.079956
2010-10-25,109.239998,,,2010-10-27,56.59,11164.049805,1185.619995
2010-10-26,109.239998,,,2010-10-28,57.03,11169.459961,1185.640015
2010-10-27,108.959999,,,2010-10-29,57.01,11126.280273,1182.449951
2010-10-28,109.089996,,,2010-11-01,56.8,11113.950195,1183.780029
2010-10-29,109.040001,,,2010-11-02,57.74,11118.490234,1183.26001
2010-11-01,109.139999,,,2010-11-03,58.14,11124.620117,1184.380005
2010-11-02,109.989998,,,2010-11-04,59.46,11188.719727,1193.569946
2010-11-03,110.41999799999999,,,2010-11-05,59.2,11215.129883,1197.959961
2010-11-04,112.559998,,,2010-11-08,58.84,11434.839844,1221.060059
2010-11-05,113.010002,,,2010-11-09,58.25,11444.080078,1225.849976
2010-11-08,112.779999,,,2010-11-10,58.42,11406.839844,1223.25
2010-11-09,111.910004,,,2010-11-11,57.92,11346.75,1213.400024
2010-11-10,112.41999799999999,,,2010-11-12,57.44,11357.040039,1218.709961
2010-11-11,111.949997,,,2010-11-15,57.4,11283.099609,1213.540039
2010-11-12,110.629997,,,2010-11-16,56.05,11192.580078,1199.209961
2010-11-15,110.5,,,2010-11-17,56.36,11201.969727,1197.75
2010-11-16,108.739998,,,2010-11-18,57.77,11023.5,1178.339966
2010-11-17,108.779999,,,2010-11-19,57.77,11007.879883,1178.589966
2010-11-18,110.449997,,,2010-11-22,57.15,11181.230469,1196.689941
2010-11-19,110.739998,,,2010-11-23,55.43,11203.549805,1199.72998
2010-11-22,110.57,,,2010-11-24,56.31,11178.580078,1197.839966
2010-11-23,108.989998,,,2010-11-26,55.37,11036.370117,1180.72998
2010-11-24,110.620003,,,2010-11-29,54.88,11187.280273,1198.349976
2010-11-26,109.82,,,2010-11-30,54.26,11091.870117,1189.400024
2010-11-29,109.699997,,,2010-12-01,55.8,11052.490234,1187.76001
2010-11-30,109.040001,,,2010-12-02,56.86,11006.019531,1180.550049
