block_id,start,end,name,color
chr9-8,45500000,61500000,q12,"rgb(204, 153, 0)"
chr9-8,61500000,65000000,q13,"rgb(173,6,6)"
chr9-8,65000000,69300000,q21.11,"rgb(153, 204, 255)"
chr9-8,69300000,71300000,q21.12,"rgb(173,6,6)"
chr9-8,71300000,76600000,q21.13,"rgb(255, 0, 255)"
chr9-8,76600000,78500000,q21.2,"rgb(173,6,6)"
chr9-8,78500000,81500000,q21.31,"rgb(255, 0, 255)"
chr9-8,81500000,84300000,q21.32,"rgb(173,6,6)"
chr9-8,84300000,87800000,q21.33,"rgb(255, 0, 255)"
chr9-8,87800000,89200000,q22.1,"rgb(173,6,6)"
chr9-8,89200000,91200000,q22.2,"rgb(153, 204, 255)"
chr9-8,91200000,93900000,q22.31,"rgb(173,6,6)"
chr9-8,93900000,96500000,q22.32,"rgb(153, 204, 255)"
chr9-8,96500000,99800000,q22.33,"rgb(173,6,6)"
chr9-8,99800000,105400000,q31.1,"rgb(153, 255, 102)"
chr9-8,105400000,108500000,q31.2,"rgb(173,6,6)"
chr9-8,108500000,112100000,q31.3,"rgb(153, 204, 255)"
chr9-8,112100000,114900000,q32,"rgb(173,6,6)"
chr9-8,114900000,119800000,q33.1,"rgb(102, 51, 0)"
chr9-8,119800000,123100000,q33.2,"rgb(173,6,6)"
chr9-8,123100000,127500000,q33.3,"rgb(153, 204, 255)"
chr9-8,127500000,130600000,q34.11,"rgb(173,6,6)"
chr9-8,130600000,131100000,q34.12,"rgb(153, 204, 255)"
chr9-8,131100000,133100000,q34.13,"rgb(173,6,6)"
chr9-8,133100000,134500000,q34.2,"rgb(153, 204, 255)"
chr9-8,134500000,138394717,q34.3,"rgb(173,6,6)"
chrM-8,0,16569,,"rgb(173,6,6)"
chrX-8,0,4400000,p22.33,"rgb(173,6,6)"
chrX-8,4400000,6100000,p22.32,"rgb(255, 0, 255)"
chrX-8,6100000,9600000,p22.31,"rgb(173,6,6)"
chrX-8,9600000,17400000,p22.2,"rgb(255, 0, 255)"
chrX-8,17400000,19200000,p22.13,"rgb(173,6,6)"
chrX-8,19200000,21900000,p22.12,"rgb(255, 0, 255)"
chrX-8,21900000,24900000,p22.11,"rgb(173,6,6)"
chrX-8,24900000,29300000,p21.3,"rgb(153, 255, 102)"
chrX-8,29300000,31500000,p21.2,"rgb(173,6,6)"
chrX-8,31500000,37800000,p21.1,"rgb(153, 255, 102)"
chrX-8,37800000,42500000,p11.4,"rgb(173,6,6)"
chrX-8,42500000,47600000,p11.3,"rgb(102, 51, 0)"
chrX-8,47600000,50100000,p11.23,"rgb(173,6,6)"
chrX-8,50100000,54800000,p11.22,"rgb(153, 204, 255)"
chrX-8,54800000,58100000,p11.21,"rgb(173,6,6)"
chrX-8,58100000,61000000,p11.1,"rgb(130,130,130)"
chrX-8,61000000,63800000,q11.1,"rgb(130,130,130)"
chrX-8,63800000,65400000,q11.2,"rgb(173,6,6)"
chrX-8,65400000,68500000,q12,"rgb(255, 0, 255)"
chrX-8,68500000,73000000,q13.1,"rgb(173,6,6)"
chrX-8,73000000,74700000,q13.2,"rgb(255, 0, 255)"
chrX-8,74700000,76800000,q13.3,"rgb(173,6,6)"
chrX-8,76800000,85400000,q21.1,"rgb(153, 255, 102)"
chrX-8,85400000,87000000,q21.2,"rgb(173,6,6)"
chrX-8,87000000,92700000,q21.31,"rgb(153, 255, 102)"
chrX-8,92700000,94300000,q21.32,"rgb(173,6,6)"
chrX-8,94300000,99100000,q21.33,"rgb(102, 51, 0)"
chrX-8,99100000,103300000,q22.1,"rgb(173,6,6)"
chrX-8,103300000,104500000,q22.2,"rgb(255, 0, 255)"
chrX-8,104500000,109400000,q22.3,"rgb(173,6,6)"
chrX-8,109400000,117400000,q23,"rgb(102, 51, 0)"
chrX-8,117400000,121800000,q24,"rgb(173,6,6)"
chrX-8,121800000,129500000,q25,"rgb(153, 255, 102)"
chrX-8,129500000,131300000,q26.1,"rgb(173,6,6)"
chrX-8,131300000,134500000,q26.2,"rgb(153, 204, 255)"
chrX-8,134500000,138900000,q26.3,"rgb(173,6,6)"
chrX-8,138900000,141200000,q27.1,"rgb(102, 51, 0)"
chrX-8,141200000,143000000,q27.2,"rgb(173,6,6)"
chrX-8,143000000,148000000,q27.3,"rgb(153, 255, 102)"
chrX-8,148000000,156040895,q28,"rgb(173,6,6)"
chrY-8,0,300000,p11.32,"rgb(173,6,6)"
chrY-8,300000,600000,p11.31,"rgb(255, 0, 255)"
chrY-8,600000,10300000,p11.2,"rgb(173,6,6)"
chrY-8,10300000,10400000,p11.1,"rgb(130,130,130)"
chrY-8,10400000,10600000,q11.1,"rgb(130,130,130)"
chrY-8,10600000,12400000,q11.21,"rgb(173,6,6)"
chrY-8,12400000,17100000,q11.221,"rgb(255, 0, 255)"
chrY-8,17100000,19600000,q11.222,"rgb(173,6,6)"
chrY-8,19600000,23800000,q11.223,"rgb(255, 0, 255)"
chrY-8,23800000,26600000,q11.23,"rgb(173,6,6)"
chrY-8,26600000,57227415,q12,"rgb(204, 153, 0)"
chr10-8,0,3000000,p15.3,"rgb(173,6,6)"
chr10-8,3000000,3800000,p15.2,"rgb(153, 204, 255)"
chr10-8,3800000,6600000,p15.1,"rgb(173,6,6)"
chr10-8,6600000,12200000,p14,"rgb(102, 51, 0)"
chr10-8,12200000,17300000,p13,"rgb(173,6,6)"
chr10-8,17300000,18300000,p12.33,"rgb(102, 51, 0)"
chr10-8,18300000,18400000,p12.32,"rgb(173,6,6)"
chr10-8,18400000,22300000,p12.31,"rgb(102, 51, 0)"
chr10-8,22300000,24300000,p12.2,"rgb(173,6,6)"
chr10-8,24300000,29300000,p12.1,"rgb(255, 0, 255)"
chr10-8,29300000,31100000,p11.23,"rgb(173,6,6)"
chr10-8,31100000,34200000,p11.22,"rgb(153, 204, 255)"
chr10-8,34200000,38000000,p11.21,"rgb(173,6,6)"
chr10-8,38000000,39800000,p11.1,"rgb(130,130,130)"
chr10-8,39800000,41600000,q11.1,"rgb(130,130,130)"
chr10-8,41600000,45500000,q11.21,"rgb(173,6,6)"
chr10-8,45500000,48600000,q11.22,"rgb(153, 204, 255)"
chr10-8,48600000,51100000,q11.23,"rgb(173,6,6)"
chr10-8,51100000,59400000,q21.1,"rgb(153, 255, 102)"
chr10-8,59400000,62800000,q21.2,"rgb(173,6,6)"
chr10-8,62800000,68800000,q21.3,"rgb(153, 255, 102)"
chr10-8,68800000,73100000,q22.1,"rgb(173,6,6)"
chr10-8,73100000,75900000,q22.2,"rgb(255, 0, 255)"
chr10-8,75900000,80300000,q22.3,"rgb(173,6,6)"
chr10-8,80300000,86100000,q23.1,"rgb(153, 255, 102)"
chr10-8,86100000,87700000,q23.2,"rgb(173,6,6)"
chr10-8,87700000,91100000,q23.31,"rgb(102, 51, 0)"
chr10-8,91100000,92300000,q23.32,"rgb(173,6,6)"
chr10-8,92300000,95300000,q23.33,"rgb(255, 0, 255)"
chr10-8,95300000,97500000,q24.1,"rgb(173,6,6)"
chr10-8,97500000,100100000,q24.2,"rgb(255, 0, 255)"
chr10-8,100100000,101200000,q24.31,"rgb(173,6,6)"
chr10-8,101200000,103100000,q24.32,"rgb(153, 204, 255)"
chr10-8,103100000,104000000,q24.33,"rgb(173,6,6)"
chr10-8,104000000,110100000,q25.1,"rgb(153, 255, 102)"
chr10-8,110100000,113100000,q25.2,"rgb(173,6,6)"
chr10-8,113100000,117300000,q25.3,"rgb(102, 51, 0)"
chr10-8,117300000,119900000,q26.11,"rgb(173,6,6)"
chr10-8,119900000,121400000,q26.12,"rgb(255, 0, 255)"
chr10-8,121400000,125700000,q26.13,"rgb(173,6,6)"
chr10-8,125700000,128800000,q26.2,"rgb(255, 0, 255)"
chr10-8,128800000,133797422,q26.3,"rgb(173,6,6)"
chr11-8,0,2800000,p15.5,"rgb(173,6,6)"
chr11-8,2800000,11700000,p15.4,"rgb(255, 0, 255)"
chr11-8,11700000,13800000,p15.3,"rgb(173,6,6)"
chr11-8,13800000,16900000,p15.2,"rgb(255, 0, 255)"
chr11-8,16900000,22000000,p15.1,"rgb(173,6,6)"
chr11-8,22000000,26200000,p14.3,"rgb(153, 255, 102)"
chr11-8,26200000,27200000,p14.2,"rgb(173,6,6)"
chr11-8,27200000,31000000,p14.1,"rgb(102, 51, 0)"
chr11-8,31000000,36400000,p13,"rgb(173,6,6)"
chr11-8,36400000,43400000,p12,"rgb(153, 255, 102)"
chr11-8,43400000,48800000,p11.2,"rgb(173,6,6)"
chr11-8,48800000,51000000,p11.12,"rgb(102, 51, 0)"
chr11-8,51000000,53400000,p11.11,"rgb(130,130,130)"
chr11-8,53400000,55800000,q11,"rgb(130,130,130)"
chr11-8,55800000,60100000,q12.1,"rgb(102, 51, 0)"
chr11-8,60100000,61900000,q12.2,"rgb(173,6,6)"
chr11-8,61900000,63600000,q12.3,"rgb(153, 204, 255)"
chr11-8,63600000,66100000,q13.1,"rgb(173,6,6)"
chr11-8,66100000,68700000,q13.2,"rgb(153, 204, 255)"
chr11-8,68700000,70500000,q13.3,"rgb(173,6,6)"
chr11-8,70500000,75500000,q13.4,"rgb(255, 0, 255)"
chr11-8,75500000,77400000,q13.5,"rgb(173,6,6)"
chr11-8,77400000,85900000,q14.1,"rgb(153, 255, 102)"
chr11-8,85900000,88600000,q14.2,"rgb(173,6,6)"
chr11-8,88600000,93000000,q14.3,"rgb(153, 255, 102)"
chr11-8,93000000,97400000,q21,"rgb(173,6,6)"
chr11-8,97400000,102300000,q22.1,"rgb(153, 255, 102)"
chr11-8,102300000,103000000,q22.2,"rgb(173,6,6)"
chr11-8,103000000,110600000,q22.3,"rgb(153, 255, 102)"
chr11-8,110600000,112700000,q23.1,"rgb(173,6,6)"
chr11-8,112700000,114600000,q23.2,"rgb(255, 0, 255)"
chr11-8,114600000,121300000,q23.3,"rgb(173,6,6)"
chr11-8,121300000,124000000,q24.1,"rgb(255, 0, 255)"
chr11-8,124000000,127900000,q24.2,"rgb(173,6,6)"
chr11-8,127900000,130900000,q24.3,"rgb(255, 0, 255)"
chr11-8,130900000,135086622,q25,"rgb(173,6,6)"
chr12-8,0,3200000,p13.33,"rgb(173,6,6)"
chr12-8,3200000,5300000,p13.32,"rgb(153, 204, 255)"
chr12-8,5300000,10000000,p13.31,"rgb(173,6,6)"
chr12-8,10000000,12600000,p13.2,"rgb(102, 51, 0)"
chr12-8,12600000,14600000,p13.1,"rgb(173,6,6)"
chr12-8,14600000,19800000,p12.3,"rgb(153, 255, 102)"
chr12-8,19800000,21100000,p12.2,"rgb(173,6,6)"
chr12-8,21100000,26300000,p12.1,"rgb(153, 255, 102)"
chr12-8,26300000,27600000,p11.23,"rgb(173,6,6)"
chr12-8,27600000,30500000,p11.22,"rgb(255, 0, 255)"
chr12-8,30500000,33200000,p11.21,"rgb(173,6,6)"
chr12-8,33200000,35500000,p11.1,"rgb(130,130,130)"
chr12-8,35500000,37800000,q11,"rgb(130,130,130)"
chr12-8,37800000,46000000,q12,"rgb(153, 255, 102)"
chr12-8,46000000,48700000,q13.11,"rgb(173,6,6)"
chr12-8,48700000,51100000,q13.12,"rgb(153, 204, 255)"
chr12-8,51100000,54500000,q13.13,"rgb(173,6,6)"
chr12-8,54500000,56200000,q13.2,"rgb(153, 204, 255)"
chr12-8,56200000,57700000,q13.3,"rgb(173,6,6)"
chr12-8,57700000,62700000,q14.1,"rgb(102, 51, 0)"
chr12-8,62700000,64700000,q14.2,"rgb(173,6,6)"
chr12-8,64700000,67300000,q14.3,"rgb(255, 0, 255)"
chr12-8,67300000,71100000,q15,"rgb(173,6,6)"
chr12-8,71100000,75300000,q21.1,"rgb(102, 51, 0)"
chr12-8,75300000,79900000,q21.2,"rgb(173,6,6)"
chr12-8,79900000,86300000,q21.31,"rgb(153, 255, 102)"
chr12-8,86300000,88600000,q21.32,"rgb(173,6,6)"
chr12-8,88600000,92200000,q21.33,"rgb(153, 255, 102)"
chr12-8,92200000,95800000,q22,"rgb(173,6,6)"
chr12-8,95800000,101200000,q23.1,"rgb(102, 51, 0)"
chr12-8,101200000,103500000,q23.2,"rgb(173,6,6)"
chr12-8,103500000,108600000,q23.3,"rgb(255, 0, 255)"
chr12-8,108600000,111300000,q24.11,"rgb(173,6,6)"
chr12-8,111300000,111900000,q24.12,"rgb(153, 204, 255)"
chr12-8,111900000,113900000,q24.13,"rgb(173,6,6)"
chr12-8,113900000,116400000,q24.21,"rgb(255, 0, 255)"
chr12-8,116400000,117700000,q24.22,"rgb(173,6,6)"
chr12-8,117700000,120300000,q24.23,"rgb(255, 0, 255)"
chr12-8,120300000,125400000,q24.31,"rgb(173,6,6)"
chr12-8,125400000,128700000,q24.32,"rgb(255, 0, 255)"
chr12-8,128700000,133275309,q24.33,"rgb(173,6,6)"
chr13-8,0,4600000,p13,"rgb(204, 153, 0)"
chr13-8,4600000,10100000,p12,
chr13-8,10100000,16500000,p11.2,"rgb(204, 153, 0)"
chr13-8,16500000,17700000,p11.1,"rgb(130,130,130)"
chr13-8,17700000,18900000,q11,"rgb(130,130,130)"
chr13-8,18900000,22600000,q12.11,"rgb(173,6,6)"
chr13-8,22600000,24900000,q12.12,"rgb(153, 204, 255)"
chr13-8,24900000,27200000,q12.13,"rgb(173,6,6)"
chr13-8,27200000,28300000,q12.2,"rgb(153, 204, 255)"
chr13-8,28300000,31600000,q12.3,"rgb(173,6,6)"
chr13-8,31600000,33400000,q13.1,"rgb(255, 0, 255)"
chr13-8,33400000,34900000,q13.2,"rgb(173,6,6)"
chr13-8,34900000,39500000,q13.3,"rgb(102, 51, 0)"
chr13-8,39500000,44600000,q14.11,"rgb(173,6,6)"
chr13-8,44600000,45200000,q14.12,"rgb(153, 204, 255)"
chr13-8,45200000,46700000,q14.13,"rgb(173,6,6)"
chr13-8,46700000,50300000,q14.2,"rgb(255, 0, 255)"
chr13-8,50300000,54700000,q14.3,"rgb(173,6,6)"
chr13-8,54700000,59000000,q21.1,"rgb(153, 255, 102)"
chr13-8,59000000,61800000,q21.2,"rgb(173,6,6)"
chr13-8,61800000,65200000,q21.31,"rgb(102, 51, 0)"
chr13-8,65200000,68100000,q21.32,"rgb(173,6,6)"
chr13-8,68100000,72800000,q21.33,"rgb(153, 255, 102)"
chr13-8,72800000,74900000,q22.1,"rgb(173,6,6)"
chr13-8,74900000,76700000,q22.2,"rgb(255, 0, 255)"
chr13-8,76700000,78500000,q22.3,"rgb(173,6,6)"
chr13-8,78500000,87100000,q31.1,"rgb(153, 255, 102)"
chr13-8,87100000,89400000,q31.2,"rgb(173,6,6)"
chr13-8,89400000,94400000,q31.3,"rgb(153, 255, 102)"
chr13-8,94400000,97500000,q32.1,"rgb(173,6,6)"
chr13-8,97500000,98700000,q32.2,"rgb(153, 204, 255)"
chr13-8,98700000,101100000,q32.3,"rgb(173,6,6)"
chr13-8,101100000,104200000,q33.1,"rgb(153, 255, 102)"
chr13-8,104200000,106400000,q33.2,"rgb(173,6,6)"
chr13-8,106400000,109600000,q33.3,"rgb(153, 255, 102)"
chr13-8,109600000,114364328,q34,"rgb(173,6,6)"
chr14-8,0,3600000,p13,"rgb(204, 153, 0)"
chr14-8,3600000,8000000,p12,
chr14-8,8000000,16100000,p11.2,"rgb(204, 153, 0)"
chr14-8,16100000,17200000,p11.1,"rgb(130,130,130)"
chr14-8,17200000,18200000,q11.1,"rgb(130,130,130)"
chr14-8,18200000,24100000,q11.2,"rgb(173,6,6)"
chr14-8,24100000,32900000,q12,"rgb(153, 255, 102)"
chr14-8,32900000,34800000,q13.1,"rgb(173,6,6)"
chr14-8,34800000,36100000,q13.2,"rgb(255, 0, 255)"
chr14-8,36100000,37400000,q13.3,"rgb(173,6,6)"
chr14-8,37400000,43000000,q21.1,"rgb(153, 255, 102)"
chr14-8,43000000,46700000,q21.2,"rgb(173,6,6)"
chr14-8,46700000,50400000,q21.3,"rgb(153, 255, 102)"
chr14-8,50400000,53600000,q22.1,"rgb(173,6,6)"
chr14-8,53600000,55000000,q22.2,"rgb(153, 204, 255)"
chr14-8,55000000,57600000,q22.3,"rgb(173,6,6)"
chr14-8,57600000,61600000,q23.1,"rgb(102, 51, 0)"
chr14-8,61600000,64300000,q23.2,"rgb(173,6,6)"
chr14-8,64300000,67400000,q23.3,"rgb(255, 0, 255)"
chr14-8,67400000,69800000,q24.1,"rgb(173,6,6)"
chr14-8,69800000,73300000,q24.2,"rgb(255, 0, 255)"
chr14-8,73300000,78800000,q24.3,"rgb(173,6,6)"
chr14-8,78800000,83100000,q31.1,"rgb(153, 255, 102)"
chr14-8,83100000,84400000,q31.2,"rgb(173,6,6)"
chr14-8,84400000,89300000,q31.3,"rgb(153, 255, 102)"
chr14-8,89300000,91400000,q32.11,"rgb(173,6,6)"
chr14-8,91400000,94200000,q32.12,"rgb(153, 204, 255)"
chr14-8,94200000,95800000,q32.13,"rgb(173,6,6)"
chr14-8,95800000,100900000,q32.2,"rgb(255, 0, 255)"
chr14-8,100900000,102700000,q32.31,"rgb(173,6,6)"
chr14-8,102700000,103500000,q32.32,"rgb(255, 0, 255)"
chr14-8,103500000,107043718,q32.33,"rgb(173,6,6)"
chr15-8,0,4200000,p13,"rgb(204, 153, 0)"
chr15-8,4200000,9700000,p12,
chr15-8,9700000,17500000,p11.2,"rgb(204, 153, 0)"
chr15-8,17500000,19000000,p11.1,"rgb(130,130,130)"
chr15-8,19000000,20500000,q11.1,"rgb(130,130,130)"
chr15-8,20500000,25500000,q11.2,"rgb(173,6,6)"
chr15-8,25500000,27800000,q12,"rgb(255, 0, 255)"
chr15-8,27800000,30000000,q13.1,"rgb(173,6,6)"
chr15-8,30000000,30900000,q13.2,"rgb(255, 0, 255)"
chr15-8,30900000,33400000,q13.3,"rgb(173,6,6)"
chr15-8,33400000,39800000,q14,"rgb(102, 51, 0)"
chr15-8,39800000,42500000,q15.1,"rgb(173,6,6)"
chr15-8,42500000,43300000,q15.2,"rgb(153, 204, 255)"
chr15-8,43300000,44500000,q15.3,"rgb(173,6,6)"
chr15-8,44500000,49200000,q21.1,"rgb(102, 51, 0)"
chr15-8,49200000,52600000,q21.2,"rgb(173,6,6)"
chr15-8,52600000,58800000,q21.3,"rgb(102, 51, 0)"
chr15-8,58800000,59000000,q22.1,"rgb(173,6,6)"
chr15-8,59000000,63400000,q22.2,"rgb(153, 204, 255)"
chr15-8,63400000,66900000,q22.31,"rgb(173,6,6)"
chr15-8,66900000,67000000,q22.32,"rgb(153, 204, 255)"
chr15-8,67000000,67200000,q22.33,"rgb(173,6,6)"
chr15-8,67200000,72400000,q23,"rgb(153, 204, 255)"
chr15-8,72400000,74900000,q24.1,"rgb(173,6,6)"
chr15-8,74900000,76300000,q24.2,"rgb(153, 204, 255)"
chr15-8,76300000,78000000,q24.3,"rgb(173,6,6)"
chr15-8,78000000,81400000,q25.1,"rgb(255, 0, 255)"
chr15-8,81400000,84700000,q25.2,"rgb(173,6,6)"
chr15-8,84700000,88500000,q25.3,"rgb(255, 0, 255)"
chr15-8,88500000,93800000,q26.1,"rgb(173,6,6)"
chr15-8,93800000,98000000,q26.2,"rgb(255, 0, 255)"
chr15-8,98000000,101991189,q26.3,"rgb(173,6,6)"
chr16-8,0,7800000,p13.3,"rgb(173,6,6)"
chr16-8,7800000,10400000,p13.2,"rgb(255, 0, 255)"
chr16-8,10400000,12500000,p13.13,"rgb(173,6,6)"
chr16-8,12500000,14700000,p13.12,"rgb(255, 0, 255)"
chr16-8,14700000,16700000,p13.11,"rgb(173,6,6)"
chr16-8,16700000,21200000,p12.3,"rgb(255, 0, 255)"
chr16-8,21200000,24200000,p12.2,"rgb(173,6,6)"
chr16-8,24200000,28500000,p12.1,"rgb(255, 0, 255)"
chr16-8,28500000,35300000,p11.2,"rgb(173,6,6)"
chr16-8,35300000,36800000,p11.1,"rgb(130,130,130)"
chr16-8,36800000,38400000,q11.1,"rgb(130,130,130)"
chr16-8,38400000,47000000,q11.2,"rgb(204, 153, 0)"
chr16-8,47000000,52600000,q12.1,"rgb(173,6,6)"
chr16-8,52600000,56000000,q12.2,"rgb(255, 0, 255)"
chr16-8,56000000,57300000,q13,"rgb(173,6,6)"
chr16-8,57300000,66600000,q21,"rgb(153, 255, 102)"
chr16-8,66600000,70800000,q22.1,"rgb(173,6,6)"
chr16-8,70800000,72800000,q22.2,"rgb(255, 0, 255)"
chr16-8,72800000,74100000,q22.3,"rgb(173,6,6)"
chr16-8,74100000,79200000,q23.1,"rgb(102, 51, 0)"
chr16-8,79200000,81600000,q23.2,"rgb(173,6,6)"
chr16-8,81600000,84100000,q23.3,"rgb(255, 0, 255)"
chr16-8,84100000,87000000,q24.1,"rgb(173,6,6)"
chr16-8,87000000,88700000,q24.2,"rgb(153, 204, 255)"
chr16-8,88700000,90338345,q24.3,"rgb(173,6,6)"
chr17-8,0,3400000,p13.3,"rgb(173,6,6)"
chr17-8,3400000,6500000,p13.2,"rgb(255, 0, 255)"
chr17-8,6500000,10800000,p13.1,"rgb(173,6,6)"
chr17-8,10800000,16100000,p12,"rgb(102, 51, 0)"
chr17-8,16100000,22700000,p11.2,"rgb(173,6,6)"
chr17-8,22700000,25100000,p11.1,"rgb(130,130,130)"
chr17-8,25100000,27400000,q11.1,"rgb(130,130,130)"
chr17-8,27400000,33500000,q11.2,"rgb(173,6,6)"
chr17-8,33500000,39800000,q12,"rgb(255, 0, 255)"
chr17-8,39800000,40200000,q21.1,"rgb(173,6,6)"
chr17-8,40200000,42800000,q21.2,"rgb(153, 204, 255)"
chr17-8,42800000,46800000,q21.31,"rgb(173,6,6)"
chr17-8,46800000,49300000,q21.32,"rgb(153, 204, 255)"
chr17-8,49300000,52100000,q21.33,"rgb(173,6,6)"
chr17-8,52100000,59500000,q22,"rgb(102, 51, 0)"
chr17-8,59500000,60200000,q23.1,"rgb(173,6,6)"
chr17-8,60200000,63100000,q23.2,"rgb(102, 51, 0)"
chr17-8,63100000,64600000,q23.3,"rgb(173,6,6)"
chr17-8,64600000,66200000,q24.1,"rgb(255, 0, 255)"
chr17-8,66200000,69100000,q24.2,"rgb(173,6,6)"
chr17-8,69100000,72900000,q24.3,"rgb(102, 51, 0)"
chr17-8,72900000,76800000,q25.1,"rgb(173,6,6)"
chr17-8,76800000,77200000,q25.2,"rgb(153, 204, 255)"
chr17-8,77200000,83257441,q25.3,"rgb(173,6,6)"
chr18-8,0,2900000,p11.32,"rgb(173,6,6)"
chr18-8,2900000,7200000,p11.31,"rgb(255, 0, 255)"
chr18-8,7200000,8500000,p11.23,"rgb(173,6,6)"
chr18-8,8500000,10900000,p11.22,"rgb(153, 204, 255)"
chr18-8,10900000,15400000,p11.21,"rgb(173,6,6)"
chr18-8,15400000,18500000,p11.1,"rgb(130,130,130)"
chr18-8,18500000,21500000,q11.1,"rgb(130,130,130)"
chr18-8,21500000,27500000,q11.2,"rgb(173,6,6)"
chr18-8,27500000,35100000,q12.1,"rgb(153, 255, 102)"
chr18-8,35100000,39500000,q12.2,"rgb(173,6,6)"
chr18-8,39500000,45900000,q12.3,"rgb(102, 51, 0)"
chr18-8,45900000,50700000,q21.1,"rgb(173,6,6)"
chr18-8,50700000,56200000,q21.2,"rgb(102, 51, 0)"
chr18-8,56200000,58600000,q21.31,"rgb(173,6,6)"
chr18-8,58600000,61300000,q21.32,"rgb(255, 0, 255)"
chr18-8,61300000,63900000,q21.33,"rgb(173,6,6)"
chr18-8,63900000,69100000,q22.1,"rgb(153, 255, 102)"
chr18-8,69100000,71000000,q22.2,"rgb(173,6,6)"
chr18-8,71000000,75400000,q22.3,"rgb(153, 204, 255)"
chr18-8,75400000,80373285,q23,"rgb(173,6,6)"
chr19-8,0,6900000,p13.3,"rgb(173,6,6)"
chr19-8,6900000,12600000,p13.2,"rgb(153, 204, 255)"
chr19-8,12600000,13800000,p13.13,"rgb(173,6,6)"
chr19-8,13800000,16100000,p13.12,"rgb(153, 204, 255)"
chr19-8,16100000,19900000,p13.11,"rgb(173,6,6)"
chr19-8,19900000,24200000,p12,"rgb(204, 153, 0)"
chr19-8,24200000,26200000,p11,"rgb(130,130,130)"
chr19-8,26200000,28100000,q11,"rgb(130,130,130)"
chr19-8,28100000,31900000,q12,"rgb(204, 153, 0)"
chr19-8,31900000,35100000,q13.11,"rgb(173,6,6)"
chr19-8,35100000,37800000,q13.12,"rgb(153, 204, 255)"
chr19-8,37800000,38200000,q13.13,"rgb(173,6,6)"
chr19-8,38200000,42900000,q13.2,"rgb(153, 204, 255)"
chr19-8,42900000,44700000,q13.31,"rgb(173,6,6)"
chr19-8,44700000,47500000,q13.32,"rgb(153, 204, 255)"
chr19-8,47500000,50900000,q13.33,"rgb(173,6,6)"
chr19-8,50900000,53100000,q13.41,"rgb(153, 204, 255)"
chr19-8,53100000,55800000,q13.42,"rgb(173,6,6)"
chr19-8,55800000,58617616,q13.43,"rgb(153, 204, 255)"
chr20-8,0,5100000,p13,"rgb(173,6,6)"
chr20-8,5100000,9200000,p12.3,"rgb(102, 51, 0)"
chr20-8,9200000,12000000,p12.2,"rgb(173,6,6)"
chr20-8,12000000,17900000,p12.1,"rgb(102, 51, 0)"
chr20-8,17900000,21300000,p11.23,"rgb(173,6,6)"
chr20-8,21300000,22300000,p11.22,"rgb(153, 204, 255)"
chr20-8,22300000,25700000,p11.21,"rgb(173,6,6)"
chr20-8,25700000,28100000,p11.1,"rgb(130,130,130)"
chr20-8,28100000,30400000,q11.1,"rgb(130,130,130)"
chr20-8,30400000,33500000,q11.21,"rgb(173,6,6)"
chr20-8,33500000,35800000,q11.22,"rgb(153, 204, 255)"
chr20-8,35800000,39000000,q11.23,"rgb(173,6,6)"
chr20-8,39000000,43100000,q12,"rgb(102, 51, 0)"
chr20-8,43100000,43500000,q13.11,"rgb(173,6,6)"
chr20-8,43500000,47800000,q13.12,"rgb(153, 204, 255)"
chr20-8,47800000,51200000,q13.13,"rgb(173,6,6)"
chr20-8,51200000,56400000,q13.2,"rgb(102, 51, 0)"
chr20-8,56400000,57800000,q13.31,"rgb(173,6,6)"
chr20-8,57800000,59700000,q13.32,"rgb(255, 0, 255)"
chr20-8,59700000,64444167,q13.33,"rgb(173,6,6)"
chr21-8,0,3100000,p13,"rgb(204, 153, 0)"
chr21-8,3100000,7000000,p12,
chr21-8,7000000,10900000,p11.2,"rgb(204, 153, 0)"
chr21-8,10900000,12000000,p11.1,"rgb(130,130,130)"
chr21-8,12000000,13000000,q11.1,"rgb(130,130,130)"
chr21-8,13000000,15000000,q11.2,"rgb(173,6,6)"
chr21-8,15000000,22600000,q21.1,"rgb(153, 255, 102)"
chr21-8,22600000,25500000,q21.2,"rgb(173,6,6)"
chr21-8,25500000,30200000,q21.3,"rgb(102, 51, 0)"
chr21-8,30200000,34400000,q22.11,"rgb(173,6,6)"
chr21-8,34400000,36400000,q22.12,"rgb(255, 0, 255)"
chr21-8,36400000,38300000,q22.13,"rgb(173,6,6)"
chr21-8,38300000,41200000,q22.2,"rgb(255, 0, 255)"
chr21-8,41200000,46709983,q22.3,"rgb(173,6,6)"
chr22-8,0,4300000,p13,"rgb(204, 153, 0)"
chr22-8,4300000,9400000,p12,
chr22-8,9400000,13700000,p11.2,"rgb(204, 153, 0)"
chr22-8,13700000,15000000,p11.1,"rgb(130,130,130)"
chr22-8,15000000,17400000,q11.1,"rgb(130,130,130)"
chr22-8,17400000,21700000,q11.21,"rgb(173,6,6)"
chr22-8,21700000,23100000,q11.22,"rgb(153, 204, 255)"
chr22-8,23100000,25500000,q11.23,"rgb(173,6,6)"
chr22-8,25500000,29200000,q12.1,"rgb(255, 0, 255)"
chr22-8,29200000,31800000,q12.2,"rgb(173,6,6)"
chr22-8,31800000,37200000,q12.3,"rgb(255, 0, 255)"
chr22-8,37200000,40600000,q13.1,"rgb(173,6,6)"
