Author,n (strains),publication title,journal,publication URL,strains
Cassar et al.,8,?,,unknown,DENV3/FRENCH_POLYNESIA/3050/1990 DENV3/FRENCH_POLYNESIA/27643/1989 DENV3/FRENCH_POLYNESIA/3056/1990 DENV3/FRENCH_POLYNESIA/6056/1990 DENV3/FRENCH_POLYNESIA/320219/1989 DENV3/FRENCH_POLYNESIA/2956/1992 DENV3/FRENCH_POLYNESIA/2986/1992 DENV3/FRENCH_POLYNESIA/136116/1994
Fabbri et al.,3,?,,unknown,DENV1/ARGENTINA/116603/2016 DENV1/ARGENTINA/115962/2016 DENV1/ARGENTINA/115614/2016
Choudhary et al.,3,?,,unknown,DENV2/INDIA/ILBS12/2015 DENV2/INDIA/ILBS03/2015 DENV2/INDIA/ILBS02/2015
Fulmali et al.,3,?,,unknown,DENV4/INDIA/LLMD233RGCB/2012 DENV4/INDIA/LLMD231RGCB/2012 DENV4/INDIA/LLMD236RGCB/2012
Amir et al.,1,?,,unknown,DENV/INDONESIA/NA/1976
Bhardwaj et al.,1,?,,unknown,DENV2/INDIA/P23085DI60/2007
Ahmed et al.,5,?,,unknown,DENV3/INDONESIA/INJ16/1982 DENV3/INDONESIA/MUTANTINJI6/1982 DENV3/BANGLADESH/MUTANT03/2002 DENV3/BANGLADESH/1/2002 DENV3/BANGLADESH/7/2002
Estes et al.,1,?,,unknown,DENV2/BURKINA_FASO/DAKAR2022/1980
Couissinier-Paris et al.,1,?,,unknown,DENV2/MARTINIQUE/IMTSSAMART703/1998
Araujo et al.,47,?,,unknown,DENV4/BRAZIL/SJRP556/2012 DENV4/BRAZIL/SJRP610/2013 DENV4/BRAZIL/SJRP580/2012 DENV2/BRAZIL/SJRP350/2008 DENV/BRAZIL/SJRP350/2008 DENV2/BRAZIL/DGV34/2010 DENV2/BRAZIL/ACS538/2010 DENV2/BRAZIL/DGV106/2010 DENV2/BRAZIL/DGV69/2010 DENV2/BRAZIL/SJRP869/2013 DENV2/BRAZIL/SJRP327/2006 DENV2/BRAZIL/SJRP572/2012 DENV2/BRAZIL/SJRP567/2012 DENV/BRAZIL/SJRP327/2006 DENV/BRAZIL/SJRP5402011/2012 DENV/BRAZIL/SJRP5412011/2012 DENV/BRAZIL/SJRP575/2012 DENV/BRAZIL/SJRP585/2012 DENV/BRAZIL/SJRP5672011/2012 DENV/BRAZIL/SJRP570/2012 DENV/BRAZIL/SJRP573/2012 DENV/BRAZIL/SJRP5652011/2012 DENV2/BRAZIL/ACS380/2010 DENV2/BRAZIL/DGV91/2010 DENV2/BRAZIL/SJRP2298/2014 DENV/BRAZIL/SJRP2298/2014 DENV/BRAZIL/SJPR393/2011 DENV1/BRAZIL/SJRP354/2011 DENV1/BRAZIL/SJRP395/2011 DENV1/BRAZIL/SJRP287/2011 DENV/BRAZIL/SJRP437/2011 DENV/BRAZIL/SJRP442/2011 DENV/BRAZIL/SJRP422/2011 DENV/BRAZIL/SJRP430/2011 DENV/BRAZIL/SJRP395/2011 DENV/BRAZIL/SJRP531/2012 DENV1/BRAZIL/SJRP1107/2013 DENV1/BRAZIL/SJRP778/2013 DENV1/BRAZIL/SJRP807/2013 DENV/BRAZIL/SJRP/2009 DENV1/BRAZIL/SJRP509/2012 DENV/BRAZIL/SJRP552/2012 DENV1/BRAZIL/SJRP17/2010 DENV1/BRAZIL/SJRP484/2012 DENV1/BRAZIL/SJRP709/2013 DENV1/BRAZIL/SJRP2271/2014 DENV/BRAZIL/SJRP2271/2014
Dean et al.,1,?,,unknown,DENV1/USA/NYS31368/2013
Medina et al.,3,?,,unknown,DENV4/MARSHALL_ISLANDS/RMIDB104/2011 DENV2/PUERTO_RICO/DB190/2013 DENV1/MARSHALL_ISLANDS/RMIDB107/2003
Anwar et al.,1,?,,unknown,DENV1/SINGAPORE/8114/1993
Abecasis et al.,8,?,,unknown,DENV4/BRAZIL/ROR/1982 DENV4/BRAZIL/STN31/2010 DENV4/BRAZIL/ROR7591/2010 DENV4/BRAZIL/ROR7542/2010 DENV4/BRAZIL/ROR7357/2010 DENV4/BRAZIL/ROR7465/2010 DENV4/BRAZIL/ROR7363/2010 DENV4/BRAZIL/ROR7365/2010
Faria et al.,2,?,,unknown,DENV2/BRAZIL/48578CE/1994 DENV2/BRAZIL/48622CE/1994
Shen et al.,3,?,,unknown,DENV1/CHINA/TZ15CHI/2016 DENV1/CHINA/TZ21CHI/2016 DENV1/CHINA/TZCHI/2016
Hasebe et al.,1,?,,unknown,DENV4/SRI_LANKA/NO17SRILANKA/1978
Escobar-Gutierrez et al.,1,?,,unknown,DENV2/MEXICO/CAM7786/2002
Acosta et al.,1,?,,unknown,DENV4/BRAZIL/246RR/2010
Balarini et al.,12,?,,unknown,DENV4/BRAZIL/GUSP0507/2013 DENV4/BRAZIL/GUSP1167/2013 DENV4/BRAZIL/GUSP1137/2013 DENV4/BRAZIL/GUSP1139/2013 DENV4/BRAZIL/GUSP0486/2013 DENV4/BRAZIL/GUSP0604/2013 DENV4/BRAZIL/GUSP1077/2013 DENV4/BRAZIL/GUSP1067/2013 DENV4/BRAZIL/GUSP1103/2013 DENV4/BRAZIL/GUSP1085/2013 DENV4/BRAZIL/GUSP1184/2013 DENV4/BRAZIL/GUSP1161/2013
Balasuriya et al.,3,?,,unknown,DENV1/SOUTH_KOREA/DENKOR01/2004 DENV1/SOUTH_KOREA/DENKOR07/2006 DENV1/SOUTH_KOREA/DENKOR02/2005
Aaskov et al.,67,?,,unknown,DENV4/CAMBODIA/AC33/2011 DENV4/INDONESIA/AC36/1973 DENV4/FRENCH_POLYNESIA/26067/2010 DENV4/FRENCH_POLYNESIA/15091/2009 DENV4/FRENCH_POLYNESIA/200131/2009 DENV4/FRENCH_POLYNESIA/NC160136/2009 DENV4/FRENCH_POLYNESIA/06096/2009 DENV4/FRENCH_POLYNESIA/032/2010 DENV4/FRENCH_POLYNESIA/08023/2009 DENV4/FRENCH_POLYNESIA/111/2009 DENV4/FRENCH_POLYNESIA/21011/2009 DENV4/FRENCH_POLYNESIA/040242/2009 DENV4/FRENCH_POLYNESIA/032/2009 DENV4/FRENCH_POLYNESIA/170191/2010 DENV4/FRENCH_POLYNESIA/17092/2010 DENV4/FRENCH_POLYNESIA/0283/2009 DENV4/FRENCH_POLYNESIA/050117/2010 DENV4/FRENCH_POLYNESIA/19058/2009 DENV4/FRENCH_POLYNESIA/050/2009 DENV4/FRENCH_POLYNESIA/0131/2009 DENV4/FRENCH_POLYNESIA/0215/2010 DENV4/FRENCH_POLYNESIA/06011/2010 DENV4/FRENCH_POLYNESIA/5918/1982 DENV4/FRENCH_POLYNESIA/323103/1985 DENV4/FRENCH_POLYNESIA/6074/1983 DENV4/FRENCH_POLYNESIA/131188/1984 DENV4/FRENCH_POLYNESIA/5070/1986 DENV4/FRENCH_POLYNESIA/13074/1988 DENV4/FRENCH_POLYNESIA/197/1987 DENV4/NICARAGUA/703/1999 DENV4/BRAZIL/NA/2012 DENV2/AUSTRALIA/QML16/2015 DENV2/THAILAND/16681PDK53/1983 DENV2/THAILAND/16681/1964 DENV2/CAMBODIA/D2T0601085/2009 DENV2/VIETNAM/AC21/2003 DENV2/VIETNAM/AC20/2003 DENV2/BRAZIL/BR161/2004 DENV3/PUERTO_RICO/S228762/1963 DENV3/SOLOMON_ISLANDS/SAL3DM/2013 DENV3/INDONESIA/SLEMANDELTA30/1978 DENV3/MYANMAR/80931/2008 DENV3/CAMBODIA/AC23/2011 DENV3/FRENCH_POLYNESIA/12029/2013 DENV3/FRENCH_POLYNESIA/28052/2013 DENV3/FRENCH_POLYNESIA/040171/2013 DENV3/FRENCH_POLYNESIA/230/2013 DENV3/FRENCH_POLYNESIA/26048/2013 DENV1/VENEZUELA/OBT1298/2000 DENV1/BOLIVIA/FSB3363/2010 DENV1/MYANMAR/40568/1976 DENV1/MYANMAR/40553/1971 DENV1/NEW_CALEDONIA/230873/2012 DENV1/NEW_CALEDONIA/170262/2012 DENV1/NEW_CALEDONIA/0489/2012 DENV1/NEW_CALEDONIA/270920/2012 DENV1/NEW_CALEDONIA/270911/2012 DENV1/NEW_CALEDONIA/170256/2012 DENV1/NEW_CALEDONIA/0496/2012 DENV1/NEW_CALEDONIA/23083/2012 DENV1/NEW_CALEDONIA/3578/2012 DENV1/NEW_CALEDONIA/3574/2012 DENV1/NEW_CALEDONIA/2877/2012 DENV1/NEW_CALEDONIA/3601/2012 DENV1/MYANMAR/31987/1998 DENV1/MYANMAR/49440/2002 DENV1/MYANMAR/61117/2005
Chetry et al.,2,?,,unknown,DENV1/INDIA/AP12243/2015 DENV1/INDIA/AP12251/2015
Abd-Alla et al.,3,?,,unknown,DENV2/SAUDI_ARABIA/JEDDAH/2014 DENV3/SAUDI_ARABIA/JEDDAH/2014 DENV1/SAUDI_ARABIA/JEDDAH/2011
Du et al.,4,?,,unknown,DENV2/CHINA/SZ/2015 DENV3/CHINA/HN22/2013 DENV1/CHINA/WW/2014 DENV1/CHINA/SZ/2015
Fujiya et al.,1,?,,unknown,DENV1/JAPAN/NIID106/2014
Akari et al.,2,?,,unknown,DENV2/JAPAN/MALDIVES77NIID/2008 DENV2/JAPAN/JAMAICA77NIID/2007
Buck et al.,1,?,,unknown,DENV2/USA/GW6/2014
Beltran et al.,3,?,,unknown,DENV/PUERTO_RICO/42/1991 DENV/PUERTO_RICO/38/1991 DENV/COLOMBIA/LA/1993
Saito et al.,1,?,,unknown,DENV1/JAPAN/RD/2014
Agarwal et al.,5,?,,unknown,DENV2/INDIA/1392/2009 DENV2/INDIA/OD2112/2011 DENV3/INDIA/DEL72/2008 DENV3/INDIA/ND143/2007 DENV1/INDIA/RR107/2011
Buckler-White et al.,1,?,,unknown,DENV4/DOMINICAN_REPUBLIC/DENSTRA/1981
Gandikota et al.,3,?,,unknown,DENV/INDIA/UOH1677/2014 DENV4/INDIA/UOH23916/2015 DENV1/INDIA/UOH3083/2014
Bai et al.,27,?,,unknown,DENV4/CHINA/GD09/1990 DENV4/CHINA/GD07/1978 DENV4/CHINA/GZ9809/2012 DENV2/CHINA/92911/2015 DENV2/CHINA/102919/2015 DENV2/CHINA/101812/2015 DENV2/CHINA/GD19/2001 DENV2/CHINA/GD/2001 DENV2/CHINA/GD01/2003 DENV2/CHINA/GD09/1993 DENV2/CHINA/GD06/1993 DENV2/CHINA/GD08/1998 DENV2/CHINA/GD05/1998 DENV3/CHINA/GZ10476/2012 DENV1/CHINA/GZ9104/2009 DENV1/CHINA/GZ9236/2009 DENV1/CHINA/GZ5700/2007 DENV1/CHINA/GD66/2003 DENV1/CHINA/GD54/2003 DENV1/CHINA/GD03/1991 DENV1/CHINA/GD/1995 DENV1/CHINA/GD01/1997 DENV1/CHINA/GD/1999 DENV1/CHINA/GD01/2006 DENV1/CHINA/GZ8513/2011 DENV1/CHINA/GD02/2006 DENV1/CHINA/GZ6519/2007
Northill et al.,19,?,,unknown,DENV4/AUSTRALIA/TOWNSVILLE/2005 DENV4/AUSTRALIA/TORRESSTRAIT/2005 DENV2/INDIA/IDA/2003 DENV2/AUSTRALIA/TORRESSTRAIT/2003 DENV2/PAPUA_NEW_GUINEA/D/2010 DENV2/AUSTRALIA/CAIRNS/2006 DENV2/PAPUA_NEW_GUINEA/A/2010 DENV2/AUSTRALIA/KURANDA/2002 DENV1/INDIA/DIA/2008 DENV1/AUSTRALIA/TOWNSVILLE/2009 DENV1/PALAU/NA/2000 DENV1/PAPUA_NEW_GUINEA/NA/2003 DENV1/FIJI/NA/2002 DENV1/COOK_ISLANDS/COOKISLANDS/2002 DENV1/COOK_ISLANDS/COOKISLANDS/2006 DENV1/FIJI/A/2006 DENV1/NIUE/B/2012 DENV1/NIUE/A/2012 DENV1/FIJI/B/2011
Chinnawirotpisan et al.,32,?,,unknown,DENV4/THAILAND/VIROAF8/2006 DENV2/THAILAND/0038/1974 DENV2/THAILAND/0144/1977 DENV2/THAILAND/0299/1979 DENV2/THAILAND/0498/1984 DENV2/THAILAND/0014/1979 DENV2/THAILAND/0015/1984 DENV2/THAILAND/0168/1979 DENV2/THAILAND/0184/1980 DENV2/THAILAND/0021/1986 DENV2/THAILAND/0433/1985 DENV2/THAILAND/0270/1984 DENV2/THAILAND/0026/1988 DENV2/THAILAND/0055/1999 DENV2/THAILAND/0284/1990 DENV3/THAILAND/0010/1987 DENV3/THAILAND/0007/1987 DENV1/THAILAND/0442/1980 DENV1/THAILAND/0673/1980 DENV1/BHUTAN/P13153/2013 DENV1/THAILAND/0023/1981 DENV1/THAILAND/0081/1982 DENV1/THAILAND/0096/1981 DENV1/THAILAND/0008/1981 DENV1/THAILAND/0128/1989 DENV1/THAILAND/0001/1989 DENV1/THAILAND/0323/1991 DENV1/THAILAND/0153/1992 DENV1/THAILAND/0336/1991 DENV1/THAILAND/0097/1994 DENV1/THAILAND/0488/1994 DENV1/THAILAND/0049/2001
Bui et al.,1,?,,unknown,DENV1/VIETNAM/E265/2013
Chun et al.,1,?,,unknown,DENV1/CHINA/DGVGZ01/2007
Capobianchi et al.,1,?,,unknown,DENV2/TANZANIA/K2RIJ059DARESSALAAM/2014
Barrett et al.,1,?,,unknown,DENV3/THAILAND/44/1983
Kotaki et al.,6,?,,unknown,DENV3/JAPAN/BENINNIID74/2010 DENV1/JAPAN/NIID181/2014 DENV1/JAPAN/NIID188/2014 DENV1/JAPAN/NIID/2014 DENV1/JAPAN/SAITAMANIID100/2014 DENV1/JAPAN/NIID111/2014
Bennett et al.,17,?,,unknown,DENV2/NEW_CALEDONIA/UH97/1972 DENV2/FIJI/UH22/1971 DENV2/FIJI/UH21/1971 DENV2/FRENCH_POLYNESIA/UH00/1973 DENV2/NEW_CALEDONIA/UH37/1971 DENV2/AMERICAN_SAMOA/UH73/1972 DENV2/AMERICAN_SAMOA/UH77/1972 DENV2/TONGA/UH16/1974 DENV3/AUSTRALIA/CAIRNS/2008 DENV3/AUSTRALIA/CAIRNS/1998 DENV1/USA/HAWO3663/2001 DENV1/USA/HAWO3758/2001 DENV1/FRENCH_POLYNESIA/HAWM2516/2001 DENV1/USA/HAWM3430/2001 DENV1/FRENCH_POLYNESIA/FP0705/2007 DENV1/FRENCH_POLYNESIA/FP1104/2007 DENV1/FRENCH_POLYNESIA/FP0203/2007
Araya et al.,1,?,,unknown,DENV1/CHILE/CHI3336/2002
Chen et al.,49,?,,unknown,DENV4/CHINA/ZJ02/2013 DENV4/CHINA/GZ1D4/2010 DENV2/CHINA/FJ11/1999 DENV2/TAIWAN/21910912/2002 DENV2/TAIWAN/19450818/2002 DENV2/TAIWAN/14210716/2002 DENV2/CHINA/ZJ02/2010 DENV2/TAIWAN/PL046/2005 DENV2/PERU/FSL699/2002 DENV2/PERU/NFI52/2002 DENV2/PERU/FMD2303/2009 DENV2/PERU/FMD1337/2007 DENV2/PERU/FPI0492/2011 DENV2/PERU/IQA2080/2010 DENV2/PERU/FPI1049/2011 DENV2/PERU/FPI0191/2011 DENV2/PERU/FPI00174/2011 DENV2/PERU/NFI1159/2010 DENV2/PERU/FPI01399/2011 DENV2/PERU/IQA2042/2010 DENV2/PERU/IQA1995/2010 DENV2/PERU/FPI00154/2010 DENV2/PERU/FPI01777/2011 DENV2/PERU/FPI0120/2011 DENV2/PERU/FPI1617/2011 DENV2/PERU/FPI01695/2011 DENV2/PERU/FPY00016/2010 DENV2/PERU/FPI01345/2011 DENV2/PERU/FPI01851/2011 DENV2/PERU/IDA108/2011 DENV3/TAIWAN/739079A/2004 DENV3/CHINA/DTIDZJU04/2009 DENV3/CHINA/GZ1D3/2009 DENV3/CHINA/17/2009 DENV3/CHINA/27/2009 DENV1/CHINA/ZJ01/2013 DENV1/CHINA/ZJYW01/2013 DENV1/CHINA/02GZ/1971 DENV1/CHINA/ZJ08/2013 DENV1/CHINA/GZ01/1995 DENV1/TAIWAN/832/1994 DENV1/TAIWAN/360052/1994 DENV1/TAIWAN/N30/2008 DENV1/TAIWAN/SD1543/2008 DENV1/CHINA/GZOY/2006 DENV1/CHINA/N46MGZ/2014 DENV1/CHINA/N5MGZ/2014 DENV1/CHINA/FJ231/2004 DENV1/CHINA/DG14/2011
Leitmeyer et al.,3,?,,unknown,DENV2/PERU/IQT2913/1996 DENV2/VENEZUELA/N2/1987 DENV2/VENEZUELA/MARA4/1990
Andrade et al.,5,?,,unknown,DENV3/SRI_LANKA/SRILANCDC073/1985 DENV3/SRI_LANKA/SRILAN1CDCSK06/1993 DENV3/SRI_LANKA/3050/2004 DENV3/SRI_LANKA/3055/2003 DENV3/SRI_LANKA/SRILAN1/1997
Igarashi et al.,2,?,,unknown,DENV2/THAILAND/NH7/1993 DENV2/THAILAND/NH55/1993
Osatomi et al.,1,?,,unknown,DENV3/PHILIPPINES/H87/1956
Ocazionez et al.,14,?,,unknown,DENV3/COLOMBIA/SAN288/2002 DENV3/COLOMBIA/SAN051/2007 DENV3/COLOMBIA/SANLV126/2003 DENV3/COLOMBIA/SAN084/2002 DENV3/COLOMBIA/SAN132/2002 DENV3/COLOMBIA/SANLV053/2003 DENV3/COLOMBIA/SANLV105/2003 DENV3/COLOMBIA/SANLV220/2003 DENV3/COLOMBIA/SANLV111082/2010 DENV3/COLOMBIA/SAN158/2007 DENV3/COLOMBIA/SAN069/2008 DENV3/COLOMBIA/SANLV11115/2010 DENV3/COLOMBIA/SANLV121020/2009 DENV3/COLOMBIA/SANLV192097/2009
Carneiro et al.,1,?,,unknown,DENV1/BRAZIL/BEH527543/1994
Chang et al.,24,?,,unknown,DENV2/TRINIDAD_AND_TOBAGO/NA/1953 DENV2/PUERTO_RICO/PUERTORICO/1969 DENV2/INDIA/DIA/1957 DENV2/SRI_LANKA/SRILANKA/1990 DENV2/SEYCHELLES/NA/1977 DENV2/SOMALIA/MALIA/1984 DENV2/BURKINA_FASO/BURKINAFO/1983 DENV2/TAIWAN/929PT81APL046/1981 DENV2/TAIWAN/NA/1987 DENV2/TAIWAN/802KH1108C/2011 DENV2/TAIWAN/704TN0510A/2005 DENV3/TAIWAN/813KH9408A/1994 DENV3/TAIWAN/466/1995 DENV3/TAIWAN/358/1998 DENV3/TAIWAN/628/1999 DENV3/SRI_LANKA/SRILAN9912ATW/1999 DENV1/TAIWAN/114TP1611A/2016 DENV1/TAIWAN/PHILIPPINES10C/2016 DENV1/MADAGASCAR/MADAGCAR02ATW/2006 DENV1/TAIWAN/813KH9809B/1998 DENV1/TAIWAN/1TP1110A/2011 DENV/TAIWAN/KMUH031/2014 DENV/TAIWAN/KMUH028/2014 DENV/TAIWAN/KMUH033/2014
An et al.,2,?,,unknown,DENV2/CHINA/GZ574/2014 DENV1/CHINA/GZ716/2014
Cameron et al.,5,?,,unknown,DENV/AUSTRALIA/TULLY/2015 DENV/PAPUA_NEW_GUINEA/NA/2011 DENV/VANUATU/VAN/2013 DENV/AUSTRALIA/CAIRNS/2012 DENV/AUSTRALIA/TSV/2008
Gupta et al.,3,?,,unknown,DENV/NEPAL/885/2013 DENV/NEPAL/679/2013 DENV/NEPAL/798/2013
Anukumar et al.,1,?,,unknown,DENV1/INDIA/NIVK130706770DIA/2013
Dhenni et al.,1,?,,unknown,DENV3/INDONESIA/10225/2016
Chanock et al.,1,?,,unknown,DENV4/DOMINICA/814669DELTA30/1981
Alto et al.,1,?,,unknown,DENV1/USA/BOLKW0/2010
Kutsuna et al.,2,?,,unknown,DENV2/SRI_LANKA/SRILANKANIID33/2017 DENV2/SRI_LANKA/SRILANKANIID34/2017
Biswas et al.,6,?,,unknown,DENV/INDIA/42/2015 DENV/INDIA/DEN516/2015 DENV/INDIA/38/2015 DENV/INDIA/50/2015 DENV/INDIA/DEN643/2015 DENV/INDIA/72/2015
Duan et al.,1,?,,unknown,DENV2/CHINA/44/1989
Burke et al.,1,?,,unknown,DENV2/PAPUA_NEW_GUINEA/CGA/1988
Jimenez et al.,1,?,,unknown,DENV3/SRI_LANKA/SK698/1990
Ahwanah et al.,1,?,,unknown,DENV1/INDONESIA/BO15/2014
Gubler et al.,13,?,,unknown,DENV3/PUERTO_RICO/PUERTORICO/1963 DENV3/PUERTO_RICO/PUERTORICO/1977 DENV3/INDONESIA/NA/1985 DENV3/FIJI/29472/1992 DENV3/THAILAND/AILAND/1962 DENV3/THAILAND/AILAND/1986 DENV3/SRI_LANKA/SRILANKA/1981 DENV3/SAMOA/NA/1986 DENV3/SRI_LANKA/SRILANKA/1985 DENV3/INDIA/DIA/1984 DENV3/SRI_LANKA/SRILANKA/1991 DENV3/MOZAMBIQUE/NA/1985 DENV1/ANGOLA/NA/2013
Biedrzycka et al.,2,?,,unknown,DENV2/AUSTRALIA/NEWGUINEACPUO218HYBRID/1997 DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944
Delecluse et al.,1,?,,unknown,DENV2/THAILAND/BANGKOK/1974
Dewi et al.,2,?,,unknown,DENV1/MICRONESIA/27/2004 DENV1/SEYCHELLES/NIID41/2003
Bordignon et al.,1,?,,unknown,DENV1/FRENCH_GUIANA/FGAP6/2006
Brisse et al.,20,?,,unknown,DENV2/FRENCH_GUIANA/FGUJUN/1997 DENV2/FRENCH_GUIANA/FGUFEV/1998 DENV2/FRENCH_GUIANA/FGUAUG/1998 DENV2/FRENCH_GUIANA/FGUOCT/2005 DENV2/FRENCH_GUIANA/FGUDEC/2001 DENV2/FRENCH_GUIANA/FGUAPR/2002 DENV2/FRENCH_GUIANA/FGUFEB/1993 DENV2/FRENCH_GUIANA/FGUMAY/1999 DENV2/MARTINIQUE/MARSEP/2005 DENV2/MARTINIQUE/MARJUN/2005 DENV2/MARTINIQUE/MAROCT/2005 DENV2/GUADELOUPE/GUASEP/2006 DENV2/MARTINIQUE/MARNOV/2005 DENV2/MARTINIQUE/MARAUG/2005 DENV2/SURINAME/OCT/2005 DENV2/FRENCH_GUIANA/FGUAPR2/2006 DENV2/SURINAME/AUG/2005 DENV2/FRENCH_GUIANA/FGUMAR/2006 DENV2/FRENCH_GUIANA/FGUAPR1/2006 DENV2/GUADELOUPE/GUAOCT/2006
Anupriya et al.,2,?,,unknown,DENV2/INDIA/RGCB880/2010 DENV2/INDIA/RGCB92/2011
Alisjahbana et al.,1,?,,unknown,DENV3/THAILAND/C0331/1994
Gao et al.,5,?,,unknown,DENV4/PHILIPPINES/CN08/2014 DENV4/INDONESIA/CN27/2015 DENV2/INDONESIA/CN18/2014 DENV2/PHILIPPINES/CN77/2015 DENV2/PAPUA_NEW_GUINEA/CN10/2013
Di et al.,1,?,,unknown,DENV4/CHINA/GUANGZHOU660/2010
Jiang et al.,1,?,,unknown,DENV2/CHINA/GZ2572001/2005
Bessaud et al.,2,?,,unknown,DENV3/SRI_LANKA/REFERENCE/2000 DENV3/MARTINIQUE/IMTSSAMART1243/1999
Cho et al.,8,?,,unknown,DENV3/THAILAND/PYTHIUM/2014 DENV1/SOUTH_KOREA/DENKOR08/2006 DENV1/SOUTH_KOREA/DENKOR10/2007 DENV1/SOUTH_KOREA/DENKOR09/2007 DENV1/SOUTH_KOREA/DENKOR/2005 DENV1/SOUTH_KOREA/DENKOR12/2008 DENV1/SOUTH_KOREA/DENKOR11/2008 DENV1/SOUTH_KOREA/DENKOR04/2005
Demay et al.,1,?,,unknown,DENV1/USA/KW10AG/2010
Cao et al.,8,?,,unknown,DENV1/VIETNAM/LAHT6709/2006 DENV1/VIETNAM/LAHT6708/2006 DENV1/VIETNAM/BTRM6822/2008 DENV1/VIETNAM/LAM3670/2009 DENV1/VIETNAM/VLM3534/2008 DENV1/CHINA/DQ836632/2004 DENV1/VIETNAM/KGM5876/2009 DENV1/CHINA/GZZW0802/2014
Hu et al.,7,?,,unknown,DENV4/CHINA/YNDGR9/2015 DENV4/CHINA/YNDGR35/2015 DENV2/CHINA/FJ10/2000 DENV2/CHINA/43/1987 DENV2/CHINA/04/1985 DENV3/CHINA/YNMN1302/2013 DENV3/CHINA/YNJH88/2013
Allicock et al.,4,?,,unknown,DENV1/SURINAME/CAREC7838/1981 DENV1/GRENADA/CAREC8140/1977 DENV1/GRENADA/CAREC0184/1978 DENV1/GRENADA/CAREC0174/1978
Cao-Lormeau et al.,3,?,,unknown,DENV3/NEW_CALEDONIA/1573/1989 DENV3/FRENCH_POLYNESIA/ISLV61132/1996 DENV3/FRENCH_POLYNESIA/IDV24881/1996
Abraham et al.,4,?,,unknown,DENV1/INDIA/RGCB294/2007 DENV1/INDIA/RGCB419/2008 DENV1/INDIA/RGCB592/2009 DENV1/INDIA/RGCB585/2009
Balmaseda et al.,7,?,,unknown,DENV2/NICARAGUA/BIDV645/2005 DENV3/NICARAGUA/BIDV7634/2011 DENV3/NICARAGUA/BIDV7662/2011 DENV1/NICARAGUA/BIDV7672/2011 DENV1/NICARAGUA/BIDV7684/2012 DENV1/NICARAGUA/BIDV7686/2012 DENV1/NICARAGUA/BIDV7685/2012
Dharmana et al.,5,?,,unknown,DENV2/INDONESIA/SMGSE001/2012 DENV3/INDONESIA/SMGSE005/2012 DENV3/INDONESIA/SMGSE052/2012 DENV1/INDONESIA/SMGSE058/2012 DENV1/INDONESIA/SMGSE059/2012
